"combine","Freq","type","n","last_record"
"1110",62,"synthetic data from attack",2,"0100"
"0000",68,"released synthetic data",2,"0100"
"0001",60,"released synthetic data",2,"0100"
"0010",77,"released synthetic data",2,"0100"
"0011",70,"released synthetic data",2,"0100"
"0100",73,"released synthetic data",2,"0100"
"0101",60,"released synthetic data",2,"0100"
"0110",58,"released synthetic data",2,"0100"
"0111",72,"released synthetic data",2,"0100"
"1000",77,"released synthetic data",2,"0100"
"1001",69,"released synthetic data",2,"0100"
"1010",50,"released synthetic data",2,"0100"
"1011",61,"released synthetic data",2,"0100"
"1100",79,"released synthetic data",2,"0100"
"1101",65,"released synthetic data",2,"0100"
"1110",60,"released synthetic data",2,"0100"
"1111",1,"released synthetic data",2,"0100"
"0000",63,"synthetic data from attack",2,"1100"
"0001",73,"synthetic data from attack",2,"1100"
"0010",83,"synthetic data from attack",2,"1100"
"0011",53,"synthetic data from attack",2,"1100"
"0100",70,"synthetic data from attack",2,"1100"
"0101",78,"synthetic data from attack",2,"1100"
"0110",59,"synthetic data from attack",2,"1100"
"0111",58,"synthetic data from attack",2,"1100"
"1000",76,"synthetic data from attack",2,"1100"
"1001",70,"synthetic data from attack",2,"1100"
"1010",60,"synthetic data from attack",2,"1100"
"1011",68,"synthetic data from attack",2,"1100"
"1100",77,"synthetic data from attack",2,"1100"
"1101",48,"synthetic data from attack",2,"1100"
"1110",64,"synthetic data from attack",2,"1100"
"0000",68,"released synthetic data",2,"1100"
"0001",60,"released synthetic data",2,"1100"
"0010",77,"released synthetic data",2,"1100"
"0011",70,"released synthetic data",2,"1100"
"0100",73,"released synthetic data",2,"1100"
"0101",60,"released synthetic data",2,"1100"
"0110",58,"released synthetic data",2,"1100"
"0111",72,"released synthetic data",2,"1100"
"1000",77,"released synthetic data",2,"1100"
"1001",69,"released synthetic data",2,"1100"
"1010",50,"released synthetic data",2,"1100"
"1011",61,"released synthetic data",2,"1100"
"1100",79,"released synthetic data",2,"1100"
"1101",65,"released synthetic data",2,"1100"
"1110",60,"released synthetic data",2,"1100"
"1111",1,"released synthetic data",2,"1100"
"0000",72,"synthetic data from attack",2,"0010"
"0001",73,"synthetic data from attack",2,"0010"
"0010",85,"synthetic data from attack",2,"0010"
"0011",57,"synthetic data from attack",2,"0010"
"0100",71,"synthetic data from attack",2,"0010"
"0101",71,"synthetic data from attack",2,"0010"
"0110",52,"synthetic data from attack",2,"0010"
"0111",84,"synthetic data from attack",2,"0010"
"1000",65,"synthetic data from attack",2,"0010"
"1001",72,"synthetic data from attack",2,"0010"
"1010",44,"synthetic data from attack",2,"0010"
"1011",62,"synthetic data from attack",2,"0010"
"1100",71,"synthetic data from attack",2,"0010"
"1101",56,"synthetic data from attack",2,"0010"
