"combine","Freq","type","n","last_record"
"0111",71,"synthetic",1,"0011"
"1000",67,"synthetic",1,"0011"
"1001",56,"synthetic",1,"0011"
"1010",73,"synthetic",1,"0011"
"1011",64,"synthetic",1,"0011"
"1100",112,"synthetic",1,"0011"
"1101",29,"synthetic",1,"0011"
"1110",33,"synthetic",1,"0011"
"1111",16,"synthetic",1,"0011"
"0000",69,"original",1,"0011"
"0001",60,"original",1,"0011"
"0010",79,"original",1,"0011"
"0011",63,"original",1,"0011"
"0100",68,"original",1,"0011"
"0101",64,"original",1,"0011"
"0110",60,"original",1,"0011"
"0111",75,"original",1,"0011"
"1000",74,"original",1,"0011"
"1001",63,"original",1,"0011"
"1010",54,"original",1,"0011"
"1011",69,"original",1,"0011"
"1100",77,"original",1,"0011"
"1101",59,"original",1,"0011"
"1110",66,"original",1,"0011"
"0000",87,"synthetic",1,"1011"
"0001",57,"synthetic",1,"1011"
"0010",72,"synthetic",1,"1011"
"0011",71,"synthetic",1,"1011"
"0100",81,"synthetic",1,"1011"
"0101",67,"synthetic",1,"1011"
"0110",61,"synthetic",1,"1011"
"0111",74,"synthetic",1,"1011"
"1000",62,"synthetic",1,"1011"
"1001",64,"synthetic",1,"1011"
"1010",55,"synthetic",1,"1011"
"1011",70,"synthetic",1,"1011"
"1100",78,"synthetic",1,"1011"
"1101",39,"synthetic",1,"1011"
"1110",37,"synthetic",1,"1011"
"1111",25,"synthetic",1,"1011"
"0000",69,"original",1,"1011"
"0001",60,"original",1,"1011"
"0010",79,"original",1,"1011"
"0011",62,"original",1,"1011"
"0100",68,"original",1,"1011"
"0101",64,"original",1,"1011"
"0110",60,"original",1,"1011"
"0111",75,"original",1,"1011"
"1000",74,"original",1,"1011"
"1001",63,"original",1,"1011"
"1010",54,"original",1,"1011"
"1011",70,"original",1,"1011"
"1100",77,"original",1,"1011"
"1101",59,"original",1,"1011"
"1110",66,"original",1,"1011"
"0000",68,"synthetic",1,"0111"
"0001",68,"synthetic",1,"0111"
"0010",83,"synthetic",1,"0111"
"0011",53,"synthetic",1,"0111"
"0100",76,"synthetic",1,"0111"
"0101",55,"synthetic",1,"0111"
"0110",54,"synthetic",1,"0111"
"0111",78,"synthetic",1,"0111"
"1000",70,"synthetic",1,"0111"
"1001",49,"synthetic",1,"0111"
"1010",58,"synthetic",1,"0111"
"1011",85,"synthetic",1,"0111"
"1100",104,"synthetic",1,"0111"
"1101",44,"synthetic",1,"0111"
"1110",38,"synthetic",1,"0111"
"1111",17,"synthetic",1,"0111"
"0000",69,"original",1,"0111"
"0001",60,"original",1,"0111"
"0010",79,"original",1,"0111"
"0011",62,"original",1,"0111"
"0100",68,"original",1,"0111"
"0101",64,"original",1,"0111"
"0110",60,"original",1,"0111"
"0111",76,"original",1,"0111"
"1000",74,"original",1,"0111"
"1001",63,"original",1,"0111"
"1010",54,"original",1,"0111"
"1011",69,"original",1,"0111"
"1100",77,"original",1,"0111"
"1101",59,"original",1,"0111"
"1110",66,"original",1,"0111"
"0000",83,"synthetic",1,"1111"
"0001",51,"synthetic",1,"1111"
"0010",70,"synthetic",1,"1111"
"0011",51,"synthetic",1,"1111"
"0100",71,"synthetic",1,"1111"
"0101",84,"synthetic",1,"1111"
"0110",59,"synthetic",1,"1111"
"0111",87,"synthetic",1,"1111"
"1000",65,"synthetic",1,"1111"
"1001",60,"synthetic",1,"1111"
"1010",45,"synthetic",1,"1111"
"1011",86,"synthetic",1,"1111"
"1100",84,"synthetic",1,"1111"
"1101",38,"synthetic",1,"1111"
"1110",47,"synthetic",1,"1111"
"1111",19,"synthetic",1,"1111"
"0000",69,"original",1,"1111"
"0001",60,"original",1,"1111"
"0010",79,"original",1,"1111"
"0011",62,"original",1,"1111"
"0100",68,"original",1,"1111"
"0101",64,"original",1,"1111"
"0110",60,"original",1,"1111"
"0111",75,"original",1,"1111"
"1000",74,"original",1,"1111"
"1001",63,"original",1,"1111"
"1010",54,"original",1,"1111"
"1011",69,"original",1,"1111"
"1100",77,"original",1,"1111"
"1101",59,"original",1,"1111"
"1110",66,"original",1,"1111"
"1111",1,"original",1,"1111"
"0000",54,"synthetic",2,"0000"
"0001",64,"synthetic",2,"0000"
"0010",76,"synthetic",2,"0000"
"0011",77,"synthetic",2,"0000"
"0100",66,"synthetic",2,"0000"
"0101",59,"synthetic",2,"0000"
"0110",70,"synthetic",2,"0000"
"0111",78,"synthetic",2,"0000"
"1000",68,"synthetic",2,"0000"
"1001",79,"synthetic",2,"0000"
"1010",43,"synthetic",2,"0000"
"1011",72,"synthetic",2,"0000"
"1100",94,"synthetic",2,"0000"
"1101",33,"synthetic",2,"0000"
"1110",46,"synthetic",2,"0000"
"1111",21,"synthetic",2,"0000"
"0000",70,"original",2,"0000"
"0001",60,"original",2,"0000"
"0010",79,"original",2,"0000"
"0011",62,"original",2,"0000"
"0100",68,"original",2,"0000"
"0101",64,"original",2,"0000"
"0110",60,"original",2,"0000"
"0111",75,"original",2,"0000"
"1000",74,"original",2,"0000"
"1001",63,"original",2,"0000"
"1010",54,"original",2,"0000"
"1011",69,"original",2,"0000"
"1100",77,"original",2,"0000"
"1101",59,"original",2,"0000"
"1110",66,"original",2,"0000"
"0000",60,"synthetic",2,"1000"
"0001",68,"synthetic",2,"1000"
"0010",100,"synthetic",2,"1000"
"0011",65,"synthetic",2,"1000"
"0100",67,"synthetic",2,"1000"
"0101",77,"synthetic",2,"1000"
"0110",51,"synthetic",2,"1000"
"0111",66,"synthetic",2,"1000"
"1000",70,"synthetic",2,"1000"
"1001",56,"synthetic",2,"1000"
"1010",60,"synthetic",2,"1000"
"1011",58,"synthetic",2,"1000"
"1100",105,"synthetic",2,"1000"
"1101",28,"synthetic",2,"1000"
"1110",47,"synthetic",2,"1000"
"1111",22,"synthetic",2,"1000"
"0000",69,"original",2,"1000"
"0001",60,"original",2,"1000"
"0010",79,"original",2,"1000"
"0011",62,"original",2,"1000"
"0100",68,"original",2,"1000"
"0101",64,"original",2,"1000"
"0110",60,"original",2,"1000"
"0111",75,"original",2,"1000"
"1000",75,"original",2,"1000"
"1001",63,"original",2,"1000"
"1010",54,"original",2,"1000"
"1011",69,"original",2,"1000"
"1100",77,"original",2,"1000"
"1101",59,"original",2,"1000"
"1110",66,"original",2,"1000"
"0000",75,"synthetic",2,"0100"
"0001",72,"synthetic",2,"0100"
"0010",82,"synthetic",2,"0100"
"0011",73,"synthetic",2,"0100"
"0100",60,"synthetic",2,"0100"
"0101",62,"synthetic",2,"0100"
"0110",64,"synthetic",2,"0100"
"0111",62,"synthetic",2,"0100"
"1000",78,"synthetic",2,"0100"
"1001",71,"synthetic",2,"0100"
"1010",55,"synthetic",2,"0100"
"1011",64,"synthetic",2,"0100"
"1100",89,"synthetic",2,"0100"
"1101",31,"synthetic",2,"0100"
"1110",37,"synthetic",2,"0100"
"1111",25,"synthetic",2,"0100"
"0000",69,"original",2,"0100"
"0001",60,"original",2,"0100"
"0010",79,"original",2,"0100"
"0011",62,"original",2,"0100"
"0100",69,"original",2,"0100"
"0101",64,"original",2,"0100"
"0110",60,"original",2,"0100"
"0111",75,"original",2,"0100"
"1000",74,"original",2,"0100"
"1001",63,"original",2,"0100"
"1010",54,"original",2,"0100"
"1011",69,"original",2,"0100"
"1100",77,"original",2,"0100"
"1101",59,"original",2,"0100"
"1110",66,"original",2,"0100"
"0000",62,"synthetic",2,"1100"
"0001",74,"synthetic",2,"1100"
"0010",83,"synthetic",2,"1100"
"0011",53,"synthetic",2,"1100"
"0100",77,"synthetic",2,"1100"
"0101",71,"synthetic",2,"1100"
"0110",59,"synthetic",2,"1100"
"0111",58,"synthetic",2,"1100"
"1000",75,"synthetic",2,"1100"
"1001",71,"synthetic",2,"1100"
"1010",60,"synthetic",2,"1100"
"1011",68,"synthetic",2,"1100"
"1100",96,"synthetic",2,"1100"
"1101",29,"synthetic",2,"1100"
"1110",48,"synthetic",2,"1100"
"1111",16,"synthetic",2,"1100"
"0000",69,"original",2,"1100"
"0001",60,"original",2,"1100"
"0010",79,"original",2,"1100"
"0011",62,"original",2,"1100"
"0100",68,"original",2,"1100"
"0101",64,"original",2,"1100"
"0110",60,"original",2,"1100"
"0111",75,"original",2,"1100"
"1000",74,"original",2,"1100"
"1001",63,"original",2,"1100"
"1010",54,"original",2,"1100"
"1011",69,"original",2,"1100"
"1100",78,"original",2,"1100"
"1101",59,"original",2,"1100"
"1110",66,"original",2,"1100"
"0000",73,"synthetic",2,"0010"
"0001",72,"synthetic",2,"0010"
"0010",85,"synthetic",2,"0010"
"0011",57,"synthetic",2,"0010"
"0100",71,"synthetic",2,"0010"
"0101",71,"synthetic",2,"0010"
"0110",52,"synthetic",2,"0010"
"0111",84,"synthetic",2,"0010"
"1000",67,"synthetic",2,"0010"
"1001",70,"synthetic",2,"0010"
"1010",48,"synthetic",2,"0010"
"1011",58,"synthetic",2,"0010"
"1100",86,"synthetic",2,"0010"
"1101",41,"synthetic",2,"0010"
"1110",43,"synthetic",2,"0010"
"1111",22,"synthetic",2,"0010"
"0000",69,"original",2,"0010"
"0001",60,"original",2,"0010"
"0010",80,"original",2,"0010"
"0011",62,"original",2,"0010"
"0100",68,"original",2,"0010"
"0101",64,"original",2,"0010"
"0110",60,"original",2,"0010"
"0111",75,"original",2,"0010"
"1000",74,"original",2,"0010"
"1001",63,"original",2,"0010"
"1010",54,"original",2,"0010"
"1011",69,"original",2,"0010"
"1100",77,"original",2,"0010"
"1101",59,"original",2,"0010"
"1110",66,"original",2,"0010"
"0000",68,"synthetic",2,"1010"
"0001",61,"synthetic",2,"1010"
"0010",77,"synthetic",2,"1010"
"0011",68,"synthetic",2,"1010"
"0100",59,"synthetic",2,"1010"
"0101",72,"synthetic",2,"1010"
"0110",56,"synthetic",2,"1010"
"0111",76,"synthetic",2,"1010"
"1000",68,"synthetic",2,"1010"
"1001",64,"synthetic",2,"1010"
"1010",52,"synthetic",2,"1010"
"1011",73,"synthetic",2,"1010"
"1100",112,"synthetic",2,"1010"
"1101",33,"synthetic",2,"1010"
"1110",47,"synthetic",2,"1010"
"1111",14,"synthetic",2,"1010"
"0000",69,"original",2,"1010"
"0001",60,"original",2,"1010"
"0010",79,"original",2,"1010"
"0011",62,"original",2,"1010"
"0100",68,"original",2,"1010"
"0101",64,"original",2,"1010"
"0110",60,"original",2,"1010"
"0111",75,"original",2,"1010"
"1000",74,"original",2,"1010"
"1001",63,"original",2,"1010"
"1010",55,"original",2,"1010"
"1011",69,"original",2,"1010"
"1100",77,"original",2,"1010"
"1101",59,"original",2,"1010"
"1110",66,"original",2,"1010"
"0000",70,"synthetic",2,"0110"
"0001",64,"synthetic",2,"0110"
"0010",75,"synthetic",2,"0110"
"0011",65,"synthetic",2,"0110"
"0100",67,"synthetic",2,"0110"
"0101",62,"synthetic",2,"0110"
"0110",54,"synthetic",2,"0110"
"0111",80,"synthetic",2,"0110"
"1000",70,"synthetic",2,"0110"
"1001",78,"synthetic",2,"0110"
"1010",51,"synthetic",2,"0110"
"1011",57,"synthetic",2,"0110"
"1100",103,"synthetic",2,"0110"
"1101",49,"synthetic",2,"0110"
"1110",38,"synthetic",2,"0110"
"1111",17,"synthetic",2,"0110"
"0000",69,"original",2,"0110"
"0001",60,"original",2,"0110"
"0010",79,"original",2,"0110"
"0011",62,"original",2,"0110"
"0100",68,"original",2,"0110"
"0101",64,"original",2,"0110"
"0110",61,"original",2,"0110"
"0111",75,"original",2,"0110"
"1000",74,"original",2,"0110"
"1001",63,"original",2,"0110"
"1010",54,"original",2,"0110"
"1011",69,"original",2,"0110"
"1100",77,"original",2,"0110"
"1101",59,"original",2,"0110"
"1110",66,"original",2,"0110"
"0000",75,"synthetic",2,"1110"
"0001",55,"synthetic",2,"1110"
"0010",77,"synthetic",2,"1110"
"0011",68,"synthetic",2,"1110"
"0100",65,"synthetic",2,"1110"
"0101",61,"synthetic",2,"1110"
"0110",56,"synthetic",2,"1110"
"0111",75,"synthetic",2,"1110"
"1000",74,"synthetic",2,"1110"
"1001",68,"synthetic",2,"1110"
"1010",54,"synthetic",2,"1110"
"1011",66,"synthetic",2,"1110"
"1100",95,"synthetic",2,"1110"
"1101",50,"synthetic",2,"1110"
"1110",42,"synthetic",2,"1110"
"1111",19,"synthetic",2,"1110"
"0000",69,"original",2,"1110"
"0001",60,"original",2,"1110"
"0010",79,"original",2,"1110"
"0011",62,"original",2,"1110"
"0100",68,"original",2,"1110"
"0101",64,"original",2,"1110"
"0110",60,"original",2,"1110"
"0111",75,"original",2,"1110"
"1000",74,"original",2,"1110"
"1001",63,"original",2,"1110"
"1010",54,"original",2,"1110"
"1011",69,"original",2,"1110"
"1100",77,"original",2,"1110"
"1101",59,"original",2,"1110"
"1110",67,"original",2,"1110"
"0000",82,"synthetic",2,"0001"
"0001",61,"synthetic",2,"0001"
"0010",92,"synthetic",2,"0001"
"0011",70,"synthetic",2,"0001"
"0100",46,"synthetic",2,"0001"
"0101",72,"synthetic",2,"0001"
"0110",66,"synthetic",2,"0001"
"0111",64,"synthetic",2,"0001"
"1000",95,"synthetic",2,"0001"
"1001",52,"synthetic",2,"0001"
"1010",55,"synthetic",2,"0001"
"1011",47,"synthetic",2,"0001"
"1100",91,"synthetic",2,"0001"
"1101",38,"synthetic",2,"0001"
"1110",45,"synthetic",2,"0001"
"1111",24,"synthetic",2,"0001"
"0000",69,"original",2,"0001"
"0001",61,"original",2,"0001"
"0010",79,"original",2,"0001"
"0011",62,"original",2,"0001"
"0100",68,"original",2,"0001"
"0101",64,"original",2,"0001"
"0110",60,"original",2,"0001"
"0111",75,"original",2,"0001"
"1000",74,"original",2,"0001"
"1001",63,"original",2,"0001"
"1010",54,"original",2,"0001"
"1011",69,"original",2,"0001"
"1100",77,"original",2,"0001"
"1101",59,"original",2,"0001"
"1110",66,"original",2,"0001"
"0000",67,"synthetic",2,"1001"
"0001",60,"synthetic",2,"1001"
"0010",71,"synthetic",2,"1001"
"0011",57,"synthetic",2,"1001"
"0100",60,"synthetic",2,"1001"
"0101",72,"synthetic",2,"1001"
"0110",66,"synthetic",2,"1001"
"0111",66,"synthetic",2,"1001"
"1000",96,"synthetic",2,"1001"
"1001",57,"synthetic",2,"1001"
"1010",48,"synthetic",2,"1001"
"1011",70,"synthetic",2,"1001"
"1100",103,"synthetic",2,"1001"
"1101",41,"synthetic",2,"1001"
"1110",50,"synthetic",2,"1001"
"1111",16,"synthetic",2,"1001"
"0000",69,"original",2,"1001"
"0001",60,"original",2,"1001"
