"specks","variables","data","copies","parents","privacy"
0.00411999999999999,"alcsol","sd2011_clean",5,2,0
0.00607999999999999,"workab","sd2011_clean",5,2,0
0.00543999999999999,"wkabdur","sd2011_clean",5,2,0
0.00355999999999999,"wkabint","sd2011_clean",5,2,0
0.00327999999999999,"wkabintdur","sd2011_clean",5,2,0
0.00528,"emcc","sd2011_clean",5,2,0
0.00931999999999999,"englang","sd2011_clean",5,2,0
0.0852000000000004,"height","sd2011_clean",5,2,0
0.0537599999999998,"weight","sd2011_clean",5,2,0
0.288160000000001,"bmi","sd2011_clean",5,2,0
0.00599999999999999,"sex","sd2011_clean_small",5,0,0
0.0138,"age","sd2011_clean_small",5,0,0
0.0154,"placesize","sd2011_clean_small",5,0,0
0.0232,"region","sd2011_clean_small",5,0,0
0.00379999999999999,"edu","sd2011_clean_small",5,0,0
0.0234,"eduspec","sd2011_clean_small",5,0,0
0.0114,"socprof","sd2011_clean_small",5,0,0
0.311199999999998,"unempdur","sd2011_clean_small",5,0,0
0.257200000000004,"income","sd2011_clean_small",5,0,0
0.0104,"marital","sd2011_clean_small",5,0,0
0.270000000000003,"mmarr","sd2011_clean_small",5,0,0
0.264000000000004,"ymarr","sd2011_clean_small",5,0,0
0.859999999999938,"msepdiv","sd2011_clean_small",5,0,0
0.854999999999938,"ysepdiv","sd2011_clean_small",5,0,0
0.00899999999999999,"ls","sd2011_clean_small",5,0,0
0.022,"depress","sd2011_clean_small",5,0,0
0.0138,"trust","sd2011_clean_small",5,0,0
0.0062,"trustfam","sd2011_clean_small",5,0,0
0.00359999999999999,"trustneigh","sd2011_clean_small",5,0,0
0.016,"sport","sd2011_clean_small",5,0,0
0.140000000000002,"nofriend","sd2011_clean_small",5,0,0
0.00359999999999999,"smoke","sd2011_clean_small",5,0,0
0.74739999999995,"nociga","sd2011_clean_small",5,0,0
0.0014,"alcabuse","sd2011_clean_small",5,0,0
0.0164,"alcsol","sd2011_clean_small",5,0,0
0.0876000000000005,"workab","sd2011_clean_small",5,0,0
0.974999999999925,"wkabdur","sd2011_clean_small",5,0,0
0.0072,"wkabint","sd2011_clean_small",5,0,0
0.939399999999929,"wkabintdur","sd2011_clean_small",5,0,0
0.942799999999929,"emcc","sd2011_clean_small",5,0,0
0.0124,"englang","sd2011_clean_small",5,0,0
0.0958000000000007,"height","sd2011_clean_small",5,0,0
0.0858000000000004,"weight","sd2011_clean_small",5,0,0
0.01024,"sex","sd2011_clean_small",5,1,0
0.0184,"age","sd2011_clean_small",5,1,0
0.01064,"placesize","sd2011_clean_small",5,1,0
0.02428,"region","sd2011_clean_small",5,1,0
0.00335999999999999,"edu","sd2011_clean_small",5,1,0
0.02324,"eduspec","sd2011_clean_small",5,1,0
0.01948,"socprof","sd2011_clean_small",5,1,0
0.311199999999998,"unempdur","sd2011_clean_small",5,1,0
0.257200000000004,"income","sd2011_clean_small",5,1,0
0.01032,"marital","sd2011_clean_small",5,1,0
0.270000000000003,"mmarr","sd2011_clean_small",5,1,0
0.264000000000004,"ymarr","sd2011_clean_small",5,1,0
0.859999999999938,"msepdiv","sd2011_clean_small",5,1,0
0.854999999999938,"ysepdiv","sd2011_clean_small",5,1,0
0.0116,"ls","sd2011_clean_small",5,1,0
0.01836,"depress","sd2011_clean_small",5,1,0
0.0156,"trust","sd2011_clean_small",5,1,0
0.0046,"trustfam","sd2011_clean_small",5,1,0
0.00939999999999999,"trustneigh","sd2011_clean_small",5,1,0
0.01172,"sport","sd2011_clean_small",5,1,0
0.137400000000002,"nofriend","sd2011_clean_small",5,1,0
0.00607999999999999,"smoke","sd2011_clean_small",5,1,0
0.74739999999995,"nociga","sd2011_clean_small",5,1,0
0.00292,"alcabuse","sd2011_clean_small",5,1,0
0.0124,"alcsol","sd2011_clean_small",5,1,0
0.0876000000000005,"workab","sd2011_clean_small",5,1,0
0.974999999999925,"wkabdur","sd2011_clean_small",5,1,0
0.00664,"wkabint","sd2011_clean_small",5,1,0
0.751999999999943,"wkabintdur","sd2011_clean_small",5,1,0
0.942799999999929,"emcc","sd2011_clean_small",5,1,0
0.00355999999999999,"englang","sd2011_clean_small",5,1,0
0.0860400000000004,"height","sd2011_clean_small",5,1,0
0.0481199999999998,"weight","sd2011_clean_small",5,1,0
0.00792,"sex","sd2011_clean_small",5,2,0
0.01704,"age","sd2011_clean_small",5,2,0
0.01424,"placesize","sd2011_clean_small",5,2,0
0.02188,"region","sd2011_clean_small",5,2,0
0.01148,"edu","sd2011_clean_small",5,2,0
0.022,"eduspec","sd2011_clean_small",5,2,0
0.01568,"socprof","sd2011_clean_small",5,2,0
0.00816,"unempdur","sd2011_clean_small",5,2,0
0.0471199999999998,"income","sd2011_clean_small",5,2,0
0.0128,"marital","sd2011_clean_small",5,2,0
0.0134,"mmarr","sd2011_clean_small",5,2,0
0.01888,"ymarr","sd2011_clean_small",5,2,0
0.00651999999999999,"msepdiv","sd2011_clean_small",5,2,0
0.00612,"ysepdiv","sd2011_clean_small",5,2,0
0.01284,"ls","sd2011_clean_small",5,2,0
0.00944,"depress","sd2011_clean_small",5,2,0
0.00679999999999999,"trust","sd2011_clean_small",5,2,0
0.00475999999999999,"trustfam","sd2011_clean_small",5,2,0
0.0088,"trustneigh","sd2011_clean_small",5,2,0
0.00491999999999999,"sport","sd2011_clean_small",5,2,0
0.135800000000002,"nofriend","sd2011_clean_small",5,2,0
0.00471999999999999,"smoke","sd2011_clean_small",5,2,0
0.00612,"nociga","sd2011_clean_small",5,2,0
0.00123999999999999,"alcabuse","sd2011_clean_small",5,2,0
0.00504,"alcsol","sd2011_clean_small",5,2,0
0.01052,"workab","sd2011_clean_small",5,2,0
0.00324,"wkabdur","sd2011_clean_small",5,2,0
0.00507999999999999,"wkabint","sd2011_clean_small",5,2,0
0.00419999999999999,"wkabintdur","sd2011_clean_small",5,2,0
0.00551999999999999,"emcc","sd2011_clean_small",5,2,0
0.00667999999999999,"englang","sd2011_clean_small",5,2,0
0.0834800000000003,"height","sd2011_clean_small",5,2,0
0.0499999999999998,"weight","sd2011_clean_small",5,2,0
