age,income,sex,region
49,2079.0,FEMALE,Wielkopolskie
51,1678.0,MALE,Mazowieckie
55,,FEMALE,Mazowieckie
63,1455.0,MALE,Slaskie
44,1637.0,FEMALE,Podkarpackie
25,1089.0,FEMALE,Kujawsko-pomorskie
76,,MALE,Zachodnio-pomorskie
55,1719.0,FEMALE,Pomorskie
37,1161.0,FEMALE,Warminsko-mazurskie
70,1635.0,FEMALE,Swietokrzyskie
20,1887.0,FEMALE,Mazowieckie
26,,MALE,Zachodnio-pomorskie
41,1439.0,FEMALE,Warminsko-mazurskie
19,2639.0,MALE,Pomorskie
26,1368.0,MALE,Wielkopolskie
66,1106.0,MALE,Kujawsko-pomorskie
22,1327.0,MALE,Slaskie
71,1681.0,FEMALE,Zachodnio-pomorskie
31,1702.0,FEMALE,Zachodnio-pomorskie
29,,FEMALE,Wielkopolskie
69,,FEMALE,Swietokrzyskie
75,1579.0,MALE,Mazowieckie
24,1626.0,MALE,Wielkopolskie
25,1642.0,FEMALE,Dolnoslaskie
54,,FEMALE,Swietokrzyskie
91,,FEMALE,Warminsko-mazurskie
37,1521.0,FEMALE,Podkarpackie
73,1529.0,FEMALE,Slaskie
61,969.0,FEMALE,Podkarpackie
75,915.0,FEMALE,Zachodnio-pomorskie
80,1759.0,FEMALE,Wielkopolskie
60,747.0,MALE,Lubelskie
57,,MALE,Mazowieckie
31,1667.0,MALE,Pomorskie
47,1864.0,MALE,Kujawsko-pomorskie
55,903.0,FEMALE,Zachodnio-pomorskie
61,936.0,MALE,Dolnoslaskie
60,888.0,MALE,Mazowieckie
63,1325.0,MALE,Swietokrzyskie
52,1407.0,MALE,Swietokrzyskie
28,,FEMALE,Podkarpackie
38,1623.0,FEMALE,Dolnoslaskie
18,2605.0,MALE,Lodzkie
39,1099.0,FEMALE,Swietokrzyskie
56,1040.0,MALE,Dolnoslaskie
16,1612.0,FEMALE,Zachodnio-pomorskie
18,1389.0,MALE,Warminsko-mazurskie
24,,MALE,Slaskie
54,675.0,FEMALE,Podlaskie
38,1740.0,FEMALE,Mazowieckie
46,1205.0,FEMALE,Lodzkie
72,1584.0,FEMALE,Wielkopolskie
61,605.0,MALE,Lubelskie
39,,FEMALE,Podkarpackie
74,,FEMALE,Slaskie
16,,FEMALE,Wielkopolskie
43,,MALE,Lodzkie
22,1685.0,FEMALE,Zachodnio-pomorskie
35,922.0,FEMALE,Wielkopolskie
70,890.0,FEMALE,Mazowieckie
45,,MALE,Zachodnio-pomorskie
54,1064.0,MALE,Zachodnio-pomorskie
78,1803.0,FEMALE,Lubelskie
51,1146.0,MALE,Dolnoslaskie
44,,FEMALE,Podkarpackie
39,1440.0,MALE,Opolskie
45,1704.0,FEMALE,Wielkopolskie
54,,FEMALE,Lubuskie
59,,MALE,Dolnoslaskie
63,1583.0,MALE,Dolnoslaskie
44,,MALE,Opolskie
63,3009.0,MALE,Kujawsko-pomorskie
41,1920.0,FEMALE,Podkarpackie
51,937.0,FEMALE,Kujawsko-pomorskie
22,1383.0,FEMALE,Opolskie
24,1603.0,FEMALE,Swietokrzyskie
31,1666.0,FEMALE,Pomorskie
18,2137.0,MALE,Zachodnio-pomorskie
64,,MALE,Lodzkie
40,755.0,MALE,Zachodnio-pomorskie
59,922.0,MALE,Lubelskie
60,,MALE,Lubuskie
22,,FEMALE,Podlaskie
48,1974.0,MALE,Wielkopolskie
44,3190.0,MALE,Kujawsko-pomorskie
49,,MALE,Podkarpackie
46,1552.0,MALE,Zachodnio-pomorskie
59,,MALE,Malopolskie
26,1631.0,MALE,Lodzkie
16,1668.0,MALE,Lodzkie
40,1584.0,FEMALE,Malopolskie
38,1049.0,FEMALE,Slaskie
51,2005.0,MALE,Dolnoslaskie
39,1105.0,FEMALE,Wielkopolskie
57,1489.0,FEMALE,Podlaskie
56,1242.0,FEMALE,Slaskie
22,1256.0,MALE,Zachodnio-pomorskie
19,1295.0,MALE,Dolnoslaskie
49,920.0,FEMALE,Lubuskie
64,1671.0,FEMALE,Pomorskie
42,2978.0,MALE,Wielkopolskie
70,,MALE,Opolskie
19,,MALE,Kujawsko-pomorskie
25,,FEMALE,Pomorskie
63,1263.0,MALE,Malopolskie
37,1429.0,FEMALE,Malopolskie
72,1674.0,MALE,Mazowieckie
54,644.0,FEMALE,Podlaskie
48,,MALE,Lubelskie
41,,FEMALE,Swietokrzyskie
66,1479.0,FEMALE,Wielkopolskie
61,1628.0,MALE,Lubuskie
35,1568.0,MALE,Mazowieckie
88,1507.0,MALE,Kujawsko-pomorskie
54,1652.0,FEMALE,Opolskie
55,1196.0,MALE,Podkarpackie
26,1433.0,FEMALE,Zachodnio-pomorskie
16,,FEMALE,Slaskie
24,,MALE,Lubelskie
39,1735.0,MALE,Lubelskie
16,876.0,FEMALE,Slaskie
16,1103.0,FEMALE,Podkarpackie
64,707.0,MALE,Podlaskie
18,2543.0,MALE,Kujawsko-pomorskie
52,1655.0,MALE,Wielkopolskie
48,1761.0,FEMALE,Zachodnio-pomorskie
60,1820.0,MALE,Slaskie
55,2741.0,FEMALE,Zachodnio-pomorskie
21,2905.0,FEMALE,Dolnoslaskie
54,1616.0,FEMALE,Wielkopolskie
33,1694.0,FEMALE,Zachodnio-pomorskie
31,,MALE,Mazowieckie
85,924.0,FEMALE,Lubelskie
17,829.0,FEMALE,Opolskie
39,,FEMALE,Kujawsko-pomorskie
20,,FEMALE,Lubuskie
51,,FEMALE,Zachodnio-pomorskie
56,889.0,FEMALE,Mazowieckie
23,,FEMALE,Lubelskie
20,1056.0,MALE,Mazowieckie
39,1675.0,FEMALE,Zachodnio-pomorskie
32,779.0,FEMALE,Mazowieckie
86,1556.0,FEMALE,Podlaskie
26,1341.0,FEMALE,Mazowieckie
46,,MALE,Dolnoslaskie
17,1616.0,MALE,Dolnoslaskie
59,,MALE,Warminsko-mazurskie
34,1685.0,FEMALE,Podlaskie
51,2081.0,FEMALE,Pomorskie
38,,MALE,Mazowieckie
41,1367.0,FEMALE,Mazowieckie
56,1126.0,FEMALE,Zachodnio-pomorskie
55,1216.0,FEMALE,Mazowieckie
52,1620.0,FEMALE,Mazowieckie
26,847.0,FEMALE,Kujawsko-pomorskie
33,4603.0,FEMALE,Mazowieckie
75,3813.0,MALE,Podlaskie
50,1754.0,FEMALE,Swietokrzyskie
69,,FEMALE,Kujawsko-pomorskie
44,1663.0,MALE,Zachodnio-pomorskie
60,839.0,FEMALE,Wielkopolskie
18,,MALE,Podlaskie
60,1359.0,FEMALE,Pomorskie
59,,MALE,Malopolskie
40,,MALE,Malopolskie
83,3207.0,MALE,Dolnoslaskie
41,2112.0,FEMALE,Wielkopolskie
27,,FEMALE,Kujawsko-pomorskie
57,1537.0,MALE,Mazowieckie
55,2452.0,MALE,Slaskie
23,1352.0,FEMALE,Pomorskie
68,2607.0,MALE,Mazowieckie
30,548.0,FEMALE,Podkarpackie
27,,FEMALE,Zachodnio-pomorskie
19,1632.0,MALE,Mazowieckie
74,1860.0,MALE,Malopolskie
39,867.0,FEMALE,Zachodnio-pomorskie
21,,FEMALE,Swietokrzyskie
76,,MALE,Opolskie
25,1078.0,FEMALE,Kujawsko-pomorskie
23,1306.0,FEMALE,Pomorskie
49,1176.0,MALE,Podlaskie
40,1361.0,FEMALE,Podlaskie
29,,FEMALE,Swietokrzyskie
36,,FEMALE,Podkarpackie
59,867.0,FEMALE,Pomorskie
59,1364.0,MALE,Dolnoslaskie
59,,MALE,Wielkopolskie
29,1329.0,FEMALE,Dolnoslaskie
57,1630.0,FEMALE,Podkarpackie
43,1453.0,MALE,Zachodnio-pomorskie
20,748.0,MALE,Malopolskie
47,1030.0,FEMALE,Dolnoslaskie
70,,FEMALE,Zachodnio-pomorskie
33,1665.0,FEMALE,Podkarpackie
36,1194.0,FEMALE,Mazowieckie
42,1610.0,FEMALE,Podkarpackie
80,1231.0,MALE,Dolnoslaskie
21,,MALE,Mazowieckie
23,2532.0,MALE,Dolnoslaskie
64,1079.0,MALE,Wielkopolskie
35,1660.0,MALE,Lubelskie
19,,FEMALE,Zachodnio-pomorskie
37,,FEMALE,Podkarpackie
40,1642.0,MALE,Slaskie
62,1927.0,FEMALE,Podkarpackie
26,2649.0,MALE,Zachodnio-pomorskie
52,2039.0,MALE,Kujawsko-pomorskie
55,2088.0,MALE,Malopolskie
53,1397.0,FEMALE,Dolnoslaskie
81,1423.0,FEMALE,Swietokrzyskie
60,,FEMALE,Zachodnio-pomorskie
76,1696.0,FEMALE,Wielkopolskie
70,,MALE,Dolnoslaskie
42,,MALE,Swietokrzyskie
46,1376.0,FEMALE,Swietokrzyskie
58,,FEMALE,Pomorskie
52,1261.0,FEMALE,Podlaskie
55,1380.0,MALE,Mazowieckie
49,4046.0,MALE,Slaskie
32,1385.0,MALE,Dolnoslaskie
46,1466.0,FEMALE,Opolskie
18,,FEMALE,Zachodnio-pomorskie
48,1368.0,FEMALE,Podkarpackie
22,1096.0,FEMALE,Pomorskie
28,958.0,FEMALE,Swietokrzyskie
58,,FEMALE,Swietokrzyskie
35,1524.0,FEMALE,Mazowieckie
43,1652.0,FEMALE,Lodzkie
80,,FEMALE,Wielkopolskie
73,485.0,MALE,Malopolskie
70,1965.0,MALE,Kujawsko-pomorskie
59,811.0,FEMALE,Lubuskie
54,947.0,FEMALE,Pomorskie
47,657.0,MALE,Pomorskie
30,1634.0,FEMALE,Mazowieckie
31,2076.0,MALE,Mazowieckie
78,,MALE,Mazowieckie
64,1577.0,MALE,Dolnoslaskie
62,1606.0,FEMALE,Slaskie
63,1650.0,MALE,Zachodnio-pomorskie
39,922.0,FEMALE,Zachodnio-pomorskie
48,,FEMALE,Swietokrzyskie
56,2046.0,MALE,Dolnoslaskie
75,1603.0,FEMALE,Pomorskie
31,1680.0,MALE,Malopolskie
68,927.0,FEMALE,Zachodnio-pomorskie
55,1151.0,FEMALE,Opolskie
48,,FEMALE,Lodzkie
68,1300.0,MALE,Mazowieckie
41,,MALE,Dolnoslaskie
66,1396.0,MALE,Wielkopolskie
76,,MALE,Dolnoslaskie
76,1637.0,MALE,Dolnoslaskie
51,5728.0,MALE,Dolnoslaskie
40,,MALE,Pomorskie
40,,MALE,Wielkopolskie
60,1674.0,MALE,Mazowieckie
40,1999.0,MALE,Pomorskie
42,3127.0,MALE,Pomorskie
27,1629.0,MALE,Kujawsko-pomorskie
38,1684.0,MALE,Slaskie
57,1224.0,FEMALE,Dolnoslaskie
17,,MALE,Kujawsko-pomorskie
65,1519.0,FEMALE,Mazowieckie
21,1643.0,MALE,Mazowieckie
63,1144.0,FEMALE,Swietokrzyskie
51,1416.0,MALE,Kujawsko-pomorskie
74,1878.0,MALE,Kujawsko-pomorskie
48,2575.0,MALE,Slaskie
62,682.0,MALE,Kujawsko-pomorskie
24,,FEMALE,Swietokrzyskie
62,1062.0,FEMALE,Kujawsko-pomorskie
53,1259.0,FEMALE,Pomorskie
49,919.0,FEMALE,Podlaskie
33,1058.0,FEMALE,Podlaskie
19,,FEMALE,Podkarpackie
44,1638.0,MALE,Zachodnio-pomorskie
60,,MALE,Kujawsko-pomorskie
20,,MALE,Podlaskie
29,1321.0,FEMALE,Mazowieckie
67,2182.0,FEMALE,Swietokrzyskie
45,,FEMALE,Zachodnio-pomorskie
48,1268.0,MALE,Warminsko-mazurskie
18,1618.0,MALE,Mazowieckie
43,1177.0,FEMALE,Malopolskie
43,1653.0,MALE,Zachodnio-pomorskie
61,1138.0,FEMALE,Dolnoslaskie
55,1662.0,FEMALE,Podkarpackie
47,1369.0,MALE,Dolnoslaskie
26,,FEMALE,Wielkopolskie
37,,MALE,Zachodnio-pomorskie
46,,FEMALE,Swietokrzyskie
56,,MALE,Mazowieckie
29,1826.0,MALE,Mazowieckie
36,1601.0,FEMALE,Podkarpackie
39,1442.0,FEMALE,Wielkopolskie
42,,MALE,Zachodnio-pomorskie
27,1699.0,MALE,Zachodnio-pomorskie
50,1643.0,MALE,Lubelskie
43,1910.0,MALE,Mazowieckie
16,1185.0,FEMALE,Slaskie
22,1742.0,MALE,Mazowieckie
37,2464.0,FEMALE,Slaskie
24,1558.0,MALE,Kujawsko-pomorskie
47,888.0,MALE,Lodzkie
60,1418.0,MALE,Lodzkie
60,1141.0,MALE,Malopolskie
52,855.0,MALE,Slaskie
62,,MALE,Lodzkie
44,1630.0,FEMALE,Kujawsko-pomorskie
63,908.0,FEMALE,Slaskie
48,1811.0,MALE,Mazowieckie
33,1431.0,FEMALE,Podlaskie
32,1840.0,FEMALE,Wielkopolskie
32,1510.0,FEMALE,Warminsko-mazurskie
60,1021.0,FEMALE,Mazowieckie
24,983.0,FEMALE,Mazowieckie
34,,MALE,Lodzkie
82,,MALE,Slaskie
28,,MALE,Warminsko-mazurskie
35,1596.0,FEMALE,Podlaskie
41,1661.0,FEMALE,Podkarpackie
48,,MALE,Malopolskie
16,1575.0,FEMALE,Slaskie
66,,MALE,Dolnoslaskie
69,,MALE,Dolnoslaskie
80,1663.0,FEMALE,Mazowieckie
31,1620.0,FEMALE,Dolnoslaskie
56,,MALE,Slaskie
57,1909.0,FEMALE,Slaskie
71,726.0,FEMALE,Lodzkie
64,,MALE,Dolnoslaskie
26,2079.0,MALE,Mazowieckie
26,1600.0,MALE,Dolnoslaskie
41,,FEMALE,Mazowieckie
88,1144.0,MALE,Mazowieckie
63,,MALE,Malopolskie
68,1269.0,FEMALE,Podlaskie
74,1049.0,FEMALE,Swietokrzyskie
29,,FEMALE,Slaskie
18,1411.0,FEMALE,Kujawsko-pomorskie
40,1348.0,MALE,Mazowieckie
48,1133.0,MALE,Warminsko-mazurskie
16,1497.0,MALE,Malopolskie
56,,MALE,Mazowieckie
37,1260.0,MALE,Kujawsko-pomorskie
64,,FEMALE,Wielkopolskie
58,1694.0,MALE,Mazowieckie
63,,FEMALE,Swietokrzyskie
48,1057.0,FEMALE,Mazowieckie
26,930.0,MALE,Slaskie
65,1533.0,FEMALE,Swietokrzyskie
35,1250.0,FEMALE,Kujawsko-pomorskie
26,1455.0,MALE,Warminsko-mazurskie
34,1731.0,MALE,Mazowieckie
21,1674.0,MALE,Mazowieckie
55,708.0,FEMALE,Swietokrzyskie
69,,FEMALE,Pomorskie
55,1168.0,MALE,Mazowieckie
70,1681.0,FEMALE,Lubelskie
23,1386.0,MALE,Slaskie
68,1171.0,MALE,Slaskie
84,1314.0,FEMALE,Opolskie
47,,FEMALE,Wielkopolskie
55,,MALE,Swietokrzyskie
22,,MALE,Dolnoslaskie
49,1855.0,FEMALE,Podkarpackie
59,1141.0,FEMALE,Swietokrzyskie
27,1291.0,MALE,Dolnoslaskie
25,1553.0,MALE,Dolnoslaskie
36,2093.0,FEMALE,Kujawsko-pomorskie
21,,FEMALE,Kujawsko-pomorskie
50,2815.0,MALE,Kujawsko-pomorskie
70,990.0,FEMALE,Podlaskie
79,,MALE,Dolnoslaskie
27,1854.0,FEMALE,Zachodnio-pomorskie
59,,MALE,Zachodnio-pomorskie
54,1325.0,FEMALE,Wielkopolskie
38,1163.0,MALE,Lodzkie
52,1141.0,FEMALE,Dolnoslaskie
46,1628.0,MALE,Lodzkie
60,1129.0,MALE,Kujawsko-pomorskie
70,1806.0,FEMALE,Podlaskie
41,1253.0,FEMALE,Swietokrzyskie
84,,FEMALE,Podlaskie
16,1636.0,FEMALE,Lubelskie
51,1058.0,FEMALE,Lubelskie
67,891.0,FEMALE,Opolskie
20,1630.0,MALE,Dolnoslaskie
77,1157.0,MALE,Zachodnio-pomorskie
16,,FEMALE,Podkarpackie
81,1334.0,FEMALE,Mazowieckie
39,1561.0,FEMALE,Zachodnio-pomorskie
20,2112.0,MALE,Malopolskie
72,,MALE,Pomorskie
35,1550.0,FEMALE,Kujawsko-pomorskie
32,1376.0,FEMALE,Pomorskie
26,1403.0,MALE,Lubelskie
43,1685.0,FEMALE,Mazowieckie
49,1687.0,MALE,Dolnoslaskie
38,1188.0,FEMALE,Podlaskie
71,,MALE,Slaskie
55,843.0,MALE,Lubelskie
53,1697.0,MALE,Zachodnio-pomorskie
54,1640.0,MALE,Kujawsko-pomorskie
25,1995.0,FEMALE,Pomorskie
21,1484.0,FEMALE,Mazowieckie
62,3902.0,MALE,Wielkopolskie
92,,FEMALE,Podkarpackie
42,1325.0,FEMALE,Lodzkie
42,,MALE,Mazowieckie
84,1292.0,MALE,Lodzkie
41,1358.0,MALE,Slaskie
24,1232.0,FEMALE,Podkarpackie
19,2019.0,MALE,Lubelskie
43,1492.0,FEMALE,Wielkopolskie
62,,MALE,Dolnoslaskie
47,,FEMALE,Dolnoslaskie
54,2169.0,MALE,Slaskie
49,,FEMALE,Podlaskie
64,,FEMALE,Slaskie
52,1676.0,FEMALE,Lubuskie
64,939.0,FEMALE,Zachodnio-pomorskie
42,3159.0,MALE,Dolnoslaskie
38,693.0,FEMALE,Podkarpackie
20,,FEMALE,Podkarpackie
53,,FEMALE,Slaskie
64,1639.0,FEMALE,Zachodnio-pomorskie
57,,MALE,Mazowieckie
40,691.0,MALE,Kujawsko-pomorskie
57,2912.0,FEMALE,Wielkopolskie
64,716.0,FEMALE,Zachodnio-pomorskie
52,,MALE,Zachodnio-pomorskie
57,1529.0,FEMALE,Wielkopolskie
40,1846.0,MALE,Kujawsko-pomorskie
55,1163.0,MALE,Mazowieckie
72,,MALE,Mazowieckie
24,4348.0,MALE,Zachodnio-pomorskie
80,,MALE,Warminsko-mazurskie
59,1449.0,MALE,Dolnoslaskie
54,1615.0,FEMALE,Opolskie
59,,FEMALE,Kujawsko-pomorskie
88,1287.0,MALE,Swietokrzyskie
91,585.0,FEMALE,Mazowieckie
55,3719.0,MALE,Lubelskie
26,1610.0,FEMALE,Slaskie
19,1630.0,MALE,Mazowieckie
50,,MALE,Podlaskie
77,839.0,FEMALE,Podkarpackie
89,1279.0,MALE,Dolnoslaskie
50,1921.0,FEMALE,Wielkopolskie
29,1479.0,FEMALE,Podkarpackie
94,3098.0,MALE,Mazowieckie
47,1239.0,FEMALE,Opolskie
51,,MALE,Dolnoslaskie
43,920.0,FEMALE,Zachodnio-pomorskie
48,,FEMALE,Swietokrzyskie
51,964.0,MALE,Wielkopolskie
52,,MALE,Dolnoslaskie
62,1311.0,FEMALE,Lubelskie
79,968.0,FEMALE,Mazowieckie
20,645.0,FEMALE,Mazowieckie
21,,MALE,Slaskie
42,1474.0,FEMALE,Zachodnio-pomorskie
84,1006.0,MALE,Podlaskie
29,,FEMALE,Kujawsko-pomorskie
77,,FEMALE,Podlaskie
54,1640.0,FEMALE,Swietokrzyskie
27,681.0,FEMALE,Podkarpackie
73,3160.0,MALE,Zachodnio-pomorskie
43,2117.0,MALE,Malopolskie
44,2851.0,MALE,Zachodnio-pomorskie
43,,MALE,Wielkopolskie
19,,FEMALE,Dolnoslaskie
52,1674.0,FEMALE,Mazowieckie
60,1638.0,MALE,Dolnoslaskie
61,1447.0,FEMALE,Zachodnio-pomorskie
90,1660.0,MALE,Mazowieckie
17,1683.0,MALE,Zachodnio-pomorskie
64,1559.0,MALE,Mazowieckie
16,,FEMALE,Swietokrzyskie
53,,MALE,Lubelskie
26,,MALE,Lodzkie
48,1729.0,MALE,Dolnoslaskie
45,,FEMALE,Kujawsko-pomorskie
50,,MALE,Zachodnio-pomorskie
58,1335.0,MALE,Malopolskie
49,1314.0,FEMALE,Zachodnio-pomorskie
19,,FEMALE,Mazowieckie
51,1660.0,FEMALE,Opolskie
36,1854.0,FEMALE,Wielkopolskie
58,2809.0,MALE,Slaskie
83,1295.0,FEMALE,Podkarpackie
22,695.0,MALE,Zachodnio-pomorskie
68,,MALE,Zachodnio-pomorskie
58,1841.0,MALE,Swietokrzyskie
48,526.0,FEMALE,Wielkopolskie
74,,FEMALE,Podkarpackie
39,1201.0,FEMALE,Podkarpackie
42,1172.0,FEMALE,Mazowieckie
61,,MALE,Slaskie
49,1694.0,FEMALE,Zachodnio-pomorskie
83,1631.0,MALE,Slaskie
38,1364.0,FEMALE,Swietokrzyskie
56,,MALE,Dolnoslaskie
59,,FEMALE,Slaskie
91,,MALE,Zachodnio-pomorskie
59,980.0,FEMALE,Mazowieckie
52,1819.0,FEMALE,Podkarpackie
53,1641.0,MALE,Lubelskie
19,1030.0,FEMALE,Opolskie
25,1568.0,FEMALE,Kujawsko-pomorskie
37,2132.0,MALE,Wielkopolskie
45,1599.0,MALE,Kujawsko-pomorskie
75,1116.0,FEMALE,Slaskie
60,1675.0,MALE,Mazowieckie
34,1983.0,MALE,Dolnoslaskie
38,,MALE,Wielkopolskie
84,1774.0,MALE,Zachodnio-pomorskie
38,341.0,MALE,Podlaskie
40,961.0,MALE,Slaskie
31,,FEMALE,Wielkopolskie
40,1434.0,FEMALE,Mazowieckie
61,,MALE,Wielkopolskie
44,1609.0,MALE,Podlaskie
53,987.0,MALE,Podkarpackie
46,1368.0,FEMALE,Swietokrzyskie
56,1450.0,MALE,Wielkopolskie
50,,FEMALE,Opolskie
