age,income,sex,region
55,1162,FEMALE,Kujawsko-pomorskie
45,2679,MALE,Warminsko-mazurskie
68,508,FEMALE,Zachodnio-pomorskie
68,1053,FEMALE,Podkarpackie
51,1321,FEMALE,Pomorskie
52,1662,FEMALE,Dolnoslaskie
72,3149,FEMALE,Slaskie
68,3351,MALE,Podlaskie
28,618,MALE,Podkarpackie
29,2399,MALE,Podlaskie
41,744,MALE,Kujawsko-pomorskie
62,7362,MALE,Slaskie
54,2032,MALE,Lubuskie
29,1380,FEMALE,Opolskie
49,2747,FEMALE,Zachodnio-pomorskie
74,4027,FEMALE,Kujawsko-pomorskie
64,1400,MALE,Mazowieckie
36,1766,MALE,Zachodnio-pomorskie
48,1453,FEMALE,Zachodnio-pomorskie
37,1535,FEMALE,Pomorskie
40,2957,MALE,Slaskie
45,807,MALE,Pomorskie
60,545,MALE,Wielkopolskie
42,1701,MALE,Malopolskie
47,1513,FEMALE,Wielkopolskie
58,2600,FEMALE,Zachodnio-pomorskie
77,1271,FEMALE,Kujawsko-pomorskie
89,1497,MALE,Swietokrzyskie
30,1949,MALE,Slaskie
33,1538,FEMALE,Lodzkie
83,943,FEMALE,Opolskie
91,1105,MALE,Podlaskie
53,1169,FEMALE,Dolnoslaskie
76,1271,FEMALE,Wielkopolskie
32,640,MALE,Slaskie
53,910,FEMALE,Kujawsko-pomorskie
79,5552,FEMALE,Wielkopolskie
33,1889,MALE,Swietokrzyskie
79,1159,FEMALE,Dolnoslaskie
27,1378,FEMALE,Wielkopolskie
55,1426,MALE,Kujawsko-pomorskie
92,415,FEMALE,Kujawsko-pomorskie
61,2449,FEMALE,Zachodnio-pomorskie
97,2091,FEMALE,Dolnoslaskie
49,175,MALE,Slaskie
67,1204,MALE,Dolnoslaskie
42,1566,MALE,Lubuskie
61,100,FEMALE,Kujawsko-pomorskie
64,1715,MALE,Slaskie
72,603,FEMALE,Dolnoslaskie
67,145,FEMALE,Kujawsko-pomorskie
80,1307,FEMALE,Podkarpackie
56,1418,FEMALE,Zachodnio-pomorskie
61,1394,FEMALE,Opolskie
80,747,MALE,Podlaskie
24,791,FEMALE,Mazowieckie
68,3346,MALE,Wielkopolskie
73,1030,FEMALE,Podkarpackie
83,121,MALE,Kujawsko-pomorskie
69,2666,MALE,Podlaskie
65,1857,MALE,Slaskie
35,1159,MALE,Lodzkie
29,1733,FEMALE,Kujawsko-pomorskie
62,1798,MALE,Lodzkie
39,1355,FEMALE,Mazowieckie
46,2344,MALE,Pomorskie
91,1626,FEMALE,Podlaskie
64,1570,FEMALE,Lodzkie
88,1167,MALE,Podlaskie
65,1829,FEMALE,Mazowieckie
54,1126,FEMALE,Podkarpackie
79,984,FEMALE,Dolnoslaskie
38,1615,MALE,Pomorskie
72,1369,FEMALE,Zachodnio-pomorskie
34,100,FEMALE,Warminsko-mazurskie
83,1789,MALE,Lubelskie
81,460,FEMALE,Lubelskie
40,3620,MALE,Opolskie
41,1430,FEMALE,Dolnoslaskie
50,722,FEMALE,Zachodnio-pomorskie
63,193,FEMALE,Kujawsko-pomorskie
39,882,FEMALE,Mazowieckie
71,1107,FEMALE,Dolnoslaskie
79,1055,FEMALE,Zachodnio-pomorskie
41,1777,MALE,Mazowieckie
53,3743,MALE,Podkarpackie
68,3640,MALE,Swietokrzyskie
25,1220,MALE,Zachodnio-pomorskie
90,1908,MALE,Mazowieckie
30,1000,MALE,Lubelskie
54,1236,FEMALE,Opolskie
61,1536,FEMALE,Mazowieckie
55,964,FEMALE,Mazowieckie
42,1713,MALE,Slaskie
38,775,FEMALE,Mazowieckie
55,3416,MALE,Wielkopolskie
78,812,FEMALE,Lubuskie
54,1872,MALE,Slaskie
74,346,FEMALE,Warminsko-mazurskie
64,1285,FEMALE,Dolnoslaskie
77,1142,MALE,Kujawsko-pomorskie
48,2425,MALE,Podlaskie
64,1410,MALE,Dolnoslaskie
25,6655,MALE,Mazowieckie
62,1461,FEMALE,Mazowieckie
64,100,MALE,Dolnoslaskie
22,1484,MALE,Wielkopolskie
52,2648,MALE,Kujawsko-pomorskie
44,1191,FEMALE,Dolnoslaskie
35,2609,MALE,Podlaskie
64,1204,FEMALE,Lodzkie
27,1082,MALE,Zachodnio-pomorskie
25,1209,MALE,Zachodnio-pomorskie
86,1287,MALE,Zachodnio-pomorskie
68,2942,FEMALE,Warminsko-mazurskie
50,1353,FEMALE,Mazowieckie
41,1740,FEMALE,Lubelskie
52,2027,FEMALE,Dolnoslaskie
52,3231,MALE,Slaskie
46,2061,MALE,Malopolskie
46,816,FEMALE,Dolnoslaskie
68,1138,MALE,Slaskie
47,1494,FEMALE,Malopolskie
85,3557,MALE,Zachodnio-pomorskie
57,1088,FEMALE,Lodzkie
36,998,MALE,Mazowieckie
44,545,FEMALE,Lodzkie
75,3237,MALE,Mazowieckie
50,1034,MALE,Slaskie
46,1561,MALE,Mazowieckie
81,798,FEMALE,Pomorskie
70,1312,FEMALE,Warminsko-mazurskie
84,906,MALE,Lodzkie
67,1569,MALE,Malopolskie
23,2582,MALE,Wielkopolskie
57,1575,FEMALE,Lubelskie
75,592,MALE,Wielkopolskie
35,1407,MALE,Zachodnio-pomorskie
52,1473,FEMALE,Kujawsko-pomorskie
40,2706,MALE,Swietokrzyskie
49,2450,MALE,Lubelskie
64,3517,MALE,Wielkopolskie
39,915,MALE,Dolnoslaskie
76,1505,FEMALE,Slaskie
33,637,FEMALE,Opolskie
41,1459,FEMALE,Slaskie
51,1121,FEMALE,Podlaskie
96,1176,FEMALE,Dolnoslaskie
67,810,FEMALE,Mazowieckie
78,1602,FEMALE,Lubelskie
66,1372,FEMALE,Warminsko-mazurskie
66,127,FEMALE,Lubelskie
72,1069,MALE,Wielkopolskie
71,1588,MALE,Slaskie
31,1973,FEMALE,Wielkopolskie
90,664,FEMALE,Zachodnio-pomorskie
66,1852,MALE,Lodzkie
50,2190,FEMALE,Mazowieckie
33,1725,FEMALE,Wielkopolskie
50,2576,FEMALE,Lubelskie
47,1549,MALE,Mazowieckie
65,2837,MALE,Mazowieckie
95,1629,FEMALE,Pomorskie
61,7092,MALE,Mazowieckie
89,2097,FEMALE,Dolnoslaskie
89,912,FEMALE,Podlaskie
76,1513,FEMALE,Wielkopolskie
32,4812,MALE,Slaskie
78,616,MALE,Pomorskie
27,954,FEMALE,Warminsko-mazurskie
65,960,MALE,Dolnoslaskie
45,1133,MALE,Slaskie
41,1716,FEMALE,Lodzkie
82,841,FEMALE,Lubuskie
22,1262,MALE,Opolskie
46,1924,MALE,Slaskie
84,851,FEMALE,Lodzkie
71,2259,MALE,Slaskie
81,782,FEMALE,Lodzkie
79,757,MALE,Zachodnio-pomorskie
64,1135,MALE,Podkarpackie
67,337,FEMALE,Warminsko-mazurskie
38,2045,MALE,Dolnoslaskie
38,1250,MALE,Slaskie
77,717,FEMALE,Warminsko-mazurskie
44,1621,FEMALE,Lodzkie
89,2485,MALE,Lubuskie
51,2971,MALE,Slaskie
63,1097,FEMALE,Lubelskie
82,1814,FEMALE,Swietokrzyskie
48,1943,FEMALE,Dolnoslaskie
85,1262,FEMALE,Dolnoslaskie
28,1848,MALE,Mazowieckie
35,611,FEMALE,Zachodnio-pomorskie
59,1753,FEMALE,Lodzkie
71,1781,FEMALE,Lodzkie
46,497,FEMALE,Opolskie
78,460,FEMALE,Kujawsko-pomorskie
71,1955,FEMALE,Dolnoslaskie
30,2880,MALE,Slaskie
60,1137,MALE,Warminsko-mazurskie
38,1021,FEMALE,Dolnoslaskie
23,348,MALE,Podlaskie
28,728,FEMALE,Lubelskie
23,100,FEMALE,Zachodnio-pomorskie
51,2556,MALE,Slaskie
52,1074,FEMALE,Kujawsko-pomorskie
61,2230,MALE,Slaskie
46,644,MALE,Podkarpackie
34,2043,MALE,Mazowieckie
57,525,MALE,Podlaskie
93,1684,MALE,Pomorskie
37,1148,FEMALE,Slaskie
87,1625,FEMALE,Lubelskie
72,442,MALE,Zachodnio-pomorskie
54,1502,FEMALE,Slaskie
59,2851,MALE,Wielkopolskie
39,2752,MALE,Slaskie
76,2546,MALE,Warminsko-mazurskie
59,1549,MALE,Wielkopolskie
76,1788,FEMALE,Mazowieckie
76,346,MALE,Podkarpackie
64,1241,MALE,Zachodnio-pomorskie
72,4187,MALE,Slaskie
42,1538,MALE,Malopolskie
32,1134,FEMALE,Mazowieckie
39,1215,MALE,Dolnoslaskie
64,2956,MALE,Dolnoslaskie
55,960,FEMALE,Kujawsko-pomorskie
69,2818,MALE,Podlaskie
51,2872,FEMALE,Warminsko-mazurskie
61,2597,MALE,Dolnoslaskie
82,1083,FEMALE,Mazowieckie
38,1644,MALE,Podlaskie
54,1547,MALE,Opolskie
85,441,FEMALE,Wielkopolskie
60,10827,MALE,Lubuskie
28,1307,FEMALE,Zachodnio-pomorskie
51,2093,MALE,Zachodnio-pomorskie
34,2441,MALE,Zachodnio-pomorskie
78,100,FEMALE,Lodzkie
47,1027,MALE,Mazowieckie
27,1735,MALE,Podlaskie
64,1540,FEMALE,Lubelskie
43,1538,MALE,Podkarpackie
62,340,FEMALE,Lubelskie
37,1798,MALE,Mazowieckie
58,1586,MALE,Swietokrzyskie
42,1551,FEMALE,Swietokrzyskie
64,1695,FEMALE,Mazowieckie
24,331,MALE,Mazowieckie
62,1280,FEMALE,Slaskie
80,5413,MALE,Opolskie
62,7970,MALE,Mazowieckie
43,744,MALE,Podlaskie
83,1126,MALE,Zachodnio-pomorskie
56,1783,FEMALE,Lodzkie
72,1555,FEMALE,Podkarpackie
70,766,MALE,Opolskie
60,814,FEMALE,Warminsko-mazurskie
68,2164,FEMALE,Slaskie
79,861,FEMALE,Warminsko-mazurskie
62,1829,FEMALE,Wielkopolskie
46,686,FEMALE,Kujawsko-pomorskie
46,303,FEMALE,Zachodnio-pomorskie
73,2061,MALE,Slaskie
66,3304,MALE,Dolnoslaskie
51,728,MALE,Swietokrzyskie
58,2078,FEMALE,Warminsko-mazurskie
33,1147,FEMALE,Dolnoslaskie
77,815,FEMALE,Dolnoslaskie
34,2930,MALE,Opolskie
70,1130,MALE,Dolnoslaskie
61,181,MALE,Dolnoslaskie
51,1380,MALE,Wielkopolskie
76,299,FEMALE,Podkarpackie
76,1301,FEMALE,Lodzkie
68,968,FEMALE,Dolnoslaskie
75,1351,MALE,Zachodnio-pomorskie
48,1212,MALE,Podkarpackie
45,1946,MALE,Opolskie
64,1382,FEMALE,Podlaskie
52,1652,FEMALE,Zachodnio-pomorskie
77,1215,MALE,Podkarpackie
77,311,FEMALE,Lubuskie
72,1362,FEMALE,Warminsko-mazurskie
47,1392,MALE,Pomorskie
32,1144,MALE,Slaskie
88,1901,FEMALE,Swietokrzyskie
34,304,MALE,Mazowieckie
81,1281,MALE,Podkarpackie
54,2020,MALE,Slaskie
53,2853,MALE,Mazowieckie
95,2061,MALE,Dolnoslaskie
37,1315,MALE,Malopolskie
39,2599,MALE,Slaskie
84,1285,FEMALE,Podkarpackie
33,1412,MALE,Swietokrzyskie
38,1025,FEMALE,Lodzkie
75,2049,MALE,Kujawsko-pomorskie
78,401,FEMALE,Dolnoslaskie
69,500,MALE,Zachodnio-pomorskie
42,279,MALE,Dolnoslaskie
30,1738,MALE,Dolnoslaskie
71,1213,FEMALE,Warminsko-mazurskie
71,332,FEMALE,Pomorskie
63,972,FEMALE,Wielkopolskie
87,1448,MALE,Podlaskie
72,603,FEMALE,Warminsko-mazurskie
64,1682,MALE,Warminsko-mazurskie
76,2024,MALE,Mazowieckie
63,706,FEMALE,Warminsko-mazurskie
64,900,FEMALE,Podkarpackie
68,1746,MALE,Dolnoslaskie
70,2202,FEMALE,Dolnoslaskie
27,1549,MALE,Kujawsko-pomorskie
56,1257,FEMALE,Mazowieckie
46,589,FEMALE,Podkarpackie
38,755,MALE,Mazowieckie
52,1401,FEMALE,Kujawsko-pomorskie
31,7421,MALE,Opolskie
45,1349,MALE,Podkarpackie
39,427,MALE,Dolnoslaskie
85,991,FEMALE,Podkarpackie
51,1687,FEMALE,Mazowieckie
72,1657,FEMALE,Lubuskie
67,1677,MALE,Mazowieckie
54,2142,MALE,Zachodnio-pomorskie
84,694,FEMALE,Lubelskie
40,1106,MALE,Kujawsko-pomorskie
38,1938,MALE,Mazowieckie
53,527,FEMALE,Dolnoslaskie
60,225,FEMALE,Zachodnio-pomorskie
81,957,FEMALE,Podkarpackie
57,635,FEMALE,Lodzkie
78,1427,FEMALE,Lodzkie
36,1904,MALE,Slaskie
42,1635,MALE,Dolnoslaskie
74,1888,MALE,Wielkopolskie
82,840,FEMALE,Lubuskie
69,724,MALE,Mazowieckie
82,828,FEMALE,Opolskie
35,1634,FEMALE,Slaskie
23,2134,MALE,Lubuskie
78,2295,FEMALE,Podkarpackie
21,1965,FEMALE,Warminsko-mazurskie
63,1088,MALE,Wielkopolskie
79,2114,MALE,Mazowieckie
80,1318,FEMALE,Slaskie
82,1185,FEMALE,Lodzkie
87,1760,MALE,Podkarpackie
52,780,MALE,Zachodnio-pomorskie
39,1207,FEMALE,Pomorskie
19,2140,MALE,Slaskie
34,877,FEMALE,Mazowieckie
52,1241,MALE,Zachodnio-pomorskie
78,1818,FEMALE,Mazowieckie
43,975,FEMALE,Warminsko-mazurskie
59,4456,FEMALE,Pomorskie
38,1189,MALE,Kujawsko-pomorskie
73,2638,MALE,Kujawsko-pomorskie
54,456,FEMALE,Mazowieckie
55,5199,MALE,Slaskie
26,1602,MALE,Malopolskie
42,2334,MALE,Slaskie
62,2922,MALE,Lodzkie
77,1130,FEMALE,Lubuskie
82,3587,MALE,Kujawsko-pomorskie
61,1389,FEMALE,Mazowieckie
79,2648,MALE,Mazowieckie
69,1732,FEMALE,Pomorskie
66,1411,MALE,Mazowieckie
69,422,FEMALE,Dolnoslaskie
69,3409,FEMALE,Warminsko-mazurskie
55,535,MALE,Wielkopolskie
83,697,FEMALE,Slaskie
40,1346,MALE,Warminsko-mazurskie
41,1407,FEMALE,Pomorskie
62,903,MALE,Mazowieckie
30,1457,MALE,Mazowieckie
63,1847,FEMALE,Kujawsko-pomorskie
46,1807,FEMALE,Podkarpackie
64,1408,FEMALE,Pomorskie
56,2819,MALE,Kujawsko-pomorskie
74,214,FEMALE,Lodzkie
62,977,FEMALE,Warminsko-mazurskie
50,2120,FEMALE,Pomorskie
31,2909,MALE,Mazowieckie
74,1750,MALE,Wielkopolskie
46,859,MALE,Podlaskie
60,1298,MALE,Opolskie
33,955,MALE,Mazowieckie
33,3118,MALE,Wielkopolskie
65,1540,MALE,Slaskie
80,1281,FEMALE,Podlaskie
51,980,FEMALE,Podlaskie
28,1239,FEMALE,Warminsko-mazurskie
34,1180,MALE,Slaskie
47,1465,MALE,Podkarpackie
52,2852,MALE,Wielkopolskie
54,1453,FEMALE,Kujawsko-pomorskie
67,609,FEMALE,Kujawsko-pomorskie
62,1543,MALE,Kujawsko-pomorskie
33,1085,FEMALE,Lodzkie
39,1040,FEMALE,Pomorskie
68,1408,FEMALE,Lodzkie
59,2264,FEMALE,Swietokrzyskie
25,1078,MALE,Opolskie
56,1067,MALE,Mazowieckie
37,1604,MALE,Wielkopolskie
35,1533,MALE,Lubuskie
49,1106,FEMALE,Dolnoslaskie
40,1510,MALE,Warminsko-mazurskie
66,984,FEMALE,Zachodnio-pomorskie
65,573,MALE,Podlaskie
52,1134,MALE,Zachodnio-pomorskie
45,1776,MALE,Swietokrzyskie
50,2393,MALE,Wielkopolskie
54,1010,MALE,Mazowieckie
44,755,FEMALE,Wielkopolskie
91,1756,FEMALE,Wielkopolskie
40,593,FEMALE,Podkarpackie
70,2150,MALE,Swietokrzyskie
54,3105,MALE,Kujawsko-pomorskie
37,674,MALE,Zachodnio-pomorskie
89,2519,MALE,Dolnoslaskie
43,982,FEMALE,Lodzkie
57,2479,MALE,Mazowieckie
51,978,FEMALE,Mazowieckie
82,451,FEMALE,Pomorskie
43,1842,MALE,Dolnoslaskie
40,1849,FEMALE,Slaskie
45,1250,FEMALE,Dolnoslaskie
42,703,MALE,Mazowieckie
41,5027,MALE,Lubuskie
88,1041,FEMALE,Podlaskie
42,1646,FEMALE,Wielkopolskie
73,1892,FEMALE,Kujawsko-pomorskie
28,899,MALE,Warminsko-mazurskie
49,1323,FEMALE,Pomorskie
75,1539,FEMALE,Zachodnio-pomorskie
63,1719,MALE,Warminsko-mazurskie
46,2018,FEMALE,Mazowieckie
75,1448,FEMALE,Pomorskie
58,2515,MALE,Mazowieckie
68,405,FEMALE,Lubelskie
40,3022,MALE,Slaskie
75,1738,FEMALE,Lubuskie
86,1658,FEMALE,Wielkopolskie
34,100,MALE,Dolnoslaskie
37,1128,FEMALE,Podkarpackie
86,1190,FEMALE,Kujawsko-pomorskie
42,1862,MALE,Lodzkie
82,580,FEMALE,Warminsko-mazurskie
60,3835,FEMALE,Swietokrzyskie
55,1619,FEMALE,Lubelskie
28,1127,FEMALE,Podkarpackie
70,1153,FEMALE,Wielkopolskie
34,1679,FEMALE,Wielkopolskie
28,271,FEMALE,Kujawsko-pomorskie
72,1465,MALE,Dolnoslaskie
63,363,MALE,Kujawsko-pomorskie
29,2453,FEMALE,Zachodnio-pomorskie
69,1139,FEMALE,Podkarpackie
33,960,FEMALE,Dolnoslaskie
49,2179,FEMALE,Kujawsko-pomorskie
62,2020,MALE,Zachodnio-pomorskie
91,1118,FEMALE,Zachodnio-pomorskie
49,1635,MALE,Podkarpackie
75,1473,MALE,Slaskie
58,1623,FEMALE,Dolnoslaskie
52,1563,FEMALE,Podlaskie
58,749,FEMALE,Mazowieckie
75,2158,FEMALE,Lubuskie
33,998,MALE,Slaskie
72,2451,FEMALE,Podlaskie
28,1559,MALE,Slaskie
55,696,FEMALE,Zachodnio-pomorskie
34,1375,FEMALE,Mazowieckie
83,1142,FEMALE,Pomorskie
33,1314,MALE,Wielkopolskie
63,1959,MALE,Malopolskie
56,845,FEMALE,Lodzkie
52,1081,FEMALE,Kujawsko-pomorskie
50,1822,MALE,Wielkopolskie
72,1140,FEMALE,Lodzkie
60,452,MALE,Podlaskie
64,1848,MALE,Mazowieckie
75,6801,FEMALE,Slaskie
78,1930,MALE,Opolskie
69,967,FEMALE,Mazowieckie
78,315,FEMALE,Dolnoslaskie
47,3380,MALE,Lubuskie
57,1310,FEMALE,Lubelskie
41,1799,MALE,Lodzkie
46,2353,MALE,Mazowieckie
83,1308,FEMALE,Podkarpackie
72,823,MALE,Swietokrzyskie
59,1191,FEMALE,Podkarpackie
20,3030,FEMALE,Lodzkie
93,2818,FEMALE,Podkarpackie
97,1486,MALE,Podlaskie
39,2605,MALE,Wielkopolskie
35,1292,FEMALE,Dolnoslaskie
81,2120,MALE,Slaskie
54,3278,MALE,Lubelskie
81,1334,FEMALE,Dolnoslaskie
40,915,MALE,Slaskie
70,1420,FEMALE,Slaskie
86,1257,FEMALE,Podkarpackie
70,903,MALE,Slaskie
60,7729,MALE,Mazowieckie
56,624,FEMALE,Lubuskie
52,1290,MALE,Swietokrzyskie
39,1102,FEMALE,Mazowieckie
50,7744,MALE,Dolnoslaskie
71,1272,FEMALE,Podkarpackie
45,1727,MALE,Malopolskie
39,777,FEMALE,Lubuskie
54,780,FEMALE,Lubelskie
63,1800,FEMALE,Pomorskie
84,2929,MALE,Kujawsko-pomorskie
29,1123,FEMALE,Dolnoslaskie
35,3629,FEMALE,Wielkopolskie
55,1242,MALE,Podlaskie
28,886,FEMALE,Dolnoslaskie
68,1722,MALE,Mazowieckie
28,1135,MALE,Dolnoslaskie
49,699,FEMALE,Podkarpackie
23,1794,MALE,Mazowieckie
54,489,FEMALE,Kujawsko-pomorskie
74,3108,FEMALE,Mazowieckie
50,3541,FEMALE,Swietokrzyskie
29,3085,MALE,Malopolskie
71,100,FEMALE,Zachodnio-pomorskie
67,1399,MALE,Mazowieckie
57,1230,FEMALE,Podkarpackie
58,1850,FEMALE,Pomorskie
47,1766,MALE,Slaskie
56,540,FEMALE,Zachodnio-pomorskie
24,1189,FEMALE,Pomorskie
77,1690,MALE,Kujawsko-pomorskie
72,1475,MALE,Slaskie
71,810,FEMALE,Lodzkie
73,433,FEMALE,Kujawsko-pomorskie
58,707,MALE,Podlaskie
72,1412,MALE,Slaskie
46,858,FEMALE,Lodzkie
59,5723,MALE,Slaskie
69,1155,FEMALE,Zachodnio-pomorskie
71,2812,MALE,Lubuskie
94,2098,MALE,Slaskie
29,994,FEMALE,Warminsko-mazurskie
22,1592,FEMALE,Dolnoslaskie
37,870,FEMALE,Zachodnio-pomorskie
54,2099,FEMALE,Lodzkie
87,839,MALE,Kujawsko-pomorskie
70,1415,FEMALE,Dolnoslaskie
86,2541,FEMALE,Mazowieckie
84,1095,FEMALE,Wielkopolskie
67,868,FEMALE,Podkarpackie
86,1562,FEMALE,Lodzkie
97,1466,FEMALE,Dolnoslaskie
91,2122,FEMALE,Kujawsko-pomorskie
32,1705,MALE,Lodzkie
37,1530,MALE,Dolnoslaskie
40,1085,FEMALE,Mazowieckie
65,1461,MALE,Warminsko-mazurskie
36,585,FEMALE,Podlaskie
68,1808,MALE,Zachodnio-pomorskie
30,3449,FEMALE,Slaskie
76,1873,FEMALE,Swietokrzyskie
75,483,FEMALE,Opolskie
84,1178,FEMALE,Lubelskie
75,3204,MALE,Swietokrzyskie
65,947,MALE,Podlaskie
32,1407,MALE,Zachodnio-pomorskie
31,1453,MALE,Dolnoslaskie
79,100,FEMALE,Zachodnio-pomorskie
43,1976,MALE,Mazowieckie
62,835,FEMALE,Kujawsko-pomorskie
65,1148,FEMALE,Pomorskie
51,731,FEMALE,Pomorskie
66,1918,MALE,Swietokrzyskie
34,2934,MALE,Opolskie
73,809,MALE,Zachodnio-pomorskie
38,1978,FEMALE,Slaskie
66,3237,FEMALE,Podkarpackie
86,910,FEMALE,Kujawsko-pomorskie
88,2122,MALE,Slaskie
72,238,FEMALE,Pomorskie
90,1634,MALE,Slaskie
65,1478,FEMALE,Lubelskie
42,1369,MALE,Dolnoslaskie
82,1892,FEMALE,Lubelskie
27,912,FEMALE,Pomorskie
50,5543,MALE,Zachodnio-pomorskie
63,1977,MALE,Malopolskie
32,1605,FEMALE,Dolnoslaskie
39,4601,MALE,Kujawsko-pomorskie
20,1181,FEMALE,Lubelskie
81,347,MALE,Podkarpackie
36,2822,MALE,Malopolskie
32,1415,MALE,Lubelskie
66,947,FEMALE,Zachodnio-pomorskie
28,1356,MALE,Kujawsko-pomorskie
59,100,FEMALE,Dolnoslaskie
88,2880,FEMALE,Wielkopolskie
44,655,FEMALE,Kujawsko-pomorskie
50,4558,FEMALE,Zachodnio-pomorskie
34,1737,FEMALE,Kujawsko-pomorskie
44,2357,MALE,Zachodnio-pomorskie
72,2422,MALE,Lubuskie
35,1374,MALE,Slaskie
58,1708,MALE,Warminsko-mazurskie
31,1448,MALE,Malopolskie
21,1394,MALE,Mazowieckie
84,1723,FEMALE,Wielkopolskie
69,3527,MALE,Lodzkie
82,502,FEMALE,Lodzkie
40,1603,MALE,Warminsko-mazurskie
44,1804,MALE,Lubuskie
79,1199,FEMALE,Lodzkie
71,1285,FEMALE,Mazowieckie
37,2513,MALE,Dolnoslaskie
58,856,MALE,Mazowieckie
67,993,FEMALE,Opolskie
57,3591,MALE,Slaskie
49,2317,MALE,Lubelskie
63,904,FEMALE,Warminsko-mazurskie
48,1581,FEMALE,Lubelskie
53,1489,FEMALE,Podlaskie
48,3040,MALE,Malopolskie
91,1241,FEMALE,Slaskie
35,203,MALE,Kujawsko-pomorskie
43,299,MALE,Podkarpackie
67,1140,FEMALE,Podkarpackie
64,1139,FEMALE,Lubelskie
85,2609,MALE,Lubuskie
21,5236,FEMALE,Slaskie
73,1533,MALE,Kujawsko-pomorskie
68,1775,MALE,Slaskie
79,1055,FEMALE,Dolnoslaskie
87,960,FEMALE,Lubelskie
38,2353,FEMALE,Lodzkie
