sex,age,income,edu
FEMALE,53,,SECONDARY
MALE,26,1593.0,POST-SECONDARY OR HIGHER
FEMALE,97,1998.0,POST-SECONDARY OR HIGHER
MALE,82,1871.0,SECONDARY
MALE,44,54.0,SECONDARY
MALE,89,71.0,SECONDARY
MALE,26,,SECONDARY
MALE,32,3835.0,PRIMARY/NO EDUCATION
MALE,18,2436.0,SECONDARY
MALE,54,-8.0,POST-SECONDARY OR HIGHER
FEMALE,51,1284.0,POST-SECONDARY OR HIGHER
MALE,58,183.0,VOCATIONAL/GRAMMAR
FEMALE,33,1051.0,SECONDARY
FEMALE,53,,VOCATIONAL/GRAMMAR
FEMALE,60,483.0,POST-SECONDARY OR HIGHER
FEMALE,77,1484.0,SECONDARY
FEMALE,48,1569.0,PRIMARY/NO EDUCATION
FEMALE,74,1559.0,SECONDARY
MALE,83,1483.0,POST-SECONDARY OR HIGHER
FEMALE,38,1904.0,PRIMARY/NO EDUCATION
MALE,46,1201.0,SECONDARY
FEMALE,62,5709.0,POST-SECONDARY OR HIGHER
MALE,43,1493.0,POST-SECONDARY OR HIGHER
FEMALE,35,1594.0,POST-SECONDARY OR HIGHER
MALE,78,954.0,VOCATIONAL/GRAMMAR
MALE,33,1352.0,PRIMARY/NO EDUCATION
MALE,74,1538.0,SECONDARY
MALE,28,1685.0,SECONDARY
MALE,66,1872.0,SECONDARY
MALE,74,1534.0,SECONDARY
MALE,67,1534.0,POST-SECONDARY OR HIGHER
MALE,76,,PRIMARY/NO EDUCATION
MALE,51,,PRIMARY/NO EDUCATION
MALE,32,1847.0,POST-SECONDARY OR HIGHER
MALE,43,1479.0,POST-SECONDARY OR HIGHER
MALE,27,1599.0,VOCATIONAL/GRAMMAR
FEMALE,58,1371.0,SECONDARY
FEMALE,25,1917.0,VOCATIONAL/GRAMMAR
FEMALE,70,2448.0,SECONDARY
MALE,28,,VOCATIONAL/GRAMMAR
MALE,71,1518.0,VOCATIONAL/GRAMMAR
MALE,75,161.0,SECONDARY
FEMALE,59,2349.0,PRIMARY/NO EDUCATION
FEMALE,71,4278.0,
FEMALE,63,1404.0,
MALE,76,1799.0,PRIMARY/NO EDUCATION
FEMALE,68,1434.0,VOCATIONAL/GRAMMAR
MALE,28,1591.0,VOCATIONAL/GRAMMAR
FEMALE,32,1900.0,PRIMARY/NO EDUCATION
FEMALE,44,1537.0,POST-SECONDARY OR HIGHER
FEMALE,59,1492.0,SECONDARY
MALE,53,3556.0,PRIMARY/NO EDUCATION
FEMALE,36,3643.0,VOCATIONAL/GRAMMAR
MALE,84,1633.0,SECONDARY
MALE,97,-8.0,POST-SECONDARY OR HIGHER
MALE,68,1509.0,PRIMARY/NO EDUCATION
MALE,84,1551.0,VOCATIONAL/GRAMMAR
MALE,69,1599.0,SECONDARY
FEMALE,79,,POST-SECONDARY OR HIGHER
MALE,47,3176.0,VOCATIONAL/GRAMMAR
FEMALE,93,1555.0,POST-SECONDARY OR HIGHER
FEMALE,86,1952.0,
FEMALE,30,263.0,VOCATIONAL/GRAMMAR
FEMALE,62,3309.0,POST-SECONDARY OR HIGHER
FEMALE,94,102.0,VOCATIONAL/GRAMMAR
MALE,62,214.0,POST-SECONDARY OR HIGHER
MALE,26,3367.0,SECONDARY
FEMALE,69,1668.0,SECONDARY
MALE,59,2334.0,SECONDARY
FEMALE,72,1465.0,POST-SECONDARY OR HIGHER
FEMALE,58,-8.0,VOCATIONAL/GRAMMAR
FEMALE,95,2478.0,SECONDARY
FEMALE,28,2259.0,VOCATIONAL/GRAMMAR
FEMALE,44,52.0,SECONDARY
MALE,56,,PRIMARY/NO EDUCATION
MALE,27,1204.0,PRIMARY/NO EDUCATION
FEMALE,40,1631.0,POST-SECONDARY OR HIGHER
FEMALE,61,1022.0,PRIMARY/NO EDUCATION
FEMALE,97,79.0,SECONDARY
FEMALE,84,1940.0,SECONDARY
MALE,29,1558.0,VOCATIONAL/GRAMMAR
MALE,30,1117.0,SECONDARY
MALE,95,1517.0,SECONDARY
MALE,59,1578.0,PRIMARY/NO EDUCATION
MALE,65,1485.0,SECONDARY
MALE,68,,PRIMARY/NO EDUCATION
FEMALE,32,1593.0,VOCATIONAL/GRAMMAR
FEMALE,28,4074.0,PRIMARY/NO EDUCATION
MALE,57,165.0,SECONDARY
MALE,77,1771.0,VOCATIONAL/GRAMMAR
FEMALE,79,1613.0,SECONDARY
MALE,88,,PRIMARY/NO EDUCATION
FEMALE,31,214.0,SECONDARY
MALE,71,1358.0,PRIMARY/NO EDUCATION
MALE,62,,SECONDARY
FEMALE,93,2350.0,SECONDARY
FEMALE,71,1633.0,POST-SECONDARY OR HIGHER
FEMALE,50,1642.0,VOCATIONAL/GRAMMAR
MALE,56,1187.0,POST-SECONDARY OR HIGHER
FEMALE,26,228.0,PRIMARY/NO EDUCATION
FEMALE,40,4264.0,POST-SECONDARY OR HIGHER
FEMALE,94,,VOCATIONAL/GRAMMAR
FEMALE,48,1633.0,POST-SECONDARY OR HIGHER
MALE,33,1522.0,SECONDARY
MALE,45,1473.0,SECONDARY
FEMALE,32,1651.0,POST-SECONDARY OR HIGHER
MALE,50,1526.0,SECONDARY
FEMALE,47,269.0,SECONDARY
FEMALE,28,64.0,
FEMALE,55,2394.0,PRIMARY/NO EDUCATION
FEMALE,66,1366.0,SECONDARY
MALE,66,-2.0,VOCATIONAL/GRAMMAR
MALE,63,1462.0,SECONDARY
MALE,76,-8.0,SECONDARY
MALE,69,1603.0,SECONDARY
MALE,64,1602.0,SECONDARY
FEMALE,86,1763.0,SECONDARY
FEMALE,59,1699.0,
FEMALE,28,192.0,VOCATIONAL/GRAMMAR
MALE,85,1515.0,PRIMARY/NO EDUCATION
MALE,68,1752.0,PRIMARY/NO EDUCATION
MALE,66,1302.0,PRIMARY/NO EDUCATION
MALE,67,1617.0,VOCATIONAL/GRAMMAR
FEMALE,70,1919.0,SECONDARY
FEMALE,52,1480.0,SECONDARY
FEMALE,58,219.0,SECONDARY
FEMALE,90,85.0,SECONDARY
FEMALE,69,2168.0,POST-SECONDARY OR HIGHER
FEMALE,87,,SECONDARY
MALE,70,1848.0,VOCATIONAL/GRAMMAR
FEMALE,90,207.0,SECONDARY
MALE,31,146.0,POST-SECONDARY OR HIGHER
MALE,59,,PRIMARY/NO EDUCATION
MALE,56,3137.0,SECONDARY
MALE,48,137.0,VOCATIONAL/GRAMMAR
FEMALE,39,-8.0,PRIMARY/NO EDUCATION
MALE,35,1585.0,VOCATIONAL/GRAMMAR
FEMALE,31,1545.0,SECONDARY
FEMALE,73,1652.0,POST-SECONDARY OR HIGHER
MALE,75,,POST-SECONDARY OR HIGHER
FEMALE,35,,VOCATIONAL/GRAMMAR
FEMALE,52,1480.0,SECONDARY
MALE,60,3856.0,POST-SECONDARY OR HIGHER
MALE,75,1525.0,POST-SECONDARY OR HIGHER
FEMALE,69,,SECONDARY
MALE,43,2314.0,PRIMARY/NO EDUCATION
FEMALE,55,1364.0,VOCATIONAL/GRAMMAR
FEMALE,78,1051.0,VOCATIONAL/GRAMMAR
FEMALE,68,,
MALE,49,,SECONDARY
MALE,84,-8.0,POST-SECONDARY OR HIGHER
MALE,48,92.0,
FEMALE,97,1486.0,PRIMARY/NO EDUCATION
MALE,84,211.0,SECONDARY
FEMALE,34,3283.0,PRIMARY/NO EDUCATION
MALE,53,2247.0,VOCATIONAL/GRAMMAR
MALE,27,1489.0,VOCATIONAL/GRAMMAR
MALE,60,1639.0,POST-SECONDARY OR HIGHER
FEMALE,32,1110.0,SECONDARY
FEMALE,80,2045.0,SECONDARY
FEMALE,28,1891.0,PRIMARY/NO EDUCATION
MALE,32,2859.0,VOCATIONAL/GRAMMAR
FEMALE,63,161.0,POST-SECONDARY OR HIGHER
FEMALE,73,1660.0,VOCATIONAL/GRAMMAR
MALE,30,1658.0,SECONDARY
MALE,47,252.0,PRIMARY/NO EDUCATION
MALE,77,1578.0,PRIMARY/NO EDUCATION
MALE,55,1638.0,VOCATIONAL/GRAMMAR
FEMALE,76,1451.0,VOCATIONAL/GRAMMAR
FEMALE,53,149.0,VOCATIONAL/GRAMMAR
FEMALE,77,3179.0,SECONDARY
MALE,67,1830.0,POST-SECONDARY OR HIGHER
MALE,87,1637.0,PRIMARY/NO EDUCATION
MALE,89,142.0,PRIMARY/NO EDUCATION
FEMALE,58,1453.0,POST-SECONDARY OR HIGHER
FEMALE,33,,POST-SECONDARY OR HIGHER
MALE,30,1610.0,VOCATIONAL/GRAMMAR
FEMALE,97,,POST-SECONDARY OR HIGHER
FEMALE,53,,PRIMARY/NO EDUCATION
FEMALE,56,5925.0,POST-SECONDARY OR HIGHER
FEMALE,38,,VOCATIONAL/GRAMMAR
FEMALE,55,1655.0,SECONDARY
FEMALE,67,1554.0,VOCATIONAL/GRAMMAR
FEMALE,48,1643.0,VOCATIONAL/GRAMMAR
FEMALE,65,139.0,VOCATIONAL/GRAMMAR
MALE,51,1608.0,VOCATIONAL/GRAMMAR
MALE,74,,VOCATIONAL/GRAMMAR
FEMALE,96,10.0,POST-SECONDARY OR HIGHER
FEMALE,52,2081.0,VOCATIONAL/GRAMMAR
FEMALE,74,1587.0,VOCATIONAL/GRAMMAR
FEMALE,34,3638.0,POST-SECONDARY OR HIGHER
FEMALE,44,4160.0,POST-SECONDARY OR HIGHER
MALE,97,,PRIMARY/NO EDUCATION
MALE,45,2472.0,SECONDARY
FEMALE,49,2299.0,VOCATIONAL/GRAMMAR
MALE,67,4535.0,VOCATIONAL/GRAMMAR
FEMALE,58,1827.0,SECONDARY
MALE,58,133.0,VOCATIONAL/GRAMMAR
FEMALE,18,139.0,POST-SECONDARY OR HIGHER
FEMALE,34,1575.0,VOCATIONAL/GRAMMAR
FEMALE,82,1293.0,PRIMARY/NO EDUCATION
MALE,63,,SECONDARY
FEMALE,78,1818.0,
MALE,78,1951.0,SECONDARY
MALE,86,158.0,SECONDARY
FEMALE,30,266.0,VOCATIONAL/GRAMMAR
FEMALE,58,,PRIMARY/NO EDUCATION
FEMALE,29,63.0,PRIMARY/NO EDUCATION
FEMALE,63,1802.0,
MALE,70,3993.0,POST-SECONDARY OR HIGHER
MALE,76,1468.0,VOCATIONAL/GRAMMAR
MALE,61,2311.0,VOCATIONAL/GRAMMAR
MALE,64,1724.0,VOCATIONAL/GRAMMAR
FEMALE,96,1606.0,POST-SECONDARY OR HIGHER
FEMALE,44,,SECONDARY
FEMALE,46,1302.0,PRIMARY/NO EDUCATION
FEMALE,56,7196.0,SECONDARY
FEMALE,91,2375.0,VOCATIONAL/GRAMMAR
MALE,73,1620.0,POST-SECONDARY OR HIGHER
FEMALE,78,1554.0,VOCATIONAL/GRAMMAR
MALE,75,1342.0,VOCATIONAL/GRAMMAR
FEMALE,97,1538.0,PRIMARY/NO EDUCATION
FEMALE,84,1552.0,SECONDARY
MALE,25,4.0,SECONDARY
FEMALE,92,2021.0,PRIMARY/NO EDUCATION
FEMALE,55,1469.0,VOCATIONAL/GRAMMAR
FEMALE,33,1467.0,VOCATIONAL/GRAMMAR
FEMALE,55,1484.0,VOCATIONAL/GRAMMAR
MALE,33,1481.0,VOCATIONAL/GRAMMAR
FEMALE,97,2321.0,SECONDARY
FEMALE,41,1646.0,SECONDARY
FEMALE,74,1579.0,VOCATIONAL/GRAMMAR
FEMALE,58,1599.0,SECONDARY
MALE,22,2151.0,SECONDARY
FEMALE,78,1322.0,POST-SECONDARY OR HIGHER
FEMALE,31,1700.0,SECONDARY
FEMALE,97,32.0,PRIMARY/NO EDUCATION
MALE,83,1040.0,VOCATIONAL/GRAMMAR
FEMALE,60,1621.0,
MALE,48,,POST-SECONDARY OR HIGHER
MALE,96,1909.0,POST-SECONDARY OR HIGHER
FEMALE,28,1584.0,PRIMARY/NO EDUCATION
FEMALE,25,216.0,POST-SECONDARY OR HIGHER
FEMALE,30,614.0,SECONDARY
MALE,24,1679.0,SECONDARY
MALE,49,5921.0,SECONDARY
FEMALE,54,36.0,SECONDARY
MALE,54,1557.0,VOCATIONAL/GRAMMAR
FEMALE,70,1633.0,SECONDARY
FEMALE,26,3994.0,SECONDARY
FEMALE,45,1686.0,POST-SECONDARY OR HIGHER
FEMALE,62,,VOCATIONAL/GRAMMAR
MALE,97,-8.0,SECONDARY
MALE,24,43.0,PRIMARY/NO EDUCATION
MALE,55,2001.0,SECONDARY
FEMALE,49,1470.0,VOCATIONAL/GRAMMAR
FEMALE,33,1480.0,SECONDARY
FEMALE,71,2219.0,SECONDARY
MALE,57,1228.0,POST-SECONDARY OR HIGHER
MALE,38,1376.0,PRIMARY/NO EDUCATION
MALE,57,,PRIMARY/NO EDUCATION
MALE,42,195.0,PRIMARY/NO EDUCATION
MALE,46,2903.0,SECONDARY
MALE,46,39.0,PRIMARY/NO EDUCATION
MALE,45,1428.0,PRIMARY/NO EDUCATION
FEMALE,92,,POST-SECONDARY OR HIGHER
FEMALE,84,1746.0,SECONDARY
FEMALE,68,2339.0,PRIMARY/NO EDUCATION
MALE,60,,PRIMARY/NO EDUCATION
FEMALE,50,2076.0,SECONDARY
MALE,27,1681.0,SECONDARY
FEMALE,74,1856.0,PRIMARY/NO EDUCATION
FEMALE,31,-2.0,SECONDARY
MALE,72,1546.0,PRIMARY/NO EDUCATION
MALE,25,,PRIMARY/NO EDUCATION
FEMALE,86,,SECONDARY
FEMALE,51,187.0,POST-SECONDARY OR HIGHER
MALE,68,,VOCATIONAL/GRAMMAR
FEMALE,97,,VOCATIONAL/GRAMMAR
FEMALE,47,3581.0,PRIMARY/NO EDUCATION
FEMALE,32,,VOCATIONAL/GRAMMAR
MALE,55,1764.0,SECONDARY
FEMALE,70,1646.0,POST-SECONDARY OR HIGHER
MALE,62,3668.0,VOCATIONAL/GRAMMAR
FEMALE,68,3982.0,SECONDARY
MALE,71,1371.0,SECONDARY
FEMALE,58,3748.0,PRIMARY/NO EDUCATION
MALE,55,1517.0,SECONDARY
FEMALE,69,1353.0,VOCATIONAL/GRAMMAR
FEMALE,73,133.0,PRIMARY/NO EDUCATION
FEMALE,84,2288.0,PRIMARY/NO EDUCATION
FEMALE,32,176.0,POST-SECONDARY OR HIGHER
MALE,76,-8.0,PRIMARY/NO EDUCATION
MALE,69,504.0,PRIMARY/NO EDUCATION
MALE,63,,VOCATIONAL/GRAMMAR
FEMALE,39,1656.0,VOCATIONAL/GRAMMAR
FEMALE,78,1883.0,SECONDARY
FEMALE,78,1576.0,SECONDARY
FEMALE,87,3611.0,POST-SECONDARY OR HIGHER
MALE,93,1550.0,VOCATIONAL/GRAMMAR
FEMALE,56,5079.0,SECONDARY
FEMALE,45,1547.0,VOCATIONAL/GRAMMAR
FEMALE,24,213.0,POST-SECONDARY OR HIGHER
MALE,67,,SECONDARY
FEMALE,32,153.0,VOCATIONAL/GRAMMAR
MALE,40,123.0,PRIMARY/NO EDUCATION
MALE,97,,VOCATIONAL/GRAMMAR
FEMALE,52,145.0,VOCATIONAL/GRAMMAR
FEMALE,53,2212.0,VOCATIONAL/GRAMMAR
MALE,46,204.0,POST-SECONDARY OR HIGHER
MALE,35,1447.0,VOCATIONAL/GRAMMAR
FEMALE,97,2149.0,VOCATIONAL/GRAMMAR
MALE,76,2334.0,VOCATIONAL/GRAMMAR
MALE,69,3400.0,POST-SECONDARY OR HIGHER
MALE,55,,PRIMARY/NO EDUCATION
FEMALE,83,7934.0,SECONDARY
MALE,78,24.0,PRIMARY/NO EDUCATION
FEMALE,28,,PRIMARY/NO EDUCATION
MALE,74,1347.0,VOCATIONAL/GRAMMAR
FEMALE,73,102.0,VOCATIONAL/GRAMMAR
MALE,65,,PRIMARY/NO EDUCATION
FEMALE,76,11402.0,VOCATIONAL/GRAMMAR
FEMALE,88,1421.0,VOCATIONAL/GRAMMAR
MALE,68,1497.0,PRIMARY/NO EDUCATION
MALE,76,1578.0,SECONDARY
FEMALE,55,1564.0,SECONDARY
FEMALE,37,1335.0,SECONDARY
MALE,31,1805.0,VOCATIONAL/GRAMMAR
MALE,75,1664.0,VOCATIONAL/GRAMMAR
FEMALE,16,285.0,PRIMARY/NO EDUCATION
FEMALE,97,7998.0,SECONDARY
MALE,56,135.0,PRIMARY/NO EDUCATION
FEMALE,57,1504.0,POST-SECONDARY OR HIGHER
MALE,54,1599.0,POST-SECONDARY OR HIGHER
FEMALE,85,4166.0,VOCATIONAL/GRAMMAR
MALE,27,114.0,POST-SECONDARY OR HIGHER
FEMALE,76,178.0,POST-SECONDARY OR HIGHER
FEMALE,83,1315.0,VOCATIONAL/GRAMMAR
MALE,88,1612.0,
MALE,97,3139.0,PRIMARY/NO EDUCATION
FEMALE,72,1550.0,SECONDARY
MALE,80,1920.0,POST-SECONDARY OR HIGHER
FEMALE,47,1564.0,SECONDARY
MALE,90,4121.0,VOCATIONAL/GRAMMAR
FEMALE,69,1489.0,SECONDARY
FEMALE,31,1861.0,VOCATIONAL/GRAMMAR
MALE,18,2202.0,VOCATIONAL/GRAMMAR
FEMALE,71,1468.0,VOCATIONAL/GRAMMAR
MALE,59,,SECONDARY
FEMALE,93,2219.0,VOCATIONAL/GRAMMAR
MALE,63,1233.0,SECONDARY
FEMALE,78,39.0,SECONDARY
MALE,49,3885.0,VOCATIONAL/GRAMMAR
FEMALE,73,1380.0,VOCATIONAL/GRAMMAR
MALE,51,79.0,PRIMARY/NO EDUCATION
MALE,48,1765.0,POST-SECONDARY OR HIGHER
FEMALE,58,1806.0,SECONDARY
FEMALE,55,745.0,SECONDARY
FEMALE,34,494.0,POST-SECONDARY OR HIGHER
MALE,70,2639.0,POST-SECONDARY OR HIGHER
FEMALE,71,2049.0,SECONDARY
FEMALE,87,,PRIMARY/NO EDUCATION
MALE,70,250.0,PRIMARY/NO EDUCATION
MALE,37,1654.0,PRIMARY/NO EDUCATION
MALE,75,,SECONDARY
FEMALE,28,2361.0,PRIMARY/NO EDUCATION
FEMALE,47,3779.0,VOCATIONAL/GRAMMAR
FEMALE,70,-8.0,
MALE,45,225.0,
FEMALE,76,1117.0,SECONDARY
MALE,26,1454.0,PRIMARY/NO EDUCATION
MALE,29,,SECONDARY
MALE,34,1844.0,SECONDARY
FEMALE,65,1307.0,POST-SECONDARY OR HIGHER
MALE,68,762.0,
MALE,52,,PRIMARY/NO EDUCATION
MALE,21,145.0,SECONDARY
FEMALE,77,1854.0,POST-SECONDARY OR HIGHER
MALE,76,1726.0,VOCATIONAL/GRAMMAR
FEMALE,62,1451.0,POST-SECONDARY OR HIGHER
FEMALE,31,1550.0,PRIMARY/NO EDUCATION
MALE,29,,SECONDARY
FEMALE,52,1809.0,POST-SECONDARY OR HIGHER
MALE,97,68.0,VOCATIONAL/GRAMMAR
FEMALE,62,,PRIMARY/NO EDUCATION
MALE,94,257.0,POST-SECONDARY OR HIGHER
FEMALE,57,1640.0,PRIMARY/NO EDUCATION
FEMALE,54,1657.0,VOCATIONAL/GRAMMAR
MALE,65,1468.0,POST-SECONDARY OR HIGHER
MALE,77,139.0,SECONDARY
MALE,93,162.0,VOCATIONAL/GRAMMAR
FEMALE,40,140.0,PRIMARY/NO EDUCATION
FEMALE,81,,SECONDARY
FEMALE,32,,SECONDARY
FEMALE,67,1519.0,POST-SECONDARY OR HIGHER
FEMALE,51,1308.0,VOCATIONAL/GRAMMAR
FEMALE,76,2231.0,PRIMARY/NO EDUCATION
MALE,94,,VOCATIONAL/GRAMMAR
MALE,63,1467.0,PRIMARY/NO EDUCATION
FEMALE,94,1583.0,SECONDARY
MALE,54,1873.0,VOCATIONAL/GRAMMAR
MALE,29,1397.0,POST-SECONDARY OR HIGHER
MALE,95,-8.0,POST-SECONDARY OR HIGHER
MALE,97,6309.0,SECONDARY
MALE,66,1508.0,SECONDARY
FEMALE,55,2386.0,VOCATIONAL/GRAMMAR
MALE,49,2062.0,SECONDARY
FEMALE,58,2827.0,PRIMARY/NO EDUCATION
FEMALE,61,1549.0,PRIMARY/NO EDUCATION
MALE,93,2350.0,PRIMARY/NO EDUCATION
MALE,49,1416.0,SECONDARY
MALE,50,101.0,POST-SECONDARY OR HIGHER
MALE,52,3230.0,
MALE,66,1576.0,VOCATIONAL/GRAMMAR
FEMALE,54,,VOCATIONAL/GRAMMAR
MALE,87,1843.0,POST-SECONDARY OR HIGHER
FEMALE,53,2051.0,SECONDARY
MALE,25,1557.0,POST-SECONDARY OR HIGHER
FEMALE,64,-8.0,PRIMARY/NO EDUCATION
FEMALE,44,1127.0,PRIMARY/NO EDUCATION
FEMALE,73,3902.0,VOCATIONAL/GRAMMAR
FEMALE,45,2193.0,SECONDARY
FEMALE,89,220.0,VOCATIONAL/GRAMMAR
FEMALE,67,217.0,SECONDARY
FEMALE,38,2381.0,SECONDARY
FEMALE,91,2394.0,PRIMARY/NO EDUCATION
MALE,68,1675.0,SECONDARY
FEMALE,74,3168.0,
