"specks","variables","data","copies","parents","privacy"
0.0876000000000005,"workab","sd2011_clean_small",5,1,0
0.974999999999925,"wkabdur","sd2011_clean_small",5,1,0
0.00664,"wkabint","sd2011_clean_small",5,1,0
0.751999999999943,"wkabintdur","sd2011_clean_small",5,1,0
0.942799999999929,"emcc","sd2011_clean_small",5,1,0
0.00355999999999999,"englang","sd2011_clean_small",5,1,0
0.0860400000000004,"height","sd2011_clean_small",5,1,0
0.0481199999999998,"weight","sd2011_clean_small",5,1,0
0.00792,"sex","sd2011_clean_small",5,2,0
0.01704,"age","sd2011_clean_small",5,2,0
0.01424,"placesize","sd2011_clean_small",5,2,0
0.02188,"region","sd2011_clean_small",5,2,0
0.01148,"edu","sd2011_clean_small",5,2,0
0.022,"eduspec","sd2011_clean_small",5,2,0
0.01568,"socprof","sd2011_clean_small",5,2,0
0.00816,"unempdur","sd2011_clean_small",5,2,0
0.0471199999999998,"income","sd2011_clean_small",5,2,0
0.0128,"marital","sd2011_clean_small",5,2,0
0.0134,"mmarr","sd2011_clean_small",5,2,0
0.01888,"ymarr","sd2011_clean_small",5,2,0
0.00651999999999999,"msepdiv","sd2011_clean_small",5,2,0
0.00612,"ysepdiv","sd2011_clean_small",5,2,0
0.01284,"ls","sd2011_clean_small",5,2,0
0.00944,"depress","sd2011_clean_small",5,2,0
0.00679999999999999,"trust","sd2011_clean_small",5,2,0
0.00475999999999999,"trustfam","sd2011_clean_small",5,2,0
0.0088,"trustneigh","sd2011_clean_small",5,2,0
0.00491999999999999,"sport","sd2011_clean_small",5,2,0
0.135800000000002,"nofriend","sd2011_clean_small",5,2,0
0.00471999999999999,"smoke","sd2011_clean_small",5,2,0
0.00612,"nociga","sd2011_clean_small",5,2,0
0.00123999999999999,"alcabuse","sd2011_clean_small",5,2,0
0.00504,"alcsol","sd2011_clean_small",5,2,0
0.01052,"workab","sd2011_clean_small",5,2,0
0.00324,"wkabdur","sd2011_clean_small",5,2,0
0.00507999999999999,"wkabint","sd2011_clean_small",5,2,0
0.00419999999999999,"wkabintdur","sd2011_clean_small",5,2,0
0.00551999999999999,"emcc","sd2011_clean_small",5,2,0
0.00667999999999999,"englang","sd2011_clean_small",5,2,0
0.0834800000000003,"height","sd2011_clean_small",5,2,0
0.0499999999999998,"weight","sd2011_clean_small",5,2,0
0.00571999999999999,"sex","sd2011_clean_small",5,3,0
0.0148,"age","sd2011_clean_small",5,3,0
0.01068,"placesize","sd2011_clean_small",5,3,0
0.02288,"region","sd2011_clean_small",5,3,0
0.00631999999999999,"edu","sd2011_clean_small",5,3,0
0.02372,"eduspec","sd2011_clean_small",5,3,0
0.01836,"socprof","sd2011_clean_small",5,3,0
0.01164,"unempdur","sd2011_clean_small",5,3,0
0.0501599999999998,"income","sd2011_clean_small",5,3,0
0.0714000000000003,"marital","sd2011_clean_small",5,3,0
0.0114,"mmarr","sd2011_clean_small",5,3,0
0.0176,"ymarr","sd2011_clean_small",5,3,0
0.0481999999999999,"msepdiv","sd2011_clean_small",5,3,0
0.05384,"ysepdiv","sd2011_clean_small",5,3,0
0.01212,"ls","sd2011_clean_small",5,3,0
0.0112,"depress","sd2011_clean_small",5,3,0
0.00667999999999999,"trust","sd2011_clean_small",5,3,0
0.0052,"trustfam","sd2011_clean_small",5,3,0
0.00839999999999999,"trustneigh","sd2011_clean_small",5,3,0
0.00856,"sport","sd2011_clean_small",5,3,0
0.133920000000002,"nofriend","sd2011_clean_small",5,3,0
0.00627999999999999,"smoke","sd2011_clean_small",5,3,0
0.00844,"nociga","sd2011_clean_small",5,3,0
0.00616,"alcabuse","sd2011_clean_small",5,3,0
0.00484,"alcsol","sd2011_clean_small",5,3,0
0.00587999999999999,"workab","sd2011_clean_small",5,3,0
0.00484,"wkabdur","sd2011_clean_small",5,3,0
0.0066,"wkabint","sd2011_clean_small",5,3,0
0.00628,"wkabintdur","sd2011_clean_small",5,3,0
0.00744,"emcc","sd2011_clean_small",5,3,0
0.005,"englang","sd2011_clean_small",5,3,0
0.0834400000000003,"height","sd2011_clean_small",5,3,0
0.0518799999999998,"weight","sd2011_clean_small",5,3,0
