"specks","variables","data","copies","epochs"
0.116280000000001,"wkabintdur","sd2011",5,900
0.115600000000001,"emcc","sd2011",5,900
0.104080000000001,"englang","sd2011",5,900
0.108120000000001,"height","sd2011",5,900
0.0832800000000005,"weight","sd2011",5,900
0.113000000000001,"bmi","sd2011",5,900
0.152280000000002,"sex","sd2011_clean",5,100
0.218560000000001,"age","sd2011_clean",5,100
0.112520000000001,"agegr","sd2011_clean",5,100
0.105520000000001,"placesize","sd2011_clean",5,100
0.109840000000001,"region","sd2011_clean",5,100
0.0796800000000006,"edu","sd2011_clean",5,100
0.123720000000001,"eduspec","sd2011_clean",5,100
0.116080000000001,"socprof","sd2011_clean",5,100
0.264600000000001,"unempdur","sd2011_clean",5,100
0.253640000000001,"income","sd2011_clean",5,100
0.141400000000001,"marital","sd2011_clean",5,100
0.150960000000002,"mmarr","sd2011_clean",5,100
0.248920000000003,"ymarr","sd2011_clean",5,100
0.0527999999999998,"msepdiv","sd2011_clean",5,100
0.0582399999999998,"ysepdiv","sd2011_clean",5,100
0.143160000000002,"ls","sd2011_clean",5,100
0.169920000000003,"depress","sd2011_clean",5,100
0.119440000000001,"trust","sd2011_clean",5,100
0.0472400000000002,"trustfam","sd2011_clean",5,100
0.0982000000000007,"trustneigh","sd2011_clean",5,100
0.105960000000001,"sport","sd2011_clean",5,100
0.210640000000001,"nofriend","sd2011_clean",5,100
0.0643200000000003,"smoke","sd2011_clean",5,100
0.0870400000000004,"nociga","sd2011_clean",5,100
0.0488800000000002,"alcabuse","sd2011_clean",5,100
0.03728,"alcsol","sd2011_clean",5,100
0.0723200000000008,"workab","sd2011_clean",5,100
0.015,"wkabdur","sd2011_clean",5,100
0.0935600000000008,"wkabint","sd2011_clean",5,100
0.115320000000001,"wkabintdur","sd2011_clean",5,100
0.0760800000000001,"emcc","sd2011_clean",5,100
0.116840000000001,"englang","sd2011_clean",5,100
0.143160000000002,"height","sd2011_clean",5,100
0.146640000000002,"weight","sd2011_clean",5,100
0.145080000000002,"bmi","sd2011_clean",5,100
0.0816800000000005,"sex","sd2011_clean",5,300
0.124280000000001,"age","sd2011_clean",5,300
0.151400000000002,"agegr","sd2011_clean",5,300
0.173680000000003,"placesize","sd2011_clean",5,300
0.135920000000002,"region","sd2011_clean",5,300
0.139800000000002,"edu","sd2011_clean",5,300
0.124400000000002,"eduspec","sd2011_clean",5,300
0.107160000000001,"socprof","sd2011_clean",5,300
0.197440000000003,"unempdur","sd2011_clean",5,300
0.232520000000003,"income","sd2011_clean",5,300
0.113480000000001,"marital","sd2011_clean",5,300
0.194480000000003,"mmarr","sd2011_clean",5,300
0.222720000000002,"ymarr","sd2011_clean",5,300
0.0478399999999998,"msepdiv","sd2011_clean",5,300
0.0563999999999998,"ysepdiv","sd2011_clean",5,300
0.129240000000002,"ls","sd2011_clean",5,300
0.0868400000000005,"depress","sd2011_clean",5,300
0.109480000000001,"trust","sd2011_clean",5,300
0.0473999999999999,"trustfam","sd2011_clean",5,300
0.148840000000002,"trustneigh","sd2011_clean",5,300
0.138480000000002,"sport","sd2011_clean",5,300
0.235960000000002,"nofriend","sd2011_clean",5,300
0.0740400000000005,"smoke","sd2011_clean",5,300
0.0931200000000006,"nociga","sd2011_clean",5,300
0.01436,"alcabuse","sd2011_clean",5,300
0.0336799999999999,"alcsol","sd2011_clean",5,300
0.0609200000000004,"workab","sd2011_clean",5,300
0.01512,"wkabdur","sd2011_clean",5,300
0.087320000000001,"wkabint","sd2011_clean",5,300
0.117120000000001,"wkabintdur","sd2011_clean",5,300
0.06792,"emcc","sd2011_clean",5,300
0.0863200000000007,"englang","sd2011_clean",5,300
0.120000000000001,"height","sd2011_clean",5,300
0.153400000000002,"weight","sd2011_clean",5,300
0.241160000000002,"bmi","sd2011_clean",5,300
0.0486,"sex","sd2011_clean",5,600
0.113680000000001,"age","sd2011_clean",5,600
0.138120000000002,"agegr","sd2011_clean",5,600
0.156320000000002,"placesize","sd2011_clean",5,600
0.179840000000003,"region","sd2011_clean",5,600
0.135040000000002,"edu","sd2011_clean",5,600
0.120040000000001,"eduspec","sd2011_clean",5,600
0.115360000000001,"socprof","sd2011_clean",5,600
0.172600000000002,"unempdur","sd2011_clean",5,600
0.170640000000003,"income","sd2011_clean",5,600
0.105440000000001,"marital","sd2011_clean",5,600
0.191240000000003,"mmarr","sd2011_clean",5,600
0.185200000000003,"ymarr","sd2011_clean",5,600
0.0590799999999998,"msepdiv","sd2011_clean",5,600
0.0549199999999998,"ysepdiv","sd2011_clean",5,600
0.133000000000002,"ls","sd2011_clean",5,600
0.100840000000001,"depress","sd2011_clean",5,600
0.098000000000001,"trust","sd2011_clean",5,600
0.0720400000000004,"trustfam","sd2011_clean",5,600
0.0903600000000006,"trustneigh","sd2011_clean",5,600
0.0568400000000002,"sport","sd2011_clean",5,600
0.176040000000002,"nofriend","sd2011_clean",5,600
0.0437200000000001,"smoke","sd2011_clean",5,600
0.175400000000003,"nociga","sd2011_clean",5,600
0.0514400000000005,"alcabuse","sd2011_clean",5,600
0.0321599999999999,"alcsol","sd2011_clean",5,600
0.0816400000000007,"workab","sd2011_clean",5,600
0.01476,"wkabdur","sd2011_clean",5,600
0.120880000000001,"wkabint","sd2011_clean",5,600
0.0994400000000008,"wkabintdur","sd2011_clean",5,600
0.0982400000000007,"emcc","sd2011_clean",5,600
0.0851600000000004,"englang","sd2011_clean",5,600
0.122400000000001,"height","sd2011_clean",5,600
0.102960000000001,"weight","sd2011_clean",5,600
0.119320000000001,"bmi","sd2011_clean",5,600
0.0441200000000002,"sex","sd2011_clean",5,900
0.0986400000000008,"age","sd2011_clean",5,900
0.0997600000000009,"agegr","sd2011_clean",5,900
0.119120000000001,"placesize","sd2011_clean",5,900
0.144520000000002,"region","sd2011_clean",5,900
0.125840000000002,"edu","sd2011_clean",5,900
0.142440000000002,"eduspec","sd2011_clean",5,900
0.141440000000002,"socprof","sd2011_clean",5,900
0.206440000000002,"unempdur","sd2011_clean",5,900
0.168840000000003,"income","sd2011_clean",5,900
0.110040000000001,"marital","sd2011_clean",5,900
0.191400000000003,"mmarr","sd2011_clean",5,900
0.184720000000003,"ymarr","sd2011_clean",5,900
0.0658399999999998,"msepdiv","sd2011_clean",5,900
0.0541999999999998,"ysepdiv","sd2011_clean",5,900
0.128240000000002,"ls","sd2011_clean",5,900
0.093120000000001,"depress","sd2011_clean",5,900
0.113680000000001,"trust","sd2011_clean",5,900
0.0538000000000004,"trustfam","sd2011_clean",5,900
0.106240000000001,"trustneigh","sd2011_clean",5,900
0.0660400000000001,"sport","sd2011_clean",5,900
0.153920000000002,"nofriend","sd2011_clean",5,900
0.023,"smoke","sd2011_clean",5,900
0.100920000000001,"nociga","sd2011_clean",5,900
0.0536400000000003,"alcabuse","sd2011_clean",5,900
0.0542800000000001,"alcsol","sd2011_clean",5,900
0.107480000000001,"workab","sd2011_clean",5,900
0.01476,"wkabdur","sd2011_clean",5,900
0.120120000000001,"wkabint","sd2011_clean",5,900
0.110240000000001,"wkabintdur","sd2011_clean",5,900
0.113560000000001,"emcc","sd2011_clean",5,900
0.0953200000000007,"englang","sd2011_clean",5,900
0.145240000000002,"height","sd2011_clean",5,900
0.124920000000002,"weight","sd2011_clean",5,900
0.0987200000000008,"bmi","sd2011_clean",5,900
0.119920000000001,"sex","sd2011_clean_small",5,100
0.159240000000002,"age","sd2011_clean_small",5,100
0.114000000000001,"placesize","sd2011_clean_small",5,100
0.119400000000001,"region","sd2011_clean_small",5,100
0.135960000000002,"edu","sd2011_clean_small",5,100
0.107360000000001,"eduspec","sd2011_clean_small",5,100
0.125520000000002,"socprof","sd2011_clean_small",5,100
0.142200000000002,"unempdur","sd2011_clean_small",5,100
0.265880000000001,"income","sd2011_clean_small",5,100
0.162480000000001,"marital","sd2011_clean_small",5,100
0.180920000000002,"mmarr","sd2011_clean_small",5,100
0.24164,"ymarr","sd2011_clean_small",5,100
0.0549999999999998,"msepdiv","sd2011_clean_small",5,100
0.0525199999999998,"ysepdiv","sd2011_clean_small",5,100
0.177400000000003,"ls","sd2011_clean_small",5,100
0.130240000000002,"depress","sd2011_clean_small",5,100
0.06284,"trust","sd2011_clean_small",5,100
0.0639600000000002,"trustfam","sd2011_clean_small",5,100
0.174840000000003,"trustneigh","sd2011_clean_small",5,100
0.133800000000002,"sport","sd2011_clean_small",5,100
0.2924,"nofriend","sd2011_clean_small",5,100
0.127880000000002,"smoke","sd2011_clean_small",5,100
0.139960000000002,"nociga","sd2011_clean_small",5,100
0.0740400000000007,"alcabuse","sd2011_clean_small",5,100
0.0388400000000001,"alcsol","sd2011_clean_small",5,100
0.149400000000002,"workab","sd2011_clean_small",5,100
0.01728,"wkabdur","sd2011_clean_small",5,100
0.101320000000001,"wkabint","sd2011_clean_small",5,100
0.159120000000002,"wkabintdur","sd2011_clean_small",5,100
0.0768400000000002,"emcc","sd2011_clean_small",5,100
0.128720000000001,"englang","sd2011_clean_small",5,100
0.176600000000001,"height","sd2011_clean_small",5,100
0.183200000000003,"weight","sd2011_clean_small",5,100
0.0638400000000004,"sex","sd2011_clean_small",5,300
0.190440000000003,"age","sd2011_clean_small",5,300
0.118840000000001,"placesize","sd2011_clean_small",5,300
0.173720000000003,"region","sd2011_clean_small",5,300
0.121000000000002,"edu","sd2011_clean_small",5,300
0.127280000000002,"eduspec","sd2011_clean_small",5,300
0.133120000000002,"socprof","sd2011_clean_small",5,300
0.139160000000002,"unempdur","sd2011_clean_small",5,300
0.257400000000004,"income","sd2011_clean_small",5,300
0.115680000000001,"marital","sd2011_clean_small",5,300
0.206600000000003,"mmarr","sd2011_clean_small",5,300
0.147360000000002,"ymarr","sd2011_clean_small",5,300
0.0565999999999998,"msepdiv","sd2011_clean_small",5,300
0.114640000000001,"ysepdiv","sd2011_clean_small",5,300
0.150320000000002,"ls","sd2011_clean_small",5,300
0.113320000000001,"depress","sd2011_clean_small",5,300
0.100720000000001,"trust","sd2011_clean_small",5,300
0.0449199999999999,"trustfam","sd2011_clean_small",5,300
0.118280000000001,"trustneigh","sd2011_clean_small",5,300
0.103040000000001,"sport","sd2011_clean_small",5,300
0.193720000000003,"nofriend","sd2011_clean_small",5,300
0.0400799999999999,"smoke","sd2011_clean_small",5,300
0.0934400000000006,"nociga","sd2011_clean_small",5,300
0.0410800000000002,"alcabuse","sd2011_clean_small",5,300
0.04664,"alcsol","sd2011_clean_small",5,300
0.0882800000000009,"workab","sd2011_clean_small",5,300
0.01708,"wkabdur","sd2011_clean_small",5,300
0.123680000000002,"wkabint","sd2011_clean_small",5,300
0.130240000000002,"wkabintdur","sd2011_clean_small",5,300
0.107720000000001,"emcc","sd2011_clean_small",5,300
0.0742400000000003,"englang","sd2011_clean_small",5,300
0.110000000000001,"height","sd2011_clean_small",5,300
0.125360000000002,"weight","sd2011_clean_small",5,300
0.0536800000000003,"sex","sd2011_clean_small",5,600
0.0860400000000004,"age","sd2011_clean_small",5,600
0.129240000000002,"placesize","sd2011_clean_small",5,600
0.179400000000003,"region","sd2011_clean_small",5,600
0.0905600000000007,"edu","sd2011_clean_small",5,600
0.122560000000001,"eduspec","sd2011_clean_small",5,600
0.114680000000001,"socprof","sd2011_clean_small",5,600
0.125680000000002,"unempdur","sd2011_clean_small",5,600
0.148200000000002,"income","sd2011_clean_small",5,600
0.0932000000000008,"marital","sd2011_clean_small",5,600
0.214920000000004,"mmarr","sd2011_clean_small",5,600
0.183280000000003,"ymarr","sd2011_clean_small",5,600
0.0621199999999998,"msepdiv","sd2011_clean_small",5,600
0.113960000000001,"ysepdiv","sd2011_clean_small",5,600
0.172120000000002,"ls","sd2011_clean_small",5,600
0.0971600000000007,"depress","sd2011_clean_small",5,600
0.0967200000000008,"trust","sd2011_clean_small",5,600
0.0730800000000004,"trustfam","sd2011_clean_small",5,600
0.107560000000001,"trustneigh","sd2011_clean_small",5,600
0.0992800000000011,"sport","sd2011_clean_small",5,600
0.163080000000002,"nofriend","sd2011_clean_small",5,600
0.0669600000000003,"smoke","sd2011_clean_small",5,600
0.0943600000000007,"nociga","sd2011_clean_small",5,600
0.0749600000000003,"alcabuse","sd2011_clean_small",5,600
0.05364,"alcsol","sd2011_clean_small",5,600
0.112320000000001,"workab","sd2011_clean_small",5,600
0.01708,"wkabdur","sd2011_clean_small",5,600
0.106640000000001,"wkabint","sd2011_clean_small",5,600
0.125920000000002,"wkabintdur","sd2011_clean_small",5,600
0.121560000000001,"emcc","sd2011_clean_small",5,600
0.109800000000001,"englang","sd2011_clean_small",5,600
0.141040000000002,"height","sd2011_clean_small",5,600
0.131200000000002,"weight","sd2011_clean_small",5,600
0.0266799999999999,"sex","sd2011_clean_small",5,900
0.0713600000000003,"age","sd2011_clean_small",5,900
0.125480000000002,"placesize","sd2011_clean_small",5,900
0.199520000000004,"region","sd2011_clean_small",5,900
0.130160000000002,"edu","sd2011_clean_small",5,900
0.130080000000002,"eduspec","sd2011_clean_small",5,900
0.138920000000002,"socprof","sd2011_clean_small",5,900
0.221800000000003,"unempdur","sd2011_clean_small",5,900
0.158800000000002,"income","sd2011_clean_small",5,900
0.0604000000000001,"marital","sd2011_clean_small",5,900
0.161640000000003,"mmarr","sd2011_clean_small",5,900
0.183360000000003,"ymarr","sd2011_clean_small",5,900
0.0635199999999998,"msepdiv","sd2011_clean_small",5,900
0.0497999999999998,"ysepdiv","sd2011_clean_small",5,900
0.122600000000001,"ls","sd2011_clean_small",5,900
0.0829200000000005,"depress","sd2011_clean_small",5,900
0.116480000000001,"trust","sd2011_clean_small",5,900
0.0492400000000001,"trustfam","sd2011_clean_small",5,900
0.121560000000002,"trustneigh","sd2011_clean_small",5,900
0.0639200000000004,"sport","sd2011_clean_small",5,900
0.122800000000001,"nofriend","sd2011_clean_small",5,900
0.04584,"smoke","sd2011_clean_small",5,900
0.181720000000003,"nociga","sd2011_clean_small",5,900
0.0281999999999999,"alcabuse","sd2011_clean_small",5,900
0.0479600000000002,"alcsol","sd2011_clean_small",5,900
0.0907200000000008,"workab","sd2011_clean_small",5,900
0.0176,"wkabdur","sd2011_clean_small",5,900
0.113520000000001,"wkabint","sd2011_clean_small",5,900
0.110640000000001,"wkabintdur","sd2011_clean_small",5,900
0.108840000000001,"emcc","sd2011_clean_small",5,900
0.0769200000000005,"englang","sd2011_clean_small",5,900
0.191440000000002,"height","sd2011_clean_small",5,900
0.128920000000002,"weight","sd2011_clean_small",5,900
0.102120000000001,"sex","sd2011_clean_small_categorical",5,100
0.199599999999997,"age","sd2011_clean_small_categorical",5,100
0.139640000000002,"placesize","sd2011_clean_small_categorical",5,100
0.150800000000002,"region","sd2011_clean_small_categorical",5,100
0.121800000000001,"edu","sd2011_clean_small_categorical",5,100
0.157480000000002,"eduspec","sd2011_clean_small_categorical",5,100
0.171600000000003,"socprof","sd2011_clean_small_categorical",5,100
0.213880000000002,"unempdur","sd2011_clean_small_categorical",5,100
0.278680000000001,"income","sd2011_clean_small_categorical",5,100
0.126560000000002,"marital","sd2011_clean_small_categorical",5,100
0.25348,"mmarr","sd2011_clean_small_categorical",5,100
0.196200000000002,"ymarr","sd2011_clean_small_categorical",5,100
0.0585599999999998,"msepdiv","sd2011_clean_small_categorical",5,100
0.0519599999999998,"ysepdiv","sd2011_clean_small_categorical",5,100
0.135720000000002,"ls","sd2011_clean_small_categorical",5,100
0.137840000000002,"depress","sd2011_clean_small_categorical",5,100
0.120720000000001,"trust","sd2011_clean_small_categorical",5,100
0.0595200000000003,"trustfam","sd2011_clean_small_categorical",5,100
0.108280000000001,"trustneigh","sd2011_clean_small_categorical",5,100
0.114920000000001,"sport","sd2011_clean_small_categorical",5,100
0.0691200000000002,"nofriend","sd2011_clean_small_categorical",5,100
0.13752,"smoke","sd2011_clean_small_categorical",5,100
0.0982400000000007,"nociga","sd2011_clean_small_categorical",5,100
0.0844400000000011,"alcabuse","sd2011_clean_small_categorical",5,100
0.0869200000000004,"alcsol","sd2011_clean_small_categorical",5,100
0.102400000000001,"workab","sd2011_clean_small_categorical",5,100
0.01404,"wkabdur","sd2011_clean_small_categorical",5,100
0.129640000000002,"wkabint","sd2011_clean_small_categorical",5,100
0.107680000000001,"wkabintdur","sd2011_clean_small_categorical",5,100
0.0812000000000004,"emcc","sd2011_clean_small_categorical",5,100
0.1332,"englang","sd2011_clean_small_categorical",5,100
0.0604399999999999,"height","sd2011_clean_small_categorical",5,100
0.0327599999999999,"weight","sd2011_clean_small_categorical",5,100
0.118600000000002,"sex","sd2011_clean_small_categorical",5,300
0.148240000000002,"age","sd2011_clean_small_categorical",5,300
0.0977600000000008,"placesize","sd2011_clean_small_categorical",5,300
0.135600000000002,"region","sd2011_clean_small_categorical",5,300
0.114520000000001,"edu","sd2011_clean_small_categorical",5,300
0.148480000000002,"eduspec","sd2011_clean_small_categorical",5,300
0.140320000000002,"socprof","sd2011_clean_small_categorical",5,300
0.233480000000002,"unempdur","sd2011_clean_small_categorical",5,300
0.191240000000003,"income","sd2011_clean_small_categorical",5,300
0.0690800000000004,"marital","sd2011_clean_small_categorical",5,300
0.193360000000003,"mmarr","sd2011_clean_small_categorical",5,300
0.157920000000002,"ymarr","sd2011_clean_small_categorical",5,300
0.0565999999999998,"msepdiv","sd2011_clean_small_categorical",5,300
0.0454399999999998,"ysepdiv","sd2011_clean_small_categorical",5,300
0.145720000000002,"ls","sd2011_clean_small_categorical",5,300
0.0910800000000005,"depress","sd2011_clean_small_categorical",5,300
0.106520000000001,"trust","sd2011_clean_small_categorical",5,300
0.0363199999999999,"trustfam","sd2011_clean_small_categorical",5,300
0.0768400000000001,"trustneigh","sd2011_clean_small_categorical",5,300
0.0778400000000004,"sport","sd2011_clean_small_categorical",5,300
0.193880000000002,"nofriend","sd2011_clean_small_categorical",5,300
0.110160000000001,"smoke","sd2011_clean_small_categorical",5,300
0.0829200000000003,"nociga","sd2011_clean_small_categorical",5,300
0.0618800000000004,"alcabuse","sd2011_clean_small_categorical",5,300
0.0581600000000001,"alcsol","sd2011_clean_small_categorical",5,300
0.0492800000000001,"workab","sd2011_clean_small_categorical",5,300
0.0174,"wkabdur","sd2011_clean_small_categorical",5,300
0.0955600000000007,"wkabint","sd2011_clean_small_categorical",5,300
0.120560000000001,"wkabintdur","sd2011_clean_small_categorical",5,300
0.0970800000000007,"emcc","sd2011_clean_small_categorical",5,300
0.0916800000000006,"englang","sd2011_clean_small_categorical",5,300
0.097160000000001,"height","sd2011_clean_small_categorical",5,300
0.126200000000002,"weight","sd2011_clean_small_categorical",5,300
0.0682800000000004,"sex","sd2011_clean_small_categorical",5,600
0.0925200000000006,"age","sd2011_clean_small_categorical",5,600
0.139360000000002,"placesize","sd2011_clean_small_categorical",5,600
0.180640000000003,"region","sd2011_clean_small_categorical",5,600
0.125800000000002,"edu","sd2011_clean_small_categorical",5,600
0.135000000000002,"eduspec","sd2011_clean_small_categorical",5,600
0.132400000000002,"socprof","sd2011_clean_small_categorical",5,600
0.212360000000002,"unempdur","sd2011_clean_small_categorical",5,600
0.254800000000003,"income","sd2011_clean_small_categorical",5,600
0.113200000000001,"marital","sd2011_clean_small_categorical",5,600
0.192080000000003,"mmarr","sd2011_clean_small_categorical",5,600
0.185360000000003,"ymarr","sd2011_clean_small_categorical",5,600
0.0649199999999998,"msepdiv","sd2011_clean_small_categorical",5,600
0.0482799999999998,"ysepdiv","sd2011_clean_small_categorical",5,600
0.138720000000002,"ls","sd2011_clean_small_categorical",5,600
0.142440000000002,"depress","sd2011_clean_small_categorical",5,600
0.0753600000000005,"trust","sd2011_clean_small_categorical",5,600
0.0727200000000005,"trustfam","sd2011_clean_small_categorical",5,600
0.164640000000003,"trustneigh","sd2011_clean_small_categorical",5,600
0.0532000000000001,"sport","sd2011_clean_small_categorical",5,600
0.138880000000002,"nofriend","sd2011_clean_small_categorical",5,600
0.0795200000000006,"smoke","sd2011_clean_small_categorical",5,600
0.0948800000000007,"nociga","sd2011_clean_small_categorical",5,600
0.0622800000000002,"alcabuse","sd2011_clean_small_categorical",5,600
0.0339599999999999,"alcsol","sd2011_clean_small_categorical",5,600
0.0814000000000006,"workab","sd2011_clean_small_categorical",5,600
0.01744,"wkabdur","sd2011_clean_small_categorical",5,600
0.134360000000002,"wkabint","sd2011_clean_small_categorical",5,600
0.131280000000002,"wkabintdur","sd2011_clean_small_categorical",5,600
0.113840000000001,"emcc","sd2011_clean_small_categorical",5,600
0.113480000000001,"englang","sd2011_clean_small_categorical",5,600
0.139240000000002,"height","sd2011_clean_small_categorical",5,600
0.121200000000001,"weight","sd2011_clean_small_categorical",5,600
0.0343599999999999,"sex","sd2011_clean_small_categorical",5,900
0.0915200000000007,"age","sd2011_clean_small_categorical",5,900
0.148920000000002,"placesize","sd2011_clean_small_categorical",5,900
0.171240000000003,"region","sd2011_clean_small_categorical",5,900
0.106040000000001,"edu","sd2011_clean_small_categorical",5,900
0.118360000000001,"eduspec","sd2011_clean_small_categorical",5,900
0.148000000000002,"socprof","sd2011_clean_small_categorical",5,900
0.174600000000003,"unempdur","sd2011_clean_small_categorical",5,900
0.138200000000002,"income","sd2011_clean_small_categorical",5,900
0.0826400000000003,"marital","sd2011_clean_small_categorical",5,900
0.210160000000004,"mmarr","sd2011_clean_small_categorical",5,900
0.197480000000004,"ymarr","sd2011_clean_small_categorical",5,900
0.0635999999999998,"msepdiv","sd2011_clean_small_categorical",5,900
0.0488799999999998,"ysepdiv","sd2011_clean_small_categorical",5,900
0.112240000000001,"ls","sd2011_clean_small_categorical",5,900
0.04424,"depress","sd2011_clean_small_categorical",5,900
0.145920000000002,"trust","sd2011_clean_small_categorical",5,900
0.093960000000001,"trustfam","sd2011_clean_small_categorical",5,900
0.131160000000002,"trustneigh","sd2011_clean_small_categorical",5,900
