combine,Freq,pct,epsilon,copies,number,parents
0001,57,5.7,0.1,10,8,1
1011,54,5.4,0.1,10,8,1
1110,52,5.2,0.1,10,8,1
0101,47,4.7,0.1,10,8,1
1100,43,4.3,0.1,10,8,1
1101,41,4.1000000000000005,0.1,10,8,1
1100,120,12.0,0.1,10,9,1
0001,100,10.0,0.1,10,9,1
1001,84,8.4,0.1,10,9,1
1110,78,7.8,0.1,10,9,1
0000,78,7.8,0.1,10,9,1
1000,73,7.3,0.1,10,9,1
0011,70,7.000000000000001,0.1,10,9,1
0010,60,6.0,0.1,10,9,1
1011,58,5.800000000000001,0.1,10,9,1
0100,57,5.7,0.1,10,9,1
1101,57,5.7,0.1,10,9,1
1010,43,4.3,0.1,10,9,1
0110,37,3.6999999999999997,0.1,10,9,1
1111,36,3.5999999999999996,0.1,10,9,1
0101,25,2.5,0.1,10,9,1
0111,24,2.4,0.1,10,9,1
1000,110,11.0,0.1,10,10,1
0110,83,8.3,0.1,10,10,1
1100,83,8.3,0.1,10,10,1
0010,83,8.3,0.1,10,10,1
1001,76,7.6,0.1,10,10,1
0100,74,7.3999999999999995,0.1,10,10,1
0011,72,7.199999999999999,0.1,10,10,1
0000,64,6.4,0.1,10,10,1
0001,58,5.800000000000001,0.1,10,10,1
1101,52,5.2,0.1,10,10,1
1110,51,5.1,0.1,10,10,1
0111,50,5.0,0.1,10,10,1
1010,50,5.0,0.1,10,10,1
1011,41,4.1000000000000005,0.1,10,10,1
0101,31,3.1,0.1,10,10,1
1111,22,2.1999999999999997,0.1,10,10,1
0001,100,10.0,0.25,10,1,1
0110,93,9.3,0.25,10,1,1
1100,89,8.9,0.25,10,1,1
1001,73,7.3,0.25,10,1,1
1110,72,7.199999999999999,0.25,10,1,1
0100,68,6.800000000000001,0.25,10,1,1
0010,65,6.5,0.25,10,1,1
0101,61,6.1,0.25,10,1,1
1010,60,6.0,0.25,10,1,1
0000,59,5.8999999999999995,0.25,10,1,1
1000,57,5.7,0.25,10,1,1
1101,47,4.7,0.25,10,1,1
0111,45,4.5,0.25,10,1,1
0011,43,4.3,0.25,10,1,1
1111,37,3.6999999999999997,0.25,10,1,1
1011,31,3.1,0.25,10,1,1
0100,88,8.799999999999999,0.25,10,2,1
1100,81,8.1,0.25,10,2,1
0101,80,8.0,0.25,10,2,1
1010,77,7.7,0.25,10,2,1
0011,71,7.1,0.25,10,2,1
1101,69,6.9,0.25,10,2,1
1011,68,6.800000000000001,0.25,10,2,1
0001,67,6.7,0.25,10,2,1
1000,64,6.4,0.25,10,2,1
0010,55,5.5,0.25,10,2,1
1001,53,5.3,0.25,10,2,1
1110,53,5.3,0.25,10,2,1
0000,51,5.1,0.25,10,2,1
0111,45,4.5,0.25,10,2,1
0110,41,4.1000000000000005,0.25,10,2,1
1111,37,3.6999999999999997,0.25,10,2,1
0011,117,11.700000000000001,0.25,10,3,1
1000,102,10.2,0.25,10,3,1
0110,94,9.4,0.25,10,3,1
0010,87,8.7,0.25,10,3,1
0100,75,7.5,0.25,10,3,1
1110,69,6.9,0.25,10,3,1
1001,67,6.7,0.25,10,3,1
0000,57,5.7,0.25,10,3,1
1010,52,5.2,0.25,10,3,1
1011,49,4.9,0.25,10,3,1
1100,48,4.8,0.25,10,3,1
0111,44,4.3999999999999995,0.25,10,3,1
0001,41,4.1000000000000005,0.25,10,3,1
0101,34,3.4000000000000004,0.25,10,3,1
1101,34,3.4000000000000004,0.25,10,3,1
1111,30,3.0,0.25,10,3,1
1000,104,10.4,0.25,10,4,1
0010,92,9.2,0.25,10,4,1
0000,84,8.4,0.25,10,4,1
0100,79,7.9,0.25,10,4,1
0101,79,7.9,0.25,10,4,1
1001,66,6.6000000000000005,0.25,10,4,1
0011,63,6.3,0.25,10,4,1
0110,62,6.2,0.25,10,4,1
0001,59,5.8999999999999995,0.25,10,4,1
1101,58,5.800000000000001,0.25,10,4,1
0111,57,5.7,0.25,10,4,1
1010,50,5.0,0.25,10,4,1
1011,45,4.5,0.25,10,4,1
1100,42,4.2,0.25,10,4,1
1110,36,3.5999999999999996,0.25,10,4,1
1111,24,2.4,0.25,10,4,1
0110,88,8.799999999999999,0.25,10,5,1
0000,84,8.4,0.25,10,5,1
1000,79,7.9,0.25,10,5,1
0010,77,7.7,0.25,10,5,1
1011,75,7.5,0.25,10,5,1
1010,75,7.5,0.25,10,5,1
1001,71,7.1,0.25,10,5,1
0011,69,6.9,0.25,10,5,1
0111,59,5.8999999999999995,0.25,10,5,1
0100,58,5.800000000000001,0.25,10,5,1
0001,56,5.6000000000000005,0.25,10,5,1
0101,48,4.8,0.25,10,5,1
1110,44,4.3999999999999995,0.25,10,5,1
1100,44,4.3999999999999995,0.25,10,5,1
1101,40,4.0,0.25,10,5,1
1111,33,3.3000000000000003,0.25,10,5,1
0010,115,11.5,0.25,10,6,1
0110,87,8.7,0.25,10,6,1
0000,86,8.6,0.25,10,6,1
0100,86,8.6,0.25,10,6,1
0011,77,7.7,0.25,10,6,1
1000,77,7.7,0.25,10,6,1
1100,66,6.6000000000000005,0.25,10,6,1
1010,65,6.5,0.25,10,6,1
1011,57,5.7,0.25,10,6,1
1001,56,5.6000000000000005,0.25,10,6,1
0001,48,4.8,0.25,10,6,1
0111,45,4.5,0.25,10,6,1
1101,41,4.1000000000000005,0.25,10,6,1
1110,37,3.6999999999999997,0.25,10,6,1
0101,29,2.9000000000000004,0.25,10,6,1
1111,28,2.8000000000000003,0.25,10,6,1
1000,120,12.0,0.25,10,7,1
1100,101,10.100000000000001,0.25,10,7,1
0011,86,8.6,0.25,10,7,1
0101,82,8.200000000000001,0.25,10,7,1
1001,74,7.3999999999999995,0.25,10,7,1
1101,70,7.000000000000001,0.25,10,7,1
0001,63,6.3,0.25,10,7,1
0010,62,6.2,0.25,10,7,1
0111,61,6.1,0.25,10,7,1
0110,60,6.0,0.25,10,7,1
0100,60,6.0,0.25,10,7,1
0000,54,5.4,0.25,10,7,1
1010,31,3.1,0.25,10,7,1
1110,26,2.6,0.25,10,7,1
1111,25,2.5,0.25,10,7,1
1011,25,2.5,0.25,10,7,1
0100,92,9.2,0.25,10,8,1
1001,89,8.9,0.25,10,8,1
0001,86,8.6,0.25,10,8,1
0011,76,7.6,0.25,10,8,1
1100,73,7.3,0.25,10,8,1
1000,71,7.1,0.25,10,8,1
1011,67,6.7,0.25,10,8,1
0101,65,6.5,0.25,10,8,1
1010,61,6.1,0.25,10,8,1
0000,60,6.0,0.25,10,8,1
1101,50,5.0,0.25,10,8,1
0010,49,4.9,0.25,10,8,1
1110,48,4.8,0.25,10,8,1
0110,44,4.3999999999999995,0.25,10,8,1
0111,36,3.5999999999999996,0.25,10,8,1
1111,33,3.3000000000000003,0.25,10,8,1
1000,128,12.8,0.25,10,9,1
0100,72,7.199999999999999,0.25,10,9,1
1100,72,7.199999999999999,0.25,10,9,1
0001,71,7.1,0.25,10,9,1
0010,67,6.7,0.25,10,9,1
0110,66,6.6000000000000005,0.25,10,9,1
0011,66,6.6000000000000005,0.25,10,9,1
1001,65,6.5,0.25,10,9,1
0101,60,6.0,0.25,10,9,1
1010,58,5.800000000000001,0.25,10,9,1
0000,56,5.6000000000000005,0.25,10,9,1
1011,55,5.5,0.25,10,9,1
1110,48,4.8,0.25,10,9,1
0111,45,4.5,0.25,10,9,1
1101,43,4.3,0.25,10,9,1
1111,28,2.8000000000000003,0.25,10,9,1
1110,99,9.9,0.25,10,10,1
1100,78,7.8,0.25,10,10,1
0100,75,7.5,0.25,10,10,1
0001,75,7.5,0.25,10,10,1
0110,70,7.000000000000001,0.25,10,10,1
0000,67,6.7,0.25,10,10,1
0011,62,6.2,0.25,10,10,1
1011,61,6.1,0.25,10,10,1
1010,59,5.8999999999999995,0.25,10,10,1
0010,59,5.8999999999999995,0.25,10,10,1
1000,58,5.800000000000001,0.25,10,10,1
1111,51,5.1,0.25,10,10,1
1101,50,5.0,0.25,10,10,1
1001,48,4.8,0.25,10,10,1
0101,45,4.5,0.25,10,10,1
0111,43,4.3,0.25,10,10,1
0100,108,10.8,0.5,10,1,1
1001,87,8.7,0.5,10,1,1
1100,87,8.7,0.5,10,1,1
0000,86,8.6,0.5,10,1,1
0001,82,8.200000000000001,0.5,10,1,1
0101,68,6.800000000000001,0.5,10,1,1
1000,66,6.6000000000000005,0.5,10,1,1
0111,60,6.0,0.5,10,1,1
0110,59,5.8999999999999995,0.5,10,1,1
0010,54,5.4,0.5,10,1,1
0011,51,5.1,0.5,10,1,1
1011,49,4.9,0.5,10,1,1
1101,45,4.5,0.5,10,1,1
1010,39,3.9,0.5,10,1,1
1111,34,3.4000000000000004,0.5,10,1,1
1110,25,2.5,0.5,10,1,1
0100,85,8.5,0.5,10,2,1
0001,83,8.3,0.5,10,2,1
0101,80,8.0,0.5,10,2,1
0110,79,7.9,0.5,10,2,1
0011,76,7.6,0.5,10,2,1
1001,72,7.199999999999999,0.5,10,2,1
1000,69,6.9,0.5,10,2,1
0111,65,6.5,0.5,10,2,1
0010,59,5.8999999999999995,0.5,10,2,1
1100,56,5.6000000000000005,0.5,10,2,1
1011,53,5.3,0.5,10,2,1
0000,50,5.0,0.5,10,2,1
1101,46,4.6,0.5,10,2,1
1010,46,4.6,0.5,10,2,1
1111,41,4.1000000000000005,0.5,10,2,1
1110,40,4.0,0.5,10,2,1
0001,109,10.9,0.5,10,3,1
0011,76,7.6,0.5,10,3,1
1001,71,7.1,0.5,10,3,1
0100,71,7.1,0.5,10,3,1
0010,71,7.1,0.5,10,3,1
0000,69,6.9,0.5,10,3,1
1010,64,6.4,0.5,10,3,1
1110,61,6.1,0.5,10,3,1
1000,56,5.6000000000000005,0.5,10,3,1
1100,55,5.5,0.5,10,3,1
0110,54,5.4,0.5,10,3,1
0111,52,5.2,0.5,10,3,1
0101,51,5.1,0.5,10,3,1
1011,49,4.9,0.5,10,3,1
1111,49,4.9,0.5,10,3,1
1101,42,4.2,0.5,10,3,1
1000,85,8.5,0.5,10,4,1
1100,84,8.4,0.5,10,4,1
0011,77,7.7,0.5,10,4,1
0001,77,7.7,0.5,10,4,1
1001,75,7.5,0.5,10,4,1
0010,75,7.5,0.5,10,4,1
0000,72,7.199999999999999,0.5,10,4,1
0100,66,6.6000000000000005,0.5,10,4,1
0101,58,5.800000000000001,0.5,10,4,1
0110,56,5.6000000000000005,0.5,10,4,1
1011,55,5.5,0.5,10,4,1
1101,51,5.1,0.5,10,4,1
1110,47,4.7,0.5,10,4,1
1010,46,4.6,0.5,10,4,1
0111,46,4.6,0.5,10,4,1
1111,30,3.0,0.5,10,4,1
1000,99,9.9,0.5,10,5,1
1010,89,8.9,0.5,10,5,1
0101,80,8.0,0.5,10,5,1
0000,80,8.0,0.5,10,5,1
0001,68,6.800000000000001,0.5,10,5,1
0010,65,6.5,0.5,10,5,1
0111,61,6.1,0.5,10,5,1
0100,58,5.800000000000001,0.5,10,5,1
1001,55,5.5,0.5,10,5,1
1110,54,5.4,0.5,10,5,1
0110,53,5.3,0.5,10,5,1
0011,51,5.1,0.5,10,5,1
1100,51,5.1,0.5,10,5,1
1111,50,5.0,0.5,10,5,1
1011,46,4.6,0.5,10,5,1
1101,40,4.0,0.5,10,5,1
0011,91,9.1,0.5,10,6,1
0010,90,9.0,0.5,10,6,1
0101,75,7.5,0.5,10,6,1
1100,73,7.3,0.5,10,6,1
0001,71,7.1,0.5,10,6,1
0000,70,7.000000000000001,0.5,10,6,1
1000,67,6.7,0.5,10,6,1
0110,66,6.6000000000000005,0.5,10,6,1
0100,64,6.4,0.5,10,6,1
1001,58,5.800000000000001,0.5,10,6,1
0111,57,5.7,0.5,10,6,1
1101,53,5.3,0.5,10,6,1
1010,48,4.8,0.5,10,6,1
1011,42,4.2,0.5,10,6,1
1111,42,4.2,0.5,10,6,1
1110,33,3.3000000000000003,0.5,10,6,1
1000,83,8.3,0.5,10,7,1
0000,82,8.200000000000001,0.5,10,7,1
1001,81,8.1,0.5,10,7,1
0010,77,7.7,0.5,10,7,1
1100,71,7.1,0.5,10,7,1
0100,69,6.9,0.5,10,7,1
0001,67,6.7,0.5,10,7,1
0110,65,6.5,0.5,10,7,1
0101,60,6.0,0.5,10,7,1
0011,59,5.8999999999999995,0.5,10,7,1
1110,55,5.5,0.5,10,7,1
1011,54,5.4,0.5,10,7,1
1010,50,5.0,0.5,10,7,1
1101,46,4.6,0.5,10,7,1
0111,45,4.5,0.5,10,7,1
1111,36,3.5999999999999996,0.5,10,7,1
0001,97,9.700000000000001,0.5,10,8,1
1100,79,7.9,0.5,10,8,1
0100,79,7.9,0.5,10,8,1
1010,75,7.5,0.5,10,8,1
0000,73,7.3,0.5,10,8,1
0011,72,7.199999999999999,0.5,10,8,1
0101,65,6.5,0.5,10,8,1
1001,65,6.5,0.5,10,8,1
0010,61,6.1,0.5,10,8,1
1000,56,5.6000000000000005,0.5,10,8,1
1101,55,5.5,0.5,10,8,1
1011,52,5.2,0.5,10,8,1
0110,47,4.7,0.5,10,8,1
0111,45,4.5,0.5,10,8,1
1110,45,4.5,0.5,10,8,1
1111,34,3.4000000000000004,0.5,10,8,1
0110,100,10.0,0.5,10,9,1
0101,91,9.1,0.5,10,9,1
0010,90,9.0,0.5,10,9,1
0100,87,8.7,0.5,10,9,1
1010,79,7.9,0.5,10,9,1
0000,70,7.000000000000001,0.5,10,9,1
0011,62,6.2,0.5,10,9,1
1100,57,5.7,0.5,10,9,1
1101,54,5.4,0.5,10,9,1
0001,54,5.4,0.5,10,9,1
1110,48,4.8,0.5,10,9,1
1000,48,4.8,0.5,10,9,1
1001,44,4.3999999999999995,0.5,10,9,1
1011,43,4.3,0.5,10,9,1
0111,38,3.8,0.5,10,9,1
1111,35,3.5000000000000004,0.5,10,9,1
1000,82,8.200000000000001,0.5,10,10,1
0000,82,8.200000000000001,0.5,10,10,1
0101,76,7.6,0.5,10,10,1
1010,74,7.3999999999999995,0.5,10,10,1
0001,73,7.3,0.5,10,10,1
0011,73,7.3,0.5,10,10,1
0100,72,7.199999999999999,0.5,10,10,1
1100,66,6.6000000000000005,0.5,10,10,1
0010,63,6.3,0.5,10,10,1
1011,59,5.8999999999999995,0.5,10,10,1
1101,58,5.800000000000001,0.5,10,10,1
1001,57,5.7,0.5,10,10,1
0110,47,4.7,0.5,10,10,1
1110,41,4.1000000000000005,0.5,10,10,1
0111,39,3.9,0.5,10,10,1
1111,38,3.8,0.5,10,10,1
0100,88,8.799999999999999,0.75,10,1,1
1001,87,8.7,0.75,10,1,1
1000,81,8.1,0.75,10,1,1
1100,74,7.3999999999999995,0.75,10,1,1
0000,69,6.9,0.75,10,1,1
0110,66,6.6000000000000005,0.75,10,1,1
0011,66,6.6000000000000005,0.75,10,1,1
0010,65,6.5,0.75,10,1,1
1010,60,6.0,0.75,10,1,1
0001,59,5.8999999999999995,0.75,10,1,1
1101,56,5.6000000000000005,0.75,10,1,1
1110,54,5.4,0.75,10,1,1
0111,52,5.2,0.75,10,1,1
0101,49,4.9,0.75,10,1,1
1011,42,4.2,0.75,10,1,1
1111,32,3.2,0.75,10,1,1
0100,100,10.0,0.75,10,2,1
0011,82,8.200000000000001,0.75,10,2,1
0010,75,7.5,0.75,10,2,1
0110,72,7.199999999999999,0.75,10,2,1
1000,70,7.000000000000001,0.75,10,2,1
1010,67,6.7,0.75,10,2,1
0101,65,6.5,0.75,10,2,1
1001,64,6.4,0.75,10,2,1
0001,63,6.3,0.75,10,2,1
0000,61,6.1,0.75,10,2,1
0111,57,5.7,0.75,10,2,1
1011,56,5.6000000000000005,0.75,10,2,1
1101,46,4.6,0.75,10,2,1
1111,46,4.6,0.75,10,2,1
1100,44,4.3999999999999995,0.75,10,2,1
1110,32,3.2,0.75,10,2,1
1000,87,8.7,0.75,10,3,1
0000,82,8.200000000000001,0.75,10,3,1
0010,80,8.0,0.75,10,3,1
0110,79,7.9,0.75,10,3,1
1010,75,7.5,0.75,10,3,1
1001,73,7.3,0.75,10,3,1
1101,67,6.7,0.75,10,3,1
0100,59,5.8999999999999995,0.75,10,3,1
0001,56,5.6000000000000005,0.75,10,3,1
0101,56,5.6000000000000005,0.75,10,3,1
1100,55,5.5,0.75,10,3,1
1110,53,5.3,0.75,10,3,1
0011,51,5.1,0.75,10,3,1
1011,48,4.8,0.75,10,3,1
0111,46,4.6,0.75,10,3,1
1111,33,3.3000000000000003,0.75,10,3,1
0100,88,8.799999999999999,0.75,10,4,1
0101,80,8.0,0.75,10,4,1
1010,78,7.8,0.75,10,4,1
1000,74,7.3999999999999995,0.75,10,4,1
0001,74,7.3999999999999995,0.75,10,4,1
