sex,placesize,region,edu,socprof,marital,ls,trust,trustfam,trustneigh,sport,smoke,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,eduspec
MALE,"URBAN 500,000 AND OVER",Slaskie,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,NO,NO,,NO,,,ACTIVE,technical science
FEMALE,RURAL AREAS,Podlaskie,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,NO,NO,NO,NO,,NO,,,ACTIVE,no specialisation
FEMALE,"URBAN 100,000-200,000",Podkarpackie,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,NO,NO,,NO,,,ACTIVE,pedagogics
FEMALE,"URBAN 100,000-200,000",Dolnoslaskie,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,NO,NO,,NO,,,NONE,no specialisation
MALE,RURAL AREAS,Slaskie,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,YES,NO,,NO,,,NONE,
MALE,"URBAN 500,000 AND OVER",Pomorskie,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,DIVORCED,PLEASED,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,YES,YES,NO,NO,,NO,,,PASSIVE,technical science
FEMALE,"URBAN 500,000 AND OVER",Podlaskie,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,NO,NO,,NO,,,NONE,services for the population and transport services
FEMALE,"URBAN 500,000 AND OVER",Mazowieckie,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,NO,NO,,NO,,,ACTIVE,economy and administration
MALE,"URBAN 20,000-100,000",Pomorskie,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,DIVORCED,MIXED,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,YES,NO,NO,NO,,"YES, TO EU COUNTRY",IT DEPENDS,GERMANY,NONE,services for the population and transport services
FEMALE,"URBAN 100,000-200,000",Podkarpackie,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,YES,NO,,14.0,NO,FOREVER,GREAT BRITAIN,ACTIVE,no specialisation
FEMALE,"URBAN 20,000-100,000",Pomorskie,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,NO,NO,,"YES, TO EU COUNTRY",IT DEPENDS,GERMANY,ACTIVE,no specialisation
MALE,"URBAN 500,000 AND OVER",Slaskie,SECONDARY,EMPLOYED IN PRIVATE SECTOR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,NO,YES,NO,NO,,NO,,,ACTIVE,technical science
FEMALE,"URBAN 100,000-200,000",Wielkopolskie,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,NO,NO,14.0,NO,,,NONE,pedagogics
MALE,RURAL AREAS,Podkarpackie,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,NO,NO,,NO,,,NONE,technical science
MALE,"URBAN 500,000 AND OVER",Warminsko-mazurskie,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,NO,NO,,"YES, TO NON-EU COUNTRY",IT DEPENDS,GREAT BRITAIN,ACTIVE,liberal arts
FEMALE,RURAL AREAS,Podkarpackie,PRIMARY/NO EDUCATION,RETIRED,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,YES,YES,YES,NO,NO,NO,NO,,NO,,,NONE,no specialisation
FEMALE,"URBAN 100,000-200,000",Podlaskie,SECONDARY,RETIRED,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,NO,NO,,NO,,,NONE,pedagogics
MALE,"URBAN 100,000-200,000",Opolskie,SECONDARY,PUPIL OR STUDENT,SINGLE,MIXED,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,NO,NO,NO,,14.0,"YES, TO NON-EU COUNTRY",IT DEPENDS,GERMANY,ACTIVE,technical science
FEMALE,RURAL AREAS,Pomorskie,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,NO,NO,,NO,,,NONE,not applicable
MALE,RURAL AREAS,Zachodnio-pomorskie,SECONDARY,PUPIL OR STUDENT,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,NO,,,"YES, TO EU COUNTRY",FOREVER,SWEDEN,ACTIVE,no specialisation
MALE,"URBAN 500,000 AND OVER",Lodzkie,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,,,,NO,,,ACTIVE,biological sciences
FEMALE,"URBAN 100,000-200,000",Warminsko-mazurskie,POST-SECONDARY OR HIGHER,RETIRED,WIDOWED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,NO,NO,,NO,,,ACTIVE,no specialisation
MALE,RURAL AREAS,Mazowieckie,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,YES,NO,NO,NO,,NO,,,NONE,technical science
FEMALE,RURAL AREAS,Kujawsko-pomorskie,PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,NO,NO,NO,,,NO,,,NONE,no specialisation
MALE,RURAL AREAS,Podkarpackie,VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,NO,,,NO,,,NONE,no specialisation
MALE,RURAL AREAS,Lodzkie,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,YES,YES,NO,YES,YES,,NO,,,NONE,architecture and construction
MALE,"URBAN 500,000 AND OVER",Slaskie,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,NO,NO,,NO,,,ACTIVE,technical science
MALE,RURAL AREAS,Kujawsko-pomorskie,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,,NO,,NO,,,NONE,"agriculture, forestry, fishing"
MALE,RURAL AREAS,Podkarpackie,VOCATIONAL/GRAMMAR,FARMER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,YES,YES,NO,NO,,NO,,,NONE,technical science
MALE,RURAL AREAS,Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,MIXED,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,NO,YES,NO,NO,,NO,,,NONE,no specialisation
MALE,"URBAN 100,000-200,000",Mazowieckie,SECONDARY,PUPIL OR STUDENT,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,NO,,,NO,,,ACTIVE,no specialisation
MALE,RURAL AREAS,Podkarpackie,VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,NO,NO OPINION,YES,NO,NO,NO,NO,,"YES, TO EU COUNTRY",,,NONE,no specialisation
MALE,"URBAN 100,000-200,000",Slaskie,SECONDARY,PUPIL OR STUDENT,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,,NO,NO,,,,"YES, TO EU COUNTRY",IT DEPENDS,GERMANY,ACTIVE,no specialisation
MALE,"URBAN 500,000 AND OVER",Lodzkie,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,NO,NO,NO,,,NO,,,ACTIVE,no specialisation
MALE,"URBAN 500,000 AND OVER",Lodzkie,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,NO,NO,,NO,,NO,,,NONE,technical science
FEMALE,RURAL AREAS,Podkarpackie,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,YES,YES,YES,NO,NO,NO,NO,,NO,,,NONE,services for the population and transport services
MALE,"URBAN 100,000-200,000",Mazowieckie,SECONDARY,EMPLOYED IN PRIVATE SECTOR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,NO,NO OPINION,NO,YES,YES,YES,,,NO,,,PASSIVE,technical science
FEMALE,"URBAN 100,000-200,000",Wielkopolskie,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,MIXED,IT`S DIFFICULT TO TELL,YES,YES,NO,NO,NO,NO,NO,,NO,,,NONE,"agriculture, forestry, fishing"
FEMALE,"URBAN 100,000-200,000",Wielkopolskie,SECONDARY,PUPIL OR STUDENT,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,,YES,NO,NO,NO,,,"YES, TO EU COUNTRY",,GERMANY,ACTIVE,no specialisation
FEMALE,"URBAN 500,000 AND OVER",Lubelskie,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,NO,NO,,NO,,,NONE,no specialisation
MALE,RURAL AREAS,Malopolskie,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,NO,NO,,NO,,,NONE,technical science
MALE,"URBAN 500,000 AND OVER",Slaskie,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,MOSTLY DISSATISFIED,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,NO,NO,NO,NO,,NO,,,NONE,technical science
MALE,"URBAN 100,000-200,000",Mazowieckie,SECONDARY,RETIRED,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,NO,NO,,NO,,,NONE,technical science
MALE,"URBAN 500,000 AND OVER",Wielkopolskie,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,YES,NO,NO,NO,,NO,,,NONE,technical science
MALE,RURAL AREAS,Mazowieckie,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,NO,NO,,NO,,,NONE,technical science
MALE,RURAL AREAS,Mazowieckie,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,NO,NO,,NO,,,ACTIVE,technical science
MALE,RURAL AREAS,Lubuskie,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,NO,YES,,"YES, TO EU COUNTRY",IT DEPENDS,GERMANY,NONE,services for the population and transport services
MALE,"URBAN 100,000-200,000",Mazowieckie,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,NO,NO,NO,NO,,NO,,,NONE,"agriculture, forestry, fishing"
FEMALE,"URBAN 100,000-200,000",Lubuskie,POST-SECONDARY OR HIGHER,PUPIL OR STUDENT,SINGLE,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,NO,NO,YES,NO,NO,,"YES, TO NON-EU COUNTRY",,,ACTIVE,technical science
FEMALE,"URBAN 500,000 AND OVER",Lodzkie,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,DIVORCED,MIXED,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,YES,NO,NO,NO,,"YES, TO EU COUNTRY",IT DEPENDS,GERMANY,NONE,technical science
MALE,"URBAN 500,000 AND OVER",Malopolskie,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,NO,NO,,NO,,,NONE,technical science
FEMALE,RURAL AREAS,Lubelskie,POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,NO,NO,,NO,,,ACTIVE,social sciences
MALE,RURAL AREAS,Podkarpackie,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,NO,NO,,"YES, TO EU COUNTRY",FOREVER,GREAT BRITAIN,ACTIVE,"agriculture, forestry, fishing"
FEMALE,"URBAN 100,000-200,000",Opolskie,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,NO,NO,NO,NO,,NO,,,ACTIVE,services for the population and transport services
MALE,RURAL AREAS,Opolskie,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,NO,NO,,NO,,,PASSIVE,services for the population and transport services
FEMALE,"URBAN 20,000-100,000",Kujawsko-pomorskie,POST-SECONDARY OR HIGHER,UNEMPLOYED,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,NO,NO,,NO,,,ACTIVE,services for the population and transport services
FEMALE,RURAL AREAS,Lodzkie,PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,NO,NO,,NO,,,NONE,no specialisation
MALE,RURAL AREAS,Lubuskie,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,NO,NO,NO,NO,,NO,,,NONE,technical science
FEMALE,RURAL AREAS,Mazowieckie,VOCATIONAL/GRAMMAR,FARMER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,NO,NO,NO,NO,,NO,,,ACTIVE,technical science
FEMALE,RURAL AREAS,Wielkopolskie,PRIMARY/NO EDUCATION,RETIRED,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,NO,NO,,NO,,,NONE,social welfare
MALE,RURAL AREAS,Wielkopolskie,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,NO,NO,NO,NO,NO,,NO,,,NONE,no specialisation
MALE,"URBAN 200,000-500,000",Mazowieckie,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,YES,YES,YES,YES,NO,,NO,,,NONE,technical science
FEMALE,RURAL AREAS,Lubuskie,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,NO,NO,NO,NO,,NO,,,NONE,pedagogics
FEMALE,"URBAN 20,000-100,000",Wielkopolskie,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,,NO,,NO,,,ACTIVE,public health
MALE,RURAL AREAS,Slaskie,VOCATIONAL/GRAMMAR,FARMER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,NO,NO,,NO,,,NONE,technical science
FEMALE,"URBAN 100,000-200,000",Slaskie,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,SINGLE,MIXED,IT`S DIFFICULT TO TELL,YES,NO OPINION,YES,YES,YES,NO,NO,,NO,,,ACTIVE,no specialisation
FEMALE,"URBAN 100,000-200,000",Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,NO,NO,,NO,,,NONE,healthcare
FEMALE,"URBAN 20,000-100,000",Slaskie,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,NO,NO,,"YES, TO EU COUNTRY",,,PASSIVE,economy and administration
FEMALE,RURAL AREAS,Swietokrzyskie,SECONDARY,RETIRED,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,NO,NO,NO,NO,,NO,,,NONE,technical science
MALE,"URBAN 100,000-200,000",Podkarpackie,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,YES,YES,YES,YES,NO,NO,YES,,"YES, TO EU COUNTRY",IT DEPENDS,SWEDEN,NONE,production and processing
FEMALE,"URBAN 100,000-200,000",Kujawsko-pomorskie,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,PLEASED,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,NO,NO,NO,NO,,NO,,,NONE,no specialisation
