age,unempdur,income,mmarr,ymarr,msepdiv,ysepdiv,depress,nofriend,nociga,height,weight
57,,2723.0,10.0,,,,6.0,2.0,16.0,159.0,61.0
65,,1348.0,,1966.0,,,10.0,6.0,,169.0,65.0
74,0.0,1653.0,,1974.0,,,5.0,9.0,,163.0,65.0
23,24.0,,7.0,2009.0,,,0.0,1.0,,176.0,85.0
20,6.0,1620.0,7.0,1981.0,,,4.0,2.0,,171.0,65.0
26,0.0,,6.0,1978.0,,,0.0,4.0,16.0,185.0,59.0
71,23.0,,2.0,1978.0,,,5.0,4.0,,174.0,98.0
54,,2701.0,4.0,2008.0,,,4.0,6.0,,169.0,74.0
19,6.0,,7.0,1981.0,,1998.0,2.0,10.0,,187.0,60.0
54,,,,2000.0,,,6.0,5.0,16.0,161.0,62.0
19,25.0,701.0,7.0,1982.0,,1998.0,0.0,2.0,,171.0,57.0
67,,,9.0,2000.0,,,10.0,2.0,,164.0,67.0
56,6.0,,2.0,1981.0,,,10.0,10.0,,169.0,69.0
32,6.0,886.0,6.0,1971.0,,,9.0,5.0,,175.0,75.0
74,6.0,1083.0,2.0,1962.0,2.0,,16.0,4.0,,164.0,71.0
57,10.0,1986.0,6.0,1967.0,,,5.0,4.0,16.0,166.0,68.0
41,,1656.0,,2001.0,,,5.0,10.0,,169.0,96.0
78,6.0,,,1971.0,,2002.0,20.0,5.0,,164.0,68.0
59,6.0,771.0,6.0,,,,0.0,10.0,,178.0,70.0
79,0.0,1261.0,6.0,1960.0,,,18.0,11.0,,163.0,68.0
72,0.0,,,,,1998.0,9.0,4.0,,171.0,69.0
30,,2657.0,7.0,,,,0.0,6.0,,177.0,59.0
62,0.0,,4.0,1989.0,,,5.0,5.0,,158.0,75.0
44,,842.0,12.0,,7.0,,0.0,4.0,,169.0,70.0
38,,2844.0,3.0,1984.0,,,0.0,6.0,16.0,171.0,61.0
31,0.0,,7.0,2009.0,,,0.0,8.0,,151.0,70.0
16,3.0,1048.0,7.0,1981.0,,1998.0,0.0,4.0,,157.0,71.0
73,0.0,1667.0,4.0,1993.0,,,,5.0,,176.0,83.0
21,10.0,1611.0,7.0,1981.0,7.0,,0.0,7.0,,171.0,55.0
60,0.0,998.0,2.0,,,,15.0,5.0,,175.0,63.0
45,6.0,,,1981.0,,,2.0,1.0,,155.0,52.0
23,,,7.0,,,,0.0,2.0,,172.0,61.0
36,,633.0,7.0,1981.0,,,5.0,3.0,,162.0,55.0
23,,852.0,6.0,1996.0,,,4.0,3.0,,196.0,81.0
81,,,2.0,1978.0,10.0,2001.0,13.0,4.0,16.0,164.0,61.0
35,,712.0,7.0,1981.0,,,1.0,4.0,,168.0,61.0
79,,5598.0,,1989.0,,,10.0,7.0,,163.0,80.0
42,0.0,3127.0,12.0,1988.0,,,5.0,3.0,,172.0,82.0
59,6.0,,11.0,1977.0,7.0,1998.0,6.0,5.0,,171.0,87.0
66,,1098.0,1.0,1969.0,,,15.0,4.0,,165.0,68.0
81,,816.0,12.0,1969.0,8.0,,13.0,3.0,16.0,155.0,68.0
20,10.0,440.0,7.0,1982.0,,,1.0,1.0,,173.0,57.0
51,,,9.0,1981.0,,1998.0,0.0,10.0,,155.0,86.0
31,14.0,,6.0,,7.0,,5.0,10.0,,163.0,61.0
76,,2567.0,2.0,1975.0,,1998.0,10.0,4.0,,175.0,70.0
58,6.0,1612.0,6.0,1996.0,,1998.0,0.0,5.0,,170.0,76.0
79,6.0,,10.0,,,,15.0,3.0,,164.0,69.0
27,,,9.0,1970.0,,,6.0,5.0,,176.0,
54,,685.0,,1974.0,6.0,,10.0,5.0,,164.0,54.0
36,,1628.0,,,7.0,,,4.0,,168.0,98.0
50,6.0,708.0,8.0,1997.0,,,2.0,15.0,,168.0,60.0
22,6.0,837.0,7.0,1981.0,,,0.0,5.0,,171.0,79.0
76,,,9.0,1978.0,,,5.0,4.0,,176.0,68.0
30,0.0,2558.0,6.0,1974.0,,,0.0,10.0,,178.0,78.0
31,0.0,3017.0,6.0,,,,0.0,4.0,,170.0,50.0
48,6.0,1286.0,10.0,1981.0,,,5.0,7.0,,168.0,79.0
16,10.0,737.0,7.0,,,,2.0,4.0,,162.0,62.0
51,6.0,,6.0,1967.0,,,10.0,10.0,16.0,169.0,73.0
38,0.0,1665.0,6.0,1997.0,,,0.0,7.0,,158.0,93.0
55,0.0,,6.0,1978.0,,,6.0,1.0,16.0,154.0,64.0
22,13.0,876.0,7.0,1982.0,,,5.0,10.0,,159.0,59.0
48,11.0,,10.0,1982.0,,,8.0,2.0,16.0,170.0,69.0
53,0.0,656.0,6.0,1978.0,,,5.0,3.0,16.0,176.0,71.0
60,24.0,1253.0,6.0,1979.0,,,12.0,19.0,,154.0,55.0
32,6.0,652.0,10.0,1965.0,,,4.0,5.0,,159.0,94.0
36,,1608.0,,1972.0,,,7.0,4.0,,155.0,68.0
79,,1634.0,,1961.0,,1990.0,6.0,1.0,,155.0,69.0
32,,496.0,9.0,1994.0,,,5.0,3.0,,169.0,92.0
76,0.0,1676.0,,1963.0,,,16.0,5.0,,163.0,77.0
47,6.0,,9.0,2006.0,,,3.0,2.0,,166.0,58.0
32,0.0,,,,7.0,,0.0,4.0,,169.0,99.0
16,10.0,,7.0,1981.0,,,4.0,10.0,16.0,171.0,60.0
46,0.0,,12.0,1977.0,,,0.0,1.0,,164.0,79.0
22,,1513.0,7.0,1981.0,,,4.0,3.0,16.0,164.0,51.0
53,,2535.0,,1979.0,,,0.0,10.0,,165.0,79.0
56,24.0,735.0,7.0,1981.0,,1998.0,6.0,21.0,,168.0,80.0
74,0.0,822.0,6.0,1973.0,,,20.0,2.0,,156.0,59.0
47,24.0,,6.0,1982.0,,,5.0,10.0,16.0,,68.0
53,0.0,1620.0,7.0,1989.0,,,5.0,2.0,,160.0,96.0
32,,971.0,4.0,1995.0,,,2.0,4.0,,170.0,89.0
56,23.0,1129.0,7.0,1981.0,,,4.0,,,150.0,65.0
46,24.0,1006.0,7.0,1987.0,,,0.0,10.0,,175.0,80.0
51,,1642.0,,2006.0,,1998.0,5.0,4.0,16.0,172.0,89.0
46,0.0,1628.0,,1980.0,7.0,1998.0,0.0,10.0,,197.0,92.0
87,,1214.0,10.0,1968.0,,,5.0,6.0,,151.0,70.0
30,24.0,,,1979.0,,1998.0,0.0,4.0,16.0,170.0,84.0
53,0.0,897.0,,1983.0,,,,3.0,,159.0,93.0
53,0.0,,,,7.0,,5.0,6.0,,171.0,87.0
77,0.0,1009.0,4.0,1963.0,,,10.0,3.0,16.0,171.0,72.0
24,0.0,3066.0,7.0,,,,4.0,19.0,,160.0,70.0
16,23.0,601.0,7.0,1982.0,,,1.0,7.0,,177.0,55.0
54,24.0,957.0,7.0,1982.0,,,2.0,3.0,,165.0,80.0
77,6.0,859.0,6.0,,,,9.0,5.0,,164.0,66.0
70,6.0,1644.0,6.0,1955.0,,1998.0,11.0,4.0,,174.0,69.0
79,,645.0,,1961.0,,,7.0,7.0,,165.0,70.0
27,0.0,,7.0,1982.0,,,0.0,6.0,,179.0,86.0
52,0.0,804.0,10.0,1994.0,,,9.0,0.0,,170.0,71.0
32,6.0,2510.0,,1981.0,,,5.0,5.0,,176.0,80.0
28,0.0,2070.0,6.0,1992.0,,1998.0,0.0,5.0,,170.0,66.0
59,6.0,1601.0,7.0,,,,4.0,6.0,,169.0,69.0
76,,1638.0,6.0,1963.0,,1976.0,15.0,5.0,,164.0,72.0
56,0.0,2658.0,6.0,1994.0,,,11.0,5.0,,155.0,69.0
35,,659.0,10.0,,,,5.0,20.0,,186.0,100.0
19,6.0,1640.0,7.0,1981.0,,,5.0,5.0,,176.0,65.0
40,,765.0,,1971.0,7.0,,5.0,4.0,,165.0,86.0
54,0.0,,9.0,1990.0,,,5.0,21.0,,175.0,69.0
19,,836.0,7.0,1982.0,,,,3.0,,177.0,58.0
56,,,6.0,1979.0,,1998.0,5.0,10.0,,159.0,85.0
56,24.0,515.0,11.0,1966.0,,,10.0,5.0,,,65.0
30,0.0,2435.0,,1997.0,,,5.0,6.0,,170.0,91.0
50,0.0,897.0,,1998.0,,,5.0,6.0,,167.0,85.0
28,,1370.0,7.0,1981.0,,1998.0,,10.0,,165.0,68.0
25,0.0,2034.0,8.0,1990.0,,,7.0,4.0,16.0,176.0,56.0
66,,986.0,6.0,1977.0,,2001.0,5.0,10.0,,170.0,61.0
54,0.0,2688.0,9.0,,,,2.0,19.0,10.0,176.0,88.0
77,6.0,852.0,6.0,1967.0,7.0,1998.0,9.0,4.0,16.0,169.0,58.0
63,24.0,2917.0,6.0,,,,5.0,5.0,,165.0,69.0
30,,448.0,7.0,,,,,5.0,,172.0,69.0
72,0.0,1663.0,10.0,,,,13.0,2.0,,164.0,79.0
31,24.0,4582.0,,2009.0,,,5.0,3.0,,185.0,85.0
68,0.0,1633.0,8.0,1970.0,,,0.0,10.0,,158.0,64.0
68,,1626.0,6.0,,,,12.0,1.0,,165.0,96.0
56,0.0,,9.0,,,,5.0,4.0,,,99.0
54,0.0,684.0,9.0,,,,0.0,5.0,,170.0,86.0
82,,,,,,,8.0,6.0,,169.0,60.0
52,0.0,,7.0,1977.0,,,0.0,18.0,,186.0,68.0
24,8.0,1618.0,7.0,1981.0,7.0,,1.0,4.0,,172.0,66.0
64,0.0,1891.0,6.0,1997.0,,,0.0,4.0,,177.0,98.0
32,0.0,,,,,,5.0,3.0,5.0,177.0,74.0
30,24.0,2472.0,,1990.0,,1998.0,5.0,10.0,,178.0,80.0
51,,,9.0,,,,2.0,10.0,,162.0,98.0
59,,,,1977.0,,,1.0,7.0,,174.0,71.0
51,0.0,,,,,,6.0,4.0,10.0,164.0,69.0
30,0.0,1628.0,,1982.0,,,0.0,10.0,,169.0,52.0
54,,1597.0,8.0,1990.0,,,5.0,6.0,16.0,170.0,69.0
72,0.0,1037.0,9.0,1971.0,,,7.0,3.0,,166.0,79.0
84,0.0,972.0,6.0,1953.0,,,10.0,3.0,,165.0,71.0
59,,931.0,12.0,1979.0,,,4.0,15.0,,165.0,78.0
16,24.0,1954.0,9.0,1982.0,,,2.0,4.0,,183.0,55.0
23,10.0,2139.0,,1981.0,,,0.0,20.0,10.0,170.0,61.0
26,3.0,,7.0,2007.0,,,0.0,1.0,,171.0,94.0
18,24.0,1087.0,7.0,1982.0,7.0,,0.0,2.0,,173.0,61.0
45,,955.0,11.0,1982.0,,,5.0,7.0,,164.0,79.0
58,24.0,671.0,,1976.0,,,9.0,6.0,10.0,175.0,63.0
30,24.0,1203.0,4.0,2008.0,,,1.0,27.0,10.0,171.0,61.0
18,24.0,668.0,7.0,1982.0,,,4.0,2.0,20.0,177.0,61.0
34,10.0,526.0,7.0,,,,1.0,6.0,,169.0,69.0
34,13.0,,7.0,1990.0,,,4.0,7.0,16.0,169.0,79.0
50,,3323.0,,1979.0,,,5.0,6.0,16.0,170.0,84.0
66,6.0,3311.0,6.0,1963.0,,,13.0,5.0,,163.0,58.0
76,,754.0,,1958.0,,,10.0,6.0,,156.0,99.0
28,,1824.0,7.0,1982.0,7.0,,0.0,16.0,,178.0,59.0
20,6.0,549.0,,1981.0,7.0,,0.0,8.0,,172.0,61.0
59,,1362.0,,1978.0,,1998.0,5.0,6.0,,155.0,94.0
33,,847.0,6.0,1991.0,,,0.0,3.0,,171.0,85.0
18,0.0,1616.0,7.0,1982.0,,1998.0,0.0,6.0,,172.0,61.0
23,11.0,856.0,7.0,1982.0,,,1.0,5.0,,172.0,52.0
16,,981.0,,1982.0,,,4.0,1.0,,164.0,56.0
67,,934.0,,1969.0,,2002.0,9.0,4.0,,149.0,78.0
58,6.0,1848.0,4.0,1976.0,,,6.0,5.0,,170.0,79.0
54,6.0,2058.0,6.0,1995.0,7.0,,5.0,10.0,,158.0,102.0
30,0.0,975.0,11.0,1974.0,,,3.0,1.0,,160.0,57.0
16,8.0,1149.0,,,,,0.0,6.0,16.0,171.0,51.0
36,,3913.0,6.0,1986.0,,1998.0,0.0,3.0,,176.0,93.0
36,24.0,3095.0,7.0,,7.0,1998.0,3.0,5.0,16.0,173.0,69.0
74,24.0,2117.0,4.0,1973.0,,,13.0,4.0,,170.0,57.0
78,,956.0,,,,,15.0,14.0,,169.0,82.0
28,,,7.0,1987.0,,1998.0,0.0,5.0,,166.0,59.0
75,6.0,,6.0,,,,11.0,2.0,16.0,154.0,62.0
38,4.0,,,,,1998.0,2.0,2.0,,177.0,70.0
59,10.0,1649.0,4.0,,,1998.0,0.0,20.0,,183.0,93.0
49,0.0,1649.0,6.0,1975.0,,,4.0,6.0,,151.0,49.0
70,,,,1991.0,7.0,,0.0,2.0,,176.0,50.0
34,0.0,1119.0,,1983.0,,,4.0,6.0,10.0,183.0,107.0
54,0.0,2424.0,,1979.0,7.0,,,2.0,,180.0,100.0
81,13.0,533.0,1.0,,,,10.0,2.0,16.0,156.0,71.0
56,0.0,2848.0,6.0,,,,5.0,5.0,,170.0,79.0
35,0.0,,2.0,1994.0,,,9.0,10.0,,175.0,80.0
55,24.0,546.0,6.0,1976.0,,,16.0,6.0,,168.0,60.0
33,,5514.0,,1991.0,,,3.0,8.0,,165.0,64.0
60,24.0,1204.0,,1987.0,7.0,1998.0,4.0,4.0,,175.0,87.0
28,6.0,1630.0,7.0,1982.0,,,1.0,6.0,,168.0,52.0
21,6.0,965.0,7.0,1981.0,,,1.0,10.0,,173.0,94.0
45,,6124.0,,,,,4.0,4.0,16.0,152.0,97.0
74,,,4.0,1974.0,,,10.0,4.0,,168.0,68.0
73,0.0,2360.0,6.0,1982.0,,,12.0,4.0,16.0,164.0,71.0
63,0.0,622.0,,1970.0,,,9.0,3.0,,169.0,70.0
62,0.0,1589.0,6.0,,,,2.0,10.0,,173.0,61.0
17,9.0,1602.0,7.0,1982.0,7.0,1998.0,0.0,10.0,,171.0,61.0
77,24.0,732.0,6.0,1981.0,,,13.0,4.0,,175.0,69.0
27,0.0,3001.0,6.0,2007.0,,,0.0,4.0,,166.0,95.0
31,,1356.0,,,,,0.0,2.0,,168.0,83.0
50,,298.0,6.0,1979.0,,,3.0,7.0,,167.0,97.0
16,9.0,738.0,7.0,,,,0.0,4.0,10.0,170.0,54.0
58,0.0,4181.0,,1981.0,,,0.0,10.0,,154.0,73.0
24,10.0,1588.0,7.0,1981.0,,,4.0,10.0,,159.0,53.0
27,0.0,1444.0,,1990.0,,1998.0,3.0,4.0,,185.0,
46,0.0,947.0,8.0,,,,5.0,3.0,,171.0,73.0
36,0.0,1038.0,6.0,2003.0,,,0.0,6.0,,170.0,99.0
79,6.0,,12.0,,,,,0.0,16.0,170.0,79.0
29,24.0,1603.0,6.0,1976.0,,,1.0,5.0,,180.0,81.0
50,20.0,530.0,,,,1998.0,10.0,10.0,16.0,177.0,70.0
53,6.0,693.0,6.0,1979.0,,,6.0,4.0,,169.0,94.0
77,,856.0,6.0,1969.0,,,18.0,4.0,,163.0,81.0
32,10.0,1612.0,9.0,1999.0,,,5.0,6.0,,171.0,75.0
32,,1940.0,7.0,1985.0,,1998.0,1.0,10.0,16.0,168.0,71.0
64,,,10.0,1995.0,,1998.0,6.0,5.0,,167.0,79.0
61,24.0,1147.0,,1982.0,,,0.0,4.0,,165.0,69.0
59,0.0,1398.0,7.0,1990.0,,1998.0,0.0,10.0,,176.0,81.0
58,,,2.0,,,,6.0,2.0,16.0,164.0,68.0
83,6.0,,11.0,1964.0,,,18.0,1.0,,164.0,69.0
20,,807.0,7.0,1981.0,,,4.0,8.0,,168.0,57.0
45,,1252.0,6.0,1981.0,,1998.0,0.0,10.0,,168.0,99.0
30,0.0,1685.0,7.0,2006.0,,,5.0,7.0,10.0,175.0,86.0
62,0.0,880.0,6.0,1977.0,,,6.0,5.0,,164.0,74.0
84,24.0,1642.0,6.0,1965.0,,,16.0,2.0,,165.0,
31,,1625.0,9.0,,,,4.0,5.0,,169.0,62.0
22,,1893.0,7.0,1982.0,,,4.0,7.0,,171.0,97.0
49,,2766.0,,1981.0,,,2.0,5.0,,172.0,59.0
44,0.0,,6.0,1972.0,,,16.0,6.0,,175.0,71.0
18,24.0,1185.0,7.0,1982.0,,,0.0,10.0,10.0,171.0,81.0
75,,540.0,6.0,1988.0,,,6.0,3.0,,168.0,73.0
60,0.0,3178.0,,1974.0,,,4.0,10.0,,175.0,65.0
34,6.0,1654.0,6.0,1978.0,,,2.0,6.0,,174.0,81.0
37,6.0,1621.0,7.0,1981.0,7.0,,5.0,10.0,,170.0,80.0
82,6.0,,12.0,,,,0.0,4.0,,158.0,55.0
62,6.0,859.0,8.0,1978.0,,,0.0,29.0,,165.0,73.0
32,11.0,2141.0,8.0,,7.0,,0.0,6.0,10.0,181.0,70.0
30,,880.0,4.0,1996.0,,,0.0,6.0,,183.0,95.0
50,,,2.0,2001.0,,,0.0,8.0,,176.0,80.0
73,,1639.0,,1987.0,,,4.0,10.0,,175.0,97.0
25,24.0,1367.0,7.0,1981.0,,,0.0,4.0,20.0,171.0,63.0
28,24.0,,7.0,1982.0,7.0,,0.0,10.0,,166.0,94.0
44,,1320.0,,1982.0,,,5.0,10.0,,154.0,79.0
35,0.0,,8.0,1977.0,,,5.0,10.0,,185.0,69.0
56,6.0,421.0,9.0,1976.0,,,10.0,2.0,,165.0,71.0
70,23.0,885.0,10.0,,,,15.0,12.0,,164.0,79.0
53,0.0,2347.0,,2007.0,,1998.0,2.0,5.0,,176.0,94.0
39,,,7.0,1980.0,,,3.0,2.0,16.0,167.0,97.0
36,24.0,1042.0,7.0,1982.0,,,2.0,3.0,,180.0,55.0
21,24.0,1628.0,7.0,1982.0,,,4.0,10.0,,172.0,81.0
74,6.0,1121.0,6.0,1968.0,,2001.0,16.0,4.0,,164.0,79.0
68,0.0,643.0,6.0,1980.0,,,16.0,3.0,,164.0,93.0
63,6.0,875.0,6.0,1977.0,,,7.0,5.0,,175.0,69.0
72,23.0,924.0,6.0,1975.0,,,5.0,4.0,,163.0,52.0
56,6.0,1004.0,7.0,,,,5.0,7.0,,165.0,61.0
33,14.0,2668.0,8.0,1981.0,,,2.0,2.0,,171.0,55.0
34,0.0,745.0,,1993.0,,,5.0,5.0,,178.0,78.0
55,0.0,1233.0,2.0,1994.0,,,15.0,10.0,,170.0,87.0
71,,981.0,8.0,1979.0,,,10.0,5.0,,164.0,75.0
58,24.0,568.0,9.0,1979.0,7.0,,9.0,1.0,16.0,157.0,102.0
58,0.0,2503.0,9.0,,7.0,,0.0,4.0,,177.0,79.0
21,6.0,1130.0,,1981.0,7.0,,2.0,2.0,,172.0,58.0
75,6.0,958.0,10.0,1972.0,,,16.0,7.0,,165.0,69.0
53,,708.0,,2005.0,,,7.0,19.0,,165.0,75.0
46,0.0,824.0,,1994.0,,,0.0,5.0,16.0,184.0,59.0
20,10.0,3832.0,7.0,,,,0.0,4.0,,163.0,60.0
16,6.0,1624.0,7.0,1982.0,,,3.0,6.0,,159.0,70.0
63,0.0,1673.0,,1972.0,,,9.0,6.0,,163.0,57.0
24,24.0,,7.0,1981.0,,1998.0,1.0,6.0,,171.0,56.0
45,24.0,903.0,9.0,1992.0,7.0,,5.0,6.0,10.0,170.0,98.0
49,0.0,,6.0,,,,2.0,19.0,,175.0,104.0
20,24.0,1137.0,7.0,1981.0,,,4.0,5.0,,170.0,56.0
20,24.0,4262.0,7.0,1982.0,,,0.0,5.0,16.0,176.0,80.0
42,0.0,787.0,9.0,1990.0,7.0,,4.0,2.0,20.0,186.0,85.0
34,6.0,1035.0,2.0,,,,0.0,0.0,,169.0,63.0
33,24.0,,6.0,1979.0,,,0.0,2.0,,155.0,91.0
52,6.0,1289.0,9.0,1979.0,,,0.0,7.0,,171.0,92.0
34,0.0,,7.0,1969.0,,1998.0,7.0,6.0,16.0,175.0,75.0
31,0.0,,9.0,1997.0,,,2.0,5.0,,171.0,100.0
24,24.0,835.0,7.0,1982.0,,,4.0,5.0,,184.0,67.0
79,,681.0,,1964.0,,,18.0,2.0,,164.0,71.0
69,6.0,401.0,10.0,1955.0,,,15.0,3.0,16.0,165.0,67.0
23,6.0,,7.0,1999.0,,,4.0,6.0,16.0,173.0,88.0
72,0.0,735.0,6.0,1977.0,,,8.0,5.0,,157.0,70.0
57,6.0,1613.0,,1981.0,,,2.0,10.0,,160.0,80.0
28,6.0,1656.0,7.0,,,,4.0,10.0,,191.0,69.0
45,0.0,901.0,4.0,1976.0,,,6.0,10.0,,176.0,78.0
67,0.0,901.0,,1973.0,,,11.0,5.0,,176.0,76.0
32,8.0,886.0,10.0,1977.0,,,4.0,10.0,,178.0,87.0
36,,954.0,,1982.0,,1998.0,1.0,3.0,,170.0,60.0
76,0.0,1120.0,6.0,1973.0,,,5.0,4.0,,164.0,74.0
54,9.0,1627.0,,1983.0,7.0,,4.0,4.0,16.0,160.0,88.0
32,,855.0,7.0,1981.0,,,0.0,0.0,,170.0,82.0
20,10.0,,7.0,1982.0,,,1.0,8.0,,165.0,64.0
34,,1671.0,8.0,1998.0,,,8.0,10.0,,166.0,80.0
16,24.0,1105.0,7.0,1982.0,,1998.0,0.0,10.0,,174.0,55.0
82,6.0,830.0,6.0,1960.0,,1988.0,16.0,2.0,,157.0,68.0
18,8.0,895.0,7.0,1982.0,,,0.0,6.0,,173.0,59.0
31,,1475.0,9.0,,,,0.0,5.0,16.0,171.0,81.0
29,0.0,,8.0,1982.0,,,4.0,1.0,,165.0,64.0
57,0.0,,12.0,1968.0,,,12.0,5.0,,159.0,85.0
73,24.0,1516.0,6.0,1982.0,,,3.0,5.0,16.0,171.0,61.0
70,6.0,,2.0,1967.0,,,9.0,2.0,,168.0,69.0
37,,1457.0,9.0,2007.0,,,0.0,5.0,,174.0,53.0
57,6.0,662.0,3.0,1978.0,,,10.0,7.0,,157.0,69.0
25,6.0,454.0,7.0,1982.0,,,0.0,10.0,,171.0,62.0
56,13.0,1586.0,7.0,,,,2.0,1.0,,168.0,63.0
