var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
i,b,a,a,j,d,n,e,q,m,f,m,n,o,t
d,e,l,l,l,a,i,m,h,a,g,p,c,h,s
b,i,r,e,a,s,a,i,s,r,m,p,f,r,r
k,c,e,h,i,r,n,f,k,s,i,a,s,c,m
n,p,m,d,i,j,t,a,k,p,o,l,l,j,c
f,m,q,q,f,d,h,f,i,p,j,o,d,k,q
k,j,l,t,k,r,q,e,j,m,e,e,a,c,l
t,r,o,t,a,i,p,l,g,r,b,b,i,h,n
k,n,m,c,c,d,b,b,o,s,m,h,p,g,s
g,h,a,i,c,n,t,r,l,s,i,h,c,e,a
s,j,h,s,p,j,m,o,l,g,h,e,g,i,h
b,r,s,c,i,c,j,g,l,f,d,r,r,o,o
c,e,g,r,t,q,i,d,a,t,t,c,r,d,p
i,i,g,p,f,b,n,g,r,f,k,a,t,g,t
e,t,a,r,o,f,b,s,f,h,s,i,p,p,b
b,s,o,i,t,k,r,n,d,k,m,a,h,r,f
j,l,h,g,b,s,l,i,s,j,f,m,g,n,c
k,m,c,n,o,t,n,p,s,i,h,b,p,k,j
i,i,h,n,a,i,o,o,l,e,m,q,f,t,t
t,l,g,s,e,m,s,s,c,r,h,i,j,h,q
o,g,s,r,a,r,r,b,s,m,l,s,h,a,t
f,d,j,l,f,l,k,c,q,l,q,l,a,e,t
s,g,t,a,e,d,a,h,q,g,j,k,k,p,h
k,a,o,h,j,n,c,q,j,b,d,b,o,o,j
b,n,o,k,r,j,l,o,r,s,m,o,c,o,l
p,c,r,p,o,d,e,m,s,p,h,p,f,c,i
l,q,a,a,a,e,e,p,s,s,h,h,q,d,r
t,q,a,m,q,i,f,l,o,i,c,g,d,p,r
h,t,s,j,a,p,n,m,c,e,i,n,q,p,s
d,k,g,c,k,e,n,q,c,d,g,d,n,g,g
k,j,r,q,o,d,g,k,e,s,i,f,l,n,b
b,i,o,l,e,d,g,r,b,c,t,g,m,p,k
s,q,c,d,j,c,l,b,m,l,g,o,d,i,c
m,i,d,e,h,e,s,t,p,g,r,r,q,q,p
d,k,q,j,l,b,m,f,h,m,f,q,c,f,f
k,g,d,a,f,s,c,q,k,i,b,n,c,r,p
m,d,j,c,f,q,c,j,m,e,f,t,o,c,o
t,c,r,a,q,i,n,k,j,d,l,k,e,q,b
i,b,b,q,t,j,o,p,h,k,s,a,f,q,j
i,f,a,d,k,t,f,d,n,k,q,n,d,r,l
e,s,j,m,c,o,f,s,j,m,j,q,p,i,t
s,f,p,l,m,g,e,r,l,d,t,l,f,a,t
o,r,i,i,j,d,g,j,n,l,i,p,i,m,r
f,n,f,f,h,i,k,g,o,k,m,a,t,p,b
b,g,r,t,o,l,j,m,q,n,t,i,o,t,b
r,j,d,n,m,o,s,i,n,j,l,f,j,a,n
g,q,q,a,n,l,d,d,f,n,c,a,e,h,s
b,q,l,j,h,g,f,h,d,r,l,c,g,e,q
t,f,n,g,k,h,t,j,i,f,r,o,o,r,j
k,g,e,s,q,g,a,c,f,h,h,f,e,g,a
m,r,j,d,k,o,m,m,m,r,d,p,k,o,e
t,n,r,a,m,f,h,l,g,h,j,r,m,s,o
f,h,f,r,d,c,i,b,j,e,o,q,d,q,j
j,i,m,o,p,f,h,d,m,s,t,b,b,f,h
o,n,h,s,c,c,e,o,t,o,i,a,a,r,j
j,r,p,c,q,e,h,m,q,f,n,b,d,t,e
t,m,l,s,a,c,m,q,a,l,l,t,t,d,r
o,m,c,p,f,m,o,f,o,k,b,o,h,s,n
r,n,e,r,j,t,l,k,o,t,q,t,s,r,n
h,l,g,g,k,m,l,l,r,q,r,e,n,c,a
b,e,o,n,t,p,c,a,o,g,f,k,k,p,p
q,p,o,o,p,g,c,e,b,m,c,r,l,l,g
g,a,k,o,q,l,a,b,l,o,f,g,t,a,c
t,m,b,e,s,g,d,i,s,m,r,a,k,q,s
t,m,o,p,e,d,f,n,p,f,l,e,t,f,g
p,h,b,a,m,a,m,n,c,m,n,l,k,c,b
q,h,l,i,t,n,e,p,r,s,l,f,c,o,r
d,r,f,c,s,d,o,l,q,r,f,a,e,h,n
s,d,c,c,g,b,f,s,i,l,e,b,q,o,p
c,k,n,a,l,o,h,n,n,a,n,n,o,q,m
t,s,n,n,a,m,t,r,n,s,f,d,p,f,t
d,q,t,e,s,e,i,g,m,n,m,m,f,e,t
l,i,h,k,a,c,g,d,f,h,i,g,n,b,s
e,i,l,n,h,o,l,t,k,b,b,p,i,l,i
a,l,e,r,n,o,b,h,r,h,m,r,q,p,c
o,r,j,l,f,b,a,t,t,n,q,c,q,q,c
a,m,o,o,m,d,q,k,s,h,a,t,e,j,j
s,b,q,k,q,t,q,i,r,t,s,o,f,a,p
c,p,f,g,d,g,e,o,f,o,k,e,o,q,d
e,o,b,o,m,f,h,h,s,m,s,f,b,t,k
p,g,s,o,b,e,r,t,t,j,m,k,c,k,s
q,r,a,s,p,l,h,r,b,t,l,n,b,a,r
d,a,f,g,m,j,a,d,q,b,a,e,f,h,t
d,q,j,f,m,o,r,d,d,n,r,s,c,t,e
p,s,s,q,n,o,o,n,a,l,g,g,f,g,l
g,l,t,m,d,q,c,j,g,e,l,k,a,p,g
j,q,b,e,n,l,c,m,k,j,n,i,n,n,o
c,r,j,d,f,r,m,m,o,q,o,l,f,l,a
g,s,r,g,h,t,t,h,g,e,c,b,e,i,d
f,n,l,p,f,h,e,q,a,n,n,h,c,e,q
s,f,p,l,k,f,f,p,n,i,q,k,j,k,b
o,s,t,n,t,a,n,s,o,q,f,l,g,t,o
r,r,h,b,s,k,d,j,l,e,e,l,d,k,m
p,f,m,c,o,k,s,b,r,a,r,s,e,o,s
o,d,j,i,h,h,f,h,a,o,n,c,e,f,f
k,o,r,p,a,g,i,h,o,l,e,r,g,t,q
p,t,p,f,r,o,j,p,l,d,h,e,i,n,q
o,k,t,o,q,b,l,n,m,t,q,p,q,n,k
a,k,m,f,c,m,p,g,n,b,h,p,s,c,g
r,a,c,h,m,l,d,o,o,s,e,k,q,l,l
h,o,c,a,m,r,t,o,r,r,h,l,l,c,r
n,f,e,r,b,o,o,d,r,n,f,j,h,r,i
k,f,g,f,k,d,c,e,d,r,k,r,h,k,r
e,k,g,m,n,c,f,t,f,i,i,n,b,h,m
f,s,e,s,n,q,f,e,e,p,h,d,f,a,c
k,q,a,p,q,q,t,r,f,i,f,o,p,f,e
j,j,n,a,n,q,p,q,p,i,t,n,n,j,j
n,i,s,b,q,j,e,o,s,i,k,l,r,o,n
n,d,e,s,j,q,t,n,d,a,i,f,q,a,l
n,j,p,d,l,d,l,t,c,c,e,t,k,o,o
c,p,f,c,k,k,b,a,h,j,n,k,f,n,b
g,c,r,r,a,a,f,t,j,d,t,n,r,e,j
i,j,a,a,r,g,k,a,i,a,n,l,h,g,l
n,l,b,s,p,h,r,d,j,b,e,f,m,p,i
t,g,i,m,d,e,q,m,a,f,i,e,p,s,i
h,b,s,q,h,t,f,d,l,e,q,k,s,p,r
t,r,n,s,q,p,b,l,k,a,g,b,p,t,n
t,f,o,r,d,d,i,o,n,g,n,d,n,p,h
d,r,q,k,t,j,b,d,e,s,l,t,b,g,d
q,f,b,b,i,e,h,o,p,k,d,d,h,b,s
a,e,d,c,s,e,c,q,m,d,l,j,h,t,a
m,c,d,n,n,l,g,r,d,p,b,b,m,c,n
h,d,e,t,e,a,s,e,e,g,h,s,i,q,c
m,c,a,d,j,s,p,s,q,l,b,o,a,t,c
d,h,c,q,g,t,p,b,g,s,s,i,h,k,o
t,t,f,e,k,i,j,f,i,k,b,o,d,s,h
e,i,q,r,m,i,q,a,f,l,l,o,e,n,b
k,k,l,a,b,e,c,i,a,r,m,a,r,i,k
i,f,b,e,d,d,s,l,t,f,o,p,l,t,p
a,d,p,g,f,r,l,c,t,c,l,c,j,j,e
d,i,a,a,i,j,n,k,r,i,l,q,o,e,q
i,i,s,g,l,m,p,d,o,r,t,a,e,a,s
r,d,f,o,m,e,d,t,l,a,o,q,q,q,l
c,q,o,n,o,o,s,l,o,m,m,f,i,b,a
o,c,k,l,l,f,m,k,q,g,m,a,g,q,p
c,f,t,c,f,g,g,i,f,o,p,r,o,a,a
h,n,s,q,s,r,l,d,q,o,n,t,p,q,d
c,g,s,f,e,r,j,l,n,c,j,f,n,i,h
r,p,q,g,s,l,e,p,q,e,g,h,e,f,f
e,i,l,s,f,h,i,e,c,n,j,b,h,s,i
b,q,t,b,g,o,c,q,j,h,t,t,e,t,g
k,r,r,k,l,k,h,h,e,r,b,g,m,n,q
s,g,q,d,l,g,f,l,l,n,b,j,b,s,f
k,s,p,p,q,r,r,t,q,r,m,f,s,h,d
l,a,g,s,r,j,j,k,q,n,a,e,t,l,d
g,n,d,j,p,k,o,r,f,q,q,a,p,t,p
r,g,j,e,i,j,m,q,j,t,k,k,a,q,k
b,l,k,e,f,j,e,g,e,i,p,b,r,b,q
e,c,k,c,o,k,i,g,e,a,g,s,a,j,h
q,j,s,g,r,m,j,b,b,b,k,g,o,b,c
t,r,r,i,j,q,o,s,h,p,t,f,n,k,i
o,s,q,f,t,k,m,m,d,n,g,g,o,a,h
d,j,q,t,g,l,o,s,i,a,f,g,j,e,b
n,s,e,b,b,b,f,a,i,b,p,e,o,h,s
a,m,o,r,a,m,c,r,k,c,q,t,k,q,g
g,f,o,a,d,j,e,p,o,k,n,q,i,i,l
g,j,q,p,o,c,p,l,c,h,p,a,b,d,a
t,f,c,m,b,l,g,n,j,m,g,g,c,s,k
q,h,c,n,p,q,b,g,b,j,j,q,q,i,b
o,n,h,a,h,t,h,n,s,g,t,g,t,c,f
l,k,t,s,q,g,s,g,l,m,g,i,i,r,t
i,n,q,o,m,b,n,p,s,l,f,q,n,t,l
s,p,k,d,k,a,i,d,s,f,o,d,p,o,s
e,a,f,e,m,l,s,b,q,f,h,c,l,k,a
q,t,h,h,t,e,f,n,n,o,j,d,o,r,q
l,h,c,n,d,g,c,k,j,a,t,i,m,a,a
f,j,j,k,e,o,k,p,t,h,h,g,q,o,g
t,j,h,l,t,p,g,b,i,c,o,f,c,b,k
h,d,b,r,o,s,f,h,k,a,n,t,r,b,o
f,k,k,a,l,e,r,c,d,s,r,e,g,g,e
e,a,f,c,a,c,t,s,g,b,a,g,h,k,m
r,c,s,a,t,i,o,f,n,p,m,t,b,t,g
h,q,k,l,g,a,r,e,p,b,n,f,j,a,r
r,d,i,n,d,m,l,p,h,c,k,i,m,f,i
g,r,t,p,m,f,t,r,o,n,o,d,p,n,b
b,j,r,c,f,f,n,q,m,d,j,m,t,q,d
i,j,e,o,b,o,a,b,t,m,n,r,r,s,j
t,e,k,o,l,n,i,j,f,k,c,g,o,g,p
g,o,e,m,g,q,h,q,b,m,b,b,q,p,o
o,e,i,e,i,i,h,m,a,g,c,b,o,j,k
f,j,l,s,s,a,g,k,c,r,n,a,o,r,l
b,d,s,p,e,f,d,i,q,c,t,q,t,j,j
d,i,m,g,k,s,j,l,a,t,m,o,b,m,l
i,q,m,c,c,n,s,r,f,f,k,f,f,k,t
g,n,f,p,t,l,f,t,h,n,m,a,r,t,s
b,b,m,d,q,s,b,n,t,i,d,r,j,b,o
h,a,p,j,t,f,c,n,r,b,p,h,r,f,g
t,a,c,i,n,o,m,j,h,l,j,c,l,r,r
t,l,t,d,k,r,s,g,p,b,j,t,t,i,r
d,f,h,h,a,t,o,c,g,r,o,g,h,o,n
e,n,k,r,f,p,c,k,j,g,d,c,c,i,k
o,o,p,b,h,i,f,j,t,k,l,k,n,l,o
h,t,p,t,e,c,e,k,t,j,g,s,q,n,a
m,k,n,o,g,g,e,s,q,e,t,a,l,j,q
i,m,f,s,i,r,c,g,p,q,a,p,r,g,a
h,k,h,k,h,k,q,e,s,d,t,p,i,c,n
t,h,n,r,d,t,d,n,q,i,e,p,n,f,c
o,a,m,c,n,m,o,o,j,d,g,g,t,j,i
j,g,f,l,d,h,b,i,k,b,m,j,a,h,e
i,n,r,l,n,k,n,j,p,k,j,b,f,h,r
q,n,c,n,r,r,m,r,q,m,l,s,e,d,p
g,j,p,o,t,d,a,t,f,p,a,l,k,b,t
s,k,n,n,j,s,c,k,c,s,c,e,g,i,d
k,m,t,s,n,q,j,k,c,t,b,c,o,n,c
e,d,g,n,l,j,i,j,l,b,k,f,f,s,p
p,o,q,m,p,r,j,r,b,g,j,h,l,l,n
q,k,g,s,k,p,g,l,q,t,f,d,t,r,s
t,p,t,g,q,b,c,f,d,e,t,r,g,b,e
q,t,b,m,a,q,k,p,l,e,r,j,d,f,k
o,o,e,h,s,r,o,t,k,n,o,i,k,f,g
t,k,k,j,d,t,b,j,j,j,f,d,j,e,j
l,b,o,e,e,d,r,k,c,j,h,c,h,p,e
k,c,q,q,b,a,q,p,e,a,m,s,s,r,n
s,l,t,b,h,h,l,d,s,o,e,t,q,f,t
o,j,g,g,k,s,r,f,b,a,f,g,b,j,r
l,j,q,p,s,d,m,d,h,k,l,f,h,b,j
k,c,o,n,t,j,k,l,d,j,d,a,l,t,m
l,g,i,n,l,c,c,j,k,m,e,d,g,m,b
c,o,r,s,i,r,q,g,i,t,b,b,l,l,j
b,o,d,k,a,f,b,f,n,g,d,h,t,a,f
c,b,d,h,b,h,a,m,i,h,m,f,p,j,f
f,n,p,q,g,k,g,b,k,n,m,j,t,m,o
b,t,k,a,f,k,r,a,t,f,o,r,p,a,c
i,c,r,l,g,l,q,j,a,q,s,s,q,n,g
a,a,a,i,h,s,d,e,f,h,p,j,r,i,l
m,q,g,f,n,d,l,l,q,d,l,r,r,h,b
j,r,g,o,i,a,a,e,q,n,c,p,t,l,b
f,q,k,o,f,r,m,c,g,l,g,t,j,b,n
n,h,l,o,q,g,g,t,l,j,k,m,d,n,g
g,d,b,l,k,o,f,m,r,j,n,e,b,d,a
l,i,q,b,b,s,t,i,q,i,m,f,f,m,j
a,c,t,k,d,n,t,k,q,n,k,g,n,c,l
o,h,r,g,d,r,n,f,q,q,g,d,k,s,f
p,c,s,s,t,j,e,s,t,g,p,o,b,o,n
j,j,s,i,m,f,r,h,h,l,p,q,o,t,i
n,c,t,q,r,r,n,m,o,g,h,r,p,f,i
l,f,j,o,g,m,h,t,f,i,r,f,j,s,c
j,m,f,n,j,s,k,e,e,e,d,j,g,i,c
n,e,s,n,l,l,o,r,j,n,l,a,t,j,j
r,i,e,g,p,e,f,g,m,k,t,d,k,g,t
t,j,e,c,q,s,l,r,i,n,f,q,t,g,m
i,i,c,a,p,i,j,p,b,d,q,t,l,i,f
a,d,t,f,o,j,p,f,h,d,k,t,s,q,a
l,t,j,h,a,p,i,t,p,q,b,a,j,f,k
n,o,l,q,f,r,n,j,r,b,d,p,r,t,f
g,p,i,g,l,r,r,q,k,s,b,k,s,t,f
m,i,e,a,f,t,p,a,q,n,o,l,k,b,o
g,i,t,h,a,i,l,q,m,h,d,f,g,j,r
c,h,l,q,c,f,l,s,m,t,n,j,d,t,i
j,q,l,s,n,l,o,b,m,h,g,n,r,c,l
g,b,a,e,a,s,p,b,k,n,h,n,r,a,e
a,l,l,o,h,e,i,m,t,i,m,l,g,n,b
l,i,a,c,k,a,f,j,k,j,p,g,e,b,k
k,b,m,h,h,o,g,l,k,a,c,r,n,a,q
g,h,o,m,b,b,r,k,j,i,c,o,j,a,j
r,h,b,s,h,p,l,l,c,p,j,t,e,o,j
s,e,h,e,m,k,n,r,k,q,p,h,s,b,e
d,t,b,i,s,r,l,h,g,b,a,i,h,s,b
i,a,i,a,o,g,n,q,d,f,g,q,q,f,k
g,j,n,i,l,s,n,e,p,t,a,c,i,f,h
k,t,m,o,l,e,o,b,a,f,n,n,d,j,b
f,d,j,h,m,i,b,s,m,n,p,l,p,n,o
f,g,o,f,o,k,a,p,h,s,f,l,k,n,h
q,j,p,o,g,r,l,i,d,i,p,h,r,n,j
e,o,n,n,f,f,a,q,k,t,p,d,t,f,n
k,l,g,o,n,t,o,o,b,m,l,i,d,l,j
t,d,d,k,c,i,g,a,m,n,c,j,n,q,m
p,e,a,i,f,g,p,k,n,h,g,h,b,t,k
k,k,j,k,t,h,f,j,i,h,m,r,h,i,t
a,t,l,b,q,l,o,n,r,j,a,e,r,j,f
g,s,k,g,o,m,b,o,k,g,h,m,p,p,b
s,j,r,b,q,q,a,a,k,o,k,h,n,g,j
g,i,k,o,k,t,q,e,n,s,p,l,r,e,j
j,l,a,k,q,c,d,a,s,l,c,c,p,n,l
f,k,r,n,a,f,p,b,h,l,k,i,k,p,q
q,q,k,i,o,e,d,t,j,p,a,k,b,p,a
r,g,r,g,k,d,e,p,h,a,a,g,s,m,i
d,c,l,e,t,g,l,k,b,d,l,i,p,i,g
p,n,b,t,h,p,r,b,k,f,n,m,s,j,n
k,n,h,t,a,b,c,j,h,s,l,q,a,f,m
k,i,d,d,g,a,n,t,g,q,f,a,d,o,e
m,b,o,j,e,f,o,o,d,i,h,m,h,g,r
g,n,m,e,m,q,d,c,n,d,o,i,d,r,m
s,c,m,h,r,c,c,t,c,d,r,t,n,h,e
k,r,d,k,r,q,r,j,q,t,f,r,a,g,l
i,p,j,f,o,p,c,l,c,t,j,n,t,k,p
g,n,g,n,j,d,k,q,h,i,q,i,c,k,g
f,i,h,c,s,h,g,g,l,d,e,c,i,s,m
r,g,j,o,r,j,o,o,s,m,l,r,n,s,o
r,f,g,b,r,c,h,r,k,n,d,b,g,j,r
m,i,d,h,a,p,p,p,t,o,r,l,r,j,q
j,s,s,t,e,q,d,l,q,f,m,j,s,t,r
s,q,f,t,b,t,i,e,o,d,t,n,p,g,c
k,h,c,h,q,g,m,n,t,a,r,d,k,p,s
b,l,o,m,r,k,c,b,f,a,t,l,h,s,c
t,b,e,m,a,o,m,s,k,q,g,j,m,g,o
i,g,b,a,f,b,h,n,o,k,k,t,q,a,f
g,e,k,i,j,h,q,o,s,h,j,e,r,n,r
h,s,r,h,j,f,f,f,h,d,q,g,l,c,k
f,b,f,d,c,b,n,b,a,n,r,i,i,r,o
i,g,j,r,o,r,l,f,o,b,f,n,k,k,k
b,f,e,p,p,s,i,q,h,q,o,f,m,m,i
s,m,h,r,f,t,b,a,n,l,e,h,t,n,o
f,s,o,i,t,f,s,f,k,o,f,h,k,n,k
f,q,r,p,l,n,h,n,r,b,j,m,i,b,d
o,e,n,q,q,e,k,l,d,s,g,e,i,q,g
i,h,g,n,b,a,m,t,n,e,i,q,n,s,c
e,j,t,e,b,a,n,k,q,g,d,f,o,t,c
s,c,e,j,t,i,s,g,a,o,f,f,i,b,r
l,t,j,n,t,a,a,p,e,i,m,p,n,o,r
d,s,k,a,o,i,t,i,s,e,n,n,i,n,s
q,r,l,o,q,r,t,c,f,s,n,s,o,t,p
m,k,c,i,p,s,d,s,l,h,q,g,f,n,k
j,l,j,g,k,g,h,r,m,k,g,t,l,n,m
t,i,t,d,e,i,d,l,o,k,b,q,a,m,g
l,l,s,s,i,l,c,h,l,b,e,p,l,d,b
m,l,p,q,q,a,g,f,t,p,k,f,k,a,d
k,q,o,f,f,j,l,d,e,s,f,q,q,e,o
i,l,r,n,q,s,h,n,m,c,l,a,q,l,l
q,t,m,e,r,b,l,m,n,g,h,n,g,d,g
o,s,b,r,o,n,n,n,q,l,d,p,p,f,l
c,s,s,e,e,k,k,b,j,q,l,n,n,l,g
q,o,d,q,p,j,i,k,r,m,b,a,o,m,h
t,c,t,e,m,p,f,k,o,j,e,p,j,d,l
n,g,t,j,l,a,t,m,r,p,e,c,n,t,d
k,c,g,b,i,i,a,n,k,s,h,b,d,q,l
d,r,g,h,q,g,a,c,k,m,j,j,l,t,a
c,m,e,o,b,i,m,o,m,d,o,h,j,h,k
s,t,k,e,k,k,o,b,p,t,m,g,p,i,n
n,h,i,j,j,b,o,p,p,i,d,q,n,l,l
j,e,o,q,m,p,l,l,j,s,m,h,t,k,j
o,m,r,n,i,t,d,q,j,t,k,s,a,n,l
m,t,f,b,f,r,c,m,e,h,h,n,e,j,n
c,n,m,p,c,f,j,o,s,h,b,m,n,t,c
f,a,b,p,p,f,g,a,c,b,j,c,j,j,o
s,s,g,k,q,h,n,f,m,j,g,a,g,t,c
d,g,g,b,o,o,e,g,d,s,s,g,j,c,t
g,i,d,l,o,t,a,f,q,r,h,p,q,a,l
h,o,e,s,h,g,i,t,l,d,m,l,f,s,m
i,j,l,d,g,g,m,l,s,n,c,j,a,e,c
i,l,l,o,g,l,j,t,a,f,l,r,e,g,i
s,g,p,t,s,a,k,l,p,b,f,r,f,i,c
l,o,r,o,r,e,f,a,d,n,d,l,b,o,n
h,p,c,s,g,i,i,j,i,q,c,g,t,g,s
k,g,f,b,e,r,c,l,r,n,e,b,o,p,c
h,m,g,g,m,a,q,n,l,j,o,k,d,g,q
t,h,b,s,t,i,p,f,n,r,q,i,j,n,q
a,i,k,a,c,c,a,m,f,g,p,s,s,s,f
l,n,c,n,l,h,c,j,q,c,f,c,g,k,e
i,h,r,d,g,a,f,r,j,c,i,f,b,g,s
s,p,j,p,p,o,o,k,d,f,o,n,r,e,d
t,s,n,r,l,k,q,g,h,f,a,m,p,d,j
n,r,c,a,p,i,f,i,p,g,m,p,p,j,e
p,s,r,o,q,c,t,o,b,d,s,m,s,s,k
h,j,q,k,t,e,j,r,t,k,a,l,a,n,s
h,h,e,f,q,e,b,j,c,c,c,c,k,i,m
b,d,b,s,l,n,p,k,k,m,o,n,q,c,p
h,i,d,f,p,n,a,r,l,g,p,i,r,k,c
o,c,r,o,d,o,s,n,p,o,t,g,s,p,h
c,o,r,s,k,h,d,m,q,a,h,f,c,l,b
a,s,i,k,e,k,r,d,g,g,l,m,r,g,b
i,r,f,s,e,s,l,e,f,j,f,m,a,j,s
o,i,s,q,c,k,k,r,q,m,b,b,o,o,s
t,i,g,e,s,f,f,j,n,s,s,b,c,l,c
h,r,a,r,g,o,h,g,k,m,q,q,n,a,b
q,c,m,f,i,f,f,i,l,b,a,d,a,q,d
c,p,b,d,m,k,j,c,p,o,b,e,a,e,t
b,h,b,g,d,f,h,q,l,f,g,f,j,h,o
j,q,d,d,e,c,b,e,f,b,f,j,o,j,a
b,f,r,n,h,a,p,e,o,b,h,a,s,e,p
b,p,c,k,r,r,s,f,b,f,q,k,r,s,t
n,q,r,n,e,i,m,e,n,o,p,t,h,h,e
n,a,h,l,p,b,e,q,j,l,t,j,e,c,q
e,j,q,m,h,p,b,k,l,k,i,i,t,g,j
q,n,j,g,o,t,b,f,p,d,c,n,q,f,q
g,d,h,l,i,n,q,h,k,h,t,j,k,h,r
s,j,a,t,e,n,s,s,k,s,s,n,q,o,s
f,h,n,t,t,r,m,a,s,r,t,a,j,b,t
o,h,h,n,c,e,e,g,i,g,e,f,s,g,s
n,c,i,e,f,b,o,a,b,k,j,k,o,l,t
j,l,m,l,e,b,s,q,h,a,a,s,o,p,l
b,q,r,m,m,f,n,o,n,f,s,h,o,n,j
a,g,i,r,t,n,k,d,n,i,o,r,j,d,g
t,t,b,d,b,b,l,c,j,t,l,f,s,m,j
j,a,f,m,f,f,b,d,s,n,n,m,n,l,j
f,s,b,f,a,q,s,j,m,t,e,s,t,q,o
c,f,k,h,p,l,k,i,p,q,q,t,b,n,i
m,k,p,m,c,b,k,b,q,s,j,n,d,s,c
o,a,e,n,d,a,i,l,o,f,r,n,m,d,k
o,d,m,g,r,a,m,j,g,o,g,e,p,r,t
j,c,s,p,s,i,m,a,c,h,n,s,l,r,b
j,m,d,o,s,s,k,c,f,a,p,o,o,h,i
m,q,k,b,s,p,g,r,q,g,q,k,n,r,j
m,m,k,c,q,j,i,k,b,j,f,g,f,n,n
g,k,s,i,l,i,b,g,p,g,b,q,m,m,r
a,f,p,k,f,b,d,j,e,o,r,c,p,a,r
h,m,e,d,t,o,p,g,a,k,i,q,s,b,e
a,c,r,i,l,t,b,d,i,f,j,o,c,d,r
t,j,h,t,i,i,p,c,f,l,d,e,j,s,l
f,a,a,l,t,q,o,g,a,e,o,s,t,q,e
s,m,i,p,l,n,l,n,q,p,i,g,i,i,s
o,f,q,f,f,j,c,m,r,c,p,l,h,b,f
s,q,a,a,h,n,n,p,p,d,n,l,j,f,b
e,c,c,o,q,l,k,t,n,o,d,c,h,c,o
o,m,b,g,i,f,m,r,c,q,l,n,n,a,j
h,d,h,k,f,n,i,g,f,b,l,l,p,m,c
t,n,a,r,s,t,g,c,l,m,m,q,c,c,q
j,e,p,q,j,n,d,f,l,o,k,i,b,b,n
a,j,n,k,l,e,b,n,q,a,i,h,t,e,d
l,k,f,e,t,h,t,r,k,g,m,t,b,j,i
