"X1","X2","val","copies","epochs","data"
"06.edu","24.nociga",68.8961683601405,5,100,"sd2011"
"06.edu","25.alcabuse",51.1290532182512,5,100,"sd2011"
"06.edu","26.alcsol",43.4242072702955,5,100,"sd2011"
"06.edu","27.workab",69.5963958683984,5,100,"sd2011"
"06.edu","28.wkabdur",114.668757124054,5,100,"sd2011"
"06.edu","29.wkabint",63.3871612037023,5,100,"sd2011"
"06.edu","30.wkabintdur",29.614350625146,5,100,"sd2011"
"06.edu","31.emcc",16.7565907197744,5,100,"sd2011"
"06.edu","32.englang",82.8927830116515,5,100,"sd2011"
"06.edu","33.height",59.6280481463825,5,100,"sd2011"
"06.edu","34.weight",36.7289145627182,5,100,"sd2011"
"06.edu","35.bmi",69.4359070357755,5,100,"sd2011"
"07.eduspec","08.socprof",10.479266468502,5,100,"sd2011"
"07.eduspec","09.unempdur",22.4532762703315,5,100,"sd2011"
"07.eduspec","10.income",16.4421742593053,5,100,"sd2011"
"07.eduspec","11.marital",10.771085002894,5,100,"sd2011"
"07.eduspec","12.mmarr",18.0326538537928,5,100,"sd2011"
"07.eduspec","13.ymarr",22.6594743715143,5,100,"sd2011"
"07.eduspec","14.msepdiv",12.0848057390896,5,100,"sd2011"
"07.eduspec","15.ysepdiv",14.7012575514152,5,100,"sd2011"
"07.eduspec","16.ls",8.05837002479472,5,100,"sd2011"
"07.eduspec","17.depress",11.154949480242,5,100,"sd2011"
"07.eduspec","18.trust",11.1919787568303,5,100,"sd2011"
"07.eduspec","19.trustfam",8.61132490596461,5,100,"sd2011"
"07.eduspec","20.trustneigh",12.3882481509499,5,100,"sd2011"
"07.eduspec","21.sport",14.2891111925289,5,100,"sd2011"
"07.eduspec","22.nofriend",13.8038017714275,5,100,"sd2011"
"07.eduspec","23.smoke",16.5636516039968,5,100,"sd2011"
"07.eduspec","24.nociga",12.9319276982944,5,100,"sd2011"
"07.eduspec","25.alcabuse",11.6047996198303,5,100,"sd2011"
"07.eduspec","26.alcsol",10.0572132369417,5,100,"sd2011"
"07.eduspec","27.workab",17.059977956915,5,100,"sd2011"
"07.eduspec","28.wkabdur",18.2977562445417,5,100,"sd2011"
"07.eduspec","29.wkabint",13.8543257120877,5,100,"sd2011"
"07.eduspec","30.wkabintdur",8.03455959176105,5,100,"sd2011"
"07.eduspec","31.emcc",6.90077292491499,5,100,"sd2011"
"07.eduspec","32.englang",14.472051714338,5,100,"sd2011"
"07.eduspec","33.height",14.1890723724601,5,100,"sd2011"
"07.eduspec","34.weight",10.8068070670988,5,100,"sd2011"
"07.eduspec","35.bmi",14.4226065887045,5,100,"sd2011"
"08.socprof","09.unempdur",86.2350131013634,5,100,"sd2011"
"08.socprof","10.income",75.6242778562098,5,100,"sd2011"
"08.socprof","11.marital",47.2290700890606,5,100,"sd2011"
"08.socprof","12.mmarr",69.2708179247264,5,100,"sd2011"
"08.socprof","13.ymarr",99.5864658560479,5,100,"sd2011"
"08.socprof","14.msepdiv",34.2511389633054,5,100,"sd2011"
"08.socprof","15.ysepdiv",43.3762940423366,5,100,"sd2011"
"08.socprof","16.ls",17.8959668170896,5,100,"sd2011"
"08.socprof","17.depress",52.0026060337424,5,100,"sd2011"
"08.socprof","18.trust",23.6568818291996,5,100,"sd2011"
"08.socprof","19.trustfam",15.2597134229636,5,100,"sd2011"
"08.socprof","20.trustneigh",29.0411708890285,5,100,"sd2011"
"08.socprof","21.sport",49.2894924729223,5,100,"sd2011"
"08.socprof","22.nofriend",34.282288677536,5,100,"sd2011"
"08.socprof","23.smoke",40.4067855451132,5,100,"sd2011"
"08.socprof","24.nociga",38.8682192705967,5,100,"sd2011"
"08.socprof","25.alcabuse",21.6146751584886,5,100,"sd2011"
"08.socprof","26.alcsol",19.0014883199715,5,100,"sd2011"
"08.socprof","27.workab",63.0430506369871,5,100,"sd2011"
"08.socprof","28.wkabdur",44.6693629699178,5,100,"sd2011"
"08.socprof","29.wkabint",32.5520378881022,5,100,"sd2011"
"08.socprof","30.wkabintdur",17.7741403297188,5,100,"sd2011"
"08.socprof","31.emcc",10.0923910418512,5,100,"sd2011"
"08.socprof","32.englang",60.0057905526987,5,100,"sd2011"
"08.socprof","33.height",31.5453319456644,5,100,"sd2011"
"08.socprof","34.weight",22.5426208403949,5,100,"sd2011"
"08.socprof","35.bmi",42.7736341209757,5,100,"sd2011"
"09.unempdur","10.income",141.45754314668,5,100,"sd2011"
"09.unempdur","11.marital",82.643684224108,5,100,"sd2011"
"09.unempdur","12.mmarr",164.426666175425,5,100,"sd2011"
"09.unempdur","13.ymarr",173.745779626077,5,100,"sd2011"
"09.unempdur","14.msepdiv",149.350978181917,5,100,"sd2011"
"09.unempdur","15.ysepdiv",211.897327581099,5,100,"sd2011"
"09.unempdur","16.ls",78.2070415674556,5,100,"sd2011"
"09.unempdur","17.depress",125.05979003977,5,100,"sd2011"
"09.unempdur","18.trust",145.039488429247,5,100,"sd2011"
"09.unempdur","19.trustfam",127.617904836694,5,100,"sd2011"
"09.unempdur","20.trustneigh",155.097870168319,5,100,"sd2011"
"09.unempdur","21.sport",190.186699196636,5,100,"sd2011"
"09.unempdur","22.nofriend",152.177452738226,5,100,"sd2011"
"09.unempdur","23.smoke",203.56743526715,5,100,"sd2011"
"09.unempdur","24.nociga",262.512761777362,5,100,"sd2011"
"09.unempdur","25.alcabuse",175.229512922476,5,100,"sd2011"
"09.unempdur","26.alcsol",169.110621812382,5,100,"sd2011"
"09.unempdur","27.workab",208.962465712143,5,100,"sd2011"
"09.unempdur","28.wkabdur",584.635467389905,5,100,"sd2011"
"09.unempdur","29.wkabint",156.769843714478,5,100,"sd2011"
"09.unempdur","30.wkabintdur",92.548390386282,5,100,"sd2011"
"09.unempdur","31.emcc",36.9550149192964,5,100,"sd2011"
"09.unempdur","32.englang",134.218393185949,5,100,"sd2011"
"09.unempdur","33.height",117.898671356145,5,100,"sd2011"
"09.unempdur","34.weight",98.803471876173,5,100,"sd2011"
"09.unempdur","35.bmi",131.356553990024,5,100,"sd2011"
"10.income","11.marital",56.7353965128624,5,100,"sd2011"
"10.income","12.mmarr",106.630471646812,5,100,"sd2011"
"10.income","13.ymarr",117.510027523778,5,100,"sd2011"
"10.income","14.msepdiv",85.2080518238821,5,100,"sd2011"
"10.income","15.ysepdiv",112.987966172982,5,100,"sd2011"
"10.income","16.ls",44.8885203640843,5,100,"sd2011"
"10.income","17.depress",74.7352923534174,5,100,"sd2011"
"10.income","18.trust",78.2687865523377,5,100,"sd2011"
"10.income","19.trustfam",65.0204202836361,5,100,"sd2011"
"10.income","20.trustneigh",82.673435253098,5,100,"sd2011"
"10.income","21.sport",109.131466141867,5,100,"sd2011"
"10.income","22.nofriend",84.2889468997924,5,100,"sd2011"
"10.income","23.smoke",101.629733486873,5,100,"sd2011"
"10.income","24.nociga",127.391686064978,5,100,"sd2011"
"10.income","25.alcabuse",86.7283811998353,5,100,"sd2011"
"10.income","26.alcsol",83.2625516571722,5,100,"sd2011"
"10.income","27.workab",132.616686037359,5,100,"sd2011"
"10.income","28.wkabdur",265.835310055245,5,100,"sd2011"
"10.income","29.wkabint",84.8400155271934,5,100,"sd2011"
"10.income","30.wkabintdur",46.3453747788338,5,100,"sd2011"
"10.income","31.emcc",20.3588925665234,5,100,"sd2011"
"10.income","32.englang",80.7505350368375,5,100,"sd2011"
"10.income","33.height",70.9143047677526,5,100,"sd2011"
"10.income","34.weight",58.0938296462734,5,100,"sd2011"
"10.income","35.bmi",81.6800324374231,5,100,"sd2011"
"11.marital","12.mmarr",177.696782588281,5,100,"sd2011"
"11.marital","13.ymarr",192.528667698121,5,100,"sd2011"
"11.marital","14.msepdiv",143.151574997711,5,100,"sd2011"
"11.marital","15.ysepdiv",208.597187033756,5,100,"sd2011"
"11.marital","16.ls",27.2372736596958,5,100,"sd2011"
"11.marital","17.depress",58.2168177825893,5,100,"sd2011"
"11.marital","18.trust",30.1809060322725,5,100,"sd2011"
"11.marital","19.trustfam",19.809494012626,5,100,"sd2011"
"11.marital","20.trustneigh",35.7575680632806,5,100,"sd2011"
"11.marital","21.sport",54.0901298900771,5,100,"sd2011"
"11.marital","22.nofriend",45.7439859983214,5,100,"sd2011"
"11.marital","23.smoke",42.1499176279181,5,100,"sd2011"
"11.marital","24.nociga",29.509096266579,5,100,"sd2011"
"11.marital","25.alcabuse",26.5054466935875,5,100,"sd2011"
"11.marital","26.alcsol",23.0444097472946,5,100,"sd2011"
"11.marital","27.workab",74.996716170929,5,100,"sd2011"
"11.marital","28.wkabdur",41.9610520499515,5,100,"sd2011"
"11.marital","29.wkabint",45.809121044055,5,100,"sd2011"
"11.marital","30.wkabintdur",22.6507550696634,5,100,"sd2011"
"11.marital","31.emcc",14.1390197465623,5,100,"sd2011"
"11.marital","32.englang",66.5557577636689,5,100,"sd2011"
"11.marital","33.height",44.845120916927,5,100,"sd2011"
"11.marital","34.weight",26.6272271825833,5,100,"sd2011"
"11.marital","35.bmi",55.4375683906002,5,100,"sd2011"
"12.mmarr","13.ymarr",280.303910423962,5,100,"sd2011"
"12.mmarr","14.msepdiv",113.588911040815,5,100,"sd2011"
"12.mmarr","15.ysepdiv",153.354394596376,5,100,"sd2011"
"12.mmarr","16.ls",51.6640356538343,5,100,"sd2011"
"12.mmarr","17.depress",103.765679837348,5,100,"sd2011"
"12.mmarr","18.trust",98.8872818225085,5,100,"sd2011"
"12.mmarr","19.trustfam",84.2749067953717,5,100,"sd2011"
"12.mmarr","20.trustneigh",106.942376039282,5,100,"sd2011"
"12.mmarr","21.sport",150.207483690932,5,100,"sd2011"
"12.mmarr","22.nofriend",109.299137358847,5,100,"sd2011"
"12.mmarr","23.smoke",126.22227612585,5,100,"sd2011"
"12.mmarr","24.nociga",170.863527548963,5,100,"sd2011"
"12.mmarr","25.alcabuse",118.028993353799,5,100,"sd2011"
"12.mmarr","26.alcsol",111.407615205314,5,100,"sd2011"
"12.mmarr","27.workab",167.742794831255,5,100,"sd2011"
"12.mmarr","28.wkabdur",367.581695301177,5,100,"sd2011"
"12.mmarr","29.wkabint",110.924003499971,5,100,"sd2011"
"12.mmarr","30.wkabintdur",62.8154281755231,5,100,"sd2011"
"12.mmarr","31.emcc",26.6457167806297,5,100,"sd2011"
"12.mmarr","32.englang",125.398219601135,5,100,"sd2011"
"12.mmarr","33.height",88.1767403490628,5,100,"sd2011"
"12.mmarr","34.weight",70.9692650545721,5,100,"sd2011"
"12.mmarr","35.bmi",111.122275685217,5,100,"sd2011"
"13.ymarr","14.msepdiv",138.201259810259,5,100,"sd2011"
"13.ymarr","15.ysepdiv",184.169922128782,5,100,"sd2011"
"13.ymarr","16.ls",63.3539078565181,5,100,"sd2011"
"13.ymarr","17.depress",139.778044685552,5,100,"sd2011"
"13.ymarr","18.trust",121.45866486341,5,100,"sd2011"
"13.ymarr","19.trustfam",110.486998595128,5,100,"sd2011"
"13.ymarr","20.trustneigh",126.106776617224,5,100,"sd2011"
"13.ymarr","21.sport",184.906058776861,5,100,"sd2011"
"13.ymarr","22.nofriend",118.30047251362,5,100,"sd2011"
"13.ymarr","23.smoke",168.219996204607,5,100,"sd2011"
"13.ymarr","24.nociga",231.182703464713,5,100,"sd2011"
"13.ymarr","25.alcabuse",153.994782608697,5,100,"sd2011"
"13.ymarr","26.alcsol",145.673161131904,5,100,"sd2011"
"13.ymarr","27.workab",195.350257853839,5,100,"sd2011"
"13.ymarr","28.wkabdur",479.0872418207,5,100,"sd2011"
"13.ymarr","29.wkabint",132.910164289747,5,100,"sd2011"
"13.ymarr","30.wkabintdur",79.2473314053896,5,100,"sd2011"
"13.ymarr","31.emcc",33.4843153045397,5,100,"sd2011"
"13.ymarr","32.englang",164.753015583297,5,100,"sd2011"
"13.ymarr","33.height",102.899827683199,5,100,"sd2011"
"13.ymarr","34.weight",86.7401119164939,5,100,"sd2011"
"13.ymarr","35.bmi",116.839434167672,5,100,"sd2011"
"14.msepdiv","15.ysepdiv",313.930083388146,5,100,"sd2011"
"14.msepdiv","16.ls",43.2745104699276,5,100,"sd2011"
"14.msepdiv","17.depress",69.6909767026907,5,100,"sd2011"
"14.msepdiv","18.trust",66.351608450534,5,100,"sd2011"
"14.msepdiv","19.trustfam",44.6589695358298,5,100,"sd2011"
"14.msepdiv","20.trustneigh",73.7611798311479,5,100,"sd2011"
"14.msepdiv","21.sport",86.8251415322343,5,100,"sd2011"
"14.msepdiv","22.nofriend",88.462245103934,5,100,"sd2011"
"14.msepdiv","23.smoke",93.0189152353622,5,100,"sd2011"
"14.msepdiv","24.nociga",80.7683988092324,5,100,"sd2011"
"14.msepdiv","25.alcabuse",64.2023364355802,5,100,"sd2011"
"14.msepdiv","26.alcsol",51.4564022376963,5,100,"sd2011"
"14.msepdiv","27.workab",75.0726967666019,5,100,"sd2011"
"14.msepdiv","28.wkabdur",161.873058538331,5,100,"sd2011"
"14.msepdiv","29.wkabint",74.7867005767704,5,100,"sd2011"
"14.msepdiv","30.wkabintdur",33.1606596767863,5,100,"sd2011"
"14.msepdiv","31.emcc",23.0431403567798,5,100,"sd2011"
"14.msepdiv","32.englang",56.000551799996,5,100,"sd2011"
"14.msepdiv","33.height",76.3879555003371,5,100,"sd2011"
"14.msepdiv","34.weight",45.1308415667821,5,100,"sd2011"
"14.msepdiv","35.bmi",82.1740841172831,5,100,"sd2011"
"15.ysepdiv","16.ls",55.439272798649,5,100,"sd2011"
"15.ysepdiv","17.depress",90.4661828531055,5,100,"sd2011"
"15.ysepdiv","18.trust",85.4335969371829,5,100,"sd2011"
"15.ysepdiv","19.trustfam",57.8251597659916,5,100,"sd2011"
"15.ysepdiv","20.trustneigh",97.0777267019917,5,100,"sd2011"
"15.ysepdiv","21.sport",122.610135823709,5,100,"sd2011"
"15.ysepdiv","22.nofriend",121.375876200613,5,100,"sd2011"
"15.ysepdiv","23.smoke",115.633480415071,5,100,"sd2011"
"15.ysepdiv","24.nociga",116.570479225396,5,100,"sd2011"
"15.ysepdiv","25.alcabuse",81.4346643882111,5,100,"sd2011"
"15.ysepdiv","26.alcsol",74.1300313081984,5,100,"sd2011"
"15.ysepdiv","27.workab",107.656700621282,5,100,"sd2011"
"15.ysepdiv","28.wkabdur",254.641225908801,5,100,"sd2011"
"15.ysepdiv","29.wkabint",101.183891755032,5,100,"sd2011"
"15.ysepdiv","30.wkabintdur",47.5016896075,5,100,"sd2011"
"15.ysepdiv","31.emcc",26.79335702603,5,100,"sd2011"
"15.ysepdiv","32.englang",76.5831457908382,5,100,"sd2011"
"15.ysepdiv","33.height",103.119556435482,5,100,"sd2011"
"15.ysepdiv","34.weight",61.9373026868392,5,100,"sd2011"
"15.ysepdiv","35.bmi",113.086348008974,5,100,"sd2011"
"16.ls","17.depress",42.0631493998096,5,100,"sd2011"
"16.ls","18.trust",35.8294019304512,5,100,"sd2011"
"16.ls","19.trustfam",28.8698966909543,5,100,"sd2011"
"16.ls","20.trustneigh",42.3893699178372,5,100,"sd2011"
"16.ls","21.sport",51.5070031852785,5,100,"sd2011"
"16.ls","22.nofriend",50.6329801272256,5,100,"sd2011"
"16.ls","23.smoke",50.9775698675373,5,100,"sd2011"
"16.ls","24.nociga",46.4716252156734,5,100,"sd2011"
"16.ls","25.alcabuse",38.257698746097,5,100,"sd2011"
"16.ls","26.alcsol",35.7898761908386,5,100,"sd2011"
"16.ls","27.workab",43.8649448611417,5,100,"sd2011"
"16.ls","28.wkabdur",81.3805247471688,5,100,"sd2011"
"16.ls","29.wkabint",43.1566899758473,5,100,"sd2011"
"16.ls","30.wkabintdur",22.4908886883861,5,100,"sd2011"
"16.ls","31.emcc",13.8400286044855,5,100,"sd2011"
"16.ls","32.englang",35.0682764170041,5,100,"sd2011"
"16.ls","33.height",36.0729784703409,5,100,"sd2011"
"16.ls","34.weight",25.7328669045184,5,100,"sd2011"
"16.ls","35.bmi",44.1319497115446,5,100,"sd2011"
"17.depress","18.trust",58.5511364930386,5,100,"sd2011"
"17.depress","19.trustfam",39.4448075206262,5,100,"sd2011"
"17.depress","20.trustneigh",61.4949410932386,5,100,"sd2011"
"17.depress","21.sport",96.8775614875639,5,100,"sd2011"
"17.depress","22.nofriend",71.184099700464,5,100,"sd2011"
"17.depress","23.smoke",75.0664463973043,5,100,"sd2011"
"17.depress","24.nociga",76.2858217867635,5,100,"sd2011"
"17.depress","25.alcabuse",52.709108155983,5,100,"sd2011"
"17.depress","26.alcsol",49.2763103548296,5,100,"sd2011"
"17.depress","27.workab",76.1757903703677,5,100,"sd2011"
"17.depress","28.wkabdur",148.68077492782,5,100,"sd2011"
"17.depress","29.wkabint",67.5674829651455,5,100,"sd2011"
"17.depress","30.wkabintdur",33.9390229720667,5,100,"sd2011"
"17.depress","31.emcc",17.7962005693043,5,100,"sd2011"
"17.depress","32.englang",78.6006598535626,5,100,"sd2011"
"17.depress","33.height",69.4952960944452,5,100,"sd2011"
