"age","unempdur","income","mmarr","ymarr","msepdiv","ysepdiv","depress","nofriend","nociga","height","weight"
22,12,NA,NA,NA,NA,NA,1,2,NA,184,87
50,0,2000,7,1983,NA,NA,3,4,NA,182,95
61,0,1500,6,2000,7,1998,3,8,NA,156,70
52,8,3000,8,1981,2,2008,1,3,10,156,80
69,0,1500,10,1963,NA,NA,7,2,NA,160,70
38,NA,2000,7,2008,7,2009,2,10,NA,170,82
34,NA,NA,3,2005,NA,NA,2,2,20,160,49
26,0,4000,NA,NA,NA,NA,1,6,10,167,55
56,0,3500,2,1976,NA,1991,4,5,NA,166,76
87,24,950,2,1946,10,2007,13,10,NA,158,65
64,NA,3500,4,1979,6,2007,9,2,NA,160,80
40,10,1500,12,1990,NA,NA,7,5,25,170,80
67,24,1408,5,1970,NA,NA,8,3,NA,168,65
71,24,600,1,1961,NA,NA,6,12,NA,145,66
35,24,NA,9,2001,NA,NA,3,5,NA,168,130
45,NA,2500,7,1990,NA,NA,8,4,NA,171,86
21,NA,1500,NA,NA,NA,NA,0,8,NA,187,75
48,NA,1500,6,1984,NA,NA,1,7,20,193,80
34,NA,NA,12,1997,NA,NA,0,4,20,164,62
66,24,1600,10,1976,NA,NA,2,4,NA,170,96
35,0,1300,1,2003,NA,NA,2,8,NA,159,57
34,0,NA,4,1999,NA,NA,6,7,NA,158,52
59,0,690,10,1975,NA,NA,8,12,NA,182,100
17,NA,NA,NA,NA,NA,NA,0,20,NA,176,52
42,0,NA,6,1998,NA,NA,0,5,20,170,80
24,NA,600,NA,NA,NA,NA,0,8,NA,176,76
23,0,NA,NA,NA,NA,NA,0,10,NA,158,57
62,15,900,7,1971,NA,NA,10,17,NA,176,85
44,0,8000,4,2007,NA,NA,0,3,NA,165,60
71,24,1500,2,1962,NA,NA,11,6,NA,165,60
48,24,NA,9,1979,NA,NA,0,6,NA,175,80
58,0,900,10,1977,6,2006,7,3,10,169,58
37,0,NA,NA,NA,NA,NA,5,1,NA,168,90
23,0,NA,NA,NA,NA,NA,0,5,NA,166,65
39,NA,NA,NA,NA,NA,NA,0,2,10,183,72
25,0,2700,8,2009,NA,NA,3,1,NA,176,90
57,0,1229,6,1977,NA,NA,10,3,22,172,90
42,3,1500,10,2006,NA,NA,3,2,20,183,90
90,24,NA,10,1946,NA,NA,20,5,NA,146,50
18,0,NA,NA,NA,NA,NA,3,2,NA,182,70
17,24,NA,NA,NA,NA,NA,1,5,NA,162,50
63,NA,950,NA,NA,NA,NA,13,2,NA,170,80
56,0,2000,6,1977,NA,NA,9,10,NA,160,120
48,24,NA,NA,NA,NA,NA,0,2,NA,158,72
47,NA,1000,8,1988,NA,NA,1,2,NA,170,71
50,NA,1000,7,1987,NA,NA,3,3,NA,186,94
48,0,1700,11,1983,NA,NA,3,5,10,182,95
25,14,NA,NA,NA,NA,NA,2,NA,7,170,70
66,NA,1400,8,1982,NA,NA,1,10,NA,178,77
78,24,1100,8,1954,10,1998,18,10,NA,167,66
17,NA,NA,NA,NA,NA,NA,0,9,NA,170,76
36,0,3400,4,1999,NA,NA,2,12,NA,160,60
21,NA,1000,NA,NA,NA,NA,0,14,NA,182,72
24,0,600,NA,NA,NA,NA,3,3,15,168,50
46,16,2000,NA,NA,NA,NA,3,30,25,182,110
39,0,NA,NA,NA,NA,NA,0,3,NA,165,64
60,0,2000,6,1976,NA,NA,0,10,NA,161,80
36,NA,1100,10,1995,6,2008,0,80,20,165,55
72,0,1760,8,2000,NA,NA,3,9,4,170,96
39,0,1800,9,1991,NA,NA,2,4,20,169,96
17,NA,NA,6,2010,NA,NA,0,2,NA,183,64
51,NA,1300,NA,NA,NA,NA,3,6,NA,190,95
49,0,NA,1,1985,NA,NA,0,3,NA,160,82
33,0,2000,NA,NA,NA,NA,3,10,10,167,50
80,24,NA,8,1961,10,1999,14,0,NA,156,60
63,0,3000,3,1973,4,1999,4,10,NA,163,80
34,0,1818,1,2003,NA,NA,1,2,NA,158,60
57,0,800,10,1979,NA,NA,8,2,NA,162,90
69,24,1500,11,1968,9,2007,6,3,20,180,78
37,0,1500,9,1996,NA,NA,3,10,20,160,50
31,NA,1800,10,2007,NA,NA,1,10,15,168,84
78,0,NA,NA,1953,NA,NA,14,1,NA,160,70
66,24,NA,5,1968,9,1999,7,1,NA,150,85
35,NA,1800,6,1994,NA,NA,3,5,5,184,80
63,NA,2000,9,1971,NA,NA,5,10,NA,170,82
17,NA,NA,NA,NA,NA,NA,0,10,NA,170,58
57,0,800,10,1978,NA,NA,9,2,10,158,64
28,0,2500,7,2008,NA,NA,3,6,NA,160,65
67,NA,1300,2,1963,NA,NA,8,5,NA,174,95
49,0,5000,6,1990,NA,NA,2,4,NA,178,90
55,0,600,4,1979,NA,NA,4,10,NA,176,90
20,9,NA,NA,NA,NA,NA,0,10,15,163,70
45,NA,2000,4,1986,NA,NA,9,10,15,176,80
54,0,1500,2,1980,NA,NA,6,0,NA,165,59
75,24,1520,4,1980,NA,NA,5,2,NA,169,88
29,4,1000,NA,NA,NA,NA,6,5,10,156,46
40,0,NA,1,1991,NA,NA,4,3,NA,168,70
20,NA,NA,NA,NA,NA,NA,0,2,NA,175,57
74,24,690,12,1956,NA,NA,6,10,NA,165,88
92,NA,850,2,1947,12,1980,21,2,NA,158,95
40,NA,1000,10,1990,NA,NA,0,2,NA,164,60
21,0,1200,NA,NA,NA,NA,0,10,NA,187,80
43,0,2300,4,1991,NA,NA,6,4,NA,172,85
49,0,5000,6,1988,NA,NA,2,8,NA,170,85
55,NA,780,6,1981,2,2001,10,2,30,175,90
35,0,1800,NA,NA,NA,NA,3,0,10,182,110
78,NA,1200,2,1952,10,2002,4,5,NA,165,65
59,18,1150,5,1983,NA,NA,5,2,NA,142,53
60,0,726,7,1970,NA,NA,5,10,NA,156,55
49,NA,580,11,1984,NA,NA,7,2,NA,170,80
75,24,2400,10,1964,NA,NA,4,10,NA,180,78
66,NA,2200,11,1972,NA,NA,5,10,NA,160,52
46,0,2400,10,1988,6,1988,5,5,NA,180,85
16,0,NA,10,2009,NA,NA,5,20,NA,168,65
54,0,1200,2,1981,NA,NA,4,4,NA,168,78
27,NA,700,NA,NA,NA,NA,3,10,20,182,80
74,NA,850,8,1959,NA,NA,10,15,NA,172,82
69,0,1012,5,1962,NA,NA,9,12,NA,170,100
76,24,810,8,1974,1,1950,10,25,NA,154,60
25,0,200,NA,NA,NA,NA,NA,5,NA,155,60
46,NA,NA,8,1988,NA,NA,5,4,NA,158,68
51,2,1000,1,NA,NA,NA,6,0,NA,164,70
47,0,2000,4,1987,NA,NA,0,5,NA,170,90
17,NA,NA,NA,NA,NA,NA,1,15,NA,172,58
63,0,NA,7,1973,NA,NA,6,3,NA,164,85
19,NA,NA,NA,NA,NA,NA,0,10,NA,179,65
36,0,400,6,1997,NA,NA,6,20,NA,183,110
40,0,600,2,2009,NA,NA,1,15,NA,175,74
34,0,1500,7,2003,NA,NA,3,10,NA,167,56
25,0,1500,8,2008,NA,NA,0,10,NA,176,65
35,0,1200,8,2005,NA,NA,0,7,20,159,55
70,NA,1200,12,1962,NA,NA,11,5,NA,174,95
63,0,1170,2,1980,NA,NA,7,8,10,174,72
33,0,NA,9,2006,NA,NA,0,1,NA,163,82
61,0,7500,6,1987,NA,NA,6,10,NA,168,76
31,0,1800,9,2000,NA,NA,1,8,NA,177,90
45,0,3000,1,1988,NA,NA,1,10,3,170,59
48,0,NA,4,1982,NA,NA,6,20,7,170,77
68,0,950,8,1965,NA,NA,11,0,NA,168,65
63,24,NA,5,1971,NA,NA,4,20,NA,169,75
39,6,1100,6,1995,NA,NA,1,5,NA,170,90
74,NA,1404,8,1960,6,1989,8,2,NA,165,110
45,0,NA,1,1984,NA,NA,2,10,NA,170,68
17,0,NA,NA,NA,NA,NA,1,12,NA,170,80
60,24,700,NA,NA,NA,NA,10,2,NA,164,90
22,0,1500,NA,NA,NA,NA,0,16,NA,181,65
24,0,NA,NA,NA,NA,NA,3,10,NA,168,52
41,9,NA,9,1996,NA,NA,4,3,NA,178,95
22,0,1100,NA,NA,NA,NA,0,5,NA,170,80
16,NA,NA,NA,NA,NA,NA,8,15,NA,164,46
60,NA,800,4,1973,NA,NA,6,3,NA,165,100
66,NA,1428,NA,NA,NA,NA,5,5,20,165,75
38,0,NA,4,1997,NA,NA,2,6,NA,177,105
23,8,NA,NA,NA,NA,NA,0,6,NA,170,56
37,NA,1800,4,1995,11,2007,0,5,NA,183,92
79,NA,1060,2,1956,6,1987,7,0,NA,184,75
25,0,1700,NA,NA,NA,NA,2,29,5,182,75
51,0,450,NA,NA,NA,NA,6,1,10,153,47
31,NA,2000,9,2003,NA,NA,0,10,NA,165,80
75,0,2550,6,1967,7,2006,10,20,NA,163,76
19,24,NA,NA,NA,NA,NA,2,3,20,172,65
72,24,1600,NA,NA,NA,NA,9,12,NA,166,90
51,2,1800,9,1984,NA,NA,4,2,NA,164,90
67,0,400,10,1963,NA,NA,1,6,NA,175,80
41,0,1500,5,1998,NA,NA,2,20,NA,170,68
63,0,600,6,1966,NA,NA,14,10,NA,160,80
84,0,1300,12,1954,12,1991,5,3,NA,145,66
75,0,1500,12,1959,NA,NA,0,4,NA,NA,NA
37,0,2200,8,2000,NA,NA,6,10,NA,175,58
31,0,1000,9,2005,NA,NA,0,7,NA,170,62
30,0,760,NA,NA,NA,NA,3,4,NA,170,58
55,0,600,8,1981,NA,NA,7,10,20,180,95
27,NA,1900,NA,NA,NA,NA,0,2,NA,178,77
47,0,1700,4,1990,NA,NA,3,5,NA,176,90
87,24,1260,10,1953,5,2001,18,3,NA,155,64
35,0,1200,11,2001,NA,NA,0,3,30,167,75
19,0,NA,NA,NA,NA,NA,1,3,NA,178,80
44,0,2000,8,1991,2,2003,0,12,10,184,82
53,NA,1000,6,1983,NA,NA,8,4,10,160,60
70,24,915,11,1959,NA,NA,3,10,10,165,80
84,NA,850,NA,NA,NA,NA,17,7,NA,157,70
26,0,NA,NA,NA,NA,1985,2,3,NA,170,67
43,NA,2000,2,1991,NA,NA,2,5,NA,175,74
64,24,1100,12,1969,NA,NA,2,10,NA,176,98
36,NA,NA,9,1995,10,2003,0,6,40,176,105
68,0,1200,4,1963,2,2003,10,12,NA,168,50
45,12,1500,6,1996,NA,NA,1,10,12,164,84
44,0,NA,6,1992,NA,NA,3,6,NA,192,105
78,NA,2400,10,1972,NA,NA,9,20,NA,175,75
22,NA,1300,NA,NA,NA,NA,0,20,20,180,78
28,0,1200,8,2006,NA,NA,6,6,NA,165,75
24,0,1200,NA,NA,NA,NA,1,6,NA,178,80
47,0,1200,7,1984,NA,NA,3,4,NA,165,83
52,0,NA,7,1983,NA,NA,5,6,NA,178,90
37,NA,NA,NA,NA,NA,NA,3,2,NA,176,80
40,NA,1600,7,1997,NA,NA,0,1,NA,172,57
17,NA,NA,NA,NA,NA,NA,4,7,NA,161,40
89,NA,1100,6,1946,12,2000,21,0,NA,153,85
31,0,NA,NA,NA,NA,NA,0,2,NA,156,52
41,17,NA,6,1992,6,2006,2,5,15,175,72
55,0,NA,8,1977,NA,NA,1,2,NA,164,100
64,0,1597,6,1979,NA,NA,3,10,NA,182,100
66,0,580,5,1968,7,1999,13,5,NA,150,NA
70,24,850,6,1955,6,1991,5,3,NA,164,85
51,0,1000,1,1980,NA,NA,12,4,NA,173,98
84,NA,2000,4,1948,11,2005,9,7,NA,158,80
53,0,2500,11,1987,NA,NA,4,3,NA,160,65
67,0,900,4,1968,1,2005,9,8,NA,150,64
30,0,1000,9,2005,NA,NA,0,1,NA,164,70
45,0,900,4,1989,NA,NA,6,4,10,158,54
57,24,NA,10,1976,NA,NA,4,15,NA,174,94
45,NA,3300,9,1990,NA,NA,0,6,NA,185,79
40,0,1200,4,1992,NA,NA,3,20,NA,173,80
55,NA,2000,2,1978,NA,NA,9,10,NA,163,105
23,0,NA,NA,NA,NA,NA,0,5,NA,NA,NA
80,0,1400,12,1963,10,1982,11,20,NA,156,74
85,24,NA,9,1946,3,1944,14,8,NA,170,64
25,NA,400,6,2010,NA,NA,6,5,NA,170,80
49,0,NA,6,1989,NA,NA,0,4,NA,176,NA
39,NA,500,9,1992,NA,NA,3,10,4,160,60
38,19,NA,11,1995,NA,NA,5,10,NA,143,55
60,0,2000,NA,NA,NA,NA,2,30,3,170,80
55,NA,1200,6,1984,NA,NA,6,5,10,161,63
63,0,NA,4,1968,NA,NA,3,5,10,158,70
70,24,850,4,1958,6,1991,5,3,NA,160,60
39,0,3000,8,1998,NA,NA,1,10,NA,160,60
54,23,NA,4,1980,NA,NA,12,10,10,152,61
80,0,NA,12,1954,10,2010,18,3,NA,176,68
58,0,800,7,1978,NA,NA,4,10,NA,176,87
30,NA,1300,NA,NA,NA,NA,2,5,NA,164,70
72,NA,2560,7,1967,1,2008,12,4,NA,158,70
61,24,1500,11,1973,NA,NA,5,10,NA,170,82
75,0,953,8,1961,NA,NA,14,15,NA,174,78
43,0,11000,11,1998,NA,NA,1,20,NA,168,61
50,NA,NA,9,1985,NA,NA,3,2,NA,160,75
73,0,1300,7,1960,NA,NA,6,5,NA,167,70
62,NA,1000,6,1974,NA,NA,6,12,NA,176,80
45,7,3000,1,1988,NA,NA,1,2,10,164,83
33,0,3000,4,1997,NA,NA,0,2,NA,154,63
47,10,1500,10,1988,NA,NA,13,10,20,170,98
33,0,300,1,2000,NA,NA,7,4,NA,154,43
36,24,700,NA,NA,NA,NA,3,6,25,186,112
68,0,2500,2,1964,6,2002,10,4,NA,164,79
59,NA,2800,NA,NA,NA,NA,4,4,NA,160,83
74,0,1800,6,1963,3,2005,5,1,NA,160,72
72,0,1760,9,1993,NA,NA,1,7,NA,176,86
60,0,500,11,1970,NA,NA,8,5,NA,156,69
81,24,NA,8,1964,NA,NA,14,10,NA,160,60
44,0,1600,6,1993,7,2004,2,5,6,172,97
70,NA,800,6,1966,NA,NA,14,7,NA,160,80
27,0,500,NA,NA,NA,NA,0,1,NA,160,59
28,0,NA,NA,NA,NA,NA,1,20,20,185,85
83,NA,NA,4,1948,NA,NA,15,1,NA,162,60
49,0,NA,6,1989,NA,NA,0,10,20,186,100
36,8,300,NA,NA,NA,NA,5,6,20,180,85
66,24,NA,4,1973,NA,NA,7,0,20,170,100
41,0,600,2,1992,NA,NA,5,5,NA,176,85
49,0,500,8,1981,NA,NA,4,3,40,158,66
33,3,NA,6,2000,NA,NA,1,2,7,189,105
55,0,550,12,1977,1,2010,9,16,20,158,78
28,NA,2000,NA,NA,NA,NA,14,NA,NA,165,70
17,NA,NA,NA,NA,NA,NA,0,15,NA,176,57
73,NA,1730,9,1960,3,2008,5,1,NA,155,88
56,24,310,NA,NA,NA,NA,6,13,NA,168,90
20,24,NA,NA,NA,NA,NA,4,12,NA,170,80
54,0,4000,9,1978,NA,NA,3,20,NA,182,104
22,NA,NA,NA,NA,NA,NA,NA,5,NA,163,52
49,24,NA,7,1979,NA,NA,0,4,NA,164,80
50,9,NA,6,1982,NA,NA,6,15,NA,160,65
37,0,3500,6,1993,NA,NA,3,1,NA,172,75
26,NA,3500,NA,NA,NA,NA,3,15,NA,160,58
63,24,2700,1,1987,NA,NA,3,12,NA,170,87
48,29,NA,NA,NA,NA,NA,5,2,NA,178,70
53,NA,1000,6,1983,NA,NA,7,10,20,165,57
77,0,1400,9,1966,NA,NA,5,5,NA,170,64
33,NA,NA,7,1998,NA,NA,0,0,NA,156,52
59,24,600,10,1972,NA,NA,9,12,NA,158,64
54,18,NA,9,1979,NA,NA,2,2,NA,170,85
51,NA,500,6,2004,NA,NA,6,2,20,158,54
76,0,1500,9,1961,NA,NA,6,10,20,176,93
32,0,3200,6,2004,NA,NA,4,10,10,180,90
25,0,1400,6,2010,NA,NA,1,20,20,178,NA
74,NA,650,4,1962,9,1971,11,2,NA,162,60
65,0,1500,10,1969,NA,NA,19,0,NA,163,79
42,3,1500,5,1992,NA,NA,0,4,NA,178,98
28,9,500,6,2006,NA,NA,3,6,15,174,100
18,NA,NA,NA,NA,NA,NA,3,5,NA,172,89
60,0,870,4,1974,NA,NA,12,2,15,160,60
49,NA,2500,10,1983,NA,NA,0,10,NA,165,60
64,NA,900,10,1981,NA,NA,7,4,NA,166,89
44,0,1000,8,1990,10,2009,2,10,NA,167,85
70,NA,1200,12,1955,NA,NA,5,10,NA,158,68
81,24,1400,2,1950,NA,NA,8,5,NA,162,65
19,0,NA,NA,NA,NA,NA,0,4,NA,180,87
66,24,1200,6,1966,NA,NA,5,2,8,176,90
17,0,NA,NA,NA,NA,NA,1,5,NA,170,NA
55,24,NA,7,1976,NA,NA,0,1,10,164,55
21,0,500,NA,NA,NA,NA,0,10,NA,180,72
55,0,NA,8,1979,NA,NA,0,3,30,170,60
58,14,NA,4,1973,NA,NA,0,6,20,173,85
65,0,1500,11,1966,NA,NA,6,2,NA,169,90
18,0,NA,NA,NA,NA,NA,3,6,NA,173,59
57,10,NA,12,1976,6,2010,6,10,NA,158,79
46,0,3200,9,1985,NA,NA,3,20,NA,182,84
41,0,1300,10,1990,NA,NA,4,1,6,174,63
48,NA,1000,9,1990,NA,NA,6,15,NA,151,76
46,0,2000,7,1992,NA,NA,6,5,NA,152,70
66,0,1100,6,1963,2,1993,14,5,NA,150,59
64,NA,1000,7,1965,NA,NA,14,2,NA,175,104
48,0,NA,10,1990,NA,NA,0,10,NA,176,98
28,0,1250,NA,NA,NA,NA,2,6,NA,170,80
71,NA,600,8,1965,NA,NA,6,6,NA,172,94
86,NA,1300,2,1943,NA,NA,21,2,NA,158,85
58,NA,760,NA,NA,NA,NA,2,20,5,180,78
60,NA,1200,9,1975,6,1999,0,8,NA,162,72
52,NA,1800,3,1989,9,2000,9,1,10,177,90
50,0,2000,4,1982,8,2000,2,10,NA,170,75
33,15,1000,8,2009,NA,NA,5,1,NA,167,90
54,0,528,9,1982,NA,NA,6,5,NA,160,59
58,0,NA,8,1973,NA,NA,1,2,NA,162,85
36,0,2700,NA,NA,NA,NA,0,6,20,162,57
68,NA,1200,5,1968,7,2008,12,5,NA,159,60
66,24,1000,12,1967,NA,NA,6,4,NA,164,75
23,0,2000,NA,NA,NA,NA,0,15,NA,180,68
60,NA,1000,2,1978,NA,NA,1,8,NA,167,72
17,NA,NA,NA,NA,NA,NA,NA,13,NA,156,37
47,NA,NA,6,1990,NA,NA,0,6,NA,180,92
51,0,NA,7,1979,NA,NA,3,9,NA,188,96
62,24,2100,12,1975,NA,NA,8,4,NA,168,71
22,NA,NA,NA,NA,NA,NA,0,30,15,182,99
72,NA,2560,6,1959,NA,NA,5,10,NA,171,75
23,0,1300,NA,NA,NA,NA,0,15,20,180,90
56,NA,2000,7,1982,NA,NA,4,4,NA,186,105
58,0,900,4,1988,NA,NA,9,6,NA,182,100
83,NA,800,10,1954,12,1995,14,10,NA,145,65
27,0,NA,2,2006,NA,NA,8,0,NA,162,50
33,NA,1460,12,1997,NA,NA,0,6,10,160,64
18,NA,NA,NA,NA,NA,NA,2,5,NA,164,43
22,0,1100,NA,NA,NA,NA,1,7,NA,187,75
41,NA,6000,4,1991,NA,NA,6,5,NA,170,85
61,0,800,7,1974,NA,NA,8,2,NA,156,80
40,12,1000,10,1990,NA,NA,1,10,NA,166,68
39,0,NA,9,1996,NA,NA,4,4,NA,164,64
73,24,1150,9,1977,11,1985,14,20,NA,173,85
49,0,1620,4,1990,NA,NA,4,3,NA,160,54
35,0,1300,6,1999,NA,NA,2,20,NA,176,74
78,NA,1500,8,1950,11,1992,9,1,NA,167,96
62,24,1000,NA,NA,NA,NA,8,2,NA,155,72
23,NA,NA,NA,NA,NA,NA,2,4,10,164,52
57,24,1300,2,1975,NA,NA,6,10,NA,170,75
36,NA,3000,7,1994,NA,NA,1,0,NA,180,85
60,0,640,6,1973,NA,NA,4,7,NA,160,65
50,NA,1587,2,1989,NA,NA,2,2,NA,161,72
51,0,2000,6,1983,NA,NA,9,5,20,180,78
70,0,900,4,1965,2,2002,11,1,NA,160,73
63,0,797,10,1972,5,2008,6,7,NA,169,89
21,NA,490,NA,NA,NA,NA,2,2,NA,164,50
32,NA,NA,NA,NA,NA,NA,0,3,10,171,75
58,NA,1600,6,1974,NA,NA,7,4,2,160,59
51,0,1200,12,1978,1,2003,4,0,NA,170,90
34,0,2000,10,2002,NA,NA,1,2,NA,173,78
46,0,2800,11,1987,NA,NA,0,10,NA,176,98
37,12,1000,NA,NA,NA,NA,3,10,NA,175,54
56,0,1500,9,1978,NA,NA,8,30,20,176,78
28,NA,2000,NA,NA,NA,NA,6,5,NA,167,65
18,NA,NA,NA,NA,NA,NA,1,2,NA,160,48
60,NA,2000,10,1974,9,1993,6,6,NA,158,69
26,0,1000,8,2006,NA,NA,0,4,NA,175,70
39,0,NA,9,1996,NA,NA,9,6,15,166,60
50,0,2500,8,1984,NA,NA,2,10,NA,161,65
18,NA,NA,NA,NA,NA,NA,NA,5,NA,168,55
55,0,2500,1,1981,NA,NA,9,10,NA,117,60
44,0,2000,10,1992,NA,NA,1,8,20,170,80
75,NA,1480,12,1954,5,1989,9,10,8,160,82
20,NA,1000,NA,NA,NA,NA,0,5,20,187,100
55,0,1000,2,1979,NA,NA,0,2,10,151,70
78,0,1043,2,1960,1,2002,10,0,NA,175,68
29,0,1600,9,2007,NA,NA,7,10,NA,165,66
42,0,3900,8,1992,NA,NA,2,6,NA,165,65
29,4,1000,NA,NA,NA,NA,0,4,NA,155,61
21,0,NA,NA,NA,NA,NA,3,4,NA,178,102
85,0,1400,7,1948,8,2000,9,5,NA,154,61
35,20,NA,NA,NA,NA,NA,2,1,20,182,85
31,NA,1800,8,2007,NA,NA,3,4,8,168,57
54,NA,1230,11,1977,NA,NA,9,4,NA,172,80
56,NA,500,NA,NA,NA,NA,6,3,10,175,65
70,24,1100,4,1962,6,1968,6,20,NA,154,56
34,0,NA,9,1999,NA,NA,4,5,NA,166,72
53,0,2200,11,1981,NA,NA,5,5,20,167,75
