"age","unempdur","income","mmarr","ymarr","msepdiv","ysepdiv","depress","nofriend","nociga","height","weight"
39,0,3000,9,1994,NA,NA,1,10,NA,186,115
81,NA,2000,12,1955,12,2004,10,7,NA,160,58
52,0,1000,7,1979,NA,NA,10,1,20,170,80
39,NA,3000,7,2003,NA,NA,2,10,NA,170,80
17,NA,NA,NA,NA,NA,NA,1,5,NA,175,80
89,NA,NA,2,1947,NA,NA,12,2,NA,160,70
77,24,1300,4,1952,4,1990,8,1,NA,165,64
79,NA,1320,6,1957,8,2003,6,9,NA,164,60
47,NA,2400,11,1987,NA,NA,NA,1,NA,168,79
21,0,NA,NA,NA,NA,NA,0,2,NA,164,50
73,NA,1115,3,1959,6,2009,10,0,NA,158,62
70,24,780,4,1965,NA,NA,10,20,NA,164,80
23,1,NA,NA,NA,NA,NA,2,5,NA,184,85
44,0,5000,6,1996,NA,NA,4,3,NA,168,115
64,0,2000,3,1973,NA,NA,7,0,NA,178,100
32,NA,2000,NA,NA,NA,NA,6,10,10,170,90
52,12,NA,NA,NA,NA,NA,6,5,30,168,65
50,0,1400,7,1985,NA,NA,6,5,NA,170,75
59,0,1150,9,1972,NA,NA,3,10,NA,164,67
81,24,1500,2,1952,12,1990,8,5,NA,145,78
19,NA,660,NA,NA,NA,NA,0,6,NA,178,80
51,18,500,10,1981,NA,NA,4,10,NA,162,100
65,24,1300,8,1975,NA,NA,13,4,NA,163,50
73,0,720,NA,NA,NA,NA,9,2,NA,150,80
25,0,1700,NA,2008,NA,NA,0,85,15,178,75
19,NA,NA,NA,NA,NA,NA,0,6,NA,174,60
27,0,NA,7,2002,NA,NA,0,20,NA,159,52
28,24,NA,NA,NA,NA,NA,8,10,20,173,85
23,12,NA,NA,NA,NA,NA,2,5,15,176,83
58,0,2400,NA,NA,NA,NA,6,2,20,160,75
19,NA,NA,NA,NA,NA,NA,1,4,NA,175,70
53,0,NA,NA,NA,NA,NA,8,3,NA,164,100
17,24,NA,NA,NA,NA,NA,0,7,NA,170,60
61,0,4000,7,1981,NA,NA,6,10,NA,172,100
45,0,2200,9,1990,9,2003,1,5,NA,178,96
23,NA,750,NA,NA,NA,NA,NA,5,15,168,55
63,NA,1300,1,1973,1,1978,8,6,10,155,62
27,0,1400,NA,NA,NA,NA,2,6,NA,173,77
33,0,2500,9,1997,NA,NA,1,10,10,170,60
75,24,1100,9,1961,NA,NA,10,0,NA,165,76
82,24,1900,4,1948,2,1982,13,10,NA,165,70
18,NA,NA,NA,NA,NA,NA,0,30,NA,165,50
46,0,NA,12,1988,NA,NA,7,2,40,183,100
34,NA,1200,8,1995,10,2001,7,1,NA,164,55
43,0,1300,NA,NA,NA,NA,0,3,15,170,75
36,0,15000,8,1994,NA,NA,3,4,NA,172,98
35,11,1000,6,2000,NA,NA,9,0,NA,160,69
49,0,5000,6,1990,NA,NA,4,15,NA,170,85
86,24,950,4,1945,12,2001,10,40,NA,158,50
60,NA,853,NA,NA,NA,NA,10,2,NA,178,65
22,14,NA,NA,NA,NA,NA,0,10,20,184,80
71,NA,1000,6,1964,5,1992,9,1,NA,165,65
38,1,NA,6,2006,NA,NA,2,5,15,170,60
59,NA,800,12,1975,NA,NA,6,2,NA,167,75
25,0,1100,NA,NA,NA,NA,0,3,NA,176,68
65,24,500,8,1964,NA,NA,6,2,NA,160,98
66,0,NA,11,1973,1,1977,7,4,NA,160,75
61,NA,1150,7,1970,NA,NA,8,8,NA,165,80
79,NA,670,12,1954,NA,NA,12,6,NA,172,80
42,NA,10000,4,1992,NA,NA,6,10,NA,188,90
54,NA,1800,NA,NA,NA,NA,3,3,20,164,70
36,0,1000,NA,NA,NA,NA,3,10,NA,160,55
72,NA,1600,4,1964,NA,NA,7,5,NA,170,80
26,0,1800,7,2010,NA,NA,0,2,NA,185,86
28,0,1700,7,2007,NA,NA,3,4,20,175,82
23,16,NA,NA,NA,NA,NA,0,6,15,174,65
52,0,NA,6,1982,NA,NA,5,10,NA,170,75
87,24,1300,10,1961,12,1991,18,5,NA,160,70
64,0,1500,12,1977,8,1994,7,0,40,154,70
53,0,1000,7,1981,NA,NA,7,10,NA,165,71
35,0,800,10,2004,NA,NA,0,1,NA,155,40
48,NA,600,10,1987,NA,NA,3,10,NA,167,75
34,0,1800,7,2005,NA,NA,2,15,NA,172,76
37,0,4000,4,1992,NA,NA,0,4,NA,178,98
72,0,1000,11,1976,NA,NA,9,10,NA,175,84
72,0,1760,9,1988,2,2007,2,10,NA,170,85
57,0,1000,4,1975,7,1994,5,8,NA,158,60
27,0,1500,8,2008,NA,NA,4,10,NA,168,58
76,24,800,5,1960,NA,NA,3,0,NA,168,75
32,0,3000,6,2004,NA,NA,0,4,NA,178,75
28,NA,950,NA,NA,NA,NA,0,0,NA,190,75
78,0,1700,8,1958,NA,NA,12,6,NA,160,54
21,NA,900,NA,NA,NA,NA,11,2,NA,168,68
19,NA,NA,NA,NA,NA,NA,3,3,NA,175,65
48,NA,600,6,1981,NA,NA,7,10,12,166,95
59,0,2500,7,1975,NA,NA,3,3,15,178,85
39,0,604,6,1992,1,2005,3,2,NA,160,55
78,24,920,6,1954,11,2000,13,2,NA,160,75
68,NA,896,7,1965,NA,NA,20,6,NA,165,70
73,24,NA,NA,NA,NA,NA,NA,10,20,176,70
62,NA,1200,9,1970,NA,NA,6,0,NA,170,90
24,0,NA,NA,NA,NA,NA,0,3,NA,185,78
23,7,NA,NA,NA,NA,NA,0,3,NA,160,57
88,NA,1500,8,1954,3,1993,13,10,NA,158,70
36,NA,2000,6,2003,NA,NA,7,6,NA,168,68
58,NA,NA,6,1976,NA,NA,5,4,25,158,78
29,18,NA,12,2007,NA,NA,1,5,10,178,79
31,NA,NA,8,1999,NA,NA,4,5,NA,160,58
49,0,1620,NA,NA,NA,NA,4,20,NA,158,76
53,NA,1000,1,1980,NA,NA,7,0,20,176,83
19,NA,900,NA,2010,NA,NA,0,5,NA,178,80
21,1,NA,NA,NA,NA,NA,4,5,NA,164,50
19,0,NA,NA,NA,NA,NA,1,4,NA,165,60
47,17,520,NA,NA,NA,NA,5,6,30,190,112
22,NA,NA,NA,NA,NA,NA,2,6,NA,177,65
54,NA,NA,6,1980,NA,NA,4,6,NA,164,68
61,0,1000,11,1972,NA,NA,1,20,NA,170,86
89,0,2100,8,1948,8,1998,10,5,NA,160,72
40,NA,2800,10,1996,NA,NA,0,2,NA,164,58
56,0,920,8,1997,NA,NA,0,3,NA,160,56
20,24,NA,NA,NA,NA,NA,0,2,10,169,58
56,NA,600,6,1976,NA,NA,11,3,NA,178,65
71,0,860,4,1955,10,1980,9,10,NA,160,82
59,24,NA,4,1993,NA,NA,9,1,NA,160,48
53,2,2000,10,1987,NA,NA,3,5,NA,162,63
70,24,2000,10,1960,NA,NA,5,2,NA,175,70
28,0,1300,NA,NA,NA,NA,0,6,NA,170,65
33,0,1000,NA,NA,NA,NA,0,6,NA,173,60
51,24,400,4,1980,NA,NA,7,5,15,153,48
67,NA,700,NA,NA,NA,NA,10,7,12,160,82
27,0,2000,8,2008,NA,NA,4,5,20,172,84
50,0,600,2,1981,NA,NA,3,2,NA,164,63
72,0,1300,10,1988,NA,NA,13,4,NA,163,88
20,NA,NA,NA,NA,NA,NA,5,5,NA,183,60
33,15,500,NA,NA,NA,NA,0,1,30,162,50
61,NA,740,9,1978,NA,NA,12,10,12,165,95
60,12,1000,12,1976,NA,NA,5,12,NA,158,82
60,NA,NA,2,1975,NA,NA,10,4,NA,166,52
40,NA,1400,9,1994,NA,NA,2,8,25,170,83
23,0,1200,NA,NA,NA,NA,0,7,NA,172,78
28,NA,NA,NA,NA,NA,NA,1,20,20,176,83
52,NA,1200,2,1983,NA,NA,9,6,10,165,70
25,7,1300,NA,NA,NA,NA,1,15,5,160,56
19,NA,1000,NA,NA,NA,NA,0,14,NA,147,60
52,NA,1500,10,2009,NA,NA,8,4,15,164,62
45,NA,NA,8,1986,NA,NA,5,0,NA,170,70
24,NA,NA,NA,NA,NA,NA,8,4,NA,158,54
43,0,2000,9,1991,NA,NA,0,12,NA,187,92
86,NA,1950,6,1956,5,1979,9,7,NA,156,68
49,0,1000,NA,NA,NA,NA,0,5,NA,176,80
19,24,NA,NA,NA,NA,NA,1,15,NA,173,60
43,0,NA,4,1992,NA,NA,0,5,NA,178,90
20,0,NA,NA,NA,NA,NA,2,7,20,184,76
20,0,1380,NA,NA,NA,NA,7,3,NA,168,59
34,0,1800,NA,NA,NA,NA,4,0,NA,187,84
69,24,2000,10,1976,NA,NA,4,14,15,180,78
28,NA,2000,NA,NA,NA,NA,0,8,8,180,80
31,0,600,6,2009,NA,NA,0,6,NA,170,60
65,NA,1860,NA,NA,NA,NA,14,2,NA,163,90
33,0,5500,6,2006,NA,NA,3,20,NA,176,74
63,NA,2000,11,1969,NA,NA,5,10,30,170,60
35,10,NA,8,1998,NA,NA,3,5,15,169,70
65,24,1300,9,1967,NA,NA,13,10,NA,178,90
22,NA,1100,NA,NA,NA,NA,0,5,NA,167,65
22,0,1100,NA,NA,NA,NA,0,5,NA,174,75
43,12,1800,NA,NA,NA,NA,1,6,NA,164,82
21,0,500,4,2010,NA,NA,1,15,NA,177,70
19,NA,NA,NA,NA,NA,NA,0,10,NA,170,60
70,24,3600,11,1965,NA,NA,7,2,NA,168,88
33,0,2000,12,1998,NA,NA,1,5,10,170,60
21,NA,NA,NA,NA,NA,NA,0,10,NA,165,60
88,24,2100,4,1951,NA,NA,14,6,NA,160,78
51,2,NA,8,1979,NA,NA,7,15,20,167,70
22,24,NA,NA,NA,NA,NA,0,20,NA,175,57
62,0,1300,6,1972,NA,NA,3,1,NA,162,62
67,NA,800,6,1966,NA,NA,4,6,NA,152,68
51,0,700,10,1986,NA,NA,5,2,NA,169,100
38,NA,1500,4,1994,NA,NA,9,2,NA,165,52
75,12,953,NA,NA,NA,NA,NA,0,10,NA,NA
59,24,1150,11,1975,NA,NA,3,3,NA,173,65
45,0,1500,6,2009,NA,NA,3,16,20,175,74
60,NA,700,NA,NA,NA,NA,16,1,NA,160,80
81,24,1040,8,1952,9,1984,10,3,NA,160,72
52,12,NA,NA,NA,NA,NA,7,2,25,170,60
58,5,460,NA,NA,NA,NA,5,2,20,178,65
69,NA,1200,5,1968,7,2008,8,20,NA,165,79
21,NA,260,NA,NA,NA,NA,6,3,15,170,80
38,0,NA,7,2009,NA,NA,2,10,NA,164,64
23,NA,NA,NA,NA,NA,NA,0,10,NA,170,63
52,NA,1250,6,1984,NA,NA,3,2,NA,153,50
28,NA,1500,NA,NA,NA,NA,1,15,NA,176,100
57,0,NA,12,1989,NA,NA,8,6,NA,185,80
32,NA,2000,3,2006,NA,NA,0,6,NA,170,70
54,7,1000,NA,NA,NA,NA,6,13,NA,156,80
29,NA,1100,1,2008,NA,NA,4,4,20,167,68
74,2,1500,11,1968,NA,NA,9,8,NA,175,68
75,24,1250,10,1958,8,2004,8,5,NA,158,59
28,0,1300,10,2007,NA,NA,5,2,NA,158,60
17,NA,NA,NA,NA,NA,NA,3,10,NA,164,43
26,0,1000,10,2010,NA,NA,1,10,NA,170,50
28,12,NA,NA,NA,NA,NA,8,4,20,170,70
30,0,1600,8,2007,NA,NA,0,10,NA,178,80
34,0,3000,3,2009,NA,NA,0,10,NA,180,120
16,NA,NA,NA,NA,NA,NA,1,4,NA,168,60
44,0,6000,10,2007,NA,NA,0,3,NA,180,87
51,0,1200,2,1982,NA,NA,0,5,NA,164,63
41,0,1500,8,1990,NA,NA,4,4,NA,150,57
77,NA,910,7,1959,10,1989,16,0,NA,164,70
74,NA,697,2,1963,NA,NA,5,10,NA,156,68
78,0,1700,4,1961,1,1998,10,15,NA,170,78
66,0,NA,11,1966,NA,NA,8,2,NA,174,65
63,24,1200,3,1970,NA,NA,7,1,10,182,90
19,NA,NA,NA,NA,NA,NA,0,12,NA,170,80
74,24,1000,9,1955,NA,NA,13,3,NA,175,76
36,0,1500,7,2004,6,2006,3,6,NA,163,51
45,0,NA,2,1993,2,1995,0,30,NA,164,72
32,NA,NA,7,2005,NA,NA,2,10,10,163,70
47,0,780,7,1983,NA,NA,3,4,NA,160,58
37,NA,3200,6,1995,NA,NA,5,1,NA,182,94
34,0,6800,7,2009,NA,NA,0,15,NA,180,92
63,0,660,6,1968,10,2004,9,3,NA,164,65
76,NA,1000,10,1958,NA,NA,11,2,NA,150,60
79,NA,950,9,1954,5,1961,7,3,NA,158,52
61,NA,1750,2,1975,NA,NA,6,3,NA,178,110
53,0,1700,11,1978,NA,NA,6,4,NA,165,60
35,0,NA,4,2003,NA,NA,0,5,10,176,66
65,24,700,9,1966,NA,NA,7,0,NA,155,65
42,NA,780,NA,NA,NA,NA,5,3,6,160,67
51,24,630,5,1981,NA,NA,2,10,30,182,90
56,0,930,12,1975,NA,NA,11,2,NA,165,98
90,NA,800,1,1946,8,1995,21,0,NA,158,85
57,0,2000,6,1982,NA,NA,0,1,NA,NA,NA
29,0,3700,10,2001,NA,NA,5,20,18,175,102
23,NA,750,NA,NA,NA,NA,3,2,NA,164,54
76,24,800,NA,NA,NA,NA,NA,8,NA,176,72
29,0,2100,NA,NA,NA,NA,0,10,NA,183,79
82,NA,1250,6,1954,4,2009,6,4,NA,160,63
65,0,1230,12,1969,NA,NA,19,0,NA,170,78
29,0,NA,7,2007,NA,NA,0,2,NA,183,80
63,0,720,10,1969,2,2001,14,2,NA,168,62
62,0,1297,8,1972,NA,NA,3,8,NA,161,56
82,24,1260,NA,NA,6,2006,16,0,NA,158,70
49,0,2400,NA,NA,NA,NA,6,4,20,158,54
33,NA,1400,NA,NA,NA,NA,2,3,NA,178,82
61,24,NA,7,1975,NA,NA,7,2,NA,160,80
26,0,1300,1,2008,NA,NA,5,3,NA,158,55
25,0,NA,NA,NA,NA,NA,0,30,NA,175,78
26,NA,3500,NA,NA,NA,NA,0,5,NA,180,68
26,NA,560,6,2007,NA,NA,4,3,NA,159,75
47,0,500,8,1987,NA,NA,11,1,NA,176,68
40,24,NA,10,1995,NA,NA,5,5,NA,176,115
65,24,700,6,1966,NA,NA,10,4,NA,166,84
65,24,700,6,1964,NA,NA,6,3,NA,158,63
19,NA,NA,NA,NA,NA,NA,0,8,NA,183,58
28,0,NA,8,2002,NA,NA,2,10,NA,171,55
28,6,3000,10,2006,NA,NA,4,1,30,175,98
54,0,8000,5,1983,NA,NA,3,10,NA,153,58
18,24,NA,NA,NA,NA,NA,0,15,NA,171,80
48,0,1900,8,1985,7,2007,2,10,NA,166,60
28,0,NA,NA,NA,NA,NA,0,10,NA,192,85
37,0,5000,9,1997,NA,NA,2,5,NA,180,82
45,0,815,4,1989,NA,NA,4,4,NA,166,75
73,0,3000,4,1960,NA,NA,5,7,NA,172,75
75,24,860,1,1955,NA,NA,10,5,NA,160,70
46,24,NA,2,1984,NA,NA,6,25,NA,166,56
59,24,1392,8,1973,NA,NA,7,6,NA,164,89
57,NA,700,11,1973,6,2000,9,2,NA,164,78
39,0,2500,5,2001,NA,NA,4,5,NA,176,90
25,7,2500,NA,NA,NA,NA,0,5,NA,180,89
18,NA,NA,NA,NA,NA,NA,0,12,NA,164,43
38,NA,1400,5,2000,NA,NA,7,1,NA,180,90
17,0,200,NA,NA,NA,NA,NA,5,NA,170,85
37,0,NA,6,1996,NA,NA,3,5,NA,158,80
26,0,2000,NA,NA,NA,NA,0,30,NA,186,89
41,0,NA,6,1988,NA,NA,3,3,NA,164,60
37,0,4000,6,1998,NA,NA,2,10,30,187,87
22,0,NA,NA,NA,NA,NA,1,4,NA,183,75
48,15,650,1,1999,NA,NA,7,5,NA,165,115
70,24,3600,6,1961,12,2004,5,3,NA,172,100
32,0,NA,2,2007,NA,NA,0,7,NA,178,76
35,0,1650,7,2003,NA,NA,2,10,25,176,76
82,0,1600,6,1950,12,2004,14,2,NA,150,80
59,24,NA,4,1978,NA,NA,5,1,NA,166,90
73,24,1150,10,1977,9,1987,10,5,NA,158,56
59,0,2500,NA,NA,NA,NA,6,2,15,166,76
50,0,495,9,1982,4,2004,19,1,NA,174,90
59,NA,800,9,1971,NA,NA,5,2,10,165,64
68,24,1000,8,1964,4,1997,4,10,NA,158,49
25,0,1400,NA,NA,NA,NA,0,NA,NA,187,90
54,0,900,4,1984,NA,NA,7,3,NA,175,72
53,23,900,4,1979,NA,NA,7,2,15,165,54
75,24,1400,9,1953,7,1961,6,10,NA,162,80
61,0,7500,5,1986,NA,NA,1,5,NA,165,58
30,NA,2000,NA,NA,NA,NA,3,5,15,167,57
48,0,NA,3,1983,NA,NA,1,14,NA,182,95
66,NA,1800,3,1968,NA,NA,2,3,NA,160,68
29,0,2300,NA,NA,NA,NA,5,2,NA,166,60
47,NA,2100,6,1994,NA,NA,2,10,20,158,54
61,24,900,7,1983,5,1998,0,8,NA,164,63
58,0,1200,8,1977,NA,NA,11,4,NA,159,48
55,0,1640,4,1976,NA,NA,5,10,NA,176,104
82,NA,920,4,1957,NA,NA,10,10,NA,160,68
40,NA,2800,10,1995,NA,NA,7,2,NA,173,80
27,24,NA,6,2005,NA,NA,0,30,NA,170,65
52,NA,1100,6,1977,NA,NA,7,2,NA,164,71
45,0,900,4,1989,NA,NA,0,10,NA,179,100
80,0,700,4,1960,NA,NA,11,4,NA,158,80
83,0,250,8,1948,NA,NA,21,1,NA,157,66
69,NA,1050,9,1961,NA,NA,8,5,NA,154,60
34,0,1000,4,1999,NA,NA,7,5,NA,165,60
16,NA,NA,NA,NA,NA,NA,0,1,NA,163,52
59,24,1200,1,1970,5,1989,2,0,5,158,63
37,0,1000,4,1998,NA,NA,2,5,5,168,70
57,0,1900,9,1979,NA,NA,2,0,NA,173,117
37,0,100,7,1996,NA,NA,0,15,NA,160,56
75,24,1400,12,1960,NA,NA,6,4,NA,158,55
43,12,1400,2,1988,1,1996,4,5,15,158,54
44,0,NA,9,1993,NA,NA,4,12,5,178,75
64,0,1500,8,1967,12,2009,4,5,NA,164,70
72,NA,800,2,1961,10,1998,7,0,NA,160,80
35,0,2500,9,1997,NA,NA,3,2,NA,168,90
40,0,5000,7,1995,NA,NA,9,2,NA,167,85
43,0,2000,9,1987,NA,1991,0,30,NA,168,80
60,24,2000,10,1974,NA,NA,5,15,NA,175,87
64,0,1400,4,1975,NA,NA,3,15,NA,170,80
23,NA,900,NA,NA,NA,NA,3,1,NA,180,82
29,0,1200,6,2008,NA,NA,3,6,NA,176,94
50,0,2000,2,1983,NA,NA,9,7,NA,162,70
62,0,10000,6,1973,NA,NA,6,10,NA,170,90
29,5,NA,NA,NA,NA,NA,0,10,NA,175,75
62,24,1500,11,1976,6,2004,3,8,NA,160,75
41,7,600,6,1991,NA,NA,0,5,NA,167,53
21,NA,260,NA,NA,NA,NA,3,2,NA,172,65
37,0,3000,8,1999,NA,NA,0,4,5,176,80
19,0,NA,NA,NA,NA,NA,NA,13,NA,165,55
36,0,NA,8,2002,NA,NA,0,5,NA,164,62
35,NA,1800,NA,NA,NA,2006,0,3,15,170,80
39,0,1800,4,1995,NA,NA,0,5,10,180,95
21,NA,NA,NA,NA,NA,NA,0,70,NA,169,52
54,0,1500,2,1980,NA,NA,7,1,NA,171,70
57,0,1100,NA,NA,NA,NA,7,2,NA,164,70
76,0,1500,2,1961,6,1980,0,10,NA,160,80
51,24,NA,5,1979,NA,NA,2,10,NA,182,95
43,0,3000,9,1991,NA,NA,1,4,NA,172,75
31,12,NA,6,2008,NA,NA,0,4,15,164,60
59,NA,1000,9,1994,NA,NA,0,6,15,175,55
64,0,830,1,1975,NA,NA,5,6,NA,158,75
26,0,NA,NA,NA,NA,NA,0,6,NA,176,78
30,0,2200,10,2009,NA,NA,4,5,6,170,62
41,0,2500,8,1990,NA,NA,2,4,NA,176,92
44,NA,2000,6,1991,NA,NA,3,6,NA,173,92
37,NA,3000,5,1992,NA,NA,1,4,NA,178,73
28,NA,NA,9,2005,NA,NA,5,8,NA,182,100
62,NA,1660,6,1972,NA,NA,9,2,NA,176,90
61,24,2000,11,1969,4,2001,1,8,NA,164,82
29,NA,2800,6,2008,NA,NA,3,4,NA,177,78
18,0,NA,NA,NA,NA,NA,15,1,NA,187,50
87,24,1300,11,1961,NA,NA,21,0,NA,170,78
54,NA,150,6,1981,NA,NA,4,6,NA,164,68
47,0,4500,10,1989,NA,NA,3,4,NA,174,100
29,NA,2500,NA,NA,NA,NA,0,6,NA,174,85
61,24,1800,9,1973,NA,NA,7,9,NA,160,60
28,NA,3650,NA,NA,NA,NA,0,15,NA,185,100
20,NA,NA,6,2007,NA,NA,3,4,8,165,64
52,0,1600,6,1988,4,2002,3,6,10,160,63
58,8,NA,4,1972,NA,NA,3,3,NA,164,105
49,NA,1000,4,1982,4,2006,0,0,5,164,56
24,NA,NA,NA,NA,NA,NA,0,5,NA,182,88
18,NA,NA,NA,NA,NA,NA,0,10,NA,158,48
21,NA,1300,NA,NA,NA,NA,0,8,NA,160,55
65,NA,1000,8,1965,NA,NA,10,6,NA,154,49
51,20,3000,9,1989,NA,NA,6,10,NA,158,58
34,0,3100,12,2002,NA,NA,0,5,NA,168,74
50,NA,2200,NA,NA,NA,NA,0,5,NA,158,65
19,NA,NA,NA,NA,NA,NA,0,3,NA,178,90
55,0,NA,12,1983,NA,NA,0,8,NA,168,64
56,24,NA,10,1995,NA,NA,11,6,NA,185,64
31,0,1000,4,2005,NA,NA,2,2,NA,175,80
23,0,1000,NA,NA,NA,NA,0,3,NA,162,62
29,0,NA,10,2007,NA,NA,0,10,NA,160,55
38,NA,2500,8,1994,NA,NA,5,0,NA,182,94
55,0,3000,8,1976,NA,NA,4,6,NA,158,57
56,0,1300,5,1978,NA,NA,3,3,20,182,86
32,NA,7500,NA,NA,NA,NA,3,15,NA,160,49
25,0,NA,NA,NA,NA,NA,0,20,NA,174,60
72,24,1200,4,1960,NA,NA,18,10,NA,173,75
55,0,580,10,1980,NA,NA,8,4,NA,160,65
51,0,1800,NA,NA,NA,NA,4,2,NA,170,110
73,24,1200,10,1956,11,1996,8,2,NA,165,70
35,6,4500,NA,NA,NA,NA,NA,15,NA,166,56
57,24,NA,3,1974,NA,NA,8,2,20,180,118
46,24,700,NA,NA,NA,NA,10,3,NA,162,45
39,6,1700,6,1995,NA,NA,2,5,NA,165,66
36,NA,400,NA,NA,NA,NA,3,4,NA,156,46
46,12,2500,NA,NA,NA,NA,1,10,NA,182,94
21,0,NA,NA,NA,NA,NA,4,12,1,172,60
29,0,NA,4,2006,NA,NA,7,4,NA,178,76
38,12,NA,10,2009,NA,NA,8,10,NA,160,60
55,0,600,2,1978,NA,NA,4,12,NA,165,98
27,NA,1250,NA,NA,NA,NA,0,6,NA,160,56
56,0,1200,6,1979,NA,NA,10,3,NA,159,100
57,24,NA,3,1978,NA,NA,0,1,20,156,65
64,0,1400,4,1979,NA,NA,7,6,NA,158,52
44,0,2500,8,1990,9,1998,4,4,NA,168,97
73,0,1500,11,1978,9,1984,10,3,NA,152,60
21,0,972,NA,NA,NA,NA,2,7,NA,172,56
31,0,1800,9,2002,NA,NA,5,8,NA,164,68
38,24,NA,1,1996,NA,NA,0,0,NA,157,58
30,0,2200,NA,NA,NA,NA,1,6,NA,170,63
32,0,1500,8,2006,NA,NA,5,7,NA,173,65
59,24,1392,2,1975,NA,NA,8,9,NA,158,56
16,NA,NA,NA,NA,NA,NA,0,3,NA,185,100
