"age","income","sex","region"
89,1087,"FEMALE","Warminsko-mazurskie"
70,926,"FEMALE","Zachodnio-pomorskie"
81,650,"FEMALE","Warminsko-mazurskie"
58,1500,"MALE","Pomorskie"
64,1597,"FEMALE","Podlaskie"
38,1800,"FEMALE","Kujawsko-pomorskie"
74,1400,"MALE","Podkarpackie"
31,2000,"MALE","Mazowieckie"
36,2900,"MALE","Podlaskie"
76,1057,"FEMALE","Swietokrzyskie"
31,1500,"FEMALE","Lubuskie"
52,1500,"FEMALE","Dolnoslaskie"
35,2000,"FEMALE","Slaskie"
36,2300,"FEMALE","Podkarpackie"
23,1200,"FEMALE","Lubelskie"
57,600,"FEMALE","Lodzkie"
61,690,"FEMALE","Malopolskie"
88,2300,"MALE","Podkarpackie"
65,1500,"FEMALE","Swietokrzyskie"
26,2400,"FEMALE","Lubuskie"
65,1800,"FEMALE","Opolskie"
62,10000,"MALE","Malopolskie"
68,900,"FEMALE","Lodzkie"
39,604,"FEMALE","Lubelskie"
43,1500,"FEMALE","Mazowieckie"
22,400,"MALE","Kujawsko-pomorskie"
58,1290,"MALE","Wielkopolskie"
61,1300,"FEMALE","Lodzkie"
35,2000,"FEMALE","Mazowieckie"
36,2300,"FEMALE","Lodzkie"
51,500,"MALE","Podkarpackie"
49,730,"FEMALE","Slaskie"
30,2200,"MALE","Lodzkie"
52,1250,"FEMALE","Malopolskie"
25,980,"MALE","Lubelskie"
26,1600,"FEMALE","Lubelskie"
49,620,"MALE","Malopolskie"
22,1100,"MALE","Malopolskie"
89,750,"FEMALE","Malopolskie"
74,830,"FEMALE","Dolnoslaskie"
36,1600,"MALE","Mazowieckie"
33,1400,"FEMALE","Lubuskie"
73,940,"FEMALE","Warminsko-mazurskie"
36,1600,"FEMALE","Mazowieckie"
55,600,"FEMALE","Warminsko-mazurskie"
41,600,"FEMALE","Dolnoslaskie"
38,500,"FEMALE","Lubelskie"
36,1860,"FEMALE","Lubuskie"
47,2400,"FEMALE","Malopolskie"
51,2500,"FEMALE","Malopolskie"
29,1100,"MALE","Podkarpackie"
51,2400,"FEMALE","Pomorskie"
34,2500,"FEMALE","Podkarpackie"
60,1475,"FEMALE","Dolnoslaskie"
46,2400,"FEMALE","Zachodnio-pomorskie"
42,5000,"MALE","Slaskie"
87,1400,"MALE","Dolnoslaskie"
39,1500,"FEMALE","Zachodnio-pomorskie"
38,3000,"MALE","Swietokrzyskie"
73,600,"FEMALE","Swietokrzyskie"
34,2500,"FEMALE","Warminsko-mazurskie"
62,1040,"FEMALE","Opolskie"
69,620,"FEMALE","Mazowieckie"
74,1200,"FEMALE","Dolnoslaskie"
62,400,"FEMALE","Malopolskie"
39,2000,"MALE","Slaskie"
65,1000,"FEMALE","Pomorskie"
36,1500,"FEMALE","Pomorskie"
69,1520,"FEMALE","Slaskie"
63,440,"MALE","Pomorskie"
43,3500,"FEMALE","Lubuskie"
46,2500,"MALE","Lubelskie"
64,1500,"FEMALE","Slaskie"
64,1800,"FEMALE","Opolskie"
31,2000,"MALE","Slaskie"
77,1000,"FEMALE","Pomorskie"
36,3400,"FEMALE","Malopolskie"
63,1500,"FEMALE","Opolskie"
32,1400,"MALE","Malopolskie"
44,1000,"MALE","Podlaskie"
84,800,"FEMALE","Podlaskie"
81,1300,"MALE","Mazowieckie"
68,1700,"MALE","Podlaskie"
41,1400,"FEMALE","Podlaskie"
23,1300,"MALE","Dolnoslaskie"
71,700,"FEMALE","Lubelskie"
85,3450,"MALE","Slaskie"
68,800,"FEMALE","Lodzkie"
55,580,"FEMALE","Warminsko-mazurskie"
58,1037,"FEMALE","Swietokrzyskie"
24,1800,"MALE","Malopolskie"
45,5000,"MALE","Mazowieckie"
21,1600,"FEMALE","Mazowieckie"
31,2000,"MALE","Malopolskie"
37,900,"FEMALE","Mazowieckie"
67,1999,"FEMALE","Slaskie"
74,2000,"MALE","Slaskie"
44,1500,"MALE","Podlaskie"
38,1200,"MALE","Lubuskie"
25,1121,"MALE","Malopolskie"
31,1800,"FEMALE","Warminsko-mazurskie"
89,750,"FEMALE","Podkarpackie"
51,1200,"FEMALE","Zachodnio-pomorskie"
53,2000,"MALE","Slaskie"
61,1500,"MALE","Malopolskie"
63,1000,"MALE","Podkarpackie"
58,630,"FEMALE","Swietokrzyskie"
50,1100,"FEMALE","Lubelskie"
63,1300,"FEMALE","Pomorskie"
45,640,"FEMALE","Lubelskie"
35,1500,"FEMALE","Dolnoslaskie"
39,2200,"MALE","Slaskie"
24,468,"FEMALE","Lubuskie"
56,2800,"FEMALE","Zachodnio-pomorskie"
42,600,"FEMALE","Wielkopolskie"
69,975,"FEMALE","Podkarpackie"
30,2500,"MALE","Dolnoslaskie"
31,1300,"FEMALE","Podlaskie"
56,3000,"FEMALE","Kujawsko-pomorskie"
72,1760,"MALE","Kujawsko-pomorskie"
34,1000,"MALE","Warminsko-mazurskie"
62,700,"MALE","Lodzkie"
36,10000,"MALE","Pomorskie"
83,250,"FEMALE","Podkarpackie"
72,1100,"FEMALE","Lodzkie"
59,1600,"FEMALE","Zachodnio-pomorskie"
63,1204,"FEMALE","Kujawsko-pomorskie"
54,800,"FEMALE","Lodzkie"
74,1300,"FEMALE","Mazowieckie"
88,1950,"FEMALE","Slaskie"
42,1300,"FEMALE","Dolnoslaskie"
58,800,"FEMALE","Dolnoslaskie"
27,1100,"MALE","Wielkopolskie"
57,1800,"MALE","Mazowieckie"
87,1380,"MALE","Mazowieckie"
54,1400,"MALE","Malopolskie"
50,1800,"MALE","Podlaskie"
36,1500,"MALE","Zachodnio-pomorskie"
83,250,"FEMALE","Slaskie"
25,700,"FEMALE","Podlaskie"
51,610,"FEMALE","Zachodnio-pomorskie"
58,1500,"FEMALE","Swietokrzyskie"
18,111,"MALE","Pomorskie"
60,2800,"FEMALE","Zachodnio-pomorskie"
63,1500,"FEMALE","Slaskie"
51,1800,"MALE","Kujawsko-pomorskie"
63,440,"MALE","Mazowieckie"
39,2000,"MALE","Mazowieckie"
67,1999,"FEMALE","Malopolskie"
57,660,"MALE","Mazowieckie"
84,1300,"MALE","Dolnoslaskie"
55,1600,"MALE","Pomorskie"
36,1000,"FEMALE","Pomorskie"
63,2400,"FEMALE","Podkarpackie"
48,2500,"MALE","Slaskie"
35,300,"FEMALE","Podlaskie"
43,1700,"MALE","Lubuskie"
46,1000,"FEMALE","Lodzkie"
40,800,"FEMALE","Pomorskie"
43,1000,"FEMALE","Dolnoslaskie"
49,800,"FEMALE","Lubelskie"
25,1400,"MALE","Slaskie"
48,1200,"FEMALE","Warminsko-mazurskie"
51,1500,"FEMALE","Slaskie"
55,1500,"MALE","Opolskie"
43,1000,"FEMALE","Swietokrzyskie"
59,700,"FEMALE","Opolskie"
37,1200,"MALE","Mazowieckie"
28,1800,"FEMALE","Slaskie"
53,2200,"MALE","Slaskie"
72,1270,"MALE","Podkarpackie"
42,1200,"FEMALE","Podkarpackie"
43,2000,"MALE","Malopolskie"
20,310,"FEMALE","Malopolskie"
54,720,"MALE","Wielkopolskie"
76,3200,"MALE","Lodzkie"
58,1300,"FEMALE","Zachodnio-pomorskie"
70,780,"FEMALE","Kujawsko-pomorskie"
63,940,"FEMALE","Kujawsko-pomorskie"
66,800,"FEMALE","Lubelskie"
47,2500,"MALE","Wielkopolskie"
87,1400,"FEMALE","Warminsko-mazurskie"
35,1900,"FEMALE","Lubuskie"
28,500,"FEMALE","Malopolskie"
69,2000,"MALE","Dolnoslaskie"
77,1118,"FEMALE","Podkarpackie"
35,1100,"MALE","Zachodnio-pomorskie"
48,1500,"FEMALE","Pomorskie"
73,700,"FEMALE","Podlaskie"
64,700,"FEMALE","Opolskie"
36,3400,"FEMALE","Pomorskie"
57,560,"FEMALE","Lodzkie"
38,600,"FEMALE","Slaskie"
68,1256,"FEMALE","Warminsko-mazurskie"
74,1050,"FEMALE","Wielkopolskie"
55,2800,"MALE","Swietokrzyskie"
47,1700,"FEMALE","Slaskie"
43,1500,"MALE","Mazowieckie"
60,1000,"FEMALE","Warminsko-mazurskie"
37,4000,"MALE","Slaskie"
83,1500,"MALE","Lubelskie"
78,1100,"MALE","Lodzkie"
66,2000,"MALE","Pomorskie"
64,1500,"FEMALE","Pomorskie"
51,450,"FEMALE","Warminsko-mazurskie"
54,630,"FEMALE","Malopolskie"
85,3450,"MALE","Podlaskie"
78,1000,"FEMALE","Warminsko-mazurskie"
72,1700,"MALE","Dolnoslaskie"
26,2500,"FEMALE","Pomorskie"
30,2000,"FEMALE","Dolnoslaskie"
53,1500,"FEMALE","Mazowieckie"
57,2900,"FEMALE","Lodzkie"
28,3900,"MALE","Lodzkie"
37,1350,"MALE","Podkarpackie"
85,1600,"MALE","Lubuskie"
50,2400,"FEMALE","Malopolskie"
31,1100,"MALE","Wielkopolskie"
61,800,"FEMALE","Mazowieckie"
58,1200,"MALE","Slaskie"
78,830,"FEMALE","Podkarpackie"
20,300,"FEMALE","Lodzkie"
61,1400,"FEMALE","Kujawsko-pomorskie"
75,1100,"FEMALE","Lodzkie"
22,600,"MALE","Zachodnio-pomorskie"
35,1200,"MALE","Podkarpackie"
45,900,"FEMALE","Lubuskie"
53,1100,"FEMALE","Zachodnio-pomorskie"
56,2300,"MALE","Slaskie"
63,660,"FEMALE","Pomorskie"
56,2300,"FEMALE","Lubelskie"
33,1200,"FEMALE","Lodzkie"
79,834,"FEMALE","Warminsko-mazurskie"
23,1200,"MALE","Zachodnio-pomorskie"
47,1200,"MALE","Podkarpackie"
65,1500,"FEMALE","Slaskie"
31,500,"FEMALE","Zachodnio-pomorskie"
67,1920,"FEMALE","Slaskie"
60,853,"FEMALE","Lodzkie"
55,900,"MALE","Dolnoslaskie"
78,3900,"MALE","Kujawsko-pomorskie"
63,1940,"MALE","Slaskie"
83,800,"MALE","Podlaskie"
36,3000,"MALE","Lubuskie"
35,2000,"MALE","Lubuskie"
64,856,"MALE","Mazowieckie"
46,1428,"FEMALE","Dolnoslaskie"
89,1000,"FEMALE","Lubelskie"
79,900,"FEMALE","Mazowieckie"
47,1200,"FEMALE","Podlaskie"
52,740,"FEMALE","Mazowieckie"
47,2400,"FEMALE","Wielkopolskie"
54,3000,"FEMALE","Opolskie"
38,3000,"MALE","Dolnoslaskie"
69,2600,"MALE","Dolnoslaskie"
43,700,"FEMALE","Mazowieckie"
21,1500,"MALE","Wielkopolskie"
37,806,"FEMALE","Warminsko-mazurskie"
28,2000,"MALE","Wielkopolskie"
60,810,"FEMALE","Warminsko-mazurskie"
45,303,"FEMALE","Lubelskie"
26,520,"MALE","Podkarpackie"
42,1800,"MALE","Zachodnio-pomorskie"
33,6000,"MALE","Wielkopolskie"
64,620,"FEMALE","Lubuskie"
63,1400,"MALE","Lubuskie"
23,1600,"MALE","Lodzkie"
62,2000,"MALE","Kujawsko-pomorskie"
46,1540,"FEMALE","Pomorskie"
58,1600,"MALE","Dolnoslaskie"
75,1000,"FEMALE","Mazowieckie"
48,300,"MALE","Pomorskie"
57,700,"MALE","Podkarpackie"
50,2000,"MALE","Zachodnio-pomorskie"
43,1500,"FEMALE","Lubuskie"
21,1600,"MALE","Lodzkie"
22,900,"MALE","Podkarpackie"
57,1200,"MALE","Lodzkie"
43,1200,"FEMALE","Podkarpackie"
78,995,"FEMALE","Mazowieckie"
24,1800,"MALE","Pomorskie"
35,2000,"FEMALE","Mazowieckie"
60,700,"FEMALE","Podkarpackie"
71,1500,"FEMALE","Mazowieckie"
68,4000,"FEMALE","Malopolskie"
31,950,"FEMALE","Wielkopolskie"
64,3500,"MALE","Slaskie"
46,1700,"MALE","Kujawsko-pomorskie"
40,300,"FEMALE","Zachodnio-pomorskie"
75,1300,"FEMALE","Dolnoslaskie"
40,5000,"MALE","Slaskie"
30,3000,"FEMALE","Lubelskie"
55,5000,"FEMALE","Lubelskie"
57,1300,"FEMALE","Zachodnio-pomorskie"
59,3500,"FEMALE","Slaskie"
61,800,"FEMALE","Pomorskie"
69,700,"FEMALE","Slaskie"
77,2700,"FEMALE","Lubuskie"
64,2500,"FEMALE","Slaskie"
39,2000,"MALE","Slaskie"
50,960,"FEMALE","Podkarpackie"
33,6000,"MALE","Zachodnio-pomorskie"
33,3800,"MALE","Pomorskie"
60,1200,"FEMALE","Malopolskie"
41,1000,"FEMALE","Wielkopolskie"
84,1358,"FEMALE","Warminsko-mazurskie"
31,1800,"MALE","Swietokrzyskie"
35,1200,"FEMALE","Mazowieckie"
47,2400,"MALE","Lubuskie"
35,1200,"MALE","Pomorskie"
22,700,"FEMALE","Slaskie"
60,1500,"FEMALE","Malopolskie"
34,1300,"FEMALE","Slaskie"
34,1000,"FEMALE","Wielkopolskie"
53,1400,"MALE","Malopolskie"
59,2800,"FEMALE","Warminsko-mazurskie"
75,1200,"FEMALE","Lodzkie"
76,1200,"FEMALE","Wielkopolskie"
73,800,"FEMALE","Slaskie"
46,1800,"MALE","Malopolskie"
25,1800,"MALE","Wielkopolskie"
37,1800,"FEMALE","Opolskie"
50,1400,"MALE","Zachodnio-pomorskie"
50,650,"FEMALE","Pomorskie"
65,1702,"FEMALE","Malopolskie"
55,1700,"MALE","Mazowieckie"
43,3700,"MALE","Malopolskie"
63,1000,"FEMALE","Opolskie"
28,600,"FEMALE","Dolnoslaskie"
35,1100,"FEMALE","Lubelskie"
48,470,"FEMALE","Mazowieckie"
63,1300,"MALE","Podkarpackie"
30,2000,"FEMALE","Slaskie"
64,1200,"FEMALE","Slaskie"
56,2000,"MALE","Dolnoslaskie"
82,900,"FEMALE","Lubelskie"
36,3400,"MALE","Dolnoslaskie"
66,1200,"MALE","Warminsko-mazurskie"
38,5400,"MALE","Pomorskie"
65,826,"FEMALE","Podkarpackie"
61,760,"MALE","Podlaskie"
23,1800,"FEMALE","Pomorskie"
38,2500,"MALE","Podkarpackie"
22,1100,"FEMALE","Zachodnio-pomorskie"
53,1000,"FEMALE","Opolskie"
25,1050,"FEMALE","Warminsko-mazurskie"
52,740,"FEMALE","Lodzkie"
91,1300,"FEMALE","Warminsko-mazurskie"
28,950,"FEMALE","Zachodnio-pomorskie"
66,1000,"FEMALE","Opolskie"
66,1600,"MALE","Zachodnio-pomorskie"
52,2500,"MALE","Malopolskie"
25,700,"MALE","Slaskie"
68,1000,"MALE","Podkarpackie"
20,400,"MALE","Lubelskie"
72,1500,"FEMALE","Mazowieckie"
45,2500,"MALE","Wielkopolskie"
50,1587,"FEMALE","Wielkopolskie"
57,850,"FEMALE","Kujawsko-pomorskie"
39,3000,"MALE","Malopolskie"
28,2000,"FEMALE","Wielkopolskie"
62,630,"MALE","Swietokrzyskie"
53,2600,"MALE","Lubuskie"
55,3000,"FEMALE","Lodzkie"
52,1800,"MALE","Kujawsko-pomorskie"
60,2800,"MALE","Kujawsko-pomorskie"
43,700,"FEMALE","Warminsko-mazurskie"
64,1860,"FEMALE","Podkarpackie"
71,900,"FEMALE","Warminsko-mazurskie"
49,500,"FEMALE","Pomorskie"
78,970,"MALE","Podlaskie"
37,1900,"FEMALE","Mazowieckie"
62,800,"FEMALE","Lubelskie"
29,4000,"FEMALE","Lodzkie"
61,1800,"FEMALE","Opolskie"
65,700,"FEMALE","Wielkopolskie"
36,1800,"MALE","Malopolskie"
56,2000,"FEMALE","Lodzkie"
50,1000,"FEMALE","Dolnoslaskie"
39,3000,"MALE","Malopolskie"
26,3700,"MALE","Mazowieckie"
60,5000,"MALE","Mazowieckie"
42,497,"MALE","Mazowieckie"
75,1100,"MALE","Swietokrzyskie"
34,2800,"FEMALE","Kujawsko-pomorskie"
89,900,"FEMALE","Malopolskie"
52,1100,"MALE","Malopolskie"
37,1250,"FEMALE","Warminsko-mazurskie"
27,3000,"MALE","Malopolskie"
25,1500,"MALE","Lodzkie"
72,1600,"MALE","Slaskie"
36,1300,"FEMALE","Dolnoslaskie"
55,500,"MALE","Mazowieckie"
56,600,"FEMALE","Lodzkie"
61,5800,"MALE","Wielkopolskie"
70,1300,"MALE","Dolnoslaskie"
58,2500,"MALE","Podkarpackie"
54,1000,"MALE","Lodzkie"
30,400,"FEMALE","Malopolskie"
71,900,"FEMALE","Lubelskie"
27,1900,"FEMALE","Malopolskie"
62,2000,"MALE","Kujawsko-pomorskie"
62,1300,"FEMALE","Podlaskie"
52,3600,"FEMALE","Warminsko-mazurskie"
81,1500,"MALE","Slaskie"
43,2000,"FEMALE","Malopolskie"
79,890,"FEMALE","Lodzkie"
34,3000,"MALE","Lodzkie"
48,300,"MALE","Swietokrzyskie"
24,1300,"FEMALE","Pomorskie"
73,700,"FEMALE","Malopolskie"
29,2000,"MALE","Lubuskie"
56,2000,"FEMALE","Wielkopolskie"
33,1200,"FEMALE","Malopolskie"
35,2500,"MALE","Wielkopolskie"
78,800,"FEMALE","Podkarpackie"
53,485,"FEMALE","Opolskie"
33,1200,"MALE","Lubuskie"
44,300,"FEMALE","Lubelskie"
24,1200,"FEMALE","Lubuskie"
60,870,"FEMALE","Lubelskie"
60,1466,"MALE","Swietokrzyskie"
60,1500,"MALE","Malopolskie"
79,200,"FEMALE","Podkarpackie"
56,2300,"FEMALE","Kujawsko-pomorskie"
57,1300,"MALE","Lodzkie"
79,670,"FEMALE","Warminsko-mazurskie"
60,1100,"MALE","Lubuskie"
58,1900,"MALE","Podkarpackie"
48,650,"MALE","Pomorskie"
63,173,"FEMALE","Zachodnio-pomorskie"
52,2400,"FEMALE","Malopolskie"
27,700,"FEMALE","Lodzkie"
38,2200,"MALE","Swietokrzyskie"
63,1100,"FEMALE","Lodzkie"
88,890,"FEMALE","Slaskie"
39,3500,"FEMALE","Pomorskie"
54,1600,"FEMALE","Slaskie"
77,1400,"FEMALE","Pomorskie"
56,920,"MALE","Swietokrzyskie"
66,1450,"FEMALE","Zachodnio-pomorskie"
57,800,"MALE","Kujawsko-pomorskie"
47,2100,"MALE","Lubelskie"
62,760,"MALE","Pomorskie"
42,2000,"MALE","Malopolskie"
77,1118,"FEMALE","Mazowieckie"
64,1450,"FEMALE","Zachodnio-pomorskie"
31,1500,"MALE","Mazowieckie"
33,1200,"MALE","Lubuskie"
28,600,"FEMALE","Warminsko-mazurskie"
43,1500,"FEMALE","Mazowieckie"
45,815,"FEMALE","Malopolskie"
47,560,"MALE","Podkarpackie"
65,500,"FEMALE","Swietokrzyskie"
80,1300,"FEMALE","Kujawsko-pomorskie"
48,1200,"FEMALE","Pomorskie"
75,1000,"FEMALE","Malopolskie"
63,1200,"FEMALE","Kujawsko-pomorskie"
36,1500,"MALE","Podlaskie"
78,1780,"MALE","Pomorskie"
28,7500,"FEMALE","Mazowieckie"
23,1550,"MALE","Lubuskie"
57,860,"FEMALE","Opolskie"
61,1500,"FEMALE","Lubelskie"
51,1300,"FEMALE","Slaskie"
35,2200,"FEMALE","Warminsko-mazurskie"
40,1000,"FEMALE","Wielkopolskie"
50,400,"FEMALE","Lodzkie"
44,1400,"MALE","Zachodnio-pomorskie"
24,1300,"FEMALE","Podkarpackie"
52,2000,"FEMALE","Podlaskie"
53,700,"FEMALE","Wielkopolskie"
83,1050,"FEMALE","Lubelskie"
61,1500,"MALE","Malopolskie"
72,820,"FEMALE","Lodzkie"
38,2100,"MALE","Mazowieckie"
45,1000,"FEMALE","Lodzkie"
60,600,"FEMALE","Kujawsko-pomorskie"
62,1220,"FEMALE","Podlaskie"
75,1157,"FEMALE","Wielkopolskie"
36,1860,"FEMALE","Podkarpackie"
53,2000,"FEMALE","Swietokrzyskie"
70,913,"FEMALE","Zachodnio-pomorskie"
47,1700,"MALE","Pomorskie"
58,1200,"FEMALE","Zachodnio-pomorskie"
97,9500,"MALE","Dolnoslaskie"
33,1000,"MALE","Mazowieckie"
23,1280,"MALE","Lubelskie"
26,1500,"MALE","Zachodnio-pomorskie"
54,7000,"FEMALE","Mazowieckie"
83,250,"FEMALE","Slaskie"
23,750,"FEMALE","Slaskie"
39,16000,"MALE","Podlaskie"
55,1300,"FEMALE","Swietokrzyskie"
25,1050,"MALE","Podkarpackie"
33,1500,"MALE","Lodzkie"
31,950,"FEMALE","Lubelskie"
31,1200,"FEMALE","Slaskie"
71,725,"FEMALE","Mazowieckie"
33,2500,"MALE","Mazowieckie"
62,1140,"FEMALE","Wielkopolskie"
43,1300,"FEMALE","Kujawsko-pomorskie"
63,1000,"FEMALE","Lodzkie"
83,1560,"FEMALE","Mazowieckie"
38,3000,"MALE","Malopolskie"
34,4000,"MALE","Pomorskie"
23,1980,"FEMALE","Pomorskie"
81,1723,"FEMALE","Slaskie"
64,870,"FEMALE","Lubelskie"
58,900,"MALE","Mazowieckie"
88,2000,"MALE","Malopolskie"
65,2000,"FEMALE","Pomorskie"
54,1800,"MALE","Swietokrzyskie"
51,900,"MALE","Dolnoslaskie"
31,1800,"MALE","Mazowieckie"
57,2500,"MALE","Mazowieckie"
24,1500,"FEMALE","Mazowieckie"
43,1400,"FEMALE","Slaskie"
33,1000,"FEMALE","Zachodnio-pomorskie"
56,900,"FEMALE","Dolnoslaskie"
49,2000,"FEMALE","Mazowieckie"
54,1500,"MALE","Wielkopolskie"
35,1900,"FEMALE","Lodzkie"
54,500,"MALE","Kujawsko-pomorskie"
61,1600,"FEMALE","Wielkopolskie"
65,1500,"MALE","Kujawsko-pomorskie"
77,900,"FEMALE","Warminsko-mazurskie"
35,2600,"MALE","Opolskie"
66,1000,"FEMALE","Slaskie"
36,2000,"MALE","Kujawsko-pomorskie"
57,2000,"FEMALE","Dolnoslaskie"
62,1600,"MALE","Malopolskie"
41,600,"FEMALE","Dolnoslaskie"
61,1500,"MALE","Swietokrzyskie"
66,1100,"FEMALE","Swietokrzyskie"
55,2500,"MALE","Lodzkie"
65,1500,"FEMALE","Slaskie"
26,560,"FEMALE","Wielkopolskie"
51,1000,"FEMALE","Lodzkie"
40,1500,"FEMALE","Slaskie"
52,3300,"MALE","Pomorskie"
40,3160,"MALE","Kujawsko-pomorskie"
34,4000,"FEMALE","Dolnoslaskie"
62,1000,"MALE","Malopolskie"
38,1300,"FEMALE","Dolnoslaskie"
31,1500,"MALE","Pomorskie"
61,1400,"MALE","Slaskie"
37,1000,"FEMALE","Mazowieckie"
46,2000,"MALE","Podkarpackie"
38,3000,"MALE","Malopolskie"
39,2500,"FEMALE","Warminsko-mazurskie"
55,610,"FEMALE","Podkarpackie"
54,2100,"FEMALE","Slaskie"
78,1300,"FEMALE","Pomorskie"
66,1000,"MALE","Warminsko-mazurskie"
73,1115,"FEMALE","Pomorskie"
65,2700,"MALE","Dolnoslaskie"
69,700,"MALE","Malopolskie"
32,3500,"MALE","Podlaskie"
56,1000,"MALE","Kujawsko-pomorskie"
66,860,"FEMALE","Kujawsko-pomorskie"
61,3000,"MALE","Pomorskie"
32,1500,"MALE","Podlaskie"
70,1300,"FEMALE","Kujawsko-pomorskie"
43,2250,"FEMALE","Lubuskie"
47,2000,"MALE","Zachodnio-pomorskie"
31,2700,"MALE","Zachodnio-pomorskie"
50,2500,"FEMALE","Zachodnio-pomorskie"
59,1035,"FEMALE","Wielkopolskie"
60,2500,"MALE","Dolnoslaskie"
67,1500,"FEMALE","Slaskie"
35,1200,"MALE","Lubuskie"
52,1000,"MALE","Kujawsko-pomorskie"
64,900,"FEMALE","Podlaskie"
37,1500,"FEMALE","Zachodnio-pomorskie"
35,1650,"MALE","Zachodnio-pomorskie"
85,1400,"MALE","Swietokrzyskie"
57,450,"MALE","Mazowieckie"
31,1000,"FEMALE","Mazowieckie"
39,3000,"MALE","Malopolskie"
97,2450,"FEMALE","Lubuskie"
30,2000,"MALE","Lodzkie"
64,1900,"MALE","Swietokrzyskie"
81,1300,"FEMALE","Pomorskie"
69,1200,"MALE","Lubelskie"
72,710,"FEMALE","Pomorskie"
38,800,"FEMALE","Lodzkie"
52,1500,"FEMALE","Lodzkie"
23,500,"MALE","Slaskie"
59,3000,"MALE","Kujawsko-pomorskie"
67,1800,"FEMALE","Zachodnio-pomorskie"
45,2000,"MALE","Lubelskie"
69,2000,"MALE","Lodzkie"
69,600,"MALE","Malopolskie"
62,10000,"MALE","Lodzkie"
35,1500,"MALE","Lubelskie"
60,1680,"FEMALE","Slaskie"
55,1000,"MALE","Kujawsko-pomorskie"
89,1200,"FEMALE","Malopolskie"
73,1440,"FEMALE","Podkarpackie"
61,1769,"MALE","Lodzkie"
49,604,"FEMALE","Zachodnio-pomorskie"
63,1000,"FEMALE","Lodzkie"
56,600,"FEMALE","Lodzkie"
62,2500,"FEMALE","Slaskie"
59,1392,"MALE","Dolnoslaskie"
35,1300,"FEMALE","Lubuskie"
33,1000,"FEMALE","Wielkopolskie"
74,2833,"MALE","Lodzkie"
81,1100,"FEMALE","Wielkopolskie"
51,900,"FEMALE","Mazowieckie"
52,2000,"FEMALE","Pomorskie"
