"age","income","sex","region"
53,1500,"FEMALE","Malopolskie"
28,1670,"FEMALE","Dolnoslaskie"
29,3000,"FEMALE","Warminsko-mazurskie"
27,3100,"MALE","Mazowieckie"
57,1600,"MALE","Dolnoslaskie"
51,2500,"MALE","Dolnoslaskie"
49,3000,"MALE","Mazowieckie"
43,2000,"MALE","Wielkopolskie"
25,300,"FEMALE","Pomorskie"
21,NA,"FEMALE","Podlaskie"
53,NA,"MALE","Podlaskie"
57,800,"FEMALE","Kujawsko-pomorskie"
59,2300,"MALE","Opolskie"
64,1200,"FEMALE","Dolnoslaskie"
20,NA,"FEMALE","Wielkopolskie"
41,2000,"MALE","Wielkopolskie"
61,1700,"FEMALE","Slaskie"
57,850,"FEMALE","Mazowieckie"
28,1800,"MALE","Mazowieckie"
30,1300,"FEMALE","Zachodnio-pomorskie"
19,NA,"FEMALE","Slaskie"
61,1150,"FEMALE","Podkarpackie"
58,1200,"MALE","Lodzkie"
60,1400,"MALE","Lodzkie"
58,1600,"FEMALE","Wielkopolskie"
69,800,"FEMALE","Podkarpackie"
75,1300,"FEMALE","Malopolskie"
39,600,"FEMALE","Dolnoslaskie"
36,2300,"FEMALE","Dolnoslaskie"
75,901,"MALE","Malopolskie"
63,1200,"FEMALE","Zachodnio-pomorskie"
32,3500,"MALE","Wielkopolskie"
70,1400,"FEMALE","Podkarpackie"
45,NA,"FEMALE","Malopolskie"
72,780,"FEMALE","Dolnoslaskie"
38,1100,"MALE","Lubuskie"
16,1000,"MALE","Podkarpackie"
43,NA,"FEMALE","Dolnoslaskie"
17,NA,"MALE","Pomorskie"
62,728,"MALE","Mazowieckie"
60,1160,"FEMALE","Podlaskie"
23,1200,"FEMALE","Mazowieckie"
67,1920,"FEMALE","Slaskie"
75,1140,"FEMALE","Mazowieckie"
35,1820,"FEMALE","Wielkopolskie"
38,2000,"MALE","Lubelskie"
33,2800,"FEMALE","Wielkopolskie"
59,1000,"MALE","Opolskie"
35,4500,"MALE","Opolskie"
17,NA,"MALE","Podkarpackie"
20,NA,"FEMALE","Swietokrzyskie"
41,1500,"MALE","Lubuskie"
37,4200,"FEMALE","Dolnoslaskie"
65,1890,"FEMALE","Podkarpackie"
38,1200,"MALE","Lubuskie"
52,270,"FEMALE","Kujawsko-pomorskie"
56,NA,"MALE","Slaskie"
63,NA,"MALE","Dolnoslaskie"
63,1700,"FEMALE","Slaskie"
34,2000,"FEMALE","Lubuskie"
51,2500,"MALE","Lubelskie"
45,2500,"FEMALE","Podkarpackie"
29,NA,"FEMALE","Lodzkie"
47,1200,"MALE","Kujawsko-pomorskie"
30,NA,"FEMALE","Wielkopolskie"
55,1200,"FEMALE","Dolnoslaskie"
38,2100,"FEMALE","Podlaskie"
76,1200,"FEMALE","Kujawsko-pomorskie"
29,NA,"FEMALE","Dolnoslaskie"
20,NA,"FEMALE","Slaskie"
20,NA,"MALE","Podkarpackie"
65,700,"FEMALE","Opolskie"
26,NA,"MALE","Wielkopolskie"
75,NA,"FEMALE","Slaskie"
53,NA,"FEMALE","Dolnoslaskie"
32,2000,"MALE","Mazowieckie"
51,400,"FEMALE","Mazowieckie"
75,NA,"FEMALE","Slaskie"
49,730,"FEMALE","Slaskie"
42,2700,"FEMALE","Mazowieckie"
41,500,"FEMALE","Wielkopolskie"
47,2500,"MALE","Slaskie"
70,1300,"FEMALE","Podkarpackie"
49,2000,"MALE","Dolnoslaskie"
74,700,"FEMALE","Pomorskie"
64,920,"MALE","Mazowieckie"
31,1050,"MALE","Dolnoslaskie"
40,1200,"FEMALE","Malopolskie"
71,1080,"FEMALE","Slaskie"
27,NA,"MALE","Kujawsko-pomorskie"
58,700,"FEMALE","Podkarpackie"
50,2000,"FEMALE","Malopolskie"
56,100,"MALE","Opolskie"
49,1800,"FEMALE","Lubelskie"
35,300,"MALE","Opolskie"
30,NA,"FEMALE","Swietokrzyskie"
36,2000,"FEMALE","Slaskie"
25,1300,"FEMALE","Dolnoslaskie"
33,NA,"MALE","Malopolskie"
63,600,"FEMALE","Wielkopolskie"
63,3000,"FEMALE","Kujawsko-pomorskie"
50,NA,"FEMALE","Lubelskie"
57,1600,"FEMALE","Lodzkie"
25,NA,"FEMALE","Lodzkie"
78,1600,"MALE","Lubuskie"
29,1300,"FEMALE","Kujawsko-pomorskie"
50,2000,"FEMALE","Kujawsko-pomorskie"
52,740,"FEMALE","Lodzkie"
59,1290,"FEMALE","Opolskie"
45,3000,"FEMALE","Zachodnio-pomorskie"
66,5000,"FEMALE","Dolnoslaskie"
40,1600,"MALE","Kujawsko-pomorskie"
59,1290,"MALE","Lodzkie"
59,800,"MALE","Malopolskie"
34,1000,"FEMALE","Warminsko-mazurskie"
28,1500,"FEMALE","Malopolskie"
60,2000,"MALE","Lubelskie"
31,1800,"FEMALE","Warminsko-mazurskie"
27,600,"FEMALE","Wielkopolskie"
32,NA,"FEMALE","Malopolskie"
18,128,"MALE","Opolskie"
40,5000,"FEMALE","Malopolskie"
44,1500,"MALE","Podlaskie"
29,3500,"MALE","Wielkopolskie"
17,NA,"FEMALE","Warminsko-mazurskie"
28,1500,"MALE","Lodzkie"
19,NA,"FEMALE","Podkarpackie"
50,1500,"MALE","Mazowieckie"
54,2100,"FEMALE","Warminsko-mazurskie"
25,1100,"FEMALE","Malopolskie"
41,1270,"FEMALE","Opolskie"
89,1200,"FEMALE","Warminsko-mazurskie"
36,NA,"FEMALE","Kujawsko-pomorskie"
26,1000,"MALE","Pomorskie"
43,1000,"FEMALE","Kujawsko-pomorskie"
32,NA,"MALE","Mazowieckie"
73,NA,"FEMALE","Kujawsko-pomorskie"
21,1300,"FEMALE","Kujawsko-pomorskie"
46,2500,"MALE","Lubuskie"
25,NA,"FEMALE","Zachodnio-pomorskie"
61,700,"FEMALE","Lubelskie"
48,1700,"FEMALE","Podlaskie"
51,4500,"MALE","Mazowieckie"
40,1500,"FEMALE","Warminsko-mazurskie"
47,2400,"FEMALE","Zachodnio-pomorskie"
83,800,"MALE","Podlaskie"
40,1200,"FEMALE","Podkarpackie"
65,4200,"FEMALE","Slaskie"
78,1100,"FEMALE","Lodzkie"
25,4500,"FEMALE","Lodzkie"
56,NA,"FEMALE","Warminsko-mazurskie"
30,1500,"FEMALE","Mazowieckie"
56,2000,"MALE","Dolnoslaskie"
55,600,"FEMALE","Wielkopolskie"
44,2000,"MALE","Mazowieckie"
43,800,"FEMALE","Lubuskie"
60,NA,"MALE","Mazowieckie"
18,111,"MALE","Pomorskie"
18,360,"MALE","Podlaskie"
49,1700,"FEMALE","Malopolskie"
63,1250,"FEMALE","Zachodnio-pomorskie"
50,650,"FEMALE","Dolnoslaskie"
79,730,"MALE","Dolnoslaskie"
43,11000,"MALE","Pomorskie"
56,1890,"FEMALE","Warminsko-mazurskie"
25,NA,"FEMALE","Podlaskie"
62,790,"FEMALE","Lubelskie"
36,NA,"FEMALE","Lubelskie"
65,920,"FEMALE","Pomorskie"
54,1400,"MALE","Zachodnio-pomorskie"
79,1000,"MALE","Slaskie"
37,922,"FEMALE","Slaskie"
35,2500,"MALE","Opolskie"
46,720,"FEMALE","Lubuskie"
49,2000,"FEMALE","Pomorskie"
45,1700,"FEMALE","Swietokrzyskie"
23,1100,"FEMALE","Slaskie"
57,1800,"MALE","Kujawsko-pomorskie"
75,1500,"MALE","Mazowieckie"
61,5800,"MALE","Lodzkie"
32,2000,"MALE","Slaskie"
41,1500,"FEMALE","Opolskie"
25,950,"FEMALE","Mazowieckie"
50,1500,"MALE","Mazowieckie"
47,NA,"FEMALE","Pomorskie"
50,2200,"MALE","Podlaskie"
85,NA,"FEMALE","Lubelskie"
52,3300,"MALE","Dolnoslaskie"
23,1000,"MALE","Kujawsko-pomorskie"
37,4000,"MALE","Slaskie"
56,770,"MALE","Lubuskie"
28,950,"FEMALE","Lubelskie"
37,NA,"MALE","Dolnoslaskie"
57,2700,"MALE","Opolskie"
23,1000,"MALE","Swietokrzyskie"
65,4200,"FEMALE","Malopolskie"
67,1408,"MALE","Slaskie"
71,680,"FEMALE","Wielkopolskie"
19,NA,"MALE","Swietokrzyskie"
30,2000,"MALE","Slaskie"
59,NA,"MALE","Kujawsko-pomorskie"
65,3000,"MALE","Podkarpackie"
32,NA,"MALE","Malopolskie"
58,1300,"FEMALE","Lodzkie"
55,2300,"MALE","Kujawsko-pomorskie"
19,NA,"FEMALE","Warminsko-mazurskie"
42,1420,"FEMALE","Mazowieckie"
37,NA,"MALE","Podkarpackie"
44,2500,"FEMALE","Zachodnio-pomorskie"
25,2000,"MALE","Slaskie"
53,1500,"FEMALE","Opolskie"
18,NA,"FEMALE","Lubuskie"
27,1100,"MALE","Swietokrzyskie"
54,1000,"FEMALE","Opolskie"
54,1100,"FEMALE","Dolnoslaskie"
61,1857,"MALE","Podkarpackie"
36,NA,"FEMALE","Mazowieckie"
51,600,"FEMALE","Malopolskie"
81,910,"FEMALE","Warminsko-mazurskie"
43,1500,"FEMALE","Dolnoslaskie"
27,NA,"MALE","Kujawsko-pomorskie"
20,300,"FEMALE","Zachodnio-pomorskie"
76,NA,"FEMALE","Slaskie"
65,1200,"MALE","Wielkopolskie"
66,830,"FEMALE","Malopolskie"
52,2100,"FEMALE","Wielkopolskie"
28,NA,"FEMALE","Wielkopolskie"
37,1600,"FEMALE","Zachodnio-pomorskie"
52,2000,"FEMALE","Zachodnio-pomorskie"
26,6000,"MALE","Mazowieckie"
36,1100,"FEMALE","Dolnoslaskie"
18,1000,"FEMALE","Lubuskie"
87,1300,"FEMALE","Kujawsko-pomorskie"
65,NA,"MALE","Pomorskie"
47,3000,"FEMALE","Lubuskie"
51,1800,"FEMALE","Podlaskie"
36,2200,"MALE","Swietokrzyskie"
16,128,"FEMALE","Kujawsko-pomorskie"
57,10000,"FEMALE","Podlaskie"
69,1380,"MALE","Lodzkie"
42,800,"FEMALE","Wielkopolskie"
41,1000,"MALE","Lodzkie"
61,1800,"FEMALE","Malopolskie"
76,1100,"MALE","Podkarpackie"
19,2000,"MALE","Opolskie"
31,500,"FEMALE","Lubelskie"
34,1818,"MALE","Slaskie"
17,NA,"FEMALE","Wielkopolskie"
58,1400,"FEMALE","Lubuskie"
71,NA,"FEMALE","Podlaskie"
33,2800,"FEMALE","Mazowieckie"
59,1000,"MALE","Wielkopolskie"
25,1121,"FEMALE","Wielkopolskie"
21,NA,"MALE","Mazowieckie"
57,600,"FEMALE","Lodzkie"
57,1200,"FEMALE","Lubelskie"
37,NA,"FEMALE","Slaskie"
42,2000,"FEMALE","Malopolskie"
69,2600,"MALE","Malopolskie"
60,1100,"FEMALE","Zachodnio-pomorskie"
31,1800,"MALE","Swietokrzyskie"
35,2000,"FEMALE","Slaskie"
21,NA,"MALE","Lubelskie"
32,7500,"FEMALE","Lubuskie"
55,1500,"MALE","Podlaskie"
78,1450,"FEMALE","Zachodnio-pomorskie"
32,1400,"FEMALE","Mazowieckie"
61,1600,"MALE","Dolnoslaskie"
40,1000,"MALE","Mazowieckie"
56,NA,"MALE","Opolskie"
34,1800,"FEMALE","Dolnoslaskie"
63,NA,"FEMALE","Kujawsko-pomorskie"
49,3000,"MALE","Kujawsko-pomorskie"
34,NA,"FEMALE","Zachodnio-pomorskie"
28,1500,"MALE","Kujawsko-pomorskie"
69,1520,"MALE","Wielkopolskie"
57,700,"MALE","Swietokrzyskie"
53,1000,"FEMALE","Lodzkie"
27,1500,"MALE","Podkarpackie"
17,NA,"FEMALE","Lubelskie"
26,2500,"MALE","Wielkopolskie"
28,NA,"FEMALE","Warminsko-mazurskie"
65,NA,"FEMALE","Slaskie"
49,NA,"MALE","Lubelskie"
63,NA,"FEMALE","Dolnoslaskie"
31,NA,"MALE","Mazowieckie"
26,6400,"FEMALE","Lubuskie"
52,4500,"FEMALE","Lodzkie"
82,1780,"FEMALE","Warminsko-mazurskie"
24,NA,"FEMALE","Slaskie"
18,NA,"FEMALE","Lodzkie"
50,1096,"FEMALE","Dolnoslaskie"
75,900,"FEMALE","Lubelskie"
55,NA,"FEMALE","Slaskie"
43,3000,"FEMALE","Pomorskie"
70,1200,"FEMALE","Podkarpackie"
36,NA,"FEMALE","Opolskie"
61,1185,"FEMALE","Podlaskie"
18,139,"MALE","Opolskie"
74,1404,"FEMALE","Warminsko-mazurskie"
61,1700,"FEMALE","Lubelskie"
27,1181,"MALE","Malopolskie"
42,2000,"MALE","Slaskie"
54,700,"FEMALE","Lubuskie"
25,1400,"MALE","Dolnoslaskie"
18,NA,"FEMALE","Zachodnio-pomorskie"
55,1500,"MALE","Podlaskie"
60,2000,"FEMALE","Wielkopolskie"
61,NA,"MALE","Slaskie"
24,NA,"FEMALE","Zachodnio-pomorskie"
42,1000,"FEMALE","Dolnoslaskie"
59,NA,"MALE","Zachodnio-pomorskie"
55,1500,"MALE","Wielkopolskie"
75,1100,"MALE","Podkarpackie"
47,560,"FEMALE","Wielkopolskie"
40,800,"FEMALE","Wielkopolskie"
21,NA,"MALE","Lubelskie"
17,NA,"MALE","Swietokrzyskie"
37,11000,"MALE","Mazowieckie"
22,NA,"FEMALE","Zachodnio-pomorskie"
21,NA,"MALE","Wielkopolskie"
49,NA,"MALE","Mazowieckie"
27,4800,"MALE","Lubelskie"
66,NA,"FEMALE","Slaskie"
19,NA,"FEMALE","Mazowieckie"
76,2000,"FEMALE","Lubelskie"
19,NA,"MALE","Slaskie"
82,920,"MALE","Lodzkie"
53,2000,"MALE","Wielkopolskie"
49,5000,"FEMALE","Kujawsko-pomorskie"
54,1500,"FEMALE","Lodzkie"
64,616,"FEMALE","Lubelskie"
56,500,"MALE","Dolnoslaskie"
21,NA,"FEMALE","Zachodnio-pomorskie"
54,700,"FEMALE","Lubuskie"
18,NA,"MALE","Mazowieckie"
57,860,"MALE","Malopolskie"
55,900,"FEMALE","Lubelskie"
45,NA,"FEMALE","Lodzkie"
21,NA,"FEMALE","Dolnoslaskie"
26,3500,"MALE","Malopolskie"
33,NA,"FEMALE","Pomorskie"
77,910,"FEMALE","Podkarpackie"
84,800,"FEMALE","Podlaskie"
69,1500,"FEMALE","Slaskie"
66,1200,"FEMALE","Zachodnio-pomorskie"
25,1064,"MALE","Pomorskie"
65,NA,"FEMALE","Slaskie"
60,600,"MALE","Swietokrzyskie"
70,1400,"MALE","Kujawsko-pomorskie"
33,NA,"FEMALE","Mazowieckie"
58,3000,"MALE","Kujawsko-pomorskie"
54,3000,"FEMALE","Kujawsko-pomorskie"
63,2650,"MALE","Zachodnio-pomorskie"
41,2000,"FEMALE","Wielkopolskie"
78,3900,"MALE","Lubelskie"
49,3500,"MALE","Podlaskie"
78,NA,"FEMALE","Warminsko-mazurskie"
23,400,"MALE","Opolskie"
72,1050,"FEMALE","Podkarpackie"
34,1480,"FEMALE","Podlaskie"
20,NA,"MALE","Podkarpackie"
68,NA,"MALE","Zachodnio-pomorskie"
45,2000,"MALE","Podkarpackie"
61,750,"FEMALE","Warminsko-mazurskie"
61,800,"FEMALE","Mazowieckie"
28,6000,"MALE","Mazowieckie"
38,1400,"MALE","Mazowieckie"
18,NA,"FEMALE","Warminsko-mazurskie"
27,NA,"MALE","Lubuskie"
84,2121,"MALE","Opolskie"
35,2000,"MALE","Lubuskie"
31,600,"FEMALE","Mazowieckie"
57,NA,"FEMALE","Zachodnio-pomorskie"
71,800,"FEMALE","Mazowieckie"
41,NA,"MALE","Lubelskie"
62,NA,"FEMALE","Slaskie"
17,200,"MALE","Wielkopolskie"
37,NA,"FEMALE","Podkarpackie"
27,3000,"FEMALE","Malopolskie"
57,250,"MALE","Mazowieckie"
74,1800,"MALE","Zachodnio-pomorskie"
49,NA,"FEMALE","Dolnoslaskie"
46,2400,"MALE","Slaskie"
33,1400,"MALE","Warminsko-mazurskie"
37,NA,"MALE","Lodzkie"
69,700,"FEMALE","Wielkopolskie"
21,NA,"FEMALE","Malopolskie"
58,850,"FEMALE","Wielkopolskie"
69,2000,"MALE","Dolnoslaskie"
48,930,"FEMALE","Lubelskie"
65,4000,"FEMALE","Lubelskie"
33,NA,"FEMALE","Mazowieckie"
30,5000,"MALE","Mazowieckie"
56,900,"FEMALE","Lubelskie"
53,600,"MALE","Lodzkie"
18,NA,"FEMALE","Podkarpackie"
20,350,"FEMALE","Podkarpackie"
44,NA,"MALE","Podlaskie"
45,1500,"FEMALE","Warminsko-mazurskie"
22,NA,"FEMALE","Slaskie"
71,1500,"FEMALE","Mazowieckie"
56,2300,"MALE","Kujawsko-pomorskie"
58,900,"MALE","Swietokrzyskie"
50,NA,"MALE","Zachodnio-pomorskie"
43,5000,"MALE","Mazowieckie"
83,890,"MALE","Lubuskie"
71,NA,"FEMALE","Warminsko-mazurskie"
43,1300,"FEMALE","Mazowieckie"
22,NA,"FEMALE","Warminsko-mazurskie"
51,NA,"MALE","Opolskie"
84,1700,"MALE","Lubuskie"
46,520,"MALE","Lubelskie"
31,600,"FEMALE","Mazowieckie"
37,4000,"MALE","Pomorskie"
33,1000,"FEMALE","Swietokrzyskie"
22,NA,"FEMALE","Malopolskie"
17,NA,"MALE","Podlaskie"
72,950,"FEMALE","Lubelskie"
37,NA,"MALE","Dolnoslaskie"
