"var_1","var_2","var_3","var_4","var_5","var_6","var_7","var_8","var_9","var_10","var_11","var_12","var_13","var_14","var_15"
"p","t","o","h","k","q","r","i","q","h","g","k","d","n","h"
"f","a","r","p","m","m","a","l","s","t","o","r","e","t","b"
"i","g","h","f","b","l","f","b","i","e","h","s","n","k","m"
"c","j","f","r","f","d","g","g","n","j","j","d","t","j","f"
"n","i","d","o","f","r","a","m","d","p","r","r","k","p","p"
"l","q","j","c","r","i","d","s","t","h","m","d","q","k","j"
"s","f","m","s","e","g","p","e","b","d","r","h","g","l","f"
"d","q","n","c","g","p","j","h","d","p","r","n","g","b","m"
"e","d","k","f","p","m","s","a","o","a","s","i","i","d","d"
"d","r","n","j","c","m","a","j","m","i","q","p","i","f","k"
"o","i","d","j","m","f","m","m","r","d","n","g","h","g","i"
"s","l","h","s","t","m","p","k","o","j","e","s","m","b","g"
"j","c","f","g","r","i","a","n","c","d","m","n","q","i","d"
"e","p","j","s","c","p","r","d","b","f","k","f","a","a","o"
"h","o","d","p","o","i","b","d","j","d","p","m","q","r","b"
"b","q","l","s","d","c","j","k","t","t","n","d","r","l","h"
"e","s","r","q","j","s","i","m","o","s","d","t","i","q","p"
"m","g","m","i","b","j","c","n","k","q","h","c","e","i","k"
"m","f","p","l","b","j","t","s","d","m","a","o","f","b","r"
"a","c","d","g","h","c","g","n","n","m","e","a","o","k","i"
"p","e","l","h","m","t","m","t","p","c","c","q","c","n","d"
"o","i","i","i","p","n","g","f","m","m","c","p","i","p","i"
"c","p","o","l","t","d","p","d","h","i","d","k","e","b","i"
"d","p","p","o","e","o","b","h","k","j","e","g","i","g","l"
"p","t","j","f","h","d","j","p","r","g","f","c","k","r","t"
"g","n","e","s","t","c","q","e","m","d","p","n","l","l","l"
"k","h","q","b","i","h","q","i","a","n","g","r","h","s","t"
"k","o","k","k","c","i","t","f","o","k","i","o","c","n","p"
"a","g","t","k","l","h","j","b","p","c","a","t","c","b","i"
"c","q","j","a","b","c","k","i","d","k","f","h","f","h","q"
"m","f","q","i","n","r","p","e","o","s","r","n","p","q","l"
"o","n","p","g","k","a","i","f","i","c","h","k","j","a","a"
"q","t","g","t","a","a","l","r","o","s","k","j","e","i","o"
"j","l","d","b","f","d","c","j","o","i","m","f","n","f","i"
"r","f","p","d","h","i","k","o","e","t","j","e","j","f","b"
"b","e","f","c","b","l","i","b","h","t","t","c","e","p","n"
"h","l","a","g","q","c","t","g","o","b","i","h","o","t","l"
"o","p","q","i","p","b","c","r","o","t","t","q","e","g","n"
"b","j","n","m","d","e","q","i","e","l","p","f","e","m","f"
"s","s","h","o","f","a","j","o","e","t","a","o","k","i","f"
"e","c","e","c","c","c","e","g","t","b","e","l","e","d","i"
"f","p","b","r","h","j","c","n","o","i","q","k","n","c","l"
"b","i","a","k","g","i","m","o","g","q","s","m","j","t","o"
"h","c","o","r","b","d","o","c","g","m","l","d","k","t","m"
"n","l","m","r","t","o","j","e","s","a","d","g","g","n","q"
"g","g","t","r","n","b","h","b","a","p","i","q","k","c","o"
"n","o","g","c","q","d","m","r","e","p","i","o","i","q","r"
"a","e","e","e","g","t","c","q","g","q","a","s","n","h","c"
"n","k","m","g","t","k","m","q","a","p","m","p","s","f","p"
"q","o","k","g","j","j","c","i","j","a","k","f","d","h","b"
"s","j","d","n","l","a","o","p","h","j","g","t","d","r","c"
"a","g","t","o","q","j","q","o","d","k","m","f","a","l","d"
"h","d","q","g","l","e","l","o","o","m","a","m","d","c","j"
"m","c","a","b","b","m","q","t","t","j","q","i","e","r","m"
"c","d","c","i","c","a","p","a","j","o","b","k","b","q","a"
"e","j","t","j","b","c","q","t","h","o","b","h","n","d","n"
"i","p","o","c","c","i","l","s","b","q","q","l","d","f","c"
"f","f","s","n","f","s","d","d","t","c","r","g","m","c","f"
"k","h","o","g","l","k","t","d","d","r","t","h","o","j","e"
"j","l","a","m","q","l","l","a","a","j","e","s","t","m","o"
"h","f","j","i","d","n","b","s","n","m","n","i","d","b","p"
"m","a","d","n","c","o","g","t","h","e","b","n","l","r","j"
"f","j","i","p","c","l","b","k","h","e","f","l","b","j","p"
"g","p","f","s","a","m","s","c","b","r","g","e","j","m","a"
"i","l","m","d","r","d","q","e","g","g","a","k","r","q","l"
"j","l","a","f","p","e","t","r","b","k","c","d","g","m","c"
"g","g","a","l","h","o","m","e","g","e","i","i","l","o","d"
"s","l","b","s","d","j","n","g","q","b","p","q","n","n","e"
"q","r","j","h","s","l","g","p","l","o","r","s","j","p","c"
"s","k","d","b","g","j","f","o","o","n","a","e","i","j","k"
"t","e","c","j","l","g","d","j","j","e","q","g","e","e","r"
"o","k","t","s","j","r","t","o","k","q","j","t","p","j","h"
"d","c","r","r","a","a","j","f","k","g","m","a","d","b","t"
"l","g","q","p","e","s","e","r","f","b","f","n","k","s","b"
"i","d","n","n","g","g","r","h","h","d","e","q","n","t","m"
"l","k","c","r","q","r","r","s","g","p","b","h","h","h","t"
"p","q","c","o","n","p","g","k","l","s","t","h","m","a","c"
"m","h","g","h","j","h","d","f","k","l","g","e","h","p","n"
"p","s","o","o","f","e","a","o","e","s","o","p","d","i","i"
"r","f","f","m","b","s","g","p","d","j","s","t","i","n","a"
"k","q","m","f","a","b","l","p","o","q","d","f","i","a","d"
"t","b","o","k","m","o","j","m","b","d","m","k","p","p","a"
"i","q","e","h","i","r","r","o","k","b","o","d","h","e","c"
"q","s","b","m","c","q","t","c","t","d","r","q","b","r","j"
"g","k","r","g","b","a","l","d","f","r","p","d","m","t","h"
"b","m","m","n","g","m","o","c","g","l","p","h","f","m","o"
"c","m","e","e","n","e","m","o","o","i","d","m","m","h","o"
"k","r","i","k","c","c","b","m","c","d","q","q","l","k","b"
"f","g","r","p","o","o","k","q","s","s","j","i","d","g","k"
"q","h","r","b","n","d","d","c","k","s","g","p","a","f","t"
"c","s","l","d","o","l","o","c","i","a","h","c","t","e","j"
"s","j","j","q","n","p","g","a","e","d","k","e","d","i","n"
"d","g","i","m","c","k","t","s","l","b","q","n","i","f","i"
"i","l","f","j","j","k","a","e","t","b","p","m","o","b","p"
"m","r","q","p","i","f","k","i","j","h","i","d","e","q","g"
"l","o","k","a","h","q","m","k","a","p","e","t","a","m","h"
"p","c","s","f","a","l","n","g","i","e","k","l","r","d","d"
"q","o","d","k","f","e","f","f","f","b","r","d","i","a","n"
"g","c","r","o","o","n","f","o","o","i","q","j","g","k","a"
"h","n","s","d","o","q","m","d","e","j","p","o","g","t","f"
"m","q","d","c","g","m","j","d","t","d","d","l","i","d","j"
"a","d","m","r","i","i","h","d","m","e","s","o","f","e","k"
"k","m","d","e","j","b","e","s","f","d","s","a","f","i","t"
"j","t","h","i","o","h","q","e","q","n","a","o","s","d","d"
"f","q","j","r","q","q","e","t","l","a","j","h","k","g","s"
"d","n","c","o","m","m","b","q","d","l","o","o","a","m","l"
"q","a","q","f","j","p","e","m","i","i","e","d","r","m","s"
"g","p","a","e","h","h","e","s","t","c","g","o","o","m","i"
"i","b","s","r","a","m","t","k","m","r","c","i","e","j","g"
"g","b","k","d","h","h","i","f","n","k","d","p","o","h","k"
"j","h","p","j","h","j","f","g","k","s","n","r","g","l","a"
"f","a","m","o","m","i","f","b","a","f","b","h","r","i","a"
"m","c","a","f","s","i","s","f","m","o","m","o","l","c","e"
"d","r","r","c","c","p","k","t","b","q","b","t","a","r","n"
"f","d","f","r","h","n","a","f","j","g","k","n","h","b","k"
"i","i","c","c","f","m","c","l","i","q","a","f","g","i","g"
"l","g","i","h","q","a","a","q","h","k","t","f","t","l","n"
"j","k","g","e","q","m","o","p","g","d","i","a","i","m","e"
"b","t","g","a","r","t","g","l","l","h","q","p","d","k","p"
"e","c","h","a","r","s","r","l","k","e","b","d","h","j","h"
"p","s","l","o","o","m","e","a","c","b","g","f","i","d","e"
"a","b","p","j","l","f","n","o","t","s","b","n","m","k","a"
"f","q","h","b","r","l","c","k","p","o","r","e","r","d","g"
"a","m","s","l","q","c","n","a","g","j","r","s","e","q","r"
"i","j","q","p","k","e","a","d","t","t","c","l","i","h","a"
"s","p","j","j","j","j","c","h","l","d","t","f","i","m","h"
"c","h","n","m","a","j","l","g","b","m","f","a","c","p","b"
"c","t","h","d","l","j","p","t","q","j","s","j","e","e","e"
"h","o","k","k","g","c","d","t","d","k","a","d","p","q","h"
"d","n","p","b","s","s","r","q","d","e","i","k","h","m","q"
"c","h","f","k","f","m","i","b","d","b","l","l","b","n","t"
"l","h","k","d","t","i","o","m","b","e","m","o","r","i","a"
"t","c","j","q","s","n","b","r","s","s","b","g","c","q","c"
"h","e","s","l","g","e","s","c","k","f","k","a","h","o","f"
"s","s","o","r","j","f","a","b","h","a","h","c","l","l","e"
"d","i","b","g","g","c","f","f","r","j","a","t","s","f","j"
"i","j","p","t","q","r","n","t","p","p","q","h","l","b","n"
"f","l","g","b","l","d","r","k","d","d","c","h","k","f","t"
"s","g","c","l","q","a","l","d","q","j","b","b","t","a","a"
"q","r","f","h","j","n","m","p","d","c","j","e","a","b","m"
"h","b","i","l","g","q","o","r","e","i","i","d","e","f","e"
"d","p","a","j","i","n","p","d","k","e","h","r","p","e","j"
"g","t","a","t","e","c","o","p","c","q","k","e","b","s","d"
"h","d","j","q","b","t","k","o","e","o","g","o","e","g","k"
"s","a","n","n","n","k","i","p","s","p","m","j","o","c","a"
"r","r","i","b","b","q","m","g","a","s","e","h","p","f","l"
"k","i","i","i","h","n","h","a","a","p","i","i","l","m","j"
"j","f","o","t","d","j","e","j","r","m","i","f","m","c","b"
"b","o","f","b","n","b","r","e","d","k","o","j","n","e","r"
"i","e","n","r","j","c","p","a","e","k","m","p","h","k","o"
"q","h","h","g","m","m","p","r","a","l","e","g","f","a","s"
"d","h","p","n","j","j","c","b","p","c","n","g","p","i","l"
"c","l","e","m","o","r","k","c","r","d","q","q","m","a","c"
"b","q","l","l","k","f","g","r","b","f","q","s","n","d","g"
"s","r","m","r","m","j","h","e","j","c","r","r","o","c","i"
"q","o","k","g","n","t","a","r","l","q","t","b","q","j","h"
"h","r","a","c","i","j","i","g","m","d","n","h","s","f","b"
"c","d","g","d","b","s","m","m","e","l","m","i","c","f","c"
"m","q","g","f","n","m","o","f","f","o","j","l","p","e","o"
"d","c","k","b","d","d","t","m","d","r","n","h","q","g","m"
"l","h","k","k","f","g","g","e","f","a","q","o","l","e","h"
"a","f","a","e","q","l","p","p","p","h","d","h","m","i","r"
"b","j","n","m","d","p","c","k","c","d","n","h","b","t","s"
"s","b","q","s","d","s","g","o","f","g","j","e","m","e","n"
"o","i","j","c","r","m","o","s","c","t","d","c","r","j","k"
"t","b","n","d","b","k","d","o","t","j","b","q","g","d","n"
"c","g","c","h","t","j","g","j","f","l","d","s","r","q","p"
"d","a","r","a","e","o","s","h","s","l","e","n","j","i","c"
"r","r","a","a","o","k","l","q","f","i","b","p","r","t","r"
"d","p","c","h","f","s","p","p","g","i","m","e","o","f","k"
"d","n","c","d","h","h","i","o","s","q","r","l","i","c","c"
"a","b","e","p","n","a","h","k","g","j","f","n","g","r","t"
"g","r","q","a","s","b","i","d","s","f","p","n","q","g","e"
"j","n","c","b","h","h","i","j","i","s","q","f","q","t","p"
"a","s","q","d","a","b","f","a","h","t","h","e","e","h","m"
"b","n","b","t","h","s","k","d","f","q","n","g","b","f","d"
"d","h","m","i","e","e","s","e","b","a","i","q","g","b","s"
"m","a","d","d","s","i","b","e","l","n","s","k","d","s","b"
"t","c","t","t","e","d","k","o","c","d","n","s","f","j","r"
"s","e","q","f","m","o","d","n","h","b","g","t","q","n","n"
"s","g","c","n","j","p","r","n","h","o","m","j","b","g","l"
"i","l","r","n","p","f","h","g","j","b","t","s","n","n","f"
"l","n","g","r","j","j","l","t","f","b","f","j","b","j","n"
"s","s","h","n","k","r","m","b","c","h","t","o","s","m","p"
"b","l","a","n","m","r","o","t","p","g","d","n","s","p","s"
"n","o","e","q","n","l","b","b","s","s","p","d","l","j","o"
"b","d","b","c","r","n","o","t","j","o","p","o","r","e","g"
"s","q","q","d","o","t","q","n","d","a","e","m","k","h","k"
"p","c","t","l","p","l","n","c","h","k","n","f","c","e","p"
"l","s","a","i","o","n","p","f","e","t","p","o","e","p","a"
"d","l","i","i","s","k","f","n","f","j","h","l","r","i","l"
"j","o","s","o","p","o","a","n","k","c","k","r","t","j","g"
"r","p","q","d","d","a","i","p","b","q","n","f","e","c","i"
"l","g","i","q","o","n","g","j","b","d","n","h","n","m","l"
"t","t","b","q","a","n","e","d","t","s","h","a","s","n","m"
"g","i","p","b","m","n","h","b","d","a","h","g","d","a","p"
"a","n","m","r","d","j","k","s","c","g","h","o","t","t","i"
"p","s","l","k","h","b","g","g","q","i","d","e","d","p","o"
"j","j","l","q","g","e","l","h","g","q","f","g","e","t","i"
"s","s","h","g","r","l","t","a","a","h","h","n","l","e","d"
"a","s","d","o","p","q","l","f","n","i","q","r","r","m","p"
"r","r","a","s","o","t","l","n","d","r","n","e","f","c","p"
"k","l","b","r","k","t","q","p","q","r","c","m","h","i","t"
"k","l","b","i","b","e","n","r","h","q","g","n","t","s","c"
"h","o","m","n","d","r","m","n","d","l","f","h","e","e","h"
"a","f","n","b","f","b","i","n","i","h","a","n","n","b","i"
"l","n","q","r","m","a","p","k","n","f","e","c","e","m","o"
"t","s","a","t","a","g","b","a","d","f","k","h","h","p","p"
"d","m","j","e","m","n","m","b","h","p","k","e","t","m","s"
"r","s","o","b","m","k","j","s","t","c","m","k","o","n","o"
"i","t","d","t","r","e","o","j","c","l","g","m","a","c","p"
"m","g","n","p","k","k","a","n","c","j","m","h","p","t","p"
"q","m","b","m","c","n","p","q","c","b","a","m","m","f","t"
"g","r","b","j","s","d","a","d","p","t","j","l","j","c","t"
"o","e","s","l","s","e","d","m","h","c","i","r","l","d","c"
"r","g","h","j","h","f","c","d","m","n","k","i","g","e","h"
"h","d","h","f","q","m","i","g","s","i","o","p","j","b","p"
"e","d","d","m","t","s","f","a","i","o","j","b","t","k","e"
"o","h","m","q","t","f","f","g","b","l","b","b","o","r","p"
"p","r","d","q","n","d","e","e","l","o","n","i","m","c","e"
"d","q","j","c","m","t","q","t","d","h","o","c","o","e","t"
"j","b","m","a","a","b","f","c","n","k","h","e","i","r","i"
"g","r","t","k","e","k","f","h","d","b","q","m","a","b","d"
"h","c","o","e","q","l","b","l","r","k","b","d","r","r","o"
"c","q","t","g","h","b","c","k","m","n","r","e","n","f","k"
"g","p","a","f","a","i","p","m","p","a","k","g","i","h","f"
"d","m","c","k","d","g","i","h","k","b","m","g","i","o","a"
"j","l","m","d","k","q","q","b","c","d","r","e","n","p","a"
"e","r","o","m","o","q","q","e","f","o","g","f","g","e","a"
"c","k","p","e","r","m","k","q","b","p","d","b","d","r","k"
"g","q","h","t","j","d","m","a","f","p","b","b","f","r","t"
"s","s","o","s","g","c","m","d","c","f","g","d","r","a","d"
"q","l","a","m","l","a","r","t","a","f","e","k","h","k","t"
"s","q","p","i","j","a","h","a","g","e","a","k","d","o","g"
"i","n","q","o","i","p","i","c","j","n","m","b","r","e","i"
"i","d","j","o","k","h","k","n","r","q","s","l","s","q","f"
"l","c","m","p","p","q","j","l","b","j","h","d","a","l","f"
"i","q","d","j","f","o","b","f","d","b","e","q","o","l","b"
"e","j","c","s","j","a","b","c","b","o","b","k","j","k","c"
"m","p","m","i","m","i","t","k","i","q","p","c","r","l","e"
"g","l","i","s","e","s","t","e","c","a","f","a","q","i","s"
"c","b","d","m","g","h","q","r","f","r","a","f","l","i","a"
"t","l","j","g","i","g","o","b","o","l","k","f","g","g","d"
"s","g","l","n","g","l","h","a","l","c","d","f","l","i","i"
"s","a","n","b","l","c","a","j","o","n","f","j","f","r","b"
"o","k","l","b","h","r","n","b","q","m","h","e","j","p","s"
"j","h","i","c","n","b","o","h","d","j","d","e","s","j","s"
"q","g","l","t","q","r","m","f","h","k","t","j","d","r","h"
"f","h","h","c","e","a","q","n","q","m","p","g","a","d","f"
"e","a","f","c","l","k","h","s","f","a","r","d","j","r","o"
"j","m","l","j","h","b","m","t","s","m","n","p","n","g","m"
"m","r","e","f","m","l","a","k","e","f","r","e","k","f","d"
"h","e","s","b","e","c","e","c","q","j","q","n","j","e","l"
"h","r","k","b","q","k","e","e","d","t","p","d","f","j","q"
"i","a","c","i","j","k","m","n","q","l","e","a","i","q","n"
"b","r","h","h","f","r","e","f","g","n","b","d","n","a","a"
"q","p","l","m","j","f","o","k","f","n","l","o","f","f","f"
"n","e","m","a","a","e","b","f","c","c","c","m","s","q","t"
"e","n","m","j","f","p","k","m","d","g","c","i","g","k","t"
"o","h","r","m","j","q","p","o","g","s","e","s","e","t","b"
"a","f","s","n","m","o","o","r","o","m","o","s","i","t","l"
"c","d","j","c","h","s","m","b","l","b","n","r","s","m","j"
"j","m","f","l","i","t","k","e","c","e","q","h","c","g","k"
"f","l","e","q","h","n","g","n","o","h","e","e","b","c","i"
"c","c","q","h","g","o","k","n","n","m","p","k","o","d","k"
"t","a","h","a","s","g","s","a","s","a","r","b","k","j","j"
"q","h","c","n","o","i","t","m","k","i","s","c","l","q","j"
"a","j","d","m","s","l","b","n","p","a","r","c","l","r","g"
"c","q","o","l","e","m","b","e","f","p","o","r","s","l","o"
"k","k","j","a","t","l","c","b","n","t","d","f","h","m","j"
"n","g","t","j","t","r","k","d","g","e","k","n","a","i","g"
"r","s","r","k","p","g","e","r","a","p","d","p","g","r","r"
"i","l","e","t","m","s","b","p","o","k","b","e","q","e","t"
"a","s","l","f","p","c","l","h","n","e","a","l","d","a","h"
"g","g","l","e","g","i","e","r","a","l","h","h","f","l","k"
"h","r","j","h","j","t","i","j","q","p","s","d","e","j","r"
"l","o","i","o","g","r","r","a","k","h","r","l","t","n","l"
"f","h","e","f","h","q","f","e","h","h","a","j","i","p","p"
"r","n","e","r","f","i","g","s","s","g","o","m","p","n","h"
"e","t","a","j","j","i","j","n","g","m","n","t","l","f","k"
"o","b","h","t","m","c","j","r","e","k","j","e","k","f","h"
"o","t","i","n","r","k","g","i","k","h","j","b","n","d","q"
"c","g","h","a","s","l","e","o","t","i","j","f","f","i","c"
"a","t","e","r","i","e","s","l","t","l","g","k","m","p","p"
"i","t","c","b","f","m","q","g","m","b","t","m","e","a","h"
"n","p","a","b","l","c","k","h","d","a","h","g","q","g","h"
"p","m","s","r","a","n","m","d","k","g","s","l","o","f","k"
"i","e","q","k","t","g","l","g","o","s","g","m","t","l","g"
"a","o","r","h","e","n","k","q","f","m","b","n","q","c","f"
"e","r","d","r","n","c","a","f","s","t","m","q","p","d","c"
"i","c","g","n","a","p","h","n","h","f","l","n","f","h","g"
"p","q","d","g","e","a","m","r","b","n","o","t","n","d","r"
"a","f","d","g","k","g","f","n","q","k","h","l","r","e","e"
"a","f","i","b","f","q","o","j","i","l","q","t","g","g","a"
"f","j","i","c","l","m","t","s","f","j","e","r","b","c","f"
"e","b","d","n","q","b","j","h","p","q","l","b","m","n","m"
"o","i","s","c","a","r","r","h","c","t","d","e","i","s","o"
"c","t","h","n","c","e","p","j","f","j","h","p","o","f","r"
"h","j","q","m","j","p","g","i","o","c","o","f","r","o","h"
"d","q","j","g","a","s","f","l","a","c","p","m","t","t","o"
"f","r","s","i","r","q","r","l","a","h","g","c","o","d","f"
"m","r","o","g","q","c","k","p","k","q","r","l","b","i","t"
"j","j","o","t","q","d","f","r","q","t","k","l","o","r","e"
"l","q","k","g","h","i","k","n","i","q","b","b","f","c","s"
"k","c","f","g","t","r","s","p","i","o","f","p","p","p","m"
"t","t","d","b","g","i","c","h","t","i","k","r","g","j","t"
"r","m","k","o","q","s","m","s","l","j","d","a","i","m","q"
"k","m","e","g","g","t","p","q","g","c","h","h","p","g","d"
"q","g","f","m","g","d","j","e","c","e","q","a","l","p","j"
"n","c","t","t","i","e","o","l","s","c","i","m","c","h","s"
"a","l","o","e","t","g","b","s","p","e","a","b","b","c","r"
"i","m","h","d","c","h","o","j","n","p","m","t","s","t","i"
"e","j","t","i","f","l","r","a","g","h","s","b","b","e","q"
"o","c","m","q","j","g","e","s","g","o","l","h","j","g","p"
"d","n","c","l","r","k","g","s","m","i","p","i","h","j","i"
"f","j","b","s","l","c","c","i","l","e","h","h","o","t","o"
"s","c","c","i","t","i","i","e","h","p","r","n","b","e","p"
"m","f","i","f","p","r","b","d","q","b","d","g","k","s","k"
"c","k","n","a","j","l","o","q","r","d","g","n","m","c","g"
"b","o","b","e","t","b","m","a","j","t","s","k","r","a","q"
"k","f","s","r","c","r","b","h","k","g","a","g","f","k","c"
"j","j","i","p","f","f","p","r","t","e","c","n","n","e","p"
"k","e","g","c","g","b","j","a","f","b","q","f","p","f","j"
"l","n","r","k","t","i","n","d","c","f","a","g","i","k","j"
"i","l","d","s","f","p","q","s","h","m","p","t","i","p","m"
"n","b","n","g","t","a","t","e","e","g","a","p","n","n","j"
"n","s","f","a","o","a","j","f","d","m","p","e","r","r","l"
