"combine","Freq","type","n","unique"
"0110",74,"synthetic",1,"1100"
"0111",59,"synthetic",1,"1100"
"1000",72,"synthetic",1,"1100"
"1001",69,"synthetic",1,"1100"
"1010",50,"synthetic",1,"1100"
"1011",62,"synthetic",1,"1100"
"1100",67,"synthetic",1,"1100"
"1101",63,"synthetic",1,"1100"
"1110",77,"synthetic",1,"1100"
"0000",69,"original",1,"1100"
"0001",60,"original",1,"1100"
"0010",79,"original",1,"1100"
"0011",62,"original",1,"1100"
"0100",68,"original",1,"1100"
"0101",64,"original",1,"1100"
"0110",60,"original",1,"1100"
"0111",75,"original",1,"1100"
"1000",74,"original",1,"1100"
"1001",63,"original",1,"1100"
"1010",54,"original",1,"1100"
"1011",69,"original",1,"1100"
"1100",78,"original",1,"1100"
"1101",59,"original",1,"1100"
"1110",66,"original",1,"1100"
"0000",71,"synthetic",1,"0010"
"0001",62,"synthetic",1,"0010"
"0010",61,"synthetic",1,"0010"
"0011",63,"synthetic",1,"0010"
"0100",73,"synthetic",1,"0010"
"0101",60,"synthetic",1,"0010"
"0110",89,"synthetic",1,"0010"
"0111",61,"synthetic",1,"0010"
"1000",60,"synthetic",1,"0010"
"1001",82,"synthetic",1,"0010"
"1010",67,"synthetic",1,"0010"
"1011",54,"synthetic",1,"0010"
"1100",86,"synthetic",1,"0010"
"1101",50,"synthetic",1,"0010"
"1110",61,"synthetic",1,"0010"
"0000",69,"original",1,"0010"
"0001",60,"original",1,"0010"
"0010",80,"original",1,"0010"
"0011",62,"original",1,"0010"
"0100",68,"original",1,"0010"
"0101",64,"original",1,"0010"
"0110",60,"original",1,"0010"
"0111",75,"original",1,"0010"
"1000",74,"original",1,"0010"
"1001",63,"original",1,"0010"
"1010",54,"original",1,"0010"
"1011",69,"original",1,"0010"
"1100",77,"original",1,"0010"
"1101",59,"original",1,"0010"
"1110",66,"original",1,"0010"
"0000",62,"synthetic",1,"1010"
"0001",64,"synthetic",1,"1010"
"0010",53,"synthetic",1,"1010"
"0011",59,"synthetic",1,"1010"
"0100",81,"synthetic",1,"1010"
"0101",61,"synthetic",1,"1010"
"0110",74,"synthetic",1,"1010"
"0111",76,"synthetic",1,"1010"
"1000",56,"synthetic",1,"1010"
"1001",91,"synthetic",1,"1010"
"1010",57,"synthetic",1,"1010"
"1011",59,"synthetic",1,"1010"
"1100",74,"synthetic",1,"1010"
"1101",62,"synthetic",1,"1010"
"1110",71,"synthetic",1,"1010"
"0000",69,"original",1,"1010"
"0001",60,"original",1,"1010"
"0010",79,"original",1,"1010"
"0011",62,"original",1,"1010"
"0100",68,"original",1,"1010"
"0101",64,"original",1,"1010"
"0110",60,"original",1,"1010"
"0111",75,"original",1,"1010"
"1000",74,"original",1,"1010"
"1001",63,"original",1,"1010"
"1010",55,"original",1,"1010"
"1011",69,"original",1,"1010"
"1100",77,"original",1,"1010"
"1101",59,"original",1,"1010"
"1110",66,"original",1,"1010"
"0000",69,"synthetic",1,"0110"
"0001",66,"synthetic",1,"0110"
"0010",73,"synthetic",1,"0110"
"0011",80,"synthetic",1,"0110"
"0100",59,"synthetic",1,"0110"
"0101",70,"synthetic",1,"0110"
"0110",54,"synthetic",1,"0110"
"0111",60,"synthetic",1,"0110"
"1000",74,"synthetic",1,"0110"
"1001",71,"synthetic",1,"0110"
"1010",56,"synthetic",1,"0110"
"1011",52,"synthetic",1,"0110"
"1100",74,"synthetic",1,"0110"
"1101",64,"synthetic",1,"0110"
"1110",78,"synthetic",1,"0110"
"0000",69,"original",1,"0110"
"0001",60,"original",1,"0110"
"0010",79,"original",1,"0110"
"0011",62,"original",1,"0110"
"0100",68,"original",1,"0110"
"0101",64,"original",1,"0110"
"0110",61,"original",1,"0110"
"0111",75,"original",1,"0110"
"1000",74,"original",1,"0110"
"1001",63,"original",1,"0110"
"1010",54,"original",1,"0110"
"1011",69,"original",1,"0110"
"1100",77,"original",1,"0110"
"1101",59,"original",1,"0110"
"1110",66,"original",1,"0110"
"0000",71,"synthetic",1,"1110"
"0001",62,"synthetic",1,"1110"
"0010",85,"synthetic",1,"1110"
"0011",56,"synthetic",1,"1110"
"0100",68,"synthetic",1,"1110"
"0101",61,"synthetic",1,"1110"
"0110",80,"synthetic",1,"1110"
"0111",80,"synthetic",1,"1110"
"1000",56,"synthetic",1,"1110"
"1001",65,"synthetic",1,"1110"
"1010",50,"synthetic",1,"1110"
"1011",64,"synthetic",1,"1110"
"1100",69,"synthetic",1,"1110"
"1101",62,"synthetic",1,"1110"
"1110",71,"synthetic",1,"1110"
"0000",69,"original",1,"1110"
"0001",60,"original",1,"1110"
"0010",79,"original",1,"1110"
"0011",62,"original",1,"1110"
"0100",68,"original",1,"1110"
"0101",64,"original",1,"1110"
"0110",60,"original",1,"1110"
"0111",75,"original",1,"1110"
"1000",74,"original",1,"1110"
"1001",63,"original",1,"1110"
"1010",54,"original",1,"1110"
"1011",69,"original",1,"1110"
"1100",77,"original",1,"1110"
"1101",59,"original",1,"1110"
"1110",67,"original",1,"1110"
"0000",77,"synthetic",1,"0001"
"0001",65,"synthetic",1,"0001"
"0010",56,"synthetic",1,"0001"
"0011",62,"synthetic",1,"0001"
"0100",69,"synthetic",1,"0001"
"0101",76,"synthetic",1,"0001"
"0110",62,"synthetic",1,"0001"
"0111",79,"synthetic",1,"0001"
"1000",64,"synthetic",1,"0001"
"1001",67,"synthetic",1,"0001"
"1010",68,"synthetic",1,"0001"
"1011",56,"synthetic",1,"0001"
"1100",74,"synthetic",1,"0001"
"1101",57,"synthetic",1,"0001"
"1110",68,"synthetic",1,"0001"
"0000",69,"original",1,"0001"
"0001",61,"original",1,"0001"
"0010",79,"original",1,"0001"
"0011",62,"original",1,"0001"
"0100",68,"original",1,"0001"
"0101",64,"original",1,"0001"
"0110",60,"original",1,"0001"
"0111",75,"original",1,"0001"
"1000",74,"original",1,"0001"
"1001",63,"original",1,"0001"
"1010",54,"original",1,"0001"
"1011",69,"original",1,"0001"
"1100",77,"original",1,"0001"
"1101",59,"original",1,"0001"
"1110",66,"original",1,"0001"
"0000",56,"synthetic",1,"1001"
"0001",64,"synthetic",1,"1001"
"0010",71,"synthetic",1,"1001"
"0011",65,"synthetic",1,"1001"
"0100",73,"synthetic",1,"1001"
"0101",60,"synthetic",1,"1001"
"0110",69,"synthetic",1,"1001"
"0111",56,"synthetic",1,"1001"
"1000",72,"synthetic",1,"1001"
"1001",63,"synthetic",1,"1001"
"1010",66,"synthetic",1,"1001"
"1011",57,"synthetic",1,"1001"
"1100",76,"synthetic",1,"1001"
"1101",79,"synthetic",1,"1001"
"1110",73,"synthetic",1,"1001"
"0000",69,"original",1,"1001"
"0001",60,"original",1,"1001"
"0010",79,"original",1,"1001"
"0011",62,"original",1,"1001"
"0100",68,"original",1,"1001"
"0101",64,"original",1,"1001"
"0110",60,"original",1,"1001"
"0111",75,"original",1,"1001"
"1000",74,"original",1,"1001"
"1001",64,"original",1,"1001"
"1010",54,"original",1,"1001"
"1011",69,"original",1,"1001"
"1100",77,"original",1,"1001"
"1101",59,"original",1,"1001"
"1110",66,"original",1,"1001"
"0000",58,"synthetic",1,"0101"
"0001",67,"synthetic",1,"0101"
"0010",64,"synthetic",1,"0101"
"0011",74,"synthetic",1,"0101"
"0100",65,"synthetic",1,"0101"
"0101",69,"synthetic",1,"0101"
"0110",61,"synthetic",1,"0101"
"0111",78,"synthetic",1,"0101"
"1000",75,"synthetic",1,"0101"
"1001",56,"synthetic",1,"0101"
"1010",59,"synthetic",1,"0101"
"1011",65,"synthetic",1,"0101"
"1100",78,"synthetic",1,"0101"
"1101",57,"synthetic",1,"0101"
"1110",74,"synthetic",1,"0101"
"0000",69,"original",1,"0101"
"0001",60,"original",1,"0101"
"0010",79,"original",1,"0101"
"0011",62,"original",1,"0101"
"0100",68,"original",1,"0101"
"0101",65,"original",1,"0101"
"0110",60,"original",1,"0101"
"0111",75,"original",1,"0101"
"1000",74,"original",1,"0101"
"1001",63,"original",1,"0101"
"1010",54,"original",1,"0101"
"1011",69,"original",1,"0101"
"1100",77,"original",1,"0101"
"1101",59,"original",1,"0101"
"1110",66,"original",1,"0101"
"0000",72,"synthetic",1,"1101"
"0001",66,"synthetic",1,"1101"
"0010",67,"synthetic",1,"1101"
"0011",57,"synthetic",1,"1101"
"0100",76,"synthetic",1,"1101"
"0101",49,"synthetic",1,"1101"
"0110",72,"synthetic",1,"1101"
"0111",68,"synthetic",1,"1101"
"1000",68,"synthetic",1,"1101"
"1001",71,"synthetic",1,"1101"
"1010",65,"synthetic",1,"1101"
"1011",66,"synthetic",1,"1101"
"1100",75,"synthetic",1,"1101"
"1101",52,"synthetic",1,"1101"
"1110",76,"synthetic",1,"1101"
"0000",69,"original",1,"1101"
"0001",60,"original",1,"1101"
"0010",79,"original",1,"1101"
"0011",62,"original",1,"1101"
"0100",68,"original",1,"1101"
"0101",64,"original",1,"1101"
"0110",60,"original",1,"1101"
"0111",75,"original",1,"1101"
"1000",74,"original",1,"1101"
"1001",63,"original",1,"1101"
"1010",54,"original",1,"1101"
"1011",69,"original",1,"1101"
"1100",77,"original",1,"1101"
"1101",60,"original",1,"1101"
"1110",66,"original",1,"1101"
"0000",62,"synthetic",1,"0011"
"0001",69,"synthetic",1,"0011"
"0010",69,"synthetic",1,"0011"
"0011",68,"synthetic",1,"0011"
"0100",64,"synthetic",1,"0011"
"0101",63,"synthetic",1,"0011"
"0110",79,"synthetic",1,"0011"
"0111",76,"synthetic",1,"0011"
"1000",64,"synthetic",1,"0011"
"1001",70,"synthetic",1,"0011"
"1010",57,"synthetic",1,"0011"
"1011",65,"synthetic",1,"0011"
"1100",78,"synthetic",1,"0011"
"1101",54,"synthetic",1,"0011"
"1110",62,"synthetic",1,"0011"
"0000",69,"original",1,"0011"
"0001",60,"original",1,"0011"
"0010",79,"original",1,"0011"
"0011",63,"original",1,"0011"
"0100",68,"original",1,"0011"
"0101",64,"original",1,"0011"
"0110",60,"original",1,"0011"
"0111",75,"original",1,"0011"
"1000",74,"original",1,"0011"
"1001",63,"original",1,"0011"
"1010",54,"original",1,"0011"
"1011",69,"original",1,"0011"
"1100",77,"original",1,"0011"
"1101",59,"original",1,"0011"
"1110",66,"original",1,"0011"
"0000",80,"synthetic",1,"1011"
"0001",69,"synthetic",1,"1011"
"0010",73,"synthetic",1,"1011"
"0011",66,"synthetic",1,"1011"
"0100",76,"synthetic",1,"1011"
"0101",62,"synthetic",1,"1011"
"0110",65,"synthetic",1,"1011"
"0111",79,"synthetic",1,"1011"
"1000",62,"synthetic",1,"1011"
"1001",59,"synthetic",1,"1011"
"1010",61,"synthetic",1,"1011"
"1011",53,"synthetic",1,"1011"
"1100",69,"synthetic",1,"1011"
"1101",58,"synthetic",1,"1011"
"1110",68,"synthetic",1,"1011"
"0000",69,"original",1,"1011"
"0001",60,"original",1,"1011"
"0010",79,"original",1,"1011"
"0011",62,"original",1,"1011"
"0100",68,"original",1,"1011"
"0101",64,"original",1,"1011"
"0110",60,"original",1,"1011"
"0111",75,"original",1,"1011"
"1000",74,"original",1,"1011"
"1001",63,"original",1,"1011"
"1010",54,"original",1,"1011"
"1011",70,"original",1,"1011"
"1100",77,"original",1,"1011"
"1101",59,"original",1,"1011"
"1110",66,"original",1,"1011"
"0000",57,"synthetic",1,"0111"
"0001",67,"synthetic",1,"0111"
"0010",74,"synthetic",1,"0111"
"0011",65,"synthetic",1,"0111"
"0100",68,"synthetic",1,"0111"
"0101",59,"synthetic",1,"0111"
"0110",75,"synthetic",1,"0111"
"0111",70,"synthetic",1,"0111"
"1000",75,"synthetic",1,"0111"
"1001",64,"synthetic",1,"0111"
"1010",57,"synthetic",1,"0111"
"1011",64,"synthetic",1,"0111"
"1100",74,"synthetic",1,"0111"
"1101",69,"synthetic",1,"0111"
"1110",62,"synthetic",1,"0111"
"0000",69,"original",1,"0111"
"0001",60,"original",1,"0111"
"0010",79,"original",1,"0111"
"0011",62,"original",1,"0111"
"0100",68,"original",1,"0111"
"0101",64,"original",1,"0111"
"0110",60,"original",1,"0111"
"0111",76,"original",1,"0111"
"1000",74,"original",1,"0111"
"1001",63,"original",1,"0111"
"1010",54,"original",1,"0111"
"1011",69,"original",1,"0111"
"1100",77,"original",1,"0111"
"1101",59,"original",1,"0111"
"1110",66,"original",1,"0111"
"0000",65,"synthetic",1,"1111"
"0001",72,"synthetic",1,"1111"
"0010",61,"synthetic",1,"1111"
"0011",69,"synthetic",1,"1111"
"0100",79,"synthetic",1,"1111"
"0101",61,"synthetic",1,"1111"
"0110",75,"synthetic",1,"1111"
"0111",74,"synthetic",1,"1111"
"1000",71,"synthetic",1,"1111"
"1001",61,"synthetic",1,"1111"
"1010",54,"synthetic",1,"1111"
"1011",62,"synthetic",1,"1111"
"1100",83,"synthetic",1,"1111"
"1101",52,"synthetic",1,"1111"
"1110",61,"synthetic",1,"1111"
"0000",69,"original",1,"1111"
"0001",60,"original",1,"1111"
"0010",79,"original",1,"1111"
"0011",62,"original",1,"1111"
"0100",68,"original",1,"1111"
"0101",64,"original",1,"1111"
"0110",60,"original",1,"1111"
"0111",75,"original",1,"1111"
"1000",74,"original",1,"1111"
"1001",63,"original",1,"1111"
"1010",54,"original",1,"1111"
"1011",69,"original",1,"1111"
"1100",77,"original",1,"1111"
"1101",59,"original",1,"1111"
"1110",66,"original",1,"1111"
"1111",1,"original",1,"1111"
"0000",87,"synthetic",2,"0000"
"0001",54,"synthetic",2,"0000"
"0010",66,"synthetic",2,"0000"
"0011",58,"synthetic",2,"0000"
"0100",66,"synthetic",2,"0000"
"0101",68,"synthetic",2,"0000"
"0110",70,"synthetic",2,"0000"
"0111",75,"synthetic",2,"0000"
"1000",71,"synthetic",2,"0000"
"1001",77,"synthetic",2,"0000"
"1010",59,"synthetic",2,"0000"
"1011",54,"synthetic",2,"0000"
"1100",77,"synthetic",2,"0000"
"1101",59,"synthetic",2,"0000"
"1110",59,"synthetic",2,"0000"
"0000",70,"original",2,"0000"
"0001",60,"original",2,"0000"
"0010",79,"original",2,"0000"
"0011",62,"original",2,"0000"
"0100",68,"original",2,"0000"
"0101",64,"original",2,"0000"
"0110",60,"original",2,"0000"
"0111",75,"original",2,"0000"
"1000",74,"original",2,"0000"
"1001",63,"original",2,"0000"
"1010",54,"original",2,"0000"
"1011",69,"original",2,"0000"
"1100",77,"original",2,"0000"
"1101",59,"original",2,"0000"
"1110",66,"original",2,"0000"
"0000",73,"synthetic",2,"1000"
"0001",77,"synthetic",2,"1000"
"0010",74,"synthetic",2,"1000"
"0011",55,"synthetic",2,"1000"
"0100",76,"synthetic",2,"1000"
"0101",55,"synthetic",2,"1000"
"0110",65,"synthetic",2,"1000"
"0111",79,"synthetic",2,"1000"
"1000",61,"synthetic",2,"1000"
"1001",83,"synthetic",2,"1000"
"1010",51,"synthetic",2,"1000"
"1011",67,"synthetic",2,"1000"
"1100",70,"synthetic",2,"1000"
"1101",56,"synthetic",2,"1000"
"1110",58,"synthetic",2,"1000"
"0000",69,"original",2,"1000"
"0001",60,"original",2,"1000"
"0010",79,"original",2,"1000"
"0011",62,"original",2,"1000"
"0100",68,"original",2,"1000"
"0101",64,"original",2,"1000"
"0110",60,"original",2,"1000"
"0111",75,"original",2,"1000"
"1000",75,"original",2,"1000"
"1001",63,"original",2,"1000"
"1010",54,"original",2,"1000"
"1011",69,"original",2,"1000"
"1100",77,"original",2,"1000"
"1101",59,"original",2,"1000"
"1110",66,"original",2,"1000"
"0000",60,"synthetic",2,"0100"
"0001",69,"synthetic",2,"0100"
"0010",76,"synthetic",2,"0100"
"0011",55,"synthetic",2,"0100"
"0100",78,"synthetic",2,"0100"
"0101",70,"synthetic",2,"0100"
"0110",76,"synthetic",2,"0100"
"0111",66,"synthetic",2,"0100"
"1000",63,"synthetic",2,"0100"
"1001",65,"synthetic",2,"0100"
"1010",57,"synthetic",2,"0100"
"1011",56,"synthetic",2,"0100"
"1100",81,"synthetic",2,"0100"
"1101",56,"synthetic",2,"0100"
"1110",72,"synthetic",2,"0100"
"0000",69,"original",2,"0100"
"0001",60,"original",2,"0100"
"0010",79,"original",2,"0100"
"0011",62,"original",2,"0100"
"0100",69,"original",2,"0100"
"0101",64,"original",2,"0100"
"0110",60,"original",2,"0100"
"0111",75,"original",2,"0100"
"1000",74,"original",2,"0100"
"1001",63,"original",2,"0100"
"1010",54,"original",2,"0100"
"1011",69,"original",2,"0100"
"1100",77,"original",2,"0100"
"1101",59,"original",2,"0100"
"1110",66,"original",2,"0100"
"0000",64,"synthetic",2,"1100"
"0001",76,"synthetic",2,"1100"
"0010",70,"synthetic",2,"1100"
"0011",76,"synthetic",2,"1100"
"0100",59,"synthetic",2,"1100"
"0101",57,"synthetic",2,"1100"
"0110",77,"synthetic",2,"1100"
"0111",58,"synthetic",2,"1100"
"1000",57,"synthetic",2,"1100"
"1001",70,"synthetic",2,"1100"
"1010",64,"synthetic",2,"1100"
"1011",67,"synthetic",2,"1100"
"1100",76,"synthetic",2,"1100"
"1101",57,"synthetic",2,"1100"
"1110",72,"synthetic",2,"1100"
"0000",69,"original",2,"1100"
"0001",60,"original",2,"1100"
"0010",79,"original",2,"1100"
"0011",62,"original",2,"1100"
"0100",68,"original",2,"1100"
"0101",64,"original",2,"1100"
"0110",60,"original",2,"1100"
"0111",75,"original",2,"1100"
"1000",74,"original",2,"1100"
"1001",63,"original",2,"1100"
"1010",54,"original",2,"1100"
"1011",69,"original",2,"1100"
"1100",78,"original",2,"1100"
"1101",59,"original",2,"1100"
"1110",66,"original",2,"1100"
"0000",86,"synthetic",2,"0010"
"0001",59,"synthetic",2,"0010"
"0010",75,"synthetic",2,"0010"
"0011",72,"synthetic",2,"0010"
"0100",74,"synthetic",2,"0010"
"0101",59,"synthetic",2,"0010"
"0110",63,"synthetic",2,"0010"
"0111",77,"synthetic",2,"0010"
"1000",56,"synthetic",2,"0010"
"1001",57,"synthetic",2,"0010"
"1010",62,"synthetic",2,"0010"
"1011",57,"synthetic",2,"0010"
"1100",82,"synthetic",2,"0010"
"1101",66,"synthetic",2,"0010"
"1110",55,"synthetic",2,"0010"
"0000",69,"original",2,"0010"
"0001",60,"original",2,"0010"
"0010",80,"original",2,"0010"
"0011",62,"original",2,"0010"
"0100",68,"original",2,"0010"
"0101",64,"original",2,"0010"
"0110",60,"original",2,"0010"
"0111",75,"original",2,"0010"
"1000",74,"original",2,"0010"
"1001",63,"original",2,"0010"
"1010",54,"original",2,"0010"
"1011",69,"original",2,"0010"
"1100",77,"original",2,"0010"
"1101",59,"original",2,"0010"
"1110",66,"original",2,"0010"
"0000",74,"synthetic",2,"1010"
"0001",62,"synthetic",2,"1010"
"0010",74,"synthetic",2,"1010"
"0011",55,"synthetic",2,"1010"
"0100",74,"synthetic",2,"1010"
"0101",68,"synthetic",2,"1010"
"0110",54,"synthetic",2,"1010"
"0111",76,"synthetic",2,"1010"
"1000",80,"synthetic",2,"1010"
"1001",54,"synthetic",2,"1010"
"1010",56,"synthetic",2,"1010"
"1011",49,"synthetic",2,"1010"
"1100",81,"synthetic",2,"1010"
"1101",75,"synthetic",2,"1010"
"1110",68,"synthetic",2,"1010"
"0000",69,"original",2,"1010"
"0001",60,"original",2,"1010"
"0010",79,"original",2,"1010"
"0011",62,"original",2,"1010"
"0100",68,"original",2,"1010"
"0101",64,"original",2,"1010"
"0110",60,"original",2,"1010"
"0111",75,"original",2,"1010"
"1000",74,"original",2,"1010"
"1001",63,"original",2,"1010"
"1010",55,"original",2,"1010"
"1011",69,"original",2,"1010"
"1100",77,"original",2,"1010"
"1101",59,"original",2,"1010"
"1110",66,"original",2,"1010"
"0000",67,"synthetic",2,"0110"
"0001",57,"synthetic",2,"0110"
"0010",76,"synthetic",2,"0110"
"0011",57,"synthetic",2,"0110"
"0100",62,"synthetic",2,"0110"
"0101",67,"synthetic",2,"0110"
"0110",62,"synthetic",2,"0110"
"0111",89,"synthetic",2,"0110"
"1000",57,"synthetic",2,"0110"
"1001",67,"synthetic",2,"0110"
"1010",65,"synthetic",2,"0110"
"1011",63,"synthetic",2,"0110"
"1100",63,"synthetic",2,"0110"
"1101",67,"synthetic",2,"0110"
"1110",81,"synthetic",2,"0110"
"0000",69,"original",2,"0110"
"0001",60,"original",2,"0110"
"0010",79,"original",2,"0110"
"0011",62,"original",2,"0110"
"0100",68,"original",2,"0110"
"0101",64,"original",2,"0110"
"0110",61,"original",2,"0110"
"0111",75,"original",2,"0110"
"1000",74,"original",2,"0110"
"1001",63,"original",2,"0110"
"1010",54,"original",2,"0110"
"1011",69,"original",2,"0110"
"1100",77,"original",2,"0110"
"1101",59,"original",2,"0110"
"1110",66,"original",2,"0110"
"0000",69,"synthetic",2,"1110"
"0001",63,"synthetic",2,"1110"
"0010",73,"synthetic",2,"1110"
"0011",59,"synthetic",2,"1110"
"0100",58,"synthetic",2,"1110"
"0101",66,"synthetic",2,"1110"
"0110",82,"synthetic",2,"1110"
"0111",62,"synthetic",2,"1110"
"1000",68,"synthetic",2,"1110"
"1001",72,"synthetic",2,"1110"
"1010",65,"synthetic",2,"1110"
"1011",45,"synthetic",2,"1110"
"1100",89,"synthetic",2,"1110"
"1101",78,"synthetic",2,"1110"
"1110",51,"synthetic",2,"1110"
"0000",69,"original",2,"1110"
"0001",60,"original",2,"1110"
"0010",79,"original",2,"1110"
"0011",62,"original",2,"1110"
"0100",68,"original",2,"1110"
"0101",64,"original",2,"1110"
"0110",60,"original",2,"1110"
"0111",75,"original",2,"1110"
"1000",74,"original",2,"1110"
"1001",63,"original",2,"1110"
"1010",54,"original",2,"1110"
"1011",69,"original",2,"1110"
"1100",77,"original",2,"1110"
"1101",59,"original",2,"1110"
"1110",67,"original",2,"1110"
"0000",83,"synthetic",2,"0001"
"0001",63,"synthetic",2,"0001"
"0010",59,"synthetic",2,"0001"
"0011",78,"synthetic",2,"0001"
"0100",85,"synthetic",2,"0001"
"0101",62,"synthetic",2,"0001"
"0110",65,"synthetic",2,"0001"
"0111",58,"synthetic",2,"0001"
"1000",56,"synthetic",2,"0001"
"1001",72,"synthetic",2,"0001"
"1010",66,"synthetic",2,"0001"
"1011",68,"synthetic",2,"0001"
"1100",74,"synthetic",2,"0001"
"1101",51,"synthetic",2,"0001"
"1110",60,"synthetic",2,"0001"
"0000",69,"original",2,"0001"
"0001",61,"original",2,"0001"
"0010",79,"original",2,"0001"
"0011",62,"original",2,"0001"
"0100",68,"original",2,"0001"
"0101",64,"original",2,"0001"
"0110",60,"original",2,"0001"
"0111",75,"original",2,"0001"
"1000",74,"original",2,"0001"
"1001",63,"original",2,"0001"
"1010",54,"original",2,"0001"
"1011",69,"original",2,"0001"
"1100",77,"original",2,"0001"
"1101",59,"original",2,"0001"
"1110",66,"original",2,"0001"
"0000",61,"synthetic",2,"1001"
"0001",54,"synthetic",2,"1001"
"0010",63,"synthetic",2,"1001"
"0011",62,"synthetic",2,"1001"
"0100",60,"synthetic",2,"1001"
"0101",65,"synthetic",2,"1001"
"0110",73,"synthetic",2,"1001"
"0111",81,"synthetic",2,"1001"
"1000",86,"synthetic",2,"1001"
"1001",71,"synthetic",2,"1001"
"1010",65,"synthetic",2,"1001"
"1011",57,"synthetic",2,"1001"
"1100",82,"synthetic",2,"1001"
"1101",52,"synthetic",2,"1001"
"1110",68,"synthetic",2,"1001"
"0000",69,"original",2,"1001"
"0001",60,"original",2,"1001"
"0010",79,"original",2,"1001"
"0011",62,"original",2,"1001"
"0100",68,"original",2,"1001"
"0101",64,"original",2,"1001"
"0110",60,"original",2,"1001"
"0111",75,"original",2,"1001"
"1000",74,"original",2,"1001"
"1001",64,"original",2,"1001"
"1010",54,"original",2,"1001"
"1011",69,"original",2,"1001"
"1100",77,"original",2,"1001"
"1101",59,"original",2,"1001"
"1110",66,"original",2,"1001"
"0000",59,"synthetic",2,"0101"
"0001",80,"synthetic",2,"0101"
"0010",76,"synthetic",2,"0101"
"0011",71,"synthetic",2,"0101"
"0100",67,"synthetic",2,"0101"
"0101",69,"synthetic",2,"0101"
"0110",78,"synthetic",2,"0101"
"0111",71,"synthetic",2,"0101"
"1000",62,"synthetic",2,"0101"
"1001",59,"synthetic",2,"0101"
"1010",61,"synthetic",2,"0101"
"1011",57,"synthetic",2,"0101"
"1100",79,"synthetic",2,"0101"
"1101",41,"synthetic",2,"0101"
"1110",70,"synthetic",2,"0101"
"0000",69,"original",2,"0101"
