"combine","Freq","type","n"
"1001",71,"synthetic",20
"1010",60,"synthetic",20
"1011",68,"synthetic",20
"1100",95,"synthetic",20
"1101",29,"synthetic",20
"1110",47,"synthetic",20
"1111",18,"synthetic",20
"0000",74,"synthetic",21
"0001",70,"synthetic",21
"0010",86,"synthetic",21
"0011",56,"synthetic",21
"0100",71,"synthetic",21
"0101",71,"synthetic",21
"0110",50,"synthetic",21
"0111",85,"synthetic",21
"1000",67,"synthetic",21
"1001",70,"synthetic",21
"1010",41,"synthetic",21
"1011",65,"synthetic",21
"1100",90,"synthetic",21
"1101",50,"synthetic",21
"1110",31,"synthetic",21
"1111",23,"synthetic",21
"0000",69,"synthetic",22
"0001",59,"synthetic",22
"0010",77,"synthetic",22
"0011",69,"synthetic",22
"0100",61,"synthetic",22
"0101",71,"synthetic",22
"0110",60,"synthetic",22
"0111",71,"synthetic",22
"1000",70,"synthetic",22
"1001",62,"synthetic",22
"1010",52,"synthetic",22
"1011",72,"synthetic",22
"1100",98,"synthetic",22
"1101",45,"synthetic",22
"1110",41,"synthetic",22
"1111",23,"synthetic",22
"0000",77,"synthetic",23
"0001",57,"synthetic",23
"0010",75,"synthetic",23
"0011",65,"synthetic",23
"0100",67,"synthetic",23
"0101",63,"synthetic",23
"0110",48,"synthetic",23
"0111",84,"synthetic",23
"1000",79,"synthetic",23
"1001",57,"synthetic",23
"1010",56,"synthetic",23
"1011",64,"synthetic",23
"1100",110,"synthetic",23
"1101",36,"synthetic",23
"1110",50,"synthetic",23
"1111",12,"synthetic",23
"0000",75,"synthetic",24
"0001",55,"synthetic",24
"0010",77,"synthetic",24
"0011",68,"synthetic",24
"0100",65,"synthetic",24
"0101",61,"synthetic",24
"0110",56,"synthetic",24
"0111",75,"synthetic",24
"1000",74,"synthetic",24
"1001",68,"synthetic",24
"1010",54,"synthetic",24
"1011",66,"synthetic",24
"1100",95,"synthetic",24
"1101",50,"synthetic",24
"1110",42,"synthetic",24
"1111",19,"synthetic",24
"0000",79,"synthetic",25
"0001",63,"synthetic",25
"0010",105,"synthetic",25
"0011",55,"synthetic",25
"0100",53,"synthetic",25
"0101",66,"synthetic",25
"0110",55,"synthetic",25
"0111",75,"synthetic",25
"1000",74,"synthetic",25
"1001",72,"synthetic",25
"1010",50,"synthetic",25
"1011",53,"synthetic",25
"1100",95,"synthetic",25
"1101",34,"synthetic",25
"1110",57,"synthetic",25
"1111",14,"synthetic",25
"0000",67,"synthetic",26
"0001",60,"synthetic",26
"0010",71,"synthetic",26
"0011",57,"synthetic",26
"0100",60,"synthetic",26
"0101",72,"synthetic",26
"0110",66,"synthetic",26
"0111",66,"synthetic",26
"1000",97,"synthetic",26
"1001",55,"synthetic",26
"1010",48,"synthetic",26
"1011",70,"synthetic",26
"1100",105,"synthetic",26
"1101",39,"synthetic",26
"1110",47,"synthetic",26
"1111",20,"synthetic",26
"0000",69,"synthetic",27
"0001",69,"synthetic",27
"0010",90,"synthetic",27
"0011",50,"synthetic",27
"0100",76,"synthetic",27
"0101",69,"synthetic",27
"0110",71,"synthetic",27
"0111",77,"synthetic",27
"1000",71,"synthetic",27
"1001",55,"synthetic",27
"1010",47,"synthetic",27
"1011",76,"synthetic",27
"1100",85,"synthetic",27
"1101",39,"synthetic",27
"1110",41,"synthetic",27
"1111",15,"synthetic",27
"0000",69,"synthetic",28
"0001",58,"synthetic",28
"0010",92,"synthetic",28
"0011",67,"synthetic",28
"0100",74,"synthetic",28
"0101",62,"synthetic",28
"0110",55,"synthetic",28
"0111",83,"synthetic",28
"1000",77,"synthetic",28
"1001",61,"synthetic",28
"1010",56,"synthetic",28
"1011",61,"synthetic",28
"1100",99,"synthetic",28
"1101",31,"synthetic",28
"1110",42,"synthetic",28
"1111",13,"synthetic",28
"0000",63,"synthetic",29
"0001",65,"synthetic",29
"0010",101,"synthetic",29
"0011",60,"synthetic",29
"0100",69,"synthetic",29
"0101",58,"synthetic",29
"0110",53,"synthetic",29
"0111",75,"synthetic",29
"1000",66,"synthetic",29
"1001",52,"synthetic",29
"1010",59,"synthetic",29
"1011",59,"synthetic",29
"1100",98,"synthetic",29
"1101",42,"synthetic",29
"1110",58,"synthetic",29
"1111",22,"synthetic",29
"0000",78,"synthetic",30
"0001",59,"synthetic",30
"0010",73,"synthetic",30
"0011",63,"synthetic",30
"0100",52,"synthetic",30
"0101",62,"synthetic",30
"0110",71,"synthetic",30
"0111",86,"synthetic",30
"1000",85,"synthetic",30
"1001",56,"synthetic",30
"1010",53,"synthetic",30
"1011",62,"synthetic",30
"1100",95,"synthetic",30
"1101",44,"synthetic",30
"1110",40,"synthetic",30
"1111",21,"synthetic",30
"0000",76,"synthetic",31
"0001",69,"synthetic",31
"0010",74,"synthetic",31
"0011",61,"synthetic",31
"0100",63,"synthetic",31
"0101",72,"synthetic",31
"0110",51,"synthetic",31
"0111",71,"synthetic",31
"1000",72,"synthetic",31
"1001",67,"synthetic",31
"1010",47,"synthetic",31
"1011",72,"synthetic",31
"1100",101,"synthetic",31
"1101",40,"synthetic",31
"1110",39,"synthetic",31
"1111",25,"synthetic",31
"0000",76,"synthetic",32
"0001",58,"synthetic",32
"0010",68,"synthetic",32
"0011",63,"synthetic",32
"0100",62,"synthetic",32
"0101",67,"synthetic",32
"0110",62,"synthetic",32
"0111",71,"synthetic",32
"1000",77,"synthetic",32
"1001",86,"synthetic",32
"1010",64,"synthetic",32
"1011",61,"synthetic",32
"1100",96,"synthetic",32
"1101",32,"synthetic",32
"1110",39,"synthetic",32
"1111",18,"synthetic",32
"0000",67,"synthetic",33
"0001",68,"synthetic",33
"0010",58,"synthetic",33
"0011",61,"synthetic",33
"0100",65,"synthetic",33
"0101",57,"synthetic",33
"0110",67,"synthetic",33
"0111",74,"synthetic",33
"1000",78,"synthetic",33
"1001",57,"synthetic",33
"1010",66,"synthetic",33
"1011",77,"synthetic",33
"1100",104,"synthetic",33
"1101",39,"synthetic",33
"1110",46,"synthetic",33
"1111",16,"synthetic",33
"0000",70,"synthetic",34
"0001",57,"synthetic",34
"0010",94,"synthetic",34
"0011",66,"synthetic",34
"0100",72,"synthetic",34
"0101",54,"synthetic",34
"0110",49,"synthetic",34
"0111",77,"synthetic",34
"1000",65,"synthetic",34
"1001",55,"synthetic",34
"1010",59,"synthetic",34
"1011",67,"synthetic",34
"1100",95,"synthetic",34
"1101",44,"synthetic",34
"1110",55,"synthetic",34
"1111",21,"synthetic",34
"0000",70,"synthetic",35
"0001",65,"synthetic",35
"0010",78,"synthetic",35
"0011",67,"synthetic",35
"0100",62,"synthetic",35
"0101",62,"synthetic",35
"0110",75,"synthetic",35
"0111",71,"synthetic",35
"1000",82,"synthetic",35
"1001",61,"synthetic",35
"1010",61,"synthetic",35
"1011",75,"synthetic",35
"1100",82,"synthetic",35
"1101",37,"synthetic",35
"1110",33,"synthetic",35
"1111",19,"synthetic",35
"0000",77,"synthetic",36
"0001",60,"synthetic",36
"0010",74,"synthetic",36
"0011",54,"synthetic",36
"0100",73,"synthetic",36
"0101",62,"synthetic",36
"0110",51,"synthetic",36
"0111",62,"synthetic",36
"1000",70,"synthetic",36
"1001",60,"synthetic",36
"1010",56,"synthetic",36
"1011",67,"synthetic",36
"1100",125,"synthetic",36
"1101",43,"synthetic",36
"1110",44,"synthetic",36
"1111",22,"synthetic",36
"0000",80,"synthetic",37
"0001",71,"synthetic",37
"0010",64,"synthetic",37
"0011",47,"synthetic",37
"0100",59,"synthetic",37
"0101",68,"synthetic",37
"0110",66,"synthetic",37
"0111",77,"synthetic",37
"1000",75,"synthetic",37
"1001",60,"synthetic",37
"1010",67,"synthetic",37
"1011",76,"synthetic",37
"1100",92,"synthetic",37
"1101",33,"synthetic",37
"1110",42,"synthetic",37
"1111",23,"synthetic",37
"0000",64,"synthetic",38
"0001",64,"synthetic",38
"0010",73,"synthetic",38
"0011",78,"synthetic",38
"0100",67,"synthetic",38
"0101",67,"synthetic",38
"0110",51,"synthetic",38
"0111",70,"synthetic",38
"1000",70,"synthetic",38
"1001",72,"synthetic",38
"1010",66,"synthetic",38
"1011",70,"synthetic",38
"1100",92,"synthetic",38
"1101",29,"synthetic",38
"1110",49,"synthetic",38
"1111",18,"synthetic",38
"0000",75,"synthetic",39
"0001",61,"synthetic",39
"0010",87,"synthetic",39
"0011",66,"synthetic",39
"0100",59,"synthetic",39
"0101",63,"synthetic",39
"0110",51,"synthetic",39
"0111",69,"synthetic",39
"1000",79,"synthetic",39
"1001",70,"synthetic",39
"1010",46,"synthetic",39
"1011",69,"synthetic",39
"1100",98,"synthetic",39
"1101",36,"synthetic",39
"1110",49,"synthetic",39
"1111",22,"synthetic",39
"0000",59,"synthetic",40
"0001",67,"synthetic",40
"0010",67,"synthetic",40
"0011",69,"synthetic",40
"0100",81,"synthetic",40
"0101",67,"synthetic",40
"0110",53,"synthetic",40
"0111",88,"synthetic",40
"1000",68,"synthetic",40
"1001",69,"synthetic",40
"1010",59,"synthetic",40
"1011",66,"synthetic",40
"1100",75,"synthetic",40
"1101",39,"synthetic",40
"1110",49,"synthetic",40
"1111",24,"synthetic",40
"0000",65,"synthetic",41
"0001",54,"synthetic",41
"0010",79,"synthetic",41
"0011",46,"synthetic",41
"0100",72,"synthetic",41
"0101",75,"synthetic",41
"0110",71,"synthetic",41
"0111",75,"synthetic",41
"1000",82,"synthetic",41
"1001",56,"synthetic",41
"1010",56,"synthetic",41
"1011",68,"synthetic",41
"1100",99,"synthetic",41
"1101",40,"synthetic",41
"1110",42,"synthetic",41
"1111",20,"synthetic",41
"0000",50,"synthetic",42
"0001",54,"synthetic",42
"0010",80,"synthetic",42
"0011",63,"synthetic",42
"0100",78,"synthetic",42
"0101",64,"synthetic",42
"0110",80,"synthetic",42
"0111",69,"synthetic",42
"1000",71,"synthetic",42
"1001",69,"synthetic",42
"1010",59,"synthetic",42
"1011",59,"synthetic",42
"1100",105,"synthetic",42
"1101",39,"synthetic",42
"1110",37,"synthetic",42
"1111",23,"synthetic",42
"0000",70,"synthetic",43
"0001",53,"synthetic",43
"0010",77,"synthetic",43
"0011",64,"synthetic",43
"0100",74,"synthetic",43
"0101",67,"synthetic",43
"0110",62,"synthetic",43
"0111",79,"synthetic",43
"1000",76,"synthetic",43
"1001",61,"synthetic",43
"1010",43,"synthetic",43
"1011",70,"synthetic",43
"1100",84,"synthetic",43
"1101",49,"synthetic",43
"1110",57,"synthetic",43
"1111",14,"synthetic",43
"0000",60,"synthetic",44
"0001",58,"synthetic",44
"0010",94,"synthetic",44
"0011",56,"synthetic",44
"0100",92,"synthetic",44
"0101",59,"synthetic",44
"0110",47,"synthetic",44
"0111",72,"synthetic",44
"1000",83,"synthetic",44
"1001",64,"synthetic",44
"1010",52,"synthetic",44
"1011",79,"synthetic",44
"1100",88,"synthetic",44
"1101",30,"synthetic",44
"1110",49,"synthetic",44
"1111",17,"synthetic",44
"0000",66,"synthetic",45
"0001",51,"synthetic",45
"0010",82,"synthetic",45
"0011",55,"synthetic",45
"0100",63,"synthetic",45
"0101",65,"synthetic",45
"0110",68,"synthetic",45
"0111",74,"synthetic",45
"1000",80,"synthetic",45
"1001",63,"synthetic",45
"1010",50,"synthetic",45
"1011",68,"synthetic",45
"1100",106,"synthetic",45
"1101",44,"synthetic",45
"1110",49,"synthetic",45
"1111",16,"synthetic",45
"0000",67,"synthetic",46
"0001",59,"synthetic",46
"0010",95,"synthetic",46
"0011",53,"synthetic",46
"0100",66,"synthetic",46
"0101",63,"synthetic",46
"0110",73,"synthetic",46
"0111",70,"synthetic",46
"1000",63,"synthetic",46
"1001",54,"synthetic",46
"1010",59,"synthetic",46
"1011",71,"synthetic",46
"1100",89,"synthetic",46
"1101",50,"synthetic",46
"1110",51,"synthetic",46
"1111",17,"synthetic",46
"0000",75,"synthetic",47
"0001",57,"synthetic",47
"0010",81,"synthetic",47
"0011",60,"synthetic",47
"0100",66,"synthetic",47
"0101",72,"synthetic",47
"0110",48,"synthetic",47
"0111",64,"synthetic",47
"1000",70,"synthetic",47
"1001",71,"synthetic",47
"1010",47,"synthetic",47
"1011",74,"synthetic",47
"1100",105,"synthetic",47
"1101",49,"synthetic",47
"1110",42,"synthetic",47
"1111",19,"synthetic",47
"0000",67,"synthetic",48
"0001",48,"synthetic",48
"0010",77,"synthetic",48
"0011",63,"synthetic",48
"0100",71,"synthetic",48
"0101",65,"synthetic",48
"0110",58,"synthetic",48
"0111",71,"synthetic",48
"1000",77,"synthetic",48
"1001",79,"synthetic",48
"1010",52,"synthetic",48
"1011",80,"synthetic",48
"1100",82,"synthetic",48
"1101",48,"synthetic",48
"1110",39,"synthetic",48
"1111",23,"synthetic",48
"0000",62,"synthetic",49
"0001",66,"synthetic",49
"0010",80,"synthetic",49
"0011",53,"synthetic",49
"0100",62,"synthetic",49
"0101",61,"synthetic",49
"0110",66,"synthetic",49
"0111",87,"synthetic",49
"1000",82,"synthetic",49
"1001",55,"synthetic",49
"1010",54,"synthetic",49
"1011",67,"synthetic",49
"1100",101,"synthetic",49
"1101",46,"synthetic",49
"1110",38,"synthetic",49
"1111",20,"synthetic",49
"0000",75,"synthetic",50
"0001",60,"synthetic",50
"0010",80,"synthetic",50
"0011",57,"synthetic",50
"0100",64,"synthetic",50
"0101",61,"synthetic",50
"0110",54,"synthetic",50
"0111",72,"synthetic",50
"1000",69,"synthetic",50
"1001",73,"synthetic",50
"1010",56,"synthetic",50
"1011",56,"synthetic",50
"1100",108,"synthetic",50
"1101",47,"synthetic",50
"1110",46,"synthetic",50
"1111",22,"synthetic",50
"0000",63,"synthetic",51
"0001",55,"synthetic",51
"0010",91,"synthetic",51
"0011",62,"synthetic",51
"0100",69,"synthetic",51
"0101",45,"synthetic",51
"0110",70,"synthetic",51
"0111",73,"synthetic",51
"1000",68,"synthetic",51
"1001",73,"synthetic",51
"1010",60,"synthetic",51
"1011",77,"synthetic",51
"1100",77,"synthetic",51
"1101",43,"synthetic",51
"1110",52,"synthetic",51
"1111",22,"synthetic",51
"0000",66,"synthetic",52
"0001",52,"synthetic",52
"0010",69,"synthetic",52
"0011",77,"synthetic",52
"0100",60,"synthetic",52
"0101",74,"synthetic",52
"0110",70,"synthetic",52
"0111",76,"synthetic",52
"1000",96,"synthetic",52
"1001",64,"synthetic",52
"1010",44,"synthetic",52
"1011",64,"synthetic",52
"1100",90,"synthetic",52
"1101",37,"synthetic",52
"1110",49,"synthetic",52
"1111",12,"synthetic",52
"0000",57,"synthetic",53
"0001",57,"synthetic",53
"0010",72,"synthetic",53
"0011",73,"synthetic",53
"0100",80,"synthetic",53
"0101",59,"synthetic",53
"0110",64,"synthetic",53
"0111",66,"synthetic",53
"1000",66,"synthetic",53
"1001",76,"synthetic",53
"1010",59,"synthetic",53
"1011",52,"synthetic",53
"1100",100,"synthetic",53
"1101",52,"synthetic",53
"1110",46,"synthetic",53
"1111",21,"synthetic",53
"0000",69,"synthetic",54
"0001",62,"synthetic",54
"0010",70,"synthetic",54
"0011",75,"synthetic",54
"0100",68,"synthetic",54
"0101",69,"synthetic",54
"0110",51,"synthetic",54
"0111",71,"synthetic",54
"1000",73,"synthetic",54
"1001",66,"synthetic",54
"1010",45,"synthetic",54
"1011",84,"synthetic",54
"1100",95,"synthetic",54
"1101",34,"synthetic",54
"1110",51,"synthetic",54
"1111",17,"synthetic",54
"0000",68,"synthetic",55
"0001",70,"synthetic",55
"0010",81,"synthetic",55
"0011",77,"synthetic",55
"0100",66,"synthetic",55
"0101",73,"synthetic",55
"0110",47,"synthetic",55
"0111",90,"synthetic",55
"1000",72,"synthetic",55
"1001",52,"synthetic",55
"1010",50,"synthetic",55
"1011",54,"synthetic",55
"1100",99,"synthetic",55
"1101",39,"synthetic",55
"1110",48,"synthetic",55
"1111",14,"synthetic",55
"0000",72,"synthetic",56
"0001",53,"synthetic",56
"0010",77,"synthetic",56
"0011",61,"synthetic",56
"0100",80,"synthetic",56
"0101",77,"synthetic",56
"0110",66,"synthetic",56
"0111",76,"synthetic",56
"1000",75,"synthetic",56
"1001",55,"synthetic",56
"1010",55,"synthetic",56
"1011",61,"synthetic",56
"1100",94,"synthetic",56
"1101",34,"synthetic",56
"1110",40,"synthetic",56
"1111",24,"synthetic",56
"0000",81,"synthetic",57
"0001",58,"synthetic",57
"0010",66,"synthetic",57
"0011",68,"synthetic",57
"0100",62,"synthetic",57
"0101",64,"synthetic",57
"0110",63,"synthetic",57
"0111",79,"synthetic",57
"1000",77,"synthetic",57
"1001",71,"synthetic",57
"1010",55,"synthetic",57
"1011",68,"synthetic",57
"1100",90,"synthetic",57
"1101",30,"synthetic",57
"1110",48,"synthetic",57
"1111",20,"synthetic",57
"0000",72,"synthetic",58
"0001",63,"synthetic",58
"0010",86,"synthetic",58
"0011",66,"synthetic",58
"0100",69,"synthetic",58
"0101",64,"synthetic",58
"0110",67,"synthetic",58
"0111",78,"synthetic",58
"1000",78,"synthetic",58
"1001",64,"synthetic",58
"1010",45,"synthetic",58
"1011",58,"synthetic",58
"1100",72,"synthetic",58
"1101",41,"synthetic",58
"1110",56,"synthetic",58
"1111",21,"synthetic",58
"0000",73,"synthetic",59
"0001",74,"synthetic",59
"0010",83,"synthetic",59
"0011",53,"synthetic",59
"0100",64,"synthetic",59
"0101",74,"synthetic",59
"0110",42,"synthetic",59
"0111",85,"synthetic",59
"1000",64,"synthetic",59
"1001",71,"synthetic",59
"1010",63,"synthetic",59
"1011",72,"synthetic",59
"1100",90,"synthetic",59
"1101",39,"synthetic",59
"1110",29,"synthetic",59
"1111",24,"synthetic",59
"0000",75,"synthetic",60
"0001",67,"synthetic",60
"0010",75,"synthetic",60
"0011",72,"synthetic",60
"0100",58,"synthetic",60
"0101",65,"synthetic",60
"0110",52,"synthetic",60
"0111",76,"synthetic",60
"1000",66,"synthetic",60
"1001",69,"synthetic",60
"1010",50,"synthetic",60
"1011",57,"synthetic",60
"1100",115,"synthetic",60
"1101",38,"synthetic",60
"1110",48,"synthetic",60
"1111",17,"synthetic",60
"0000",70,"synthetic",61
"0001",70,"synthetic",61
"0010",76,"synthetic",61
"0011",66,"synthetic",61
"0100",71,"synthetic",61
"0101",76,"synthetic",61
"0110",49,"synthetic",61
"0111",63,"synthetic",61
"1000",70,"synthetic",61
"1001",58,"synthetic",61
"1010",60,"synthetic",61
"1011",58,"synthetic",61
"1100",109,"synthetic",61
"1101",42,"synthetic",61
"1110",42,"synthetic",61
"1111",20,"synthetic",61
"0000",70,"synthetic",62
"0001",59,"synthetic",62
"0010",70,"synthetic",62
"0011",56,"synthetic",62
"0100",67,"synthetic",62
"0101",77,"synthetic",62
"0110",66,"synthetic",62
"0111",64,"synthetic",62
"1000",66,"synthetic",62
"1001",72,"synthetic",62
"1010",52,"synthetic",62
"1011",70,"synthetic",62
"1100",99,"synthetic",62
"1101",40,"synthetic",62
"1110",46,"synthetic",62
"1111",26,"synthetic",62
"0000",62,"synthetic",63
"0001",55,"synthetic",63
"0010",93,"synthetic",63
"0011",69,"synthetic",63
"0100",75,"synthetic",63
"0101",51,"synthetic",63
