"combine","Freq","type","n","unique"
"1101",56,"original",1,"1000"
"1110",58,"original",1,"1000"
"1111",1,"original",1,"1000"
"0000",56,"synthetic",1,"0100"
"0001",61,"synthetic",1,"0100"
"0010",59,"synthetic",1,"0100"
"0011",57,"synthetic",1,"0100"
"0100",19,"synthetic",1,"0100"
"0101",37,"synthetic",1,"0100"
"0110",78,"synthetic",1,"0100"
"0111",79,"synthetic",1,"0100"
"1000",55,"synthetic",1,"0100"
"1001",85,"synthetic",1,"0100"
"1010",73,"synthetic",1,"0100"
"1011",72,"synthetic",1,"0100"
"1100",40,"synthetic",1,"0100"
"1101",89,"synthetic",1,"0100"
"1110",66,"synthetic",1,"0100"
"1111",73,"synthetic",1,"0100"
"0000",70,"original",1,"0100"
"0001",61,"original",1,"0100"
"0010",67,"original",1,"0100"
"0011",53,"original",1,"0100"
"0100",77,"original",1,"0100"
"0101",74,"original",1,"0100"
"0110",67,"original",1,"0100"
"0111",80,"original",1,"0100"
"1000",54,"original",1,"0100"
"1001",65,"original",1,"0100"
"1010",93,"original",1,"0100"
"1011",60,"original",1,"0100"
"1100",64,"original",1,"0100"
"1101",56,"original",1,"0100"
"1110",58,"original",1,"0100"
"1111",1,"original",1,"0100"
"0000",49,"synthetic",1,"1100"
"0001",77,"synthetic",1,"1100"
"0010",58,"synthetic",1,"1100"
"0011",72,"synthetic",1,"1100"
"0100",49,"synthetic",1,"1100"
"0101",59,"synthetic",1,"1100"
"0110",87,"synthetic",1,"1100"
"0111",83,"synthetic",1,"1100"
"1000",89,"synthetic",1,"1100"
"1001",60,"synthetic",1,"1100"
"1010",73,"synthetic",1,"1100"
"1011",52,"synthetic",1,"1100"
"1100",30,"synthetic",1,"1100"
"1101",64,"synthetic",1,"1100"
"1110",22,"synthetic",1,"1100"
"1111",75,"synthetic",1,"1100"
"0000",70,"original",1,"1100"
"0001",61,"original",1,"1100"
"0010",67,"original",1,"1100"
"0011",53,"original",1,"1100"
"0100",77,"original",1,"1100"
"0101",74,"original",1,"1100"
"0110",67,"original",1,"1100"
"0111",80,"original",1,"1100"
"1000",54,"original",1,"1100"
"1001",65,"original",1,"1100"
"1010",93,"original",1,"1100"
"1011",60,"original",1,"1100"
"1100",64,"original",1,"1100"
"1101",56,"original",1,"1100"
"1110",58,"original",1,"1100"
"1111",1,"original",1,"1100"
"0000",49,"synthetic",1,"0010"
"0001",65,"synthetic",1,"0010"
"0010",33,"synthetic",1,"0010"
"0011",37,"synthetic",1,"0010"
"0100",66,"synthetic",1,"0010"
"0101",79,"synthetic",1,"0010"
"0110",41,"synthetic",1,"0010"
"0111",68,"synthetic",1,"0010"
"1000",79,"synthetic",1,"0010"
"1001",105,"synthetic",1,"0010"
"1010",73,"synthetic",1,"0010"
"1011",54,"synthetic",1,"0010"
"1100",69,"synthetic",1,"0010"
"1101",52,"synthetic",1,"0010"
"1110",54,"synthetic",1,"0010"
"1111",75,"synthetic",1,"0010"
"0000",70,"original",1,"0010"
"0001",61,"original",1,"0010"
"0010",67,"original",1,"0010"
"0011",53,"original",1,"0010"
"0100",77,"original",1,"0010"
"0101",74,"original",1,"0010"
"0110",67,"original",1,"0010"
"0111",80,"original",1,"0010"
"1000",54,"original",1,"0010"
"1001",65,"original",1,"0010"
"1010",93,"original",1,"0010"
"1011",60,"original",1,"0010"
"1100",64,"original",1,"0010"
"1101",56,"original",1,"0010"
"1110",58,"original",1,"0010"
"1111",1,"original",1,"0010"
"0000",53,"synthetic",1,"1010"
"0001",53,"synthetic",1,"1010"
"0010",74,"synthetic",1,"1010"
"0011",64,"synthetic",1,"1010"
"0100",73,"synthetic",1,"1010"
"0101",93,"synthetic",1,"1010"
"0110",65,"synthetic",1,"1010"
"0111",78,"synthetic",1,"1010"
"1000",40,"synthetic",1,"1010"
"1001",81,"synthetic",1,"1010"
"1010",27,"synthetic",1,"1010"
"1011",61,"synthetic",1,"1010"
"1100",49,"synthetic",1,"1010"
"1101",65,"synthetic",1,"1010"
"1110",73,"synthetic",1,"1010"
"1111",50,"synthetic",1,"1010"
"0000",70,"original",1,"1010"
"0001",61,"original",1,"1010"
"0010",67,"original",1,"1010"
"0011",53,"original",1,"1010"
"0100",77,"original",1,"1010"
"0101",74,"original",1,"1010"
"0110",67,"original",1,"1010"
"0111",80,"original",1,"1010"
"1000",54,"original",1,"1010"
"1001",65,"original",1,"1010"
"1010",93,"original",1,"1010"
"1011",60,"original",1,"1010"
"1100",64,"original",1,"1010"
"1101",56,"original",1,"1010"
"1110",58,"original",1,"1010"
"1111",1,"original",1,"1010"
"0000",66,"synthetic",1,"0110"
"0001",82,"synthetic",1,"0110"
"0010",74,"synthetic",1,"0110"
"0011",55,"synthetic",1,"0110"
"0100",37,"synthetic",1,"0110"
"0101",67,"synthetic",1,"0110"
"0110",20,"synthetic",1,"0110"
"0111",62,"synthetic",1,"0110"
"1000",65,"synthetic",1,"0110"
"1001",79,"synthetic",1,"0110"
"1010",61,"synthetic",1,"0110"
"1011",56,"synthetic",1,"0110"
"1100",68,"synthetic",1,"0110"
"1101",73,"synthetic",1,"0110"
"1110",40,"synthetic",1,"0110"
"1111",94,"synthetic",1,"0110"
"0000",70,"original",1,"0110"
"0001",61,"original",1,"0110"
"0010",67,"original",1,"0110"
"0011",53,"original",1,"0110"
"0100",77,"original",1,"0110"
"0101",74,"original",1,"0110"
"0110",67,"original",1,"0110"
"0111",80,"original",1,"0110"
"1000",54,"original",1,"0110"
"1001",65,"original",1,"0110"
"1010",93,"original",1,"0110"
"1011",60,"original",1,"0110"
"1100",64,"original",1,"0110"
"1101",56,"original",1,"0110"
"1110",58,"original",1,"0110"
"1111",1,"original",1,"0110"
"0000",62,"synthetic",1,"1110"
"0001",83,"synthetic",1,"1110"
"0010",60,"synthetic",1,"1110"
"0011",53,"synthetic",1,"1110"
"0100",81,"synthetic",1,"1110"
"0101",66,"synthetic",1,"1110"
"0110",57,"synthetic",1,"1110"
"0111",71,"synthetic",1,"1110"
"1000",82,"synthetic",1,"1110"
"1001",72,"synthetic",1,"1110"
"1010",59,"synthetic",1,"1110"
"1011",60,"synthetic",1,"1110"
"1100",58,"synthetic",1,"1110"
"1101",55,"synthetic",1,"1110"
"1111",80,"synthetic",1,"1110"
"0000",70,"original",1,"1110"
"0001",61,"original",1,"1110"
"0010",67,"original",1,"1110"
"0011",53,"original",1,"1110"
"0100",77,"original",1,"1110"
"0101",74,"original",1,"1110"
"0110",67,"original",1,"1110"
"0111",80,"original",1,"1110"
"1000",54,"original",1,"1110"
"1001",65,"original",1,"1110"
"1010",93,"original",1,"1110"
"1011",60,"original",1,"1110"
"1100",64,"original",1,"1110"
"1101",56,"original",1,"1110"
"1110",58,"original",1,"1110"
"1111",1,"original",1,"1110"
"0000",59,"synthetic",1,"0001"
"0001",33,"synthetic",1,"0001"
"0010",48,"synthetic",1,"0001"
"0011",45,"synthetic",1,"0001"
"0100",64,"synthetic",1,"0001"
"0101",59,"synthetic",1,"0001"
"0110",59,"synthetic",1,"0001"
"0111",83,"synthetic",1,"0001"
"1000",83,"synthetic",1,"0001"
"1001",63,"synthetic",1,"0001"
"1010",91,"synthetic",1,"0001"
"1011",64,"synthetic",1,"0001"
"1100",55,"synthetic",1,"0001"
"1101",51,"synthetic",1,"0001"
"1110",88,"synthetic",1,"0001"
"1111",54,"synthetic",1,"0001"
"0000",70,"original",1,"0001"
"0001",61,"original",1,"0001"
"0010",67,"original",1,"0001"
"0011",53,"original",1,"0001"
"0100",77,"original",1,"0001"
"0101",74,"original",1,"0001"
"0110",67,"original",1,"0001"
"0111",80,"original",1,"0001"
"1000",54,"original",1,"0001"
"1001",65,"original",1,"0001"
"1010",93,"original",1,"0001"
"1011",60,"original",1,"0001"
"1100",64,"original",1,"0001"
"1101",56,"original",1,"0001"
"1110",58,"original",1,"0001"
"1111",1,"original",1,"0001"
"0000",61,"synthetic",1,"1001"
"0001",62,"synthetic",1,"1001"
"0010",69,"synthetic",1,"1001"
"0011",61,"synthetic",1,"1001"
"0100",67,"synthetic",1,"1001"
"0101",53,"synthetic",1,"1001"
"0110",49,"synthetic",1,"1001"
"0111",56,"synthetic",1,"1001"
"1000",89,"synthetic",1,"1001"
"1010",43,"synthetic",1,"1001"
"1011",64,"synthetic",1,"1001"
"1100",67,"synthetic",1,"1001"
"1101",80,"synthetic",1,"1001"
"1110",68,"synthetic",1,"1001"
"1111",110,"synthetic",1,"1001"
"0000",70,"original",1,"1001"
"0001",61,"original",1,"1001"
"0010",67,"original",1,"1001"
"0011",53,"original",1,"1001"
"0100",77,"original",1,"1001"
"0101",74,"original",1,"1001"
"0110",67,"original",1,"1001"
"0111",80,"original",1,"1001"
"1000",54,"original",1,"1001"
"1001",65,"original",1,"1001"
"1010",93,"original",1,"1001"
"1011",60,"original",1,"1001"
"1100",64,"original",1,"1001"
"1101",56,"original",1,"1001"
"1110",58,"original",1,"1001"
"1111",1,"original",1,"1001"
"0000",51,"synthetic",1,"0101"
"0001",71,"synthetic",1,"0101"
"0010",76,"synthetic",1,"0101"
"0011",66,"synthetic",1,"0101"
"0100",69,"synthetic",1,"0101"
"0101",32,"synthetic",1,"0101"
"0110",75,"synthetic",1,"0101"
"0111",50,"synthetic",1,"0101"
"1000",61,"synthetic",1,"0101"
"1001",79,"synthetic",1,"0101"
"1010",66,"synthetic",1,"0101"
"1011",62,"synthetic",1,"0101"
"1100",87,"synthetic",1,"0101"
"1101",49,"synthetic",1,"0101"
"1110",62,"synthetic",1,"0101"
"1111",43,"synthetic",1,"0101"
"0000",70,"original",1,"0101"
"0001",61,"original",1,"0101"
"0010",67,"original",1,"0101"
"0011",53,"original",1,"0101"
"0100",77,"original",1,"0101"
"0101",74,"original",1,"0101"
"0110",67,"original",1,"0101"
"0111",80,"original",1,"0101"
"1000",54,"original",1,"0101"
"1001",65,"original",1,"0101"
"1010",93,"original",1,"0101"
"1011",60,"original",1,"0101"
"1100",64,"original",1,"0101"
"1101",56,"original",1,"0101"
"1110",58,"original",1,"0101"
"1111",1,"original",1,"0101"
"0000",71,"synthetic",1,"1101"
"0001",65,"synthetic",1,"1101"
"0010",55,"synthetic",1,"1101"
"0011",81,"synthetic",1,"1101"
"0100",67,"synthetic",1,"1101"
"0101",59,"synthetic",1,"1101"
"0110",67,"synthetic",1,"1101"
"0111",56,"synthetic",1,"1101"
"1000",81,"synthetic",1,"1101"
"1001",29,"synthetic",1,"1101"
"1010",77,"synthetic",1,"1101"
"1011",82,"synthetic",1,"1101"
"1100",56,"synthetic",1,"1101"
"1101",22,"synthetic",1,"1101"
"1110",67,"synthetic",1,"1101"
"1111",64,"synthetic",1,"1101"
"0000",70,"original",1,"1101"
"0001",61,"original",1,"1101"
"0010",67,"original",1,"1101"
"0011",53,"original",1,"1101"
"0100",77,"original",1,"1101"
"0101",74,"original",1,"1101"
"0110",67,"original",1,"1101"
"0111",80,"original",1,"1101"
"1000",54,"original",1,"1101"
"1001",65,"original",1,"1101"
"1010",93,"original",1,"1101"
"1011",60,"original",1,"1101"
"1100",64,"original",1,"1101"
"1101",56,"original",1,"1101"
"1110",58,"original",1,"1101"
"1111",1,"original",1,"1101"
"0000",45,"synthetic",1,"0011"
"0001",64,"synthetic",1,"0011"
"0010",42,"synthetic",1,"0011"
"0011",28,"synthetic",1,"0011"
"0100",69,"synthetic",1,"0011"
"0101",63,"synthetic",1,"0011"
"0110",75,"synthetic",1,"0011"
"0111",50,"synthetic",1,"0011"
"1000",68,"synthetic",1,"0011"
"1001",84,"synthetic",1,"0011"
"1010",83,"synthetic",1,"0011"
"1011",53,"synthetic",1,"0011"
"1100",68,"synthetic",1,"0011"
"1101",94,"synthetic",1,"0011"
"1110",71,"synthetic",1,"0011"
"1111",42,"synthetic",1,"0011"
"0000",70,"original",1,"0011"
"0001",61,"original",1,"0011"
"0010",67,"original",1,"0011"
"0011",53,"original",1,"0011"
"0100",77,"original",1,"0011"
"0101",74,"original",1,"0011"
"0110",67,"original",1,"0011"
"0111",80,"original",1,"0011"
"1000",54,"original",1,"0011"
"1001",65,"original",1,"0011"
"1010",93,"original",1,"0011"
"1011",60,"original",1,"0011"
"1100",64,"original",1,"0011"
"1101",56,"original",1,"0011"
"1110",58,"original",1,"0011"
"1111",1,"original",1,"0011"
"0000",69,"synthetic",1,"1011"
"0001",66,"synthetic",1,"1011"
"0010",70,"synthetic",1,"1011"
"0011",65,"synthetic",1,"1011"
"0100",62,"synthetic",1,"1011"
"0101",50,"synthetic",1,"1011"
"0110",71,"synthetic",1,"1011"
"0111",76,"synthetic",1,"1011"
"1000",86,"synthetic",1,"1011"
"1001",46,"synthetic",1,"1011"
"1010",58,"synthetic",1,"1011"
"1011",37,"synthetic",1,"1011"
"1100",76,"synthetic",1,"1011"
"1101",53,"synthetic",1,"1011"
"1110",70,"synthetic",1,"1011"
"1111",44,"synthetic",1,"1011"
"0000",70,"original",1,"1011"
"0001",61,"original",1,"1011"
"0010",67,"original",1,"1011"
"0011",53,"original",1,"1011"
"0100",77,"original",1,"1011"
"0101",74,"original",1,"1011"
"0110",67,"original",1,"1011"
"0111",80,"original",1,"1011"
"1000",54,"original",1,"1011"
"1001",65,"original",1,"1011"
"1010",93,"original",1,"1011"
"1011",60,"original",1,"1011"
"1100",64,"original",1,"1011"
"1101",56,"original",1,"1011"
"1110",58,"original",1,"1011"
"1111",1,"original",1,"1011"
"0000",49,"synthetic",1,"0111"
"0001",75,"synthetic",1,"0111"
"0010",81,"synthetic",1,"0111"
"0011",78,"synthetic",1,"0111"
"0100",101,"synthetic",1,"0111"
"0101",28,"synthetic",1,"0111"
"0110",74,"synthetic",1,"0111"
"0111",33,"synthetic",1,"0111"
"1000",56,"synthetic",1,"0111"
"1001",60,"synthetic",1,"0111"
"1010",56,"synthetic",1,"0111"
"1011",91,"synthetic",1,"0111"
"1100",56,"synthetic",1,"0111"
"1101",68,"synthetic",1,"0111"
"1110",43,"synthetic",1,"0111"
"1111",50,"synthetic",1,"0111"
"0000",70,"original",1,"0111"
"0001",61,"original",1,"0111"
"0010",67,"original",1,"0111"
"0011",53,"original",1,"0111"
"0100",77,"original",1,"0111"
"0101",74,"original",1,"0111"
"0110",67,"original",1,"0111"
"0111",80,"original",1,"0111"
"1000",54,"original",1,"0111"
"1001",65,"original",1,"0111"
"1010",93,"original",1,"0111"
"1011",60,"original",1,"0111"
"1100",64,"original",1,"0111"
"1101",56,"original",1,"0111"
"1110",58,"original",1,"0111"
"1111",1,"original",1,"0111"
"0000",58,"synthetic",1,"1111"
"0001",48,"synthetic",1,"1111"
"0010",82,"synthetic",1,"1111"
"0011",87,"synthetic",1,"1111"
"0100",49,"synthetic",1,"1111"
"0101",81,"synthetic",1,"1111"
"0110",106,"synthetic",1,"1111"
"0111",37,"synthetic",1,"1111"
"1000",61,"synthetic",1,"1111"
"1001",85,"synthetic",1,"1111"
"1010",68,"synthetic",1,"1111"
"1011",55,"synthetic",1,"1111"
"1100",41,"synthetic",1,"1111"
"1101",53,"synthetic",1,"1111"
"1110",60,"synthetic",1,"1111"
"1111",28,"synthetic",1,"1111"
"0000",70,"original",1,"1111"
"0001",61,"original",1,"1111"
"0010",67,"original",1,"1111"
"0011",53,"original",1,"1111"
"0100",77,"original",1,"1111"
"0101",74,"original",1,"1111"
"0110",67,"original",1,"1111"
"0111",80,"original",1,"1111"
"1000",54,"original",1,"1111"
"1001",65,"original",1,"1111"
"1010",93,"original",1,"1111"
"1011",60,"original",1,"1111"
"1100",64,"original",1,"1111"
"1101",56,"original",1,"1111"
"1110",58,"original",1,"1111"
"1111",1,"original",1,"1111"
"0000",25,"synthetic",2,"0000"
"0001",56,"synthetic",2,"0000"
"0010",67,"synthetic",2,"0000"
"0011",52,"synthetic",2,"0000"
"0100",34,"synthetic",2,"0000"
"0101",58,"synthetic",2,"0000"
"0110",91,"synthetic",2,"0000"
"0111",70,"synthetic",2,"0000"
"1000",65,"synthetic",2,"0000"
"1001",48,"synthetic",2,"0000"
"1010",59,"synthetic",2,"0000"
"1011",59,"synthetic",2,"0000"
"1100",77,"synthetic",2,"0000"
"1101",88,"synthetic",2,"0000"
"1110",82,"synthetic",2,"0000"
"1111",68,"synthetic",2,"0000"
"0000",70,"original",2,"0000"
"0001",61,"original",2,"0000"
"0010",67,"original",2,"0000"
"0011",53,"original",2,"0000"
"0100",77,"original",2,"0000"
"0101",74,"original",2,"0000"
"0110",67,"original",2,"0000"
"0111",80,"original",2,"0000"
"1000",54,"original",2,"0000"
"1001",65,"original",2,"0000"
"1010",93,"original",2,"0000"
"1011",60,"original",2,"0000"
"1100",64,"original",2,"0000"
"1101",56,"original",2,"0000"
"1110",58,"original",2,"0000"
"1111",1,"original",2,"0000"
"0000",42,"synthetic",2,"1000"
"0001",84,"synthetic",2,"1000"
"0010",84,"synthetic",2,"1000"
"0011",81,"synthetic",2,"1000"
"0100",55,"synthetic",2,"1000"
"0101",56,"synthetic",2,"1000"
"0110",52,"synthetic",2,"1000"
"0111",77,"synthetic",2,"1000"
"1000",15,"synthetic",2,"1000"
"1001",53,"synthetic",2,"1000"
"1010",62,"synthetic",2,"1000"
"1011",60,"synthetic",2,"1000"
"1100",74,"synthetic",2,"1000"
"1101",80,"synthetic",2,"1000"
"1110",67,"synthetic",2,"1000"
"1111",57,"synthetic",2,"1000"
"0000",70,"original",2,"1000"
"0001",61,"original",2,"1000"
"0010",67,"original",2,"1000"
"0011",53,"original",2,"1000"
"0100",77,"original",2,"1000"
"0101",74,"original",2,"1000"
"0110",67,"original",2,"1000"
"0111",80,"original",2,"1000"
"1000",54,"original",2,"1000"
"1001",65,"original",2,"1000"
"1010",93,"original",2,"1000"
"1011",60,"original",2,"1000"
"1100",64,"original",2,"1000"
"1101",56,"original",2,"1000"
"1110",58,"original",2,"1000"
"1111",1,"original",2,"1000"
"0000",56,"synthetic",2,"0100"
"0001",75,"synthetic",2,"0100"
"0010",48,"synthetic",2,"0100"
"0011",61,"synthetic",2,"0100"
"0100",30,"synthetic",2,"0100"
"0101",40,"synthetic",2,"0100"
"0110",78,"synthetic",2,"0100"
"0111",87,"synthetic",2,"0100"
"1000",46,"synthetic",2,"0100"
"1001",74,"synthetic",2,"0100"
"1010",84,"synthetic",2,"0100"
"1011",66,"synthetic",2,"0100"
"1100",58,"synthetic",2,"0100"
"1101",71,"synthetic",2,"0100"
"1110",59,"synthetic",2,"0100"
"1111",66,"synthetic",2,"0100"
"0000",70,"original",2,"0100"
"0001",61,"original",2,"0100"
"0010",67,"original",2,"0100"
"0011",53,"original",2,"0100"
"0100",77,"original",2,"0100"
"0101",74,"original",2,"0100"
"0110",67,"original",2,"0100"
"0111",80,"original",2,"0100"
"1000",54,"original",2,"0100"
"1001",65,"original",2,"0100"
"1010",93,"original",2,"0100"
"1011",60,"original",2,"0100"
"1100",64,"original",2,"0100"
"1101",56,"original",2,"0100"
"1110",58,"original",2,"0100"
"1111",1,"original",2,"0100"
"0000",39,"synthetic",2,"1100"
"0001",67,"synthetic",2,"1100"
"0010",62,"synthetic",2,"1100"
"0011",81,"synthetic",2,"1100"
"0100",61,"synthetic",2,"1100"
"0101",53,"synthetic",2,"1100"
"0110",68,"synthetic",2,"1100"
"0111",80,"synthetic",2,"1100"
"1000",78,"synthetic",2,"1100"
"1001",70,"synthetic",2,"1100"
"1010",70,"synthetic",2,"1100"
"1011",59,"synthetic",2,"1100"
"1100",20,"synthetic",2,"1100"
"1101",62,"synthetic",2,"1100"
"1110",37,"synthetic",2,"1100"
"1111",92,"synthetic",2,"1100"
"0000",70,"original",2,"1100"
"0001",61,"original",2,"1100"
"0010",67,"original",2,"1100"
"0011",53,"original",2,"1100"
"0100",77,"original",2,"1100"
"0101",74,"original",2,"1100"
"0110",67,"original",2,"1100"
"0111",80,"original",2,"1100"
"1000",54,"original",2,"1100"
"1001",65,"original",2,"1100"
"1010",93,"original",2,"1100"
"1011",60,"original",2,"1100"
"1100",64,"original",2,"1100"
"1101",56,"original",2,"1100"
"1110",58,"original",2,"1100"
"1111",1,"original",2,"1100"
"0000",47,"synthetic",2,"0010"
"0001",80,"synthetic",2,"0010"
"0010",38,"synthetic",2,"0010"
"0011",52,"synthetic",2,"0010"
"0100",69,"synthetic",2,"0010"
"0101",77,"synthetic",2,"0010"
"0110",51,"synthetic",2,"0010"
"0111",68,"synthetic",2,"0010"
"1000",81,"synthetic",2,"0010"
"1001",75,"synthetic",2,"0010"
"1010",51,"synthetic",2,"0010"
"1011",63,"synthetic",2,"0010"
"1100",62,"synthetic",2,"0010"
"1101",67,"synthetic",2,"0010"
"1110",55,"synthetic",2,"0010"
"1111",63,"synthetic",2,"0010"
"0000",70,"original",2,"0010"
"0001",61,"original",2,"0010"
"0010",67,"original",2,"0010"
"0011",53,"original",2,"0010"
"0100",77,"original",2,"0010"
"0101",74,"original",2,"0010"
"0110",67,"original",2,"0010"
"0111",80,"original",2,"0010"
"1000",54,"original",2,"0010"
"1001",65,"original",2,"0010"
"1010",93,"original",2,"0010"
"1011",60,"original",2,"0010"
"1100",64,"original",2,"0010"
"1101",56,"original",2,"0010"
"1110",58,"original",2,"0010"
"1111",1,"original",2,"0010"
"0000",63,"synthetic",2,"1010"
"0001",70,"synthetic",2,"1010"
"0010",57,"synthetic",2,"1010"
"0011",59,"synthetic",2,"1010"
"0100",60,"synthetic",2,"1010"
"0101",83,"synthetic",2,"1010"
"0110",68,"synthetic",2,"1010"
"0111",80,"synthetic",2,"1010"
"1000",40,"synthetic",2,"1010"
"1001",101,"synthetic",2,"1010"
"1010",18,"synthetic",2,"1010"
"1011",46,"synthetic",2,"1010"
"1100",60,"synthetic",2,"1010"
"1101",62,"synthetic",2,"1010"
"1110",79,"synthetic",2,"1010"
"1111",53,"synthetic",2,"1010"
"0000",70,"original",2,"1010"
"0001",61,"original",2,"1010"
"0010",67,"original",2,"1010"
"0011",53,"original",2,"1010"
"0100",77,"original",2,"1010"
"0101",74,"original",2,"1010"
"0110",67,"original",2,"1010"
"0111",80,"original",2,"1010"
"1000",54,"original",2,"1010"
"1001",65,"original",2,"1010"
"1010",93,"original",2,"1010"
"1011",60,"original",2,"1010"
"1100",64,"original",2,"1010"
"1101",56,"original",2,"1010"
"1110",58,"original",2,"1010"
"1111",1,"original",2,"1010"
"0000",73,"synthetic",2,"0110"
"0001",96,"synthetic",2,"0110"
"0010",53,"synthetic",2,"0110"
"0011",66,"synthetic",2,"0110"
"0100",40,"synthetic",2,"0110"
"0101",57,"synthetic",2,"0110"
"0110",23,"synthetic",2,"0110"
"0111",63,"synthetic",2,"0110"
"1000",76,"synthetic",2,"0110"
"1001",51,"synthetic",2,"0110"
"1010",62,"synthetic",2,"0110"
"1011",58,"synthetic",2,"0110"
"1100",71,"synthetic",2,"0110"
"1101",82,"synthetic",2,"0110"
"1110",42,"synthetic",2,"0110"
"1111",86,"synthetic",2,"0110"
"0000",70,"original",2,"0110"
"0001",61,"original",2,"0110"
"0010",67,"original",2,"0110"
"0011",53,"original",2,"0110"
"0100",77,"original",2,"0110"
"0101",74,"original",2,"0110"
"0110",67,"original",2,"0110"
"0111",80,"original",2,"0110"
"1000",54,"original",2,"0110"
"1001",65,"original",2,"0110"
"1010",93,"original",2,"0110"
"1011",60,"original",2,"0110"
"1100",64,"original",2,"0110"
"1101",56,"original",2,"0110"
"1110",58,"original",2,"0110"
"1111",1,"original",2,"0110"
"0000",70,"synthetic",2,"1110"
"0001",77,"synthetic",2,"1110"
"0010",52,"synthetic",2,"1110"
"0011",60,"synthetic",2,"1110"
"0100",97,"synthetic",2,"1110"
"0101",69,"synthetic",2,"1110"
"0110",67,"synthetic",2,"1110"
"0111",51,"synthetic",2,"1110"
"1000",108,"synthetic",2,"1110"
"1001",61,"synthetic",2,"1110"
"1010",53,"synthetic",2,"1110"
"1011",40,"synthetic",2,"1110"
"1100",65,"synthetic",2,"1110"
"1101",41,"synthetic",2,"1110"
"1111",88,"synthetic",2,"1110"
"0000",70,"original",2,"1110"
"0001",61,"original",2,"1110"
"0010",67,"original",2,"1110"
"0011",53,"original",2,"1110"
"0100",77,"original",2,"1110"
"0101",74,"original",2,"1110"
"0110",67,"original",2,"1110"
"0111",80,"original",2,"1110"
"1000",54,"original",2,"1110"
"1001",65,"original",2,"1110"
"1010",93,"original",2,"1110"
"1011",60,"original",2,"1110"
"1100",64,"original",2,"1110"
"1101",56,"original",2,"1110"
"1110",58,"original",2,"1110"
"1111",1,"original",2,"1110"
"0000",44,"synthetic",2,"0001"
"0001",43,"synthetic",2,"0001"
"0010",64,"synthetic",2,"0001"
"0011",30,"synthetic",2,"0001"
"0100",65,"synthetic",2,"0001"
"0101",62,"synthetic",2,"0001"
"0110",71,"synthetic",2,"0001"
"0111",78,"synthetic",2,"0001"
"1000",90,"synthetic",2,"0001"
"1001",52,"synthetic",2,"0001"
"1010",90,"synthetic",2,"0001"
"1011",83,"synthetic",2,"0001"
"1100",45,"synthetic",2,"0001"
"1101",59,"synthetic",2,"0001"
"1110",71,"synthetic",2,"0001"
"1111",52,"synthetic",2,"0001"
"0000",70,"original",2,"0001"
"0001",61,"original",2,"0001"
"0010",67,"original",2,"0001"
"0011",53,"original",2,"0001"
"0100",77,"original",2,"0001"
"0101",74,"original",2,"0001"
"0110",67,"original",2,"0001"
"0111",80,"original",2,"0001"
"1000",54,"original",2,"0001"
"1001",65,"original",2,"0001"
"1010",93,"original",2,"0001"
"1011",60,"original",2,"0001"
"1100",64,"original",2,"0001"
"1101",56,"original",2,"0001"
"1110",58,"original",2,"0001"
"1111",1,"original",2,"0001"
"0000",46,"synthetic",2,"1001"
