"combine","Freq","type","n"
"0100",89,"synthetic",27
"0101",62,"synthetic",27
"0110",73,"synthetic",27
"0111",60,"synthetic",27
"1000",70,"synthetic",27
"1001",63,"synthetic",27
"1010",54,"synthetic",27
"1011",49,"synthetic",27
"1100",47,"synthetic",27
"1101",50,"synthetic",27
"1110",57,"synthetic",27
"1111",39,"synthetic",27
"0000",81,"synthetic",28
"0001",57,"synthetic",28
"0010",85,"synthetic",28
"0011",61,"synthetic",28
"0100",89,"synthetic",28
"0101",67,"synthetic",28
"0110",67,"synthetic",28
"0111",53,"synthetic",28
"1000",70,"synthetic",28
"1001",50,"synthetic",28
"1010",58,"synthetic",28
"1011",60,"synthetic",28
"1100",67,"synthetic",28
"1101",45,"synthetic",28
"1110",41,"synthetic",28
"1111",49,"synthetic",28
"0000",72,"synthetic",29
"0001",71,"synthetic",29
"0010",81,"synthetic",29
"0011",61,"synthetic",29
"0100",71,"synthetic",29
"0101",66,"synthetic",29
"0110",59,"synthetic",29
"0111",63,"synthetic",29
"1000",63,"synthetic",29
"1001",53,"synthetic",29
"1010",72,"synthetic",29
"1011",51,"synthetic",29
"1100",62,"synthetic",29
"1101",48,"synthetic",29
"1110",59,"synthetic",29
"1111",48,"synthetic",29
"0000",101,"synthetic",30
"0001",75,"synthetic",30
"0010",75,"synthetic",30
"0011",54,"synthetic",30
"0100",69,"synthetic",30
"0101",49,"synthetic",30
"0110",63,"synthetic",30
"0111",58,"synthetic",30
"1000",76,"synthetic",30
"1001",55,"synthetic",30
"1010",54,"synthetic",30
"1011",45,"synthetic",30
"1100",58,"synthetic",30
"1101",59,"synthetic",30
"1110",58,"synthetic",30
"1111",51,"synthetic",30
"0000",91,"synthetic",31
"0001",66,"synthetic",31
"0010",79,"synthetic",31
"0011",57,"synthetic",31
"0100",77,"synthetic",31
"0101",53,"synthetic",31
"0110",58,"synthetic",31
"0111",56,"synthetic",31
"1000",80,"synthetic",31
"1001",59,"synthetic",31
"1010",52,"synthetic",31
"1011",47,"synthetic",31
"1100",66,"synthetic",31
"1101",47,"synthetic",31
"1110",60,"synthetic",31
"1111",52,"synthetic",31
"0000",77,"synthetic",32
"0001",68,"synthetic",32
"0010",76,"synthetic",32
"0011",68,"synthetic",32
"0100",68,"synthetic",32
"0101",63,"synthetic",32
"0110",59,"synthetic",32
"0111",48,"synthetic",32
"1000",79,"synthetic",32
"1001",56,"synthetic",32
"1010",71,"synthetic",32
"1011",48,"synthetic",32
"1100",58,"synthetic",32
"1101",65,"synthetic",32
"1110",63,"synthetic",32
"1111",33,"synthetic",32
"0000",76,"synthetic",33
"0001",60,"synthetic",33
"0010",75,"synthetic",33
"0011",58,"synthetic",33
"0100",67,"synthetic",33
"0101",49,"synthetic",33
"0110",75,"synthetic",33
"0111",57,"synthetic",33
"1000",77,"synthetic",33
"1001",59,"synthetic",33
"1010",66,"synthetic",33
"1011",60,"synthetic",33
"1100",70,"synthetic",33
"1101",45,"synthetic",33
"1110",64,"synthetic",33
"1111",42,"synthetic",33
"0000",85,"synthetic",34
"0001",72,"synthetic",34
"0010",83,"synthetic",34
"0011",54,"synthetic",34
"0100",80,"synthetic",34
"0101",51,"synthetic",34
"0110",64,"synthetic",34
"0111",50,"synthetic",34
"1000",67,"synthetic",34
"1001",55,"synthetic",34
"1010",60,"synthetic",34
"1011",54,"synthetic",34
"1100",56,"synthetic",34
"1101",47,"synthetic",34
"1110",71,"synthetic",34
"1111",51,"synthetic",34
"0000",93,"synthetic",35
"0001",60,"synthetic",35
"0010",76,"synthetic",35
"0011",56,"synthetic",35
"0100",71,"synthetic",35
"0101",70,"synthetic",35
"0110",72,"synthetic",35
"0111",52,"synthetic",35
"1000",60,"synthetic",35
"1001",59,"synthetic",35
"1010",60,"synthetic",35
"1011",69,"synthetic",35
"1100",57,"synthetic",35
"1101",48,"synthetic",35
"1110",52,"synthetic",35
"1111",45,"synthetic",35
"0000",70,"synthetic",36
"0001",75,"synthetic",36
"0010",65,"synthetic",36
"0011",60,"synthetic",36
"0100",79,"synthetic",36
"0101",69,"synthetic",36
"0110",51,"synthetic",36
"0111",44,"synthetic",36
"1000",73,"synthetic",36
"1001",67,"synthetic",36
"1010",58,"synthetic",36
"1011",49,"synthetic",36
"1100",72,"synthetic",36
"1101",55,"synthetic",36
"1110",61,"synthetic",36
"1111",52,"synthetic",36
"0000",81,"synthetic",37
"0001",61,"synthetic",37
"0010",80,"synthetic",37
"0011",60,"synthetic",37
"0100",89,"synthetic",37
"0101",55,"synthetic",37
"0110",55,"synthetic",37
"0111",51,"synthetic",37
"1000",78,"synthetic",37
"1001",66,"synthetic",37
"1010",67,"synthetic",37
"1011",41,"synthetic",37
"1100",70,"synthetic",37
"1101",56,"synthetic",37
"1110",45,"synthetic",37
"1111",45,"synthetic",37
"0000",105,"synthetic",38
"0001",66,"synthetic",38
"0010",78,"synthetic",38
"0011",48,"synthetic",38
"0100",69,"synthetic",38
"0101",57,"synthetic",38
"0110",59,"synthetic",38
"0111",52,"synthetic",38
"1000",77,"synthetic",38
"1001",55,"synthetic",38
"1010",66,"synthetic",38
"1011",58,"synthetic",38
"1100",68,"synthetic",38
"1101",39,"synthetic",38
"1110",62,"synthetic",38
"1111",41,"synthetic",38
"0000",73,"synthetic",39
"0001",57,"synthetic",39
"0010",88,"synthetic",39
"0011",54,"synthetic",39
"0100",70,"synthetic",39
"0101",77,"synthetic",39
"0110",60,"synthetic",39
"0111",52,"synthetic",39
"1000",78,"synthetic",39
"1001",52,"synthetic",39
"1010",78,"synthetic",39
"1011",51,"synthetic",39
"1100",59,"synthetic",39
"1101",47,"synthetic",39
"1110",57,"synthetic",39
"1111",47,"synthetic",39
"0000",70,"synthetic",40
"0001",71,"synthetic",40
"0010",81,"synthetic",40
"0011",64,"synthetic",40
"0100",67,"synthetic",40
"0101",59,"synthetic",40
"0110",76,"synthetic",40
"0111",63,"synthetic",40
"1000",54,"synthetic",40
"1001",63,"synthetic",40
"1010",65,"synthetic",40
"1011",57,"synthetic",40
"1100",62,"synthetic",40
"1101",48,"synthetic",40
"1110",50,"synthetic",40
"1111",50,"synthetic",40
"0000",68,"synthetic",41
"0001",69,"synthetic",41
"0010",69,"synthetic",41
"0011",58,"synthetic",41
"0100",76,"synthetic",41
"0101",77,"synthetic",41
"0110",74,"synthetic",41
"0111",46,"synthetic",41
"1000",62,"synthetic",41
"1001",63,"synthetic",41
"1010",67,"synthetic",41
"1011",57,"synthetic",41
"1100",57,"synthetic",41
"1101",52,"synthetic",41
"1110",63,"synthetic",41
"1111",42,"synthetic",41
"0000",84,"synthetic",42
"0001",75,"synthetic",42
"0010",64,"synthetic",42
"0011",52,"synthetic",42
"0100",86,"synthetic",42
"0101",58,"synthetic",42
"0110",80,"synthetic",42
"0111",39,"synthetic",42
"1000",65,"synthetic",42
"1001",55,"synthetic",42
"1010",73,"synthetic",42
"1011",55,"synthetic",42
"1100",58,"synthetic",42
"1101",68,"synthetic",42
"1110",55,"synthetic",42
"1111",33,"synthetic",42
"0000",95,"synthetic",43
"0001",64,"synthetic",43
"0010",79,"synthetic",43
"0011",46,"synthetic",43
"0100",73,"synthetic",43
"0101",65,"synthetic",43
"0110",69,"synthetic",43
"0111",55,"synthetic",43
"1000",61,"synthetic",43
"1001",63,"synthetic",43
"1010",60,"synthetic",43
"1011",66,"synthetic",43
"1100",60,"synthetic",43
"1101",59,"synthetic",43
"1110",43,"synthetic",43
"1111",42,"synthetic",43
"0000",73,"synthetic",44
"0001",73,"synthetic",44
"0010",67,"synthetic",44
"0011",63,"synthetic",44
"0100",78,"synthetic",44
"0101",56,"synthetic",44
"0110",72,"synthetic",44
"0111",56,"synthetic",44
"1000",76,"synthetic",44
"1001",57,"synthetic",44
"1010",68,"synthetic",44
"1011",63,"synthetic",44
"1100",57,"synthetic",44
"1101",58,"synthetic",44
"1110",37,"synthetic",44
"1111",46,"synthetic",44
"0000",80,"synthetic",45
"0001",66,"synthetic",45
"0010",71,"synthetic",45
"0011",44,"synthetic",45
"0100",73,"synthetic",45
"0101",68,"synthetic",45
"0110",63,"synthetic",45
"0111",59,"synthetic",45
"1000",61,"synthetic",45
"1001",55,"synthetic",45
"1010",66,"synthetic",45
"1011",63,"synthetic",45
"1100",64,"synthetic",45
"1101",50,"synthetic",45
"1110",61,"synthetic",45
"1111",56,"synthetic",45
"0000",61,"synthetic",46
"0001",68,"synthetic",46
"0010",77,"synthetic",46
"0011",64,"synthetic",46
"0100",86,"synthetic",46
"0101",77,"synthetic",46
"0110",62,"synthetic",46
"0111",51,"synthetic",46
"1000",72,"synthetic",46
"1001",53,"synthetic",46
"1010",67,"synthetic",46
"1011",49,"synthetic",46
"1100",72,"synthetic",46
"1101",49,"synthetic",46
"1110",53,"synthetic",46
"1111",39,"synthetic",46
"0000",66,"synthetic",47
"0001",78,"synthetic",47
"0010",64,"synthetic",47
"0011",59,"synthetic",47
"0100",76,"synthetic",47
"0101",59,"synthetic",47
"0110",59,"synthetic",47
"0111",62,"synthetic",47
"1000",69,"synthetic",47
"1001",67,"synthetic",47
"1010",71,"synthetic",47
"1011",52,"synthetic",47
"1100",74,"synthetic",47
"1101",64,"synthetic",47
"1110",53,"synthetic",47
"1111",27,"synthetic",47
"0000",75,"synthetic",48
"0001",64,"synthetic",48
"0010",84,"synthetic",48
"0011",61,"synthetic",48
"0100",60,"synthetic",48
"0101",61,"synthetic",48
"0110",66,"synthetic",48
"0111",49,"synthetic",48
"1000",93,"synthetic",48
"1001",57,"synthetic",48
"1010",62,"synthetic",48
"1011",53,"synthetic",48
"1100",67,"synthetic",48
"1101",57,"synthetic",48
"1110",52,"synthetic",48
"1111",39,"synthetic",48
"0000",83,"synthetic",49
"0001",65,"synthetic",49
"0010",87,"synthetic",49
"0011",61,"synthetic",49
"0100",72,"synthetic",49
"0101",62,"synthetic",49
"0110",68,"synthetic",49
"0111",39,"synthetic",49
"1000",69,"synthetic",49
"1001",51,"synthetic",49
"1010",68,"synthetic",49
"1011",49,"synthetic",49
"1100",63,"synthetic",49
"1101",65,"synthetic",49
"1110",54,"synthetic",49
"1111",44,"synthetic",49
"0000",93,"synthetic",50
"0001",61,"synthetic",50
"0010",71,"synthetic",50
"0011",74,"synthetic",50
"0100",55,"synthetic",50
"0101",52,"synthetic",50
"0110",65,"synthetic",50
"0111",52,"synthetic",50
"1000",77,"synthetic",50
"1001",60,"synthetic",50
"1010",71,"synthetic",50
"1011",56,"synthetic",50
"1100",57,"synthetic",50
"1101",51,"synthetic",50
"1110",67,"synthetic",50
"1111",38,"synthetic",50
"0000",94,"synthetic",51
"0001",48,"synthetic",51
"0010",79,"synthetic",51
"0011",56,"synthetic",51
"0100",66,"synthetic",51
"0101",58,"synthetic",51
"0110",78,"synthetic",51
"0111",49,"synthetic",51
"1000",73,"synthetic",51
"1001",66,"synthetic",51
"1010",52,"synthetic",51
"1011",59,"synthetic",51
"1100",70,"synthetic",51
"1101",60,"synthetic",51
"1110",53,"synthetic",51
"1111",39,"synthetic",51
"0000",88,"synthetic",52
"0001",63,"synthetic",52
"0010",77,"synthetic",52
"0011",57,"synthetic",52
"0100",87,"synthetic",52
"0101",61,"synthetic",52
"0110",71,"synthetic",52
"0111",40,"synthetic",52
"1000",73,"synthetic",52
"1001",45,"synthetic",52
"1010",61,"synthetic",52
"1011",61,"synthetic",52
"1100",60,"synthetic",52
"1101",51,"synthetic",52
"1110",63,"synthetic",52
"1111",42,"synthetic",52
"0000",55,"synthetic",53
"0001",81,"synthetic",53
"0010",79,"synthetic",53
"0011",54,"synthetic",53
"0100",80,"synthetic",53
"0101",68,"synthetic",53
"0110",61,"synthetic",53
"0111",50,"synthetic",53
"1000",63,"synthetic",53
"1001",63,"synthetic",53
"1010",73,"synthetic",53
"1011",47,"synthetic",53
"1100",63,"synthetic",53
"1101",56,"synthetic",53
"1110",59,"synthetic",53
"1111",48,"synthetic",53
"0000",90,"synthetic",54
"0001",65,"synthetic",54
"0010",61,"synthetic",54
"0011",80,"synthetic",54
"0100",73,"synthetic",54
"0101",66,"synthetic",54
"0110",52,"synthetic",54
"0111",48,"synthetic",54
"1000",68,"synthetic",54
"1001",66,"synthetic",54
"1010",49,"synthetic",54
"1011",54,"synthetic",54
"1100",56,"synthetic",54
"1101",50,"synthetic",54
"1110",65,"synthetic",54
"1111",57,"synthetic",54
"0000",95,"synthetic",55
"0001",71,"synthetic",55
"0010",76,"synthetic",55
"0011",71,"synthetic",55
"0100",67,"synthetic",55
"0101",59,"synthetic",55
"0110",65,"synthetic",55
"0111",68,"synthetic",55
"1000",60,"synthetic",55
"1001",68,"synthetic",55
"1010",59,"synthetic",55
"1011",52,"synthetic",55
"1100",58,"synthetic",55
"1101",38,"synthetic",55
"1110",62,"synthetic",55
"1111",31,"synthetic",55
"0000",99,"synthetic",56
"0001",54,"synthetic",56
"0010",71,"synthetic",56
"0011",63,"synthetic",56
"0100",81,"synthetic",56
"0101",69,"synthetic",56
"0110",68,"synthetic",56
"0111",57,"synthetic",56
"1000",68,"synthetic",56
"1001",68,"synthetic",56
"1010",61,"synthetic",56
"1011",53,"synthetic",56
"1100",55,"synthetic",56
"1101",53,"synthetic",56
"1110",44,"synthetic",56
"1111",36,"synthetic",56
"0000",78,"synthetic",57
"0001",63,"synthetic",57
"0010",74,"synthetic",57
"0011",68,"synthetic",57
"0100",70,"synthetic",57
"0101",70,"synthetic",57
"0110",66,"synthetic",57
"0111",52,"synthetic",57
"1000",70,"synthetic",57
"1001",57,"synthetic",57
"1010",56,"synthetic",57
"1011",53,"synthetic",57
"1100",62,"synthetic",57
"1101",62,"synthetic",57
"1110",53,"synthetic",57
"1111",46,"synthetic",57
"0000",95,"synthetic",58
"0001",65,"synthetic",58
"0010",85,"synthetic",58
"0011",73,"synthetic",58
"0100",69,"synthetic",58
"0101",74,"synthetic",58
"0110",63,"synthetic",58
"0111",41,"synthetic",58
"1000",68,"synthetic",58
"1001",52,"synthetic",58
"1010",51,"synthetic",58
"1011",49,"synthetic",58
"1100",81,"synthetic",58
"1101",45,"synthetic",58
"1110",50,"synthetic",58
"1111",39,"synthetic",58
"0000",87,"synthetic",59
"0001",66,"synthetic",59
"0010",74,"synthetic",59
"0011",59,"synthetic",59
"0100",80,"synthetic",59
"0101",64,"synthetic",59
"0110",63,"synthetic",59
"0111",55,"synthetic",59
"1000",72,"synthetic",59
"1001",58,"synthetic",59
"1010",54,"synthetic",59
"1011",54,"synthetic",59
"1100",65,"synthetic",59
"1101",58,"synthetic",59
"1110",51,"synthetic",59
"1111",40,"synthetic",59
"0000",73,"synthetic",60
"0001",64,"synthetic",60
"0010",70,"synthetic",60
"0011",54,"synthetic",60
"0100",83,"synthetic",60
"0101",72,"synthetic",60
"0110",68,"synthetic",60
"0111",56,"synthetic",60
"1000",73,"synthetic",60
"1001",56,"synthetic",60
"1010",62,"synthetic",60
"1011",46,"synthetic",60
"1100",82,"synthetic",60
"1101",48,"synthetic",60
"1110",52,"synthetic",60
"1111",41,"synthetic",60
"0000",85,"synthetic",61
"0001",59,"synthetic",61
"0010",72,"synthetic",61
"0011",67,"synthetic",61
"0100",81,"synthetic",61
"0101",62,"synthetic",61
"0110",62,"synthetic",61
"0111",53,"synthetic",61
"1000",58,"synthetic",61
"1001",64,"synthetic",61
"1010",74,"synthetic",61
"1011",49,"synthetic",61
"1100",67,"synthetic",61
"1101",54,"synthetic",61
"1110",56,"synthetic",61
"1111",37,"synthetic",61
"0000",85,"synthetic",62
"0001",64,"synthetic",62
"0010",70,"synthetic",62
"0011",62,"synthetic",62
"0100",81,"synthetic",62
"0101",63,"synthetic",62
"0110",57,"synthetic",62
"0111",47,"synthetic",62
"1000",84,"synthetic",62
"1001",52,"synthetic",62
"1010",72,"synthetic",62
"1011",51,"synthetic",62
"1100",66,"synthetic",62
"1101",61,"synthetic",62
"1110",45,"synthetic",62
"1111",40,"synthetic",62
"0000",83,"synthetic",63
"0001",60,"synthetic",63
"0010",68,"synthetic",63
"0011",64,"synthetic",63
"0100",72,"synthetic",63
"0101",59,"synthetic",63
