"age","income","sex","region"
55,2000,"MALE","Lodzkie"
42,3000,"MALE","Zachodnio-pomorskie"
43,NA,"MALE","Podlaskie"
75,1500,"FEMALE","Mazowieckie"
73,1200,"FEMALE","Mazowieckie"
47,2000,"FEMALE","Slaskie"
64,2000,"MALE","Warminsko-mazurskie"
69,1200,"FEMALE","Lubelskie"
57,360,"MALE","Mazowieckie"
65,2700,"MALE","Wielkopolskie"
81,1400,"FEMALE","Swietokrzyskie"
50,1280,"FEMALE","Lubelskie"
35,3500,"MALE","Lubelskie"
54,1600,"FEMALE","Slaskie"
38,NA,"FEMALE","Slaskie"
37,2200,"FEMALE","Slaskie"
30,1800,"MALE","Malopolskie"
58,900,"FEMALE","Podkarpackie"
60,1000,"MALE","Malopolskie"
84,2121,"MALE","Opolskie"
56,1000,"MALE","Warminsko-mazurskie"
57,NA,"FEMALE","Mazowieckie"
52,NA,"MALE","Kujawsko-pomorskie"
35,NA,"FEMALE","Kujawsko-pomorskie"
62,NA,"FEMALE","Wielkopolskie"
63,500,"MALE","Mazowieckie"
38,NA,"FEMALE","Swietokrzyskie"
50,NA,"FEMALE","Wielkopolskie"
26,NA,"MALE","Pomorskie"
42,600,"FEMALE","Swietokrzyskie"
21,NA,"MALE","Wielkopolskie"
46,2000,"MALE","Pomorskie"
63,4000,"MALE","Zachodnio-pomorskie"
60,700,"FEMALE","Podlaskie"
29,2000,"FEMALE","Podlaskie"
52,250,"FEMALE","Kujawsko-pomorskie"
73,2050,"FEMALE","Slaskie"
48,NA,"MALE","Warminsko-mazurskie"
20,1000,"FEMALE","Mazowieckie"
25,NA,"MALE","Kujawsko-pomorskie"
56,1100,"FEMALE","Dolnoslaskie"
41,1200,"FEMALE","Podkarpackie"
50,1200,"MALE","Pomorskie"
52,588,"FEMALE","Malopolskie"
43,1800,"FEMALE","Zachodnio-pomorskie"
47,6000,"MALE","Pomorskie"
32,NA,"FEMALE","Mazowieckie"
33,NA,"FEMALE","Mazowieckie"
31,NA,"FEMALE","Zachodnio-pomorskie"
37,5000,"FEMALE","Lodzkie"
74,700,"FEMALE","Mazowieckie"
53,1400,"MALE","Zachodnio-pomorskie"
22,NA,"MALE","Wielkopolskie"
23,460,"FEMALE","Lodzkie"
76,1000,"FEMALE","Mazowieckie"
29,1100,"MALE","Swietokrzyskie"
33,2800,"MALE","Pomorskie"
59,760,"MALE","Slaskie"
32,NA,"FEMALE","Lubelskie"
69,1500,"FEMALE","Pomorskie"
77,1400,"MALE","Pomorskie"
59,1500,"MALE","Mazowieckie"
21,NA,"MALE","Lubuskie"
60,600,"MALE","Lodzkie"
65,1500,"MALE","Slaskie"
92,1300,"FEMALE","Slaskie"
51,NA,"MALE","Lodzkie"
58,NA,"FEMALE","Warminsko-mazurskie"
39,3000,"MALE","Malopolskie"
80,1000,"FEMALE","Podlaskie"
55,700,"MALE","Podkarpackie"
53,NA,"FEMALE","Dolnoslaskie"
27,1200,"FEMALE","Podkarpackie"
36,1000,"MALE","Kujawsko-pomorskie"
72,1100,"FEMALE","Zachodnio-pomorskie"
74,1650,"FEMALE","Lubelskie"
65,740,"FEMALE","Warminsko-mazurskie"
31,1500,"FEMALE","Pomorskie"
58,1110,"FEMALE","Malopolskie"
74,790,"FEMALE","Mazowieckie"
55,2000,"FEMALE","Dolnoslaskie"
32,678,"FEMALE","Wielkopolskie"
26,3000,"MALE","Mazowieckie"
53,5000,"FEMALE","Lubuskie"
61,900,"MALE","Lodzkie"
22,NA,"FEMALE","Dolnoslaskie"
28,3200,"FEMALE","Malopolskie"
66,1300,"MALE","Wielkopolskie"
55,1200,"FEMALE","Lubelskie"
74,NA,"FEMALE","Wielkopolskie"
78,1600,"FEMALE","Malopolskie"
54,150,"MALE","Kujawsko-pomorskie"
58,1111,"FEMALE","Podlaskie"
58,5000,"MALE","Lodzkie"
49,1800,"FEMALE","Podkarpackie"
51,NA,"MALE","Zachodnio-pomorskie"
34,1000,"FEMALE","Kujawsko-pomorskie"
42,NA,"FEMALE","Podkarpackie"
66,2000,"FEMALE","Slaskie"
59,1300,"MALE","Wielkopolskie"
74,700,"FEMALE","Malopolskie"
52,740,"FEMALE","Lodzkie"
71,900,"FEMALE","Mazowieckie"
51,2000,"FEMALE","Zachodnio-pomorskie"
53,NA,"MALE","Lodzkie"
39,2200,"MALE","Mazowieckie"
41,200,"MALE","Podlaskie"
23,1500,"FEMALE","Slaskie"
55,1000,"MALE","Zachodnio-pomorskie"
63,NA,"FEMALE","Lubuskie"
81,1200,"FEMALE","Opolskie"
73,NA,"MALE","Wielkopolskie"
50,NA,"MALE","Wielkopolskie"
55,NA,"FEMALE","Slaskie"
20,NA,"FEMALE","Lubelskie"
65,1200,"FEMALE","Swietokrzyskie"
65,2450,"MALE","Warminsko-mazurskie"
18,NA,"MALE","Podlaskie"
60,2800,"FEMALE","Dolnoslaskie"
38,4771,"MALE","Mazowieckie"
73,1100,"FEMALE","Dolnoslaskie"
50,300,"MALE","Pomorskie"
17,NA,"MALE","Slaskie"
36,2700,"MALE","Zachodnio-pomorskie"
79,890,"FEMALE","Lodzkie"
64,1000,"FEMALE","Kujawsko-pomorskie"
54,528,"FEMALE","Pomorskie"
81,2617,"MALE","Mazowieckie"
24,NA,"MALE","Slaskie"
26,6400,"MALE","Pomorskie"
49,620,"FEMALE","Kujawsko-pomorskie"
58,NA,"FEMALE","Lubelskie"
61,836,"FEMALE","Malopolskie"
22,NA,"MALE","Podkarpackie"
39,1800,"FEMALE","Mazowieckie"
67,800,"FEMALE","Mazowieckie"
20,2000,"MALE","Dolnoslaskie"
69,NA,"FEMALE","Pomorskie"
79,1000,"MALE","Lubelskie"
47,NA,"FEMALE","Podkarpackie"
58,1200,"FEMALE","Kujawsko-pomorskie"
33,2000,"MALE","Slaskie"
35,4500,"MALE","Lubelskie"
25,NA,"MALE","Podkarpackie"
63,1000,"FEMALE","Lodzkie"
60,2000,"FEMALE","Warminsko-mazurskie"
54,700,"FEMALE","Slaskie"
30,1300,"FEMALE","Wielkopolskie"
29,NA,"FEMALE","Swietokrzyskie"
37,NA,"FEMALE","Kujawsko-pomorskie"
38,900,"FEMALE","Slaskie"
22,1400,"FEMALE","Dolnoslaskie"
19,NA,"FEMALE","Kujawsko-pomorskie"
34,1000,"FEMALE","Wielkopolskie"
64,890,"FEMALE","Dolnoslaskie"
25,1600,"MALE","Mazowieckie"
35,2200,"FEMALE","Wielkopolskie"
62,800,"FEMALE","Pomorskie"
54,1100,"FEMALE","Lodzkie"
20,NA,"FEMALE","Slaskie"
23,1900,"MALE","Malopolskie"
69,1380,"MALE","Mazowieckie"
56,1900,"FEMALE","Podkarpackie"
48,1200,"MALE","Wielkopolskie"
58,1290,"FEMALE","Slaskie"
51,630,"FEMALE","Malopolskie"
19,NA,"FEMALE","Lubelskie"
56,1370,"FEMALE","Podkarpackie"
53,1700,"MALE","Mazowieckie"
89,980,"FEMALE","Malopolskie"
22,NA,"FEMALE","Malopolskie"
33,1320,"FEMALE","Wielkopolskie"
62,1040,"FEMALE","Wielkopolskie"
80,870,"FEMALE","Opolskie"
37,1500,"FEMALE","Wielkopolskie"
21,NA,"MALE","Malopolskie"
39,1450,"FEMALE","Warminsko-mazurskie"
22,NA,"MALE","Kujawsko-pomorskie"
28,2000,"FEMALE","Malopolskie"
17,NA,"MALE","Mazowieckie"
53,500,"MALE","Lubelskie"
74,800,"FEMALE","Slaskie"
31,1240,"FEMALE","Opolskie"
59,1600,"MALE","Malopolskie"
53,2600,"MALE","Slaskie"
71,600,"FEMALE","Swietokrzyskie"
60,1400,"MALE","Lodzkie"
49,1800,"FEMALE","Lubelskie"
52,3300,"MALE","Lodzkie"
71,900,"FEMALE","Malopolskie"
26,150,"FEMALE","Kujawsko-pomorskie"
78,1300,"MALE","Lodzkie"
61,1500,"FEMALE","Slaskie"
43,1000,"FEMALE","Swietokrzyskie"
31,1800,"MALE","Swietokrzyskie"
28,1500,"MALE","Kujawsko-pomorskie"
60,2300,"MALE","Kujawsko-pomorskie"
63,2300,"FEMALE","Dolnoslaskie"
59,NA,"MALE","Zachodnio-pomorskie"
37,3200,"MALE","Wielkopolskie"
38,380,"FEMALE","Swietokrzyskie"
76,2000,"FEMALE","Lodzkie"
58,1700,"MALE","Zachodnio-pomorskie"
64,1900,"FEMALE","Swietokrzyskie"
66,2000,"FEMALE","Lodzkie"
52,1100,"FEMALE","Lubelskie"
61,2000,"MALE","Kujawsko-pomorskie"
79,1000,"FEMALE","Lodzkie"
77,1400,"MALE","Opolskie"
51,NA,"MALE","Kujawsko-pomorskie"
76,1200,"FEMALE","Wielkopolskie"
22,4800,"MALE","Opolskie"
40,450,"FEMALE","Zachodnio-pomorskie"
31,NA,"FEMALE","Podkarpackie"
29,NA,"FEMALE","Swietokrzyskie"
21,NA,"MALE","Malopolskie"
46,520,"FEMALE","Podkarpackie"
64,800,"MALE","Malopolskie"
38,1846,"FEMALE","Dolnoslaskie"
18,NA,"MALE","Slaskie"
79,2300,"MALE","Mazowieckie"
48,1500,"MALE","Kujawsko-pomorskie"
36,NA,"FEMALE","Pomorskie"
45,3300,"MALE","Warminsko-mazurskie"
72,2800,"MALE","Slaskie"
22,NA,"MALE","Lubuskie"
39,1500,"MALE","Kujawsko-pomorskie"
28,NA,"MALE","Kujawsko-pomorskie"
71,1080,"MALE","Podkarpackie"
24,NA,"FEMALE","Pomorskie"
69,1012,"MALE","Mazowieckie"
40,NA,"FEMALE","Swietokrzyskie"
27,NA,"FEMALE","Podkarpackie"
26,2000,"FEMALE","Wielkopolskie"
41,4500,"FEMALE","Lodzkie"
22,1000,"MALE","Lodzkie"
64,1290,"FEMALE","Mazowieckie"
19,NA,"FEMALE","Swietokrzyskie"
18,NA,"FEMALE","Swietokrzyskie"
19,NA,"MALE","Malopolskie"
63,980,"FEMALE","Slaskie"
41,1500,"MALE","Opolskie"
54,1800,"MALE","Lubelskie"
17,NA,"FEMALE","Opolskie"
24,NA,"MALE","Lodzkie"
26,1500,"MALE","Lubelskie"
52,1950,"FEMALE","Pomorskie"
20,1200,"MALE","Zachodnio-pomorskie"
30,1000,"FEMALE","Swietokrzyskie"
58,1000,"FEMALE","Podkarpackie"
42,NA,"FEMALE","Kujawsko-pomorskie"
24,1100,"MALE","Malopolskie"
30,NA,"MALE","Mazowieckie"
17,NA,"MALE","Dolnoslaskie"
17,NA,"FEMALE","Slaskie"
55,NA,"MALE","Warminsko-mazurskie"
20,NA,"MALE","Warminsko-mazurskie"
51,1900,"MALE","Slaskie"
68,2600,"MALE","Opolskie"
36,1500,"FEMALE","Dolnoslaskie"
43,NA,"FEMALE","Swietokrzyskie"
52,NA,"MALE","Opolskie"
40,1500,"MALE","Pomorskie"
29,300,"FEMALE","Pomorskie"
73,2000,"MALE","Opolskie"
63,1250,"FEMALE","Dolnoslaskie"
58,630,"MALE","Podkarpackie"
53,NA,"FEMALE","Podkarpackie"
34,2000,"MALE","Dolnoslaskie"
30,1000,"FEMALE","Pomorskie"
19,NA,"FEMALE","Mazowieckie"
86,850,"FEMALE","Mazowieckie"
21,300,"MALE","Lodzkie"
48,1200,"FEMALE","Zachodnio-pomorskie"
51,1500,"FEMALE","Warminsko-mazurskie"
21,972,"MALE","Podkarpackie"
18,128,"MALE","Malopolskie"
78,650,"FEMALE","Mazowieckie"
64,612,"FEMALE","Podkarpackie"
20,NA,"FEMALE","Lubuskie"
22,NA,"FEMALE","Malopolskie"
35,NA,"MALE","Lodzkie"
68,1890,"MALE","Warminsko-mazurskie"
16,NA,"FEMALE","Malopolskie"
63,1000,"FEMALE","Warminsko-mazurskie"
47,NA,"MALE","Swietokrzyskie"
18,NA,"FEMALE","Slaskie"
77,990,"FEMALE","Pomorskie"
19,700,"MALE","Dolnoslaskie"
17,NA,"FEMALE","Slaskie"
48,470,"MALE","Mazowieckie"
80,900,"MALE","Kujawsko-pomorskie"
47,NA,"MALE","Swietokrzyskie"
62,NA,"MALE","Mazowieckie"
27,NA,"MALE","Podkarpackie"
58,1700,"MALE","Opolskie"
53,600,"MALE","Lodzkie"
34,3000,"FEMALE","Slaskie"
62,3000,"FEMALE","Opolskie"
78,1780,"MALE","Malopolskie"
44,1500,"MALE","Zachodnio-pomorskie"
64,3400,"MALE","Podkarpackie"
47,5000,"MALE","Mazowieckie"
48,2500,"MALE","Lubelskie"
63,5000,"MALE","Wielkopolskie"
34,3000,"MALE","Podlaskie"
83,1100,"FEMALE","Podkarpackie"
17,NA,"FEMALE","Lubelskie"
54,400,"MALE","Swietokrzyskie"
35,1500,"MALE","Slaskie"
20,300,"FEMALE","Wielkopolskie"
38,NA,"FEMALE","Pomorskie"
22,1500,"MALE","Malopolskie"
64,1500,"FEMALE","Lubelskie"
23,NA,"FEMALE","Slaskie"
64,850,"FEMALE","Lodzkie"
35,1500,"FEMALE","Dolnoslaskie"
52,1000,"FEMALE","Wielkopolskie"
80,1100,"FEMALE","Mazowieckie"
42,700,"FEMALE","Lodzkie"
82,3500,"MALE","Pomorskie"
69,600,"FEMALE","Malopolskie"
49,2000,"FEMALE","Mazowieckie"
30,5000,"MALE","Mazowieckie"
38,3000,"MALE","Pomorskie"
55,1500,"FEMALE","Mazowieckie"
68,2874,"FEMALE","Dolnoslaskie"
42,5000,"MALE","Dolnoslaskie"
40,NA,"MALE","Wielkopolskie"
57,1200,"FEMALE","Lodzkie"
30,1050,"MALE","Dolnoslaskie"
18,111,"MALE","Kujawsko-pomorskie"
36,NA,"FEMALE","Mazowieckie"
66,900,"MALE","Mazowieckie"
62,NA,"FEMALE","Lodzkie"
23,NA,"FEMALE","Kujawsko-pomorskie"
23,NA,"FEMALE","Slaskie"
49,2500,"MALE","Podkarpackie"
61,1400,"MALE","Podkarpackie"
59,8000,"FEMALE","Dolnoslaskie"
20,NA,"FEMALE","Pomorskie"
35,1800,"FEMALE","Pomorskie"
62,1280,"FEMALE","Mazowieckie"
61,1900,"MALE","Pomorskie"
48,NA,"MALE","Lodzkie"
24,2500,"MALE","Slaskie"
46,1000,"FEMALE","Lubuskie"
52,2800,"MALE","Slaskie"
60,1600,"FEMALE","Slaskie"
18,NA,"MALE","Mazowieckie"
59,NA,"FEMALE","Slaskie"
36,400,"FEMALE","Lodzkie"
68,750,"FEMALE","Malopolskie"
62,1800,"FEMALE","Zachodnio-pomorskie"
65,1800,"MALE","Zachodnio-pomorskie"
43,NA,"MALE","Mazowieckie"
21,1200,"MALE","Slaskie"
64,1400,"FEMALE","Pomorskie"
69,1500,"MALE","Podkarpackie"
25,1900,"MALE","Slaskie"
32,NA,"MALE","Slaskie"
51,610,"FEMALE","Zachodnio-pomorskie"
56,1000,"MALE","Wielkopolskie"
46,1540,"FEMALE","Pomorskie"
71,2400,"FEMALE","Mazowieckie"
72,1600,"MALE","Dolnoslaskie"
33,1500,"MALE","Podkarpackie"
38,3000,"MALE","Swietokrzyskie"
18,360,"MALE","Warminsko-mazurskie"
54,NA,"FEMALE","Kujawsko-pomorskie"
18,NA,"FEMALE","Slaskie"
42,NA,"MALE","Slaskie"
33,1000,"MALE","Mazowieckie"
27,6500,"FEMALE","Lubuskie"
60,700,"FEMALE","Warminsko-mazurskie"
20,NA,"MALE","Lubelskie"
37,2200,"MALE","Swietokrzyskie"
47,2800,"FEMALE","Opolskie"
25,NA,"FEMALE","Slaskie"
56,460,"MALE","Wielkopolskie"
22,640,"FEMALE","Wielkopolskie"
29,1500,"FEMALE","Dolnoslaskie"
82,1600,"FEMALE","Pomorskie"
31,950,"FEMALE","Wielkopolskie"
27,1500,"MALE","Swietokrzyskie"
39,NA,"MALE","Warminsko-mazurskie"
40,1330,"FEMALE","Zachodnio-pomorskie"
67,1408,"MALE","Podlaskie"
54,1800,"MALE","Malopolskie"
49,2000,"FEMALE","Mazowieckie"
47,NA,"MALE","Mazowieckie"
24,1500,"MALE","Podkarpackie"
36,2000,"MALE","Kujawsko-pomorskie"
59,1400,"MALE","Dolnoslaskie"
38,7000,"MALE","Wielkopolskie"
29,1500,"MALE","Podlaskie"
24,1000,"FEMALE","Pomorskie"
55,600,"FEMALE","Wielkopolskie"
24,1050,"FEMALE","Warminsko-mazurskie"
47,3000,"FEMALE","Pomorskie"
31,1200,"FEMALE","Podlaskie"
62,2200,"FEMALE","Podkarpackie"
63,1400,"MALE","Mazowieckie"
65,826,"FEMALE","Lodzkie"
37,NA,"FEMALE","Slaskie"
16,NA,"MALE","Podkarpackie"
46,2900,"FEMALE","Wielkopolskie"
16,NA,"FEMALE","Wielkopolskie"
64,1000,"FEMALE","Dolnoslaskie"
36,2300,"FEMALE","Podkarpackie"
55,NA,"MALE","Podlaskie"
59,841,"MALE","Lubuskie"
31,6000,"MALE","Zachodnio-pomorskie"
59,NA,"MALE","Dolnoslaskie"
34,NA,"FEMALE","Mazowieckie"
76,1796,"MALE","Mazowieckie"
58,2000,"FEMALE","Slaskie"
32,1300,"FEMALE","Wielkopolskie"
32,NA,"MALE","Lubelskie"
47,1000,"MALE","Lodzkie"
34,1200,"FEMALE","Slaskie"
68,1200,"FEMALE","Warminsko-mazurskie"
48,2000,"MALE","Dolnoslaskie"
48,NA,"FEMALE","Podkarpackie"
36,2000,"MALE","Mazowieckie"
63,1400,"MALE","Swietokrzyskie"
39,1637,"FEMALE","Lubelskie"
21,NA,"FEMALE","Malopolskie"
53,NA,"FEMALE","Podkarpackie"
63,NA,"FEMALE","Slaskie"
73,940,"FEMALE","Lodzkie"
29,NA,"MALE","Dolnoslaskie"
80,1400,"FEMALE","Warminsko-mazurskie"
54,300,"MALE","Zachodnio-pomorskie"
33,1000,"MALE","Malopolskie"
59,2300,"MALE","Slaskie"
24,NA,"FEMALE","Mazowieckie"
23,500,"MALE","Opolskie"
38,1200,"MALE","Wielkopolskie"
86,1000,"FEMALE","Slaskie"
47,1000,"FEMALE","Lubelskie"
68,896,"FEMALE","Lodzkie"
28,1250,"FEMALE","Mazowieckie"
38,NA,"FEMALE","Podkarpackie"
60,726,"FEMALE","Mazowieckie"
74,2833,"MALE","Slaskie"
30,2000,"FEMALE","Dolnoslaskie"
34,2000,"FEMALE","Mazowieckie"
62,2600,"MALE","Wielkopolskie"
64,1300,"MALE","Mazowieckie"
80,1300,"FEMALE","Zachodnio-pomorskie"
67,1100,"FEMALE","Lodzkie"
54,2000,"FEMALE","Malopolskie"
64,1000,"MALE","Opolskie"
41,1300,"FEMALE","Mazowieckie"
26,NA,"MALE","Slaskie"
45,2500,"FEMALE","Kujawsko-pomorskie"
65,2400,"MALE","Zachodnio-pomorskie"
55,2800,"FEMALE","Lodzkie"
41,3500,"FEMALE","Zachodnio-pomorskie"
58,NA,"MALE","Podkarpackie"
53,3500,"MALE","Kujawsko-pomorskie"
45,NA,"FEMALE","Malopolskie"
19,NA,"MALE","Wielkopolskie"
