combine,Freq,pct,epsilon,copies,number,parents
1100,93,9.3,0.0,10,7,4
1000,88,8.799999999999999,0.0,10,7,4
0111,73,7.3,0.0,10,7,4
0010,73,7.3,0.0,10,7,4
0000,68,6.800000000000001,0.0,10,7,4
0100,67,6.7,0.0,10,7,4
1101,67,6.7,0.0,10,7,4
1001,64,6.4,0.0,10,7,4
1110,61,6.1,0.0,10,7,4
0110,61,6.1,0.0,10,7,4
1011,58,5.800000000000001,0.0,10,7,4
0101,58,5.800000000000001,0.0,10,7,4
0011,57,5.7,0.0,10,7,4
0001,57,5.7,0.0,10,7,4
1010,53,5.3,0.0,10,7,4
1111,2,0.2,0.0,10,7,4
0010,90,9.0,0.0,10,8,4
1110,73,7.3,0.0,10,8,4
1100,73,7.3,0.0,10,8,4
0110,73,7.3,0.0,10,8,4
0111,73,7.3,0.0,10,8,4
0100,68,6.800000000000001,0.0,10,8,4
1000,67,6.7,0.0,10,8,4
0011,67,6.7,0.0,10,8,4
0000,64,6.4,0.0,10,8,4
0101,63,6.3,0.0,10,8,4
0001,61,6.1,0.0,10,8,4
1001,60,6.0,0.0,10,8,4
1011,58,5.800000000000001,0.0,10,8,4
1010,57,5.7,0.0,10,8,4
1101,51,5.1,0.0,10,8,4
1111,2,0.2,0.0,10,8,4
1100,94,9.4,0.0,10,9,4
1000,83,8.3,0.0,10,9,4
1110,73,7.3,0.0,10,9,4
0010,72,7.199999999999999,0.0,10,9,4
0111,69,6.9,0.0,10,9,4
0100,66,6.6000000000000005,0.0,10,9,4
1001,66,6.6000000000000005,0.0,10,9,4
0000,64,6.4,0.0,10,9,4
0101,64,6.4,0.0,10,9,4
0011,60,6.0,0.0,10,9,4
0001,60,6.0,0.0,10,9,4
1011,58,5.800000000000001,0.0,10,9,4
1010,57,5.7,0.0,10,9,4
0110,56,5.6000000000000005,0.0,10,9,4
1101,56,5.6000000000000005,0.0,10,9,4
1111,2,0.2,0.0,10,9,4
1100,94,9.4,0.0,10,10,4
1000,83,8.3,0.0,10,10,4
1110,73,7.3,0.0,10,10,4
0010,72,7.199999999999999,0.0,10,10,4
0111,69,6.9,0.0,10,10,4
0100,66,6.6000000000000005,0.0,10,10,4
1001,66,6.6000000000000005,0.0,10,10,4
0000,64,6.4,0.0,10,10,4
0101,64,6.4,0.0,10,10,4
0011,60,6.0,0.0,10,10,4
0001,60,6.0,0.0,10,10,4
1011,58,5.800000000000001,0.0,10,10,4
1010,57,5.7,0.0,10,10,4
0110,56,5.6000000000000005,0.0,10,10,4
1101,56,5.6000000000000005,0.0,10,10,4
1111,2,0.2,0.0,10,10,4
1000,112,11.200000000000001,0.1,10,1,4
0111,97,9.700000000000001,0.1,10,1,4
0010,93,9.3,0.1,10,1,4
1001,85,8.5,0.1,10,1,4
0011,84,8.4,0.1,10,1,4
1110,70,7.000000000000001,0.1,10,1,4
1011,70,7.000000000000001,0.1,10,1,4
0101,65,6.5,0.1,10,1,4
0100,61,6.1,0.1,10,1,4
1010,51,5.1,0.1,10,1,4
1101,48,4.8,0.1,10,1,4
1111,43,4.3,0.1,10,1,4
1100,40,4.0,0.1,10,1,4
0110,39,3.9,0.1,10,1,4
0000,22,2.1999999999999997,0.1,10,1,4
0001,20,2.0,0.1,10,1,4
1001,115,11.5,0.1,10,2,4
1100,82,8.200000000000001,0.1,10,2,4
0101,82,8.200000000000001,0.1,10,2,4
1011,73,7.3,0.1,10,2,4
0001,67,6.7,0.1,10,2,4
0000,67,6.7,0.1,10,2,4
0010,65,6.5,0.1,10,2,4
1111,62,6.2,0.1,10,2,4
0011,61,6.1,0.1,10,2,4
0111,56,5.6000000000000005,0.1,10,2,4
1110,53,5.3,0.1,10,2,4
0110,53,5.3,0.1,10,2,4
1000,51,5.1,0.1,10,2,4
1010,50,5.0,0.1,10,2,4
1101,34,3.4000000000000004,0.1,10,2,4
0100,29,2.9000000000000004,0.1,10,2,4
1010,110,11.0,0.1,10,3,4
0001,106,10.6,0.1,10,3,4
0100,103,10.299999999999999,0.1,10,3,4
0011,97,9.700000000000001,0.1,10,3,4
0010,94,9.4,0.1,10,3,4
1000,74,7.3999999999999995,0.1,10,3,4
1011,70,7.000000000000001,0.1,10,3,4
0000,59,5.8999999999999995,0.1,10,3,4
1100,54,5.4,0.1,10,3,4
0110,53,5.3,0.1,10,3,4
1110,50,5.0,0.1,10,3,4
0101,48,4.8,0.1,10,3,4
1101,45,4.5,0.1,10,3,4
1001,17,1.7000000000000002,0.1,10,3,4
0111,13,1.3,0.1,10,3,4
1111,7,0.7000000000000001,0.1,10,3,4
0011,135,13.5,0.1,10,4,4
1011,111,11.1,0.1,10,4,4
1100,107,10.7,0.1,10,4,4
1101,92,9.2,0.1,10,4,4
0010,82,8.200000000000001,0.1,10,4,4
1000,77,7.7,0.1,10,4,4
0001,70,7.000000000000001,0.1,10,4,4
0101,67,6.7,0.1,10,4,4
1110,52,5.2,0.1,10,4,4
1010,50,5.0,0.1,10,4,4
0000,45,4.5,0.1,10,4,4
1001,45,4.5,0.1,10,4,4
0110,35,3.5000000000000004,0.1,10,4,4
0111,32,3.2,0.1,10,4,4
1001,117,11.700000000000001,0.1,10,5,4
0100,96,9.6,0.1,10,5,4
0101,89,8.9,0.1,10,5,4
1101,87,8.7,0.1,10,5,4
1000,86,8.6,0.1,10,5,4
1110,79,7.9,0.1,10,5,4
1100,68,6.800000000000001,0.1,10,5,4
1011,62,6.2,0.1,10,5,4
0111,55,5.5,0.1,10,5,4
0110,52,5.2,0.1,10,5,4
1010,51,5.1,0.1,10,5,4
0001,42,4.2,0.1,10,5,4
0000,41,4.1000000000000005,0.1,10,5,4
0011,40,4.0,0.1,10,5,4
0010,35,3.5000000000000004,0.1,10,5,4
1100,97,9.700000000000001,0.1,10,6,4
1000,85,8.5,0.1,10,6,4
0110,77,7.7,0.1,10,6,4
0111,76,7.6,0.1,10,6,4
1110,74,7.3999999999999995,0.1,10,6,4
1001,70,7.000000000000001,0.1,10,6,4
0101,68,6.800000000000001,0.1,10,6,4
1101,66,6.6000000000000005,0.1,10,6,4
0010,61,6.1,0.1,10,6,4
0100,56,5.6000000000000005,0.1,10,6,4
1010,56,5.6000000000000005,0.1,10,6,4
0001,54,5.4,0.1,10,6,4
0011,53,5.3,0.1,10,6,4
0000,46,4.6,0.1,10,6,4
1011,38,3.8,0.1,10,6,4
1111,23,2.3,0.1,10,6,4
1101,112,11.200000000000001,0.1,10,7,4
0101,110,11.0,0.1,10,7,4
0111,91,9.1,0.1,10,7,4
0010,86,8.6,0.1,10,7,4
1110,80,8.0,0.1,10,7,4
0110,76,7.6,0.1,10,7,4
1010,72,7.199999999999999,0.1,10,7,4
1100,68,6.800000000000001,0.1,10,7,4
0011,66,6.6000000000000005,0.1,10,7,4
0100,56,5.6000000000000005,0.1,10,7,4
0000,53,5.3,0.1,10,7,4
1001,50,5.0,0.1,10,7,4
1011,32,3.2,0.1,10,7,4
0001,24,2.4,0.1,10,7,4
1000,24,2.4,0.1,10,7,4
1011,115,11.5,0.1,10,8,4
0111,109,10.9,0.1,10,8,4
1110,101,10.100000000000001,0.1,10,8,4
0110,86,8.6,0.1,10,8,4
1100,79,7.9,0.1,10,8,4
0010,77,7.7,0.1,10,8,4
0100,66,6.6000000000000005,0.1,10,8,4
1001,63,6.3,0.1,10,8,4
0000,58,5.800000000000001,0.1,10,8,4
1000,56,5.6000000000000005,0.1,10,8,4
0101,54,5.4,0.1,10,8,4
1101,53,5.3,0.1,10,8,4
0011,40,4.0,0.1,10,8,4
1010,29,2.9000000000000004,0.1,10,8,4
0001,9,0.8999999999999999,0.1,10,8,4
1111,5,0.5,0.1,10,8,4
1001,130,13.0,0.1,10,9,4
0011,110,11.0,0.1,10,9,4
0000,84,8.4,0.1,10,9,4
0010,80,8.0,0.1,10,9,4
0111,71,7.1,0.1,10,9,4
0100,70,7.000000000000001,0.1,10,9,4
1000,69,6.9,0.1,10,9,4
0101,65,6.5,0.1,10,9,4
1010,63,6.3,0.1,10,9,4
1011,55,5.5,0.1,10,9,4
1110,52,5.2,0.1,10,9,4
1101,51,5.1,0.1,10,9,4
1100,43,4.3,0.1,10,9,4
0110,38,3.8,0.1,10,9,4
0001,18,1.7999999999999998,0.1,10,9,4
1111,1,0.1,0.1,10,9,4
0111,110,11.0,0.1,10,10,4
1001,96,9.6,0.1,10,10,4
0000,81,8.1,0.1,10,10,4
0010,80,8.0,0.1,10,10,4
1000,79,7.9,0.1,10,10,4
0110,73,7.3,0.1,10,10,4
0100,72,7.199999999999999,0.1,10,10,4
1110,70,7.000000000000001,0.1,10,10,4
1100,62,6.2,0.1,10,10,4
0001,59,5.8999999999999995,0.1,10,10,4
1101,56,5.6000000000000005,0.1,10,10,4
1010,43,4.3,0.1,10,10,4
1011,42,4.2,0.1,10,10,4
0011,35,3.5000000000000004,0.1,10,10,4
0101,26,2.6,0.1,10,10,4
1111,16,1.6,0.1,10,10,4
1100,106,10.6,0.25,10,1,4
0101,90,9.0,0.25,10,1,4
0111,77,7.7,0.25,10,1,4
1011,73,7.3,0.25,10,1,4
1110,68,6.800000000000001,0.25,10,1,4
0000,68,6.800000000000001,0.25,10,1,4
1000,65,6.5,0.25,10,1,4
0100,63,6.3,0.25,10,1,4
0010,63,6.3,0.25,10,1,4
1101,61,6.1,0.25,10,1,4
1001,60,6.0,0.25,10,1,4
0110,58,5.800000000000001,0.25,10,1,4
0011,56,5.6000000000000005,0.25,10,1,4
1010,56,5.6000000000000005,0.25,10,1,4
0001,36,3.5999999999999996,0.25,10,1,4
0111,87,8.7,0.25,10,2,4
1000,82,8.200000000000001,0.25,10,2,4
1010,81,8.1,0.25,10,2,4
1100,81,8.1,0.25,10,2,4
0101,75,7.5,0.25,10,2,4
1101,73,7.3,0.25,10,2,4
0100,68,6.800000000000001,0.25,10,2,4
0010,64,6.4,0.25,10,2,4
0110,63,6.3,0.25,10,2,4
1011,60,6.0,0.25,10,2,4
1001,56,5.6000000000000005,0.25,10,2,4
1110,55,5.5,0.25,10,2,4
0001,54,5.4,0.25,10,2,4
0011,50,5.0,0.25,10,2,4
0000,49,4.9,0.25,10,2,4
1111,2,0.2,0.25,10,2,4
1100,93,9.3,0.25,10,3,4
0000,84,8.4,0.25,10,3,4
0010,83,8.3,0.25,10,3,4
1001,75,7.5,0.25,10,3,4
1110,70,7.000000000000001,0.25,10,3,4
0011,70,7.000000000000001,0.25,10,3,4
0100,69,6.9,0.25,10,3,4
1000,64,6.4,0.25,10,3,4
0110,60,6.0,0.25,10,3,4
0101,58,5.800000000000001,0.25,10,3,4
0001,58,5.800000000000001,0.25,10,3,4
0111,58,5.800000000000001,0.25,10,3,4
1011,58,5.800000000000001,0.25,10,3,4
1101,50,5.0,0.25,10,3,4
1010,50,5.0,0.25,10,3,4
1011,112,11.200000000000001,0.25,10,4,4
1000,83,8.3,0.25,10,4,4
1100,83,8.3,0.25,10,4,4
1001,78,7.8,0.25,10,4,4
0111,72,7.199999999999999,0.25,10,4,4
0100,71,7.1,0.25,10,4,4
0000,70,7.000000000000001,0.25,10,4,4
1101,66,6.6000000000000005,0.25,10,4,4
0010,61,6.1,0.25,10,4,4
0110,60,6.0,0.25,10,4,4
0001,60,6.0,0.25,10,4,4
1110,59,5.8999999999999995,0.25,10,4,4
0101,52,5.2,0.25,10,4,4
0011,41,4.1000000000000005,0.25,10,4,4
1010,32,3.2,0.25,10,4,4
1100,92,9.2,0.25,10,5,4
0010,81,8.1,0.25,10,5,4
1011,76,7.6,0.25,10,5,4
1110,71,7.1,0.25,10,5,4
1010,70,7.000000000000001,0.25,10,5,4
0001,69,6.9,0.25,10,5,4
1001,68,6.800000000000001,0.25,10,5,4
1000,68,6.800000000000001,0.25,10,5,4
0101,68,6.800000000000001,0.25,10,5,4
0100,65,6.5,0.25,10,5,4
0000,62,6.2,0.25,10,5,4
0111,59,5.8999999999999995,0.25,10,5,4
0011,58,5.800000000000001,0.25,10,5,4
0110,51,5.1,0.25,10,5,4
1101,42,4.2,0.25,10,5,4
0010,98,9.8,0.25,10,6,4
1000,90,9.0,0.25,10,6,4
1011,85,8.5,0.25,10,6,4
1100,78,7.8,0.25,10,6,4
0110,75,7.5,0.25,10,6,4
0001,65,6.5,0.25,10,6,4
0000,63,6.3,0.25,10,6,4
0100,63,6.3,0.25,10,6,4
0101,62,6.2,0.25,10,6,4
0011,61,6.1,0.25,10,6,4
1110,57,5.7,0.25,10,6,4
0111,53,5.3,0.25,10,6,4
1010,50,5.0,0.25,10,6,4
1101,50,5.0,0.25,10,6,4
1001,50,5.0,0.25,10,6,4
1000,84,8.4,0.25,10,7,4
0100,79,7.9,0.25,10,7,4
0110,77,7.7,0.25,10,7,4
0101,73,7.3,0.25,10,7,4
0111,73,7.3,0.25,10,7,4
1010,73,7.3,0.25,10,7,4
0011,68,6.800000000000001,0.25,10,7,4
1101,67,6.7,0.25,10,7,4
1100,67,6.7,0.25,10,7,4
0010,65,6.5,0.25,10,7,4
0000,62,6.2,0.25,10,7,4
0001,59,5.8999999999999995,0.25,10,7,4
1110,58,5.800000000000001,0.25,10,7,4
1001,46,4.6,0.25,10,7,4
1011,30,3.0,0.25,10,7,4
1111,19,1.9,0.25,10,7,4
1110,98,9.8,0.25,10,8,4
0111,94,9.4,0.25,10,8,4
1100,83,8.3,0.25,10,8,4
1000,80,8.0,0.25,10,8,4
0010,76,7.6,0.25,10,8,4
0110,74,7.3999999999999995,0.25,10,8,4
0101,67,6.7,0.25,10,8,4
0100,66,6.6000000000000005,0.25,10,8,4
0001,64,6.4,0.25,10,8,4
0011,58,5.800000000000001,0.25,10,8,4
1101,57,5.7,0.25,10,8,4
0000,48,4.8,0.25,10,8,4
1010,47,4.7,0.25,10,8,4
1001,45,4.5,0.25,10,8,4
1011,43,4.3,0.25,10,8,4
1000,90,9.0,0.25,10,9,4
1110,81,8.1,0.25,10,9,4
1100,76,7.6,0.25,10,9,4
1010,76,7.6,0.25,10,9,4
0010,76,7.6,0.25,10,9,4
0100,69,6.9,0.25,10,9,4
0101,68,6.800000000000001,0.25,10,9,4
0000,66,6.6000000000000005,0.25,10,9,4
1011,66,6.6000000000000005,0.25,10,9,4
0111,65,6.5,0.25,10,9,4
0001,61,6.1,0.25,10,9,4
1001,57,5.7,0.25,10,9,4
0011,55,5.5,0.25,10,9,4
0110,49,4.9,0.25,10,9,4
1101,45,4.5,0.25,10,9,4
0011,93,9.3,0.25,10,10,4
0100,91,9.1,0.25,10,10,4
1100,84,8.4,0.25,10,10,4
0111,84,8.4,0.25,10,10,4
0010,76,7.6,0.25,10,10,4
1110,73,7.3,0.25,10,10,4
0000,65,6.5,0.25,10,10,4
1101,62,6.2,0.25,10,10,4
0101,62,6.2,0.25,10,10,4
1000,60,6.0,0.25,10,10,4
1011,57,5.7,0.25,10,10,4
1001,55,5.5,0.25,10,10,4
0001,49,4.9,0.25,10,10,4
1010,48,4.8,0.25,10,10,4
0110,39,3.9,0.25,10,10,4
1111,2,0.2,0.25,10,10,4
1000,88,8.799999999999999,0.5,10,1,4
0101,85,8.5,0.5,10,1,4
0010,79,7.9,0.5,10,1,4
0111,79,7.9,0.5,10,1,4
1100,72,7.199999999999999,0.5,10,1,4
0000,71,7.1,0.5,10,1,4
1101,71,7.1,0.5,10,1,4
0100,68,6.800000000000001,0.5,10,1,4
1011,67,6.7,0.5,10,1,4
1001,63,6.3,0.5,10,1,4
0110,62,6.2,0.5,10,1,4
0001,60,6.0,0.5,10,1,4
1110,58,5.800000000000001,0.5,10,1,4
0011,55,5.5,0.5,10,1,4
1010,22,2.1999999999999997,0.5,10,1,4
0111,92,9.2,0.5,10,2,4
0010,78,7.8,0.5,10,2,4
1000,76,7.6,0.5,10,2,4
0011,73,7.3,0.5,10,2,4
0001,72,7.199999999999999,0.5,10,2,4
1011,71,7.1,0.5,10,2,4
0100,67,6.7,0.5,10,2,4
0101,67,6.7,0.5,10,2,4
1100,64,6.4,0.5,10,2,4
1001,63,6.3,0.5,10,2,4
1010,61,6.1,0.5,10,2,4
0110,59,5.8999999999999995,0.5,10,2,4
1101,58,5.800000000000001,0.5,10,2,4
1110,54,5.4,0.5,10,2,4
0000,45,4.5,0.5,10,2,4
1011,77,7.7,0.5,10,3,4
0111,76,7.6,0.5,10,3,4
0011,76,7.6,0.5,10,3,4
1000,74,7.3999999999999995,0.5,10,3,4
1100,72,7.199999999999999,0.5,10,3,4
0001,72,7.199999999999999,0.5,10,3,4
0101,68,6.800000000000001,0.5,10,3,4
0010,68,6.800000000000001,0.5,10,3,4
0110,66,6.6000000000000005,0.5,10,3,4
0000,64,6.4,0.5,10,3,4
1001,63,6.3,0.5,10,3,4
0100,63,6.3,0.5,10,3,4
1110,58,5.800000000000001,0.5,10,3,4
1101,51,5.1,0.5,10,3,4
1010,50,5.0,0.5,10,3,4
1111,2,0.2,0.5,10,3,4
0010,82,8.200000000000001,0.5,10,4,4
0001,78,7.8,0.5,10,4,4
1011,76,7.6,0.5,10,4,4
0011,74,7.3999999999999995,0.5,10,4,4
1000,72,7.199999999999999,0.5,10,4,4
1100,69,6.9,0.5,10,4,4
0111,68,6.800000000000001,0.5,10,4,4
0110,67,6.7,0.5,10,4,4
1001,66,6.6000000000000005,0.5,10,4,4
0000,65,6.5,0.5,10,4,4
1110,64,6.4,0.5,10,4,4
0100,61,6.1,0.5,10,4,4
0101,57,5.7,0.5,10,4,4
1101,48,4.8,0.5,10,4,4
1010,47,4.7,0.5,10,4,4
1111,6,0.6,0.5,10,4,4
1001,83,8.3,0.5,10,5,4
1000,82,8.200000000000001,0.5,10,5,4
0010,76,7.6,0.5,10,5,4
1011,76,7.6,0.5,10,5,4
1100,75,7.5,0.5,10,5,4
0001,69,6.9,0.5,10,5,4
0111,68,6.800000000000001,0.5,10,5,4
0101,67,6.7,0.5,10,5,4
0000,64,6.4,0.5,10,5,4
0110,64,6.4,0.5,10,5,4
1101,62,6.2,0.5,10,5,4
1110,61,6.1,0.5,10,5,4
0100,61,6.1,0.5,10,5,4
0011,50,5.0,0.5,10,5,4
1010,42,4.2,0.5,10,5,4
0111,77,7.7,0.5,10,6,4
0011,76,7.6,0.5,10,6,4
0010,76,7.6,0.5,10,6,4
1100,73,7.3,0.5,10,6,4
0000,72,7.199999999999999,0.5,10,6,4
0100,71,7.1,0.5,10,6,4
0001,71,7.1,0.5,10,6,4
1011,66,6.6000000000000005,0.5,10,6,4
1010,65,6.5,0.5,10,6,4
1000,64,6.4,0.5,10,6,4
1001,63,6.3,0.5,10,6,4
0101,60,6.0,0.5,10,6,4
0110,59,5.8999999999999995,0.5,10,6,4
1110,54,5.4,0.5,10,6,4
1101,53,5.3,0.5,10,6,4
1000,94,9.4,0.5,10,7,4
1100,81,8.1,0.5,10,7,4
0111,78,7.8,0.5,10,7,4
0010,77,7.7,0.5,10,7,4
1011,75,7.5,0.5,10,7,4
1001,71,7.1,0.5,10,7,4
0000,68,6.800000000000001,0.5,10,7,4
0101,64,6.4,0.5,10,7,4
0100,60,6.0,0.5,10,7,4
1010,58,5.800000000000001,0.5,10,7,4
1110,57,5.7,0.5,10,7,4
0001,56,5.6000000000000005,0.5,10,7,4
0011,55,5.5,0.5,10,7,4
1101,53,5.3,0.5,10,7,4
0110,53,5.3,0.5,10,7,4
1001,80,8.0,0.5,10,8,4
0010,78,7.8,0.5,10,8,4
0001,75,7.5,0.5,10,8,4
1000,74,7.3999999999999995,0.5,10,8,4
1100,73,7.3,0.5,10,8,4
0101,68,6.800000000000001,0.5,10,8,4
0000,68,6.800000000000001,0.5,10,8,4
1011,67,6.7,0.5,10,8,4
0111,65,6.5,0.5,10,8,4
1101,61,6.1,0.5,10,8,4
0100,61,6.1,0.5,10,8,4
1110,61,6.1,0.5,10,8,4
0011,60,6.0,0.5,10,8,4
1010,57,5.7,0.5,10,8,4
0110,52,5.2,0.5,10,8,4
0111,82,8.200000000000001,0.5,10,9,4
1100,80,8.0,0.5,10,9,4
0110,79,7.9,0.5,10,9,4
0000,76,7.6,0.5,10,9,4
1110,75,7.5,0.5,10,9,4
0010,70,7.000000000000001,0.5,10,9,4
0001,69,6.9,0.5,10,9,4
0011,67,6.7,0.5,10,9,4
1001,61,6.1,0.5,10,9,4
0101,61,6.1,0.5,10,9,4
1000,61,6.1,0.5,10,9,4
0100,60,6.0,0.5,10,9,4
1011,55,5.5,0.5,10,9,4
1010,53,5.3,0.5,10,9,4
1101,46,4.6,0.5,10,9,4
1111,5,0.5,0.5,10,9,4
0101,82,8.200000000000001,0.5,10,10,4
0100,74,7.3999999999999995,0.5,10,10,4
0001,74,7.3999999999999995,0.5,10,10,4
1100,72,7.199999999999999,0.5,10,10,4
0110,72,7.199999999999999,0.5,10,10,4
1000,72,7.199999999999999,0.5,10,10,4
0111,71,7.1,0.5,10,10,4
0010,70,7.000000000000001,0.5,10,10,4
0000,68,6.800000000000001,0.5,10,10,4
1001,65,6.5,0.5,10,10,4
1011,60,6.0,0.5,10,10,4
1101,59,5.8999999999999995,0.5,10,10,4
1110,55,5.5,0.5,10,10,4
0011,55,5.5,0.5,10,10,4
1010,49,4.9,0.5,10,10,4
1111,2,0.2,0.5,10,10,4
1000,91,9.1,0.75,10,1,4
1100,85,8.5,0.75,10,1,4
0010,74,7.3999999999999995,0.75,10,1,4
0111,71,7.1,0.75,10,1,4
1110,70,7.000000000000001,0.75,10,1,4
1001,67,6.7,0.75,10,1,4
0101,64,6.4,0.75,10,1,4
0000,64,6.4,0.75,10,1,4
0100,64,6.4,0.75,10,1,4
0011,63,6.3,0.75,10,1,4
1011,62,6.2,0.75,10,1,4
1010,61,6.1,0.75,10,1,4
0001,61,6.1,0.75,10,1,4
1101,52,5.2,0.75,10,1,4
0110,51,5.1,0.75,10,1,4
0010,94,9.4,0.75,10,2,4
0111,83,8.3,0.75,10,2,4
1001,73,7.3,0.75,10,2,4
1011,72,7.199999999999999,0.75,10,2,4
1100,71,7.1,0.75,10,2,4
0000,67,6.7,0.75,10,2,4
1000,67,6.7,0.75,10,2,4
0100,66,6.6000000000000005,0.75,10,2,4
0101,63,6.3,0.75,10,2,4
0110,61,6.1,0.75,10,2,4
0001,61,6.1,0.75,10,2,4
1110,59,5.8999999999999995,0.75,10,2,4
0011,57,5.7,0.75,10,2,4
1010,56,5.6000000000000005,0.75,10,2,4
1101,49,4.9,0.75,10,2,4
1111,1,0.1,0.75,10,2,4
1000,90,9.0,0.75,10,3,4
1110,75,7.5,0.75,10,3,4
1100,73,7.3,0.75,10,3,4
1011,73,7.3,0.75,10,3,4
0010,73,7.3,0.75,10,3,4
0011,69,6.9,0.75,10,3,4
0111,69,6.9,0.75,10,3,4
0000,65,6.5,0.75,10,3,4
1010,65,6.5,0.75,10,3,4
1001,64,6.4,0.75,10,3,4
0100,63,6.3,0.75,10,3,4
0001,61,6.1,0.75,10,3,4
0101,58,5.800000000000001,0.75,10,3,4
0110,56,5.6000000000000005,0.75,10,3,4
1101,45,4.5,0.75,10,3,4
1111,1,0.1,0.75,10,3,4
0111,80,8.0,0.75,10,4,4
1100,77,7.7,0.75,10,4,4
0100,77,7.7,0.75,10,4,4
0010,73,7.3,0.75,10,4,4
0110,72,7.199999999999999,0.75,10,4,4
0011,72,7.199999999999999,0.75,10,4,4
1110,71,7.1,0.75,10,4,4
1000,68,6.800000000000001,0.75,10,4,4
1001,65,6.5,0.75,10,4,4
0000,64,6.4,0.75,10,4,4
0101,62,6.2,0.75,10,4,4
1011,61,6.1,0.75,10,4,4
0001,59,5.8999999999999995,0.75,10,4,4
1010,52,5.2,0.75,10,4,4
1101,45,4.5,0.75,10,4,4
1111,2,0.2,0.75,10,4,4
0010,93,9.3,0.75,10,5,4
1100,83,8.3,0.75,10,5,4
0111,80,8.0,0.75,10,5,4
1000,71,7.1,0.75,10,5,4
0110,69,6.9,0.75,10,5,4
0000,68,6.800000000000001,0.75,10,5,4
